hisco	hiscam	orig
1100	99.00	1
1110	99.00	1
1190	99.00	1
1200	99.00	1
1210	99.00	1
1300	89.06	0
1340	99.00	1
1400	75.74	1
1420	89.06	0
1430	89.06	0
2000	99.00	1
2100	93.23	0
2120	99.00	1
2130	94.48	1
2140	94.85	1
2200	93.23	0
2210	99.00	1
2220	99.00	1
2230	93.67	1
2240	89.05	1
2245	93.23	0
2255	79.38	1
2290	99.00	1
2300	93.23	0
2305	86.56	1
2310	90.71	1
2400	93.23	0
2410	90.02	1
2430	93.23	0
2450	93.23	0
2460	93.23	0
2510	87.94	1
2620	86.56	1
2700	93.23	0
2710	89.67	1
2740	93.23	0
2900	93.23	0
2930	86.56	1
2990	93.23	0
3000	93.23	0
3010	93.23	0
3020	99.00	1
3022	93.23	0
3030	93.23	0
3040	93.23	0
3090	99.00	1
3100	88.79	1
3110	88.79	1
3120	72.18	1
3130	86.56	1
3140	87.04	1
3150	93.23	0
3160	86.56	1
3170	86.56	1
3180	93.23	0
3200	92.34	1
3300	84.17	1
3310	84.17	1
3320	93.23	0
3330	93.23	0
3340	81.32	1
3390	92.78	1
3405	99.00	1
3490	93.23	0
3510	91.34	1
3520	86.56	1
3540	93.23	0
3550	93.23	0
3590	86.56	1
3620	93.23	0
3720	93.23	0
3930	93.23	0
4100	53.39	1
4120	53.39	1
4125	53.39	1
4130	53.39	1
4140	53.39	1
4200	55.63	0
4215	53.39	1
4217	53.39	1
4220	55.68	1
4230	79.43	1
4240	75.78	1
4250	53.39	1
4290	53.39	1
4320	53.39	1
5100	99.00	0
5110	99.00	0
5120	99.00	0
5190	99.00	1
5230	99.00	0
5260	99.00	0
5320	99.00	1
5330	99.00	1
5340	99.00	1
5360	99.00	1
5390	99.00	0
5400	99.00	1
5420	99.00	0
6100	99.00	1
6105	99.00	1
6110	99.00	1
6120	99.00	1
6130	99.00	1
6140	99.00	1
6190	99.00	1
6210	57.29	1
6300	70.34	0
6310	99.00	1
6320	96.66	0
6420	57.29	0
6500	85.35	1
6510	85.35	1
6520	80.11	1
6590	99.00	1
6700	99.00	1
6710	99.00	1
6810	57.29	1
6910	57.29	0
6990	57.29	1
7100	99.00	1
7110	57.29	1
7130	57.29	0
7200	70.34	0
7210	57.29	1
7300	70.34	0
7310	57.29	0
7410	57.29	0
7500	70.34	0
7520	99.00	1
7530	99.00	1
7600	70.34	0
7620	57.29	0
7640	57.29	0
7900	70.34	0
7920	99.00	0
7930	99.00	0
7990	99.00	1
8110	99.00	0
8130	99.00	0
8200	99.00	0
8220	99.00	1
8230	99.00	1
8250	99.00	1
8490	99.00	1
9010	99.00	1
9150	99.00	1
9999	99.00	0
11000	99.00	1
11010	99.00	1
11020	99.00	1
12000	99.00	1
12100	99.00	0
12110	99.00	1
12200	99.00	0
12210	99.00	1
12310	99.00	1
12400	99.00	1
12410	99.00	1
12900	99.00	1
12910	99.00	1
13000	99.00	1
13020	99.00	1
13030	99.00	0
13100	99.00	1
13130	99.00	1
13140	99.00	1
13170	99.00	0
13175	99.00	0
13190	99.00	1
13200	99.00	1
13215	99.00	1
13220	99.00	1
13230	99.00	1
13250	91.96	1
13260	99.00	1
13270	99.00	1
13275	98.23	0
13280	99.00	1
13290	99.00	1
13320	74.15	1
13390	85.35	1
13420	98.14	0
13490	98.14	0
13590	98.14	0
13900	98.14	0
13940	99.00	1
13950	99.00	1
13960	99.00	1
13990	80.44	1
14100	98.54	0
14120	98.54	0
14120	99.00	1
14130	86.49	1
14140	99.00	1
14190	99.00	1
14990	99.00	1
15120	99.00	0
15120	99.00	0
15900	99.00	0
15915	99.00	1
