hisco	hiscam	orig
1100	83.13	1
1110	83.13	1
1190	83.13	1
1200	83.13	1
1210	83.13	1
1300	83.13	1
1340	83.13	1
1400	70.35	1
1420	83.13	1
1430	83.13	1
2000	82.51	1
2100	85.23	1
2120	88.56	1
2130	82.51	1
2140	82.51	1
2200	89.43	1
2210	88.34	1
2220	69.72	1
2230	82.51	1
2240	82.51	1
2245	82.51	1
2255	61.71	1
2290	87.82	1
2300	82.51	1
2305	85.74	1
2310	82.51	1
2400	82.51	1
2410	82.51	1
2430	82.51	1
2450	82.51	1
2460	81.12	0
2510	82.51	1
2620	82.51	1
2700	82.51	1
2710	82.51	1
2740	82.51	1
2900	82.51	1
2930	82.51	1
2990	81.12	0
3000	77.54	1
3010	77.54	1
3020	78.45	1
3022	81.12	0
3030	82.51	1
3040	82.51	1
3090	82.51	1
3100	73.81	1
3110	73.81	1
3120	73.04	1
3130	82.51	1
3140	62.44	1
3150	82.51	1
3160	82.51	1
3170	82.51	1
3180	82.51	1
3200	75.45	1
3300	69.59	1
3310	69.59	1
3320	82.51	1
3330	82.51	1
3340	71.32	1
3390	82.51	1
3405	77.62	1
3490	82.51	1
3510	79.07	1
3520	82.51	1
3540	82.51	1
3550	82.51	1
3590	82.51	1
3620	81.12	0
3720	82.51	1
3930	82.51	1
4100	75.20	1
4120	75.20	1
4125	75.20	1
4130	75.20	1
4140	75.20	1
4200	67.34	1
4215	74.31	1
4217	44.84	1
4220	46.76	1
4230	61.12	1
4240	61.21	1
4250	44.84	1
4290	44.84	1
4320	44.84	1
5100	83.00	1
5110	83.00	1
5120	80.73	1
5190	84.37	1
5230	90.07	1
5260	84.37	1
5320	83.86	1
5330	83.91	1
5340	95.95	1
5360	83.76	1
5390	84.37	1
5400	82.55	1
5420	84.37	1
6100	90.86	1
6105	90.86	1
6110	90.86	1
6120	90.86	1
6130	90.86	1
6140	90.86	1
6190	90.86	1
6210	52.15	1
6300	80.73	1
6310	94.73	1
6320	94.56	1
6420	54.52	0
6500	67.97	1
6510	67.97	1
6520	53.94	1
6590	90.86	1
6700	86.64	1
6710	86.64	1
6810	52.15	1
6910	52.15	1
6990	52.15	1
7100	75.63	1
7110	63.59	1
7130	52.15	1
7200	80.73	1
7210	62.80	1
7300	80.73	1
7310	52.15	1
7410	47.66	1
7500	80.73	1
7520	90.86	1
7530	84.71	1
7600	80.73	1
7620	52.15	1
7640	52.15	1
7900	80.73	1
7920	80.73	1
7930	80.73	1
7990	80.73	1
8110	80.73	1
8130	80.73	1
8200	80.73	1
8220	80.73	1
8230	80.73	1
8250	80.73	1
8490	80.73	1
9010	80.73	1
9150	80.73	1
9999	79.85	1
11000	84.82	1
11010	84.82	1
11020	84.82	1
12000	87.14	1
12100	91.01	1
12110	94.49	1
12200	91.01	1
12210	88.94	1
12310	91.01	1
12400	90.10	1
12410	90.10	1
12900	73.14	1
12910	73.14	1
13000	79.49	1
13020	68.83	1
13030	86.31	1
13100	94.90	1
13130	94.90	1
13140	94.90	1
13170	94.90	1
13175	94.90	1
13190	94.90	1
13200	78.52	1
13215	78.52	1
13220	78.52	1
13230	78.52	1
13250	79.64	1
13260	78.52	1
13270	78.52	1
13275	78.52	1
13280	78.52	1
13290	78.52	1
13320	64.32	1
13390	65.38	1
13420	74.34	1
13490	74.34	1
13590	74.34	1
13900	79.43	1
13940	74.34	1
13950	89.38	1
13960	72.14	1
13990	65.14	1
14100	87.80	1
14120	85.99	0
14120	87.80	1
14130	75.67	1
14140	87.80	1
14190	87.80	1
14990	56.49	1
15120	82.86	0
15120	88.13	1
15900	88.13	1
15915	88.13	1
15920	82.86	0
15920	88.13	1
15930	88.13	1
15945	88.13	1
15950	88.13	1
15960	88.13	1
15990	88.13	1
16000	80.49	1
16100	76.47	1
16120	77.48	0
16120	78.23	1
16130	81.08	1
16150	77.74	1
16160	78.76	1
16190	76.80	1
16200	77.52	1
16220	76.80	1
16230	77.15	1
16240	77.78	1
16250	78.91	1
16300	77.66	1
16310	76.80	1
16350	77.48	0
16360	76.80	1
17000	65.52	1
17100	79.12	1
17120	79.12	1
17130	65.52	1
17135	65.52	1
17140	65.52	1
17145	71.37	1
17150	65.52	1
17190	65.52	1
17200	65.52	1
17220	65.52	1
17230	65.52	1
17300	65.52	1
17320	65.52	1
17340	65.52	1
17420	65.52	1
17490	65.52	1
17530	73.23	1
17540	73.23	1
17590	73.23	1
17900	65.52	1
17920	44.58	1
17940	50.12	1
17990	49.57	1
18000	65.52	1
18020	65.52	1
18050	59.37	1
18090	65.52	1
19100	80.73	1
19120	80.73	1
19130	80.73	1
19140	80.73	1
19190	80.73	1
19200	80.73	1
19250	80.73	1
19290	80.73	1
19300	80.73	1
19320	80.73	1
19390	80.73	1
19400	80.73	1
19420	80.73	1
19430	80.73	1
19490	80.73	1
19500	80.73	1
19520	80.73	1
19530	80.73	1
19540	80.73	1
19900	80.73	1
19950	80.73	1
19960	80.73	0
19990	80.73	1
20100	79.07	1
20110	79.07	1
20200	77.90	1
20210	77.90	1
21000	78.27	1
21100	80.85	1
21110	80.85	1
21200	69.89	1
21220	71.44	1
21230	71.82	1
21240	75.29	1
21300	80.18	1
21320	83.22	1
21340	78.76	1
21420	78.00	1
21430	77.73	1
21490	77.73	1
21900	84.44	1
21940	76.90	1
21950	80.85	1
21960	79.61	1
21970	80.85	1
21980	80.85	1
21990	81.70	1
22000	64.61	1
22100	84.05	1
22110	76.39	1
22190	76.39	1
22200	77.52	1
22210	81.22	1
22220	85.30	1
22230	64.85	1
22235	81.22	1
22240	71.54	1
22245	57.94	1
22250	81.22	1
22265	81.22	1
22275	81.22	1
22280	81.22	1
22290	59.26	1
22300	64.61	1
22320	76.39	1
22330	76.39	1
22390	76.39	0
22420	44.20	1
22425	44.20	1
22430	44.20	1
22440	44.20	1
22450	59.82	1
22460	55.70	1
22490	67.72	1
22520	61.89	1
22600	71.37	1
22610	71.37	1
22620	60.72	1
22630	71.37	1
22640	71.37	1
22650	71.37	1
22651	71.37	1
22655	71.37	1
22660	71.37	1
22665	62.67	1
22670	66.76	1
22675	72.09	1
22680	73.18	1
22690	52.07	1
30000	67.10	1
31000	84.39	1
31020	79.07	1
31030	61.46	1
31040	67.28	0
31040	66.86	1
31090	74.25	1
31940	57.85	1
32100	78.94	1
32110	78.94	1
32120	84.57	1
32140	72.22	1
32190	65.95	1
32220	65.78	1
33000	72.93	1
33100	72.93	1
33110	72.93	1
33120	73.40	1
33130	73.40	1
33135	73.40	1
33140	73.40	1
33150	73.40	1
33160	73.40	1
33170	73.40	1
33190	73.40	1
33900	67.68	1
33920	65.95	1
33930	57.85	1
33940	68.65	1
33990	72.90	1
34120	74.06	0
34230	74.06	1
36000	59.74	1
36020	65.33	1
36040	54.36	1
36090	63.51	1
37000	71.85	1
37010	54.48	1
37020	65.51	1
37030	54.48	1
37040	51.09	1
37090	61.61	1
38000	69.81	1
38020	69.69	1
38030	54.48	1
38040	72.99	1
38090	52.72	1
39100	65.67	1
39110	65.67	1
39120	65.67	1
39130	65.67	1
39140	65.67	1
39150	65.67	1
39190	65.67	1
39230	67.10	1
39310	64.53	1
39320	62.19	1
39340	72.11	1
39350	82.98	1
39390	65.25	1
39410	61.41	1
39440	59.70	1
39490	67.10	1
39520	57.85	1
39530	60.93	1
39900	66.75	1
39940	63.74	1
39960	57.85	1
39990	61.48	1
41000	74.75	1
41020	75.54	1
41025	66.50	1
41030	54.42	1
41035	66.50	1
41040	60.68	1
41525	58.18	1
42200	60.63	1
42220	60.63	1
42230	60.63	1
43100	77.65	1
