hisco	hiscam	orig
1100	71.20	1
1110	71.20	1
1190	71.20	1
1200	71.20	0
1210	71.20	1
1300	71.20	0
1340	71.20	0
1400	71.20	0
1420	71.20	0
1430	71.20	1
2000	71.20	1
2100	71.20	0
2120	71.20	1
2130	71.20	0
2140	71.20	0
2200	71.20	0
2210	71.20	1
2220	71.20	0
2230	71.20	0
2240	71.20	0
2245	71.20	0
2255	71.20	0
2290	71.20	0
2300	71.20	0
2305	71.20	0
2310	71.20	0
2400	71.20	0
2410	71.20	1
2430	71.20	0
2450	71.20	0
2460	71.20	0
2510	71.20	0
2620	71.20	0
2700	71.20	0
2710	71.20	0
2740	71.20	0
2900	71.20	0
2930	71.20	0
2990	71.20	0
3000	71.20	1
3010	71.20	1
3020	71.20	1
3022	71.20	0
3030	71.20	0
3040	71.20	0
3090	71.20	0
3100	71.20	0
3110	71.20	0
3120	71.20	0
3130	71.20	0
3140	71.20	0
3150	71.20	0
3160	71.20	0
3170	71.20	0
3180	71.20	0
3200	71.20	0
3300	71.20	1
3310	71.20	1
3320	71.20	0
3330	71.20	0
3340	71.20	1
3390	71.20	0
3405	71.20	0
3490	71.20	0
3510	71.20	0
3520	71.20	0
3540	71.20	0
3550	71.20	0
3590	71.20	0
3620	71.20	0
3720	71.20	0
3930	71.20	0
4100	50.58	0
4120	50.58	0
4125	50.58	0
4130	50.58	0
4140	50.58	0
4200	50.58	0
4215	50.58	1
4217	50.58	1
4220	50.58	1
4230	50.58	1
4240	50.58	1
4250	50.58	1
4290	50.58	0
4320	50.58	0
5100	71.20	0
5110	71.20	0
5120	71.20	0
5190	71.20	0
5230	71.20	0
5260	71.20	1
5320	71.20	0
5330	71.20	0
5340	71.20	0
5360	71.20	0
5390	71.20	0
5400	71.20	0
5420	71.20	0
6100	90.95	1
6105	90.95	1
6110	90.95	1
6120	90.95	1
6130	90.95	1
6140	90.95	1
6190	90.95	1
6210	71.20	0
6300	71.20	0
6310	87.62	1
6320	90.33	0
6420	71.20	0
6500	87.62	1
6510	87.62	1
6520	87.62	1
6590	90.33	0
6700	89.43	1
6710	89.43	1
6810	71.20	0
6910	71.20	1
6990	71.20	0
7100	71.20	0
7110	71.20	1
7130	71.20	0
7200	71.20	0
7210	71.20	1
7300	71.20	0
7310	71.20	1
7410	71.20	0
7500	71.20	0
7520	90.33	0
7530	90.33	0
7600	71.20	0
7620	71.20	0
7640	71.20	0
7900	71.20	0
7920	71.20	0
7930	71.20	0
7990	71.20	1
8110	71.20	0
8130	71.20	0
8200	71.20	0
8220	71.20	0
8230	71.20	0
8250	71.20	0
8490	71.20	0
9010	71.20	1
9150	71.20	0
9999	71.20	0
11000	71.20	0
11010	71.20	0
11020	71.20	1
12000	90.47	1
12100	90.47	0
12110	90.47	1
12200	90.47	0
12210	90.47	1
12310	90.47	1
12400	90.47	0
12410	90.47	0
12900	90.47	1
12910	90.47	1
13000	63.72	0
13020	63.72	1
13030	63.72	0
13100	82.67	1
13130	82.67	0
13140	82.67	0
13170	82.67	0
13175	82.67	0
13190	82.67	0
13200	85.10	1
13215	71.20	1
13220	84.67	0
13230	84.67	0
13250	90.31	1
13260	84.67	0
13270	84.67	0
13275	84.67	0
13280	84.67	0
13290	84.67	0
13320	69.71	0
13390	69.71	0
13420	82.99	0
13490	82.99	0
13590	82.99	0
13900	82.99	0
13940	83.03	1
13950	85.54	1
13960	71.20	1
13990	82.99	0
14100	99.00	0
14120	99.00	0
