hisco	hiscam	orig
1100	99.00	1
1110	99.00	1
1190	99.00	1
1200	99.00	0
1210	99.00	0
1300	99.00	0
1340	99.00	0
1400	99.00	1
1420	99.00	0
1430	99.00	0
2000	63.44	1
2100	74.38	0
2120	99.00	1
2130	74.38	0
2140	74.38	0
2200	74.38	0
2210	99.00	1
2220	74.38	0
2230	74.38	0
2240	74.38	0
2245	74.38	0
2255	74.38	0
2290	74.38	0
2300	74.38	0
2305	88.97	1
2310	74.38	0
2400	74.38	0
2410	63.44	1
2430	63.44	1
2450	74.38	0
2460	74.38	0
2510	63.44	1
2620	74.38	0
2700	74.38	0
2710	74.38	0
2740	74.38	0
2900	74.38	0
2930	63.44	1
2990	74.38	0
3000	63.44	1
3010	63.44	1
3020	99.00	1
3022	74.38	0
3030	63.44	1
3040	74.38	0
3090	74.38	0
3100	79.69	1
3110	79.69	1
3120	63.44	1
3130	74.38	0
3140	74.38	0
3150	63.44	1
3160	74.38	0
3170	74.38	0
3180	74.38	0
3200	63.44	1
3300	74.38	0
3310	74.38	0
3320	63.44	1
3330	63.44	1
3340	74.38	0
3390	74.38	0
3405	74.38	0
3490	63.44	1
3510	69.76	1
3520	74.38	0
3540	74.38	0
3550	74.38	0
3590	74.38	0
3620	74.38	0
3720	63.44	1
3930	63.44	1
4100	47.84	1
4120	47.84	1
4125	47.84	1
4130	47.84	1
4140	47.84	1
4200	47.84	1
4215	47.84	1
4217	77.37	1
4220	49.39	0
4230	49.39	0
4240	49.39	0
4250	49.39	0
4290	49.39	0
4320	49.39	0
5100	99.00	1
5110	99.00	1
5120	99.00	1
5190	99.00	0
5230	99.00	1
5260	99.00	0
5320	99.00	1
5330	99.00	0
5340	99.00	1
5360	99.00	1
5390	99.00	1
5400	99.00	0
5420	99.00	0
6100	99.00	1
6105	99.00	1
6110	99.00	1
6120	99.00	1
6130	99.00	1
6140	99.00	1
6190	99.00	1
6210	99.00	0
6300	77.47	0
6310	99.00	1
6320	99.00	1
6420	99.00	0
6500	98.12	1
6510	98.12	1
6520	98.94	0
6590	98.94	0
6700	99.00	1
6710	99.00	1
6810	99.00	1
6910	99.00	0
6990	99.00	0
7100	77.47	0
7110	99.00	1
7130	99.00	0
7200	77.47	0
7210	99.00	1
7300	77.47	0
7310	99.00	0
7410	99.00	0
7500	77.47	0
7520	99.00	1
7530	96.20	1
7600	77.47	0
7620	99.00	0
7640	99.00	0
7900	77.47	0
7920	99.00	0
7930	99.00	1
7990	99.00	1
8110	99.00	1
8130	99.00	1
8200	99.00	0
8220	99.00	0
8230	99.00	0
8250	99.00	0
8490	99.00	0
9010	99.00	0
9150	96.40	0
9999	52.56	1
11000	98.17	1
11010	98.17	1
11020	98.17	1
12000	99.00	1
12100	99.00	0
12110	99.00	1
12200	99.00	0
12210	99.00	1
12310	99.00	1
12400	99.00	0
12410	99.00	0
12900	99.00	0
12910	99.00	0
13000	99.00	1
13020	99.00	1
13030	99.00	1
13100	69.90	0
13130	69.90	0
13140	69.90	0
13170	69.90	0
13175	69.90	0
13190	69.90	0
13200	76.82	0
13215	65.93	1
13220	76.82	0
13230	76.82	0
13250	76.95	1
13260	76.82	0
13270	76.82	0
13275	76.82	0
13280	76.82	0
13290	76.82	0
13320	62.73	1
13390	62.73	0
13420	99.00	0
13490	99.00	0
13590	99.00	0
13900	99.00	0
13940	99.00	1
13950	99.00	1
13960	99.00	1
13990	99.00	1
14100	99.00	0
14120	99.00	0
14120	99.00	1
14130	99.00	0
14140	99.00	0
14190	99.00	0
14990	99.00	0
15120	99.00	0
15120	99.00	1
15900	99.00	1
15915	99.00	1
