hisco	hiscam	orig
1100	73.79	1
1110	73.79	1
1190	73.79	1
1200	73.79	0
1210	73.79	0
1300	73.79	1
1340	73.79	0
1400	73.79	1
1420	73.79	0
1430	73.79	0
2000	85.46	1
2100	88.55	1
2120	81.80	1
2130	81.94	0
2140	81.94	0
2200	93.42	1
2210	78.14	1
2220	81.94	0
2230	81.94	0
2240	81.94	0
2245	72.66	1
2255	81.94	0
2290	81.94	0
2300	72.66	1
2305	73.94	1
2310	81.94	0
2400	74.48	1
2410	72.66	1
2430	72.66	1
2450	81.94	0
2460	81.94	0
2510	81.94	0
2620	81.94	0
2700	76.15	1
2710	81.19	1
2740	85.46	1
2900	76.07	1
2930	81.94	0
2990	81.94	0
3000	79.90	1
3010	79.90	1
3020	76.92	1
3022	81.94	0
3030	81.94	0
3040	81.94	0
3090	81.94	0
3100	74.36	1
3110	74.36	1
3120	81.94	0
3130	81.94	0
3140	81.94	0
3150	81.94	0
3160	81.94	0
3170	81.94	0
3180	81.94	0
3200	81.94	0
3300	76.92	1
3310	76.92	1
3320	81.94	0
3330	81.94	0
3340	85.46	1
3390	81.94	0
3405	81.94	0
3490	81.94	0
3510	81.94	0
3520	81.94	0
3540	81.94	0
3550	81.94	0
3590	81.94	0
3620	81.94	0
3720	81.94	0
3930	81.94	0
4100	51.75	1
4120	51.75	1
4125	51.75	1
4130	51.75	1
4140	51.75	1
4200	51.75	1
4215	51.75	1
4217	51.75	0
4220	51.75	1
4230	51.75	1
4240	51.75	1
4250	51.75	0
4290	51.75	0
4320	51.75	0
5100	73.68	1
5110	73.68	1
5120	73.68	0
5190	73.68	0
5230	73.68	0
5260	73.68	0
5320	73.68	0
5330	73.68	0
5340	73.68	0
5360	73.68	0
5390	73.68	0
5400	73.68	0
5420	73.68	0
6100	99.00	1
6105	99.00	1
6110	99.00	1
6120	99.00	1
6130	99.00	1
6140	99.00	1
6190	99.00	1
6210	73.68	0
6300	73.68	1
6310	99.00	1
6320	93.61	0
6420	73.68	0
6500	99.00	1
6510	99.00	1
6520	93.61	0
6590	93.61	0
6700	72.76	1
6710	72.76	1
6810	73.68	1
6910	73.68	0
6990	73.68	0
7100	73.68	1
7110	73.68	1
7130	73.68	0
7200	80.47	0
7210	73.68	0
7300	80.47	0
7310	73.68	0
7410	73.68	0
7500	73.68	1
7520	93.61	0
7530	99.00	1
7600	73.68	1
7620	73.68	0
7640	73.68	0
7900	73.68	1
7920	73.68	1
7930	73.68	0
7990	73.68	1
8110	73.68	0
8130	73.68	0
8200	73.68	1
8220	73.68	0
8230	73.68	0
8250	73.68	0
8490	73.68	0
9010	73.68	0
9150	79.58	0
9999	79.58	0
11000	79.92	1
11010	79.92	1
11020	79.92	0
12000	99.00	1
12100	99.00	1
12110	99.00	1
12200	99.00	1
12210	99.00	0
12310	99.00	0
12400	99.00	1
12410	99.00	1
12900	99.00	1
12910	99.00	1
13000	70.26	1
13020	78.87	1
13030	72.31	0
13100	89.42	1
13130	89.83	0
13140	89.83	0
13170	70.26	1
13175	89.83	0
13190	94.89	1
13200	70.26	1
13215	70.26	0
13220	70.26	0
13230	70.26	0
13250	70.26	1
13260	70.26	0
13270	70.26	0
13275	70.26	0
13280	70.26	0
13290	70.26	0
13320	75.71	0
13390	75.71	0
13420	87.46	0
13490	87.46	0
13590	87.46	0
13900	87.46	1
13940	87.46	1
13950	87.46	1
13960	87.46	0
13990	87.46	0
14100	99.00	1
14120	99.00	0
14120	99.00	1
14130	99.00	1
14140	99.00	0
14190	99.00	1
14990	99.00	1
15120	83.19	0
15120	83.19	1
15900	83.19	1
15915	83.19	1
15920	83.19	0
15920	83.19	1
15930	83.19	1
15945	83.19	0
15950	83.19	1
15960	83.19	0
15990	83.19	0
16000	59.31	0
16100	59.31	1
16120	59.31	0
16120	59.31	1
16130	59.31	1
16150	59.31	0
16160	59.31	1
16190	59.31	0
16200	59.31	1
16220	59.31	0
16230	59.31	1
16240	59.31	1
16250	59.31	1
16300	59.31	1
16310	59.31	1
16350	59.31	0
16360	59.31	0
17000	59.09	1
17100	59.35	1
17120	59.35	1
17130	61.13	1
17135	59.44	0
17140	59.46	1
17145	60.24	1
17150	59.44	0
17190	59.44	0
17200	61.13	1
17220	59.44	0
17230	59.44	0
17300	59.44	0
17320	59.80	1
17340	59.44	0
17420	59.44	0
17490	59.44	0
17530	59.44	0
17540	59.44	0
17590	59.44	0
17900	58.76	1
17920	59.44	0
17940	61.13	1
17990	61.13	1
18000	59.90	1
18020	61.13	1
18050	59.44	0
18090	59.44	0
19100	73.68	1
19120	73.68	0
19130	73.68	0
19140	73.68	1
19190	73.68	0
19200	73.68	1
19250	73.68	0
19290	73.68	0
19300	73.68	1
19320	73.68	1
19390	73.68	1
19400	73.68	1
19420	73.68	0
19430	73.68	0
19490	73.68	0
19500	73.68	0
19520	73.68	0
19530	73.68	1
19540	73.68	1
19900	73.68	1
19950	73.68	1
19960	73.68	0
19990	73.68	1
20100	89.72	1
20110	89.72	1
20200	92.94	1
20210	92.94	1
21000	64.00	1
21100	87.46	1
21110	87.46	1
21200	71.92	0
21220	64.00	1
21230	75.73	1
21240	76.07	1
21300	77.53	1
21320	79.98	0
21340	80.52	1
21420	73.68	1
21430	81.38	1
21490	78.81	0
21900	71.94	1
21940	64.00	1
21950	64.00	1
21960	64.00	1
21970	71.92	0
21980	71.92	0
21990	64.00	1
22000	65.10	1
22100	74.95	1
22110	62.14	0
22190	62.14	0
22200	55.91	1
22210	74.95	1
22220	74.95	1
22230	74.95	1
22235	74.95	0
22240	74.95	1
22245	74.95	0
22250	74.95	1
22265	74.95	0
22275	74.95	1
22280	74.95	0
22290	74.95	1
22300	74.95	1
22320	62.14	0
22330	62.14	0
22390	62.14	0
22420	74.95	1
22425	74.95	1
22430	63.74	0
22440	63.74	0
22450	63.74	0
22460	63.74	0
22490	62.68	1
22520	59.35	1
22600	61.42	0
22610	64.61	1
22620	61.38	1
22630	62.76	1
22640	64.61	1
22650	60.90	1
22651	63.61	1
22655	61.42	0
22660	61.42	0
22665	61.01	1
22670	62.32	1
22675	60.61	1
22680	58.62	1
22690	61.30	1
30000	61.67	1
31000	78.64	1
31020	61.67	1
31030	61.67	1
31040	60.29	0
31040	53.31	1
31090	60.29	0
31940	60.29	0
32100	61.67	1
32110	61.67	1
32120	61.67	1
32140	60.29	0
32190	60.29	0
32220	60.29	0
33000	58.04	1
33100	58.04	1
33110	58.04	1
33120	71.12	1
33130	71.12	1
33135	71.12	1
33140	71.12	1
33150	71.12	1
33160	71.12	1
33170	71.12	1
33190	71.12	1
33900	61.67	1
33920	61.67	1
33930	61.67	1
33940	60.29	0
33990	61.67	1
34120	49.10	0
34230	49.10	0
36000	46.22	1
36020	46.22	1
36040	46.22	1
36090	49.10	0
37000	46.22	1
37010	49.10	0
37020	51.47	1
37030	58.26	1
37040	46.22	1
37090	46.22	1
38000	46.22	1
38020	49.10	0
38030	49.10	0
38040	46.22	1
38090	49.10	0
39100	46.51	1
39110	46.51	1
39120	46.51	1
39130	46.51	1
39140	46.51	1
39150	46.51	1
39190	46.51	1
39230	60.29	0
39310	61.67	1
39320	61.67	1
39340	61.67	1
39350	60.29	0
39390	60.29	0
39410	60.29	0
39440	60.29	0
39490	60.29	0
39520	60.29	0
39530	60.29	0
39900	60.29	0
39940	61.67	1
39960	61.67	1
39990	61.67	1
41000	58.20	1
41020	70.73	1
41025	77.41	1
41030	64.10	1
41035	60.97	0
41040	58.20	1
41525	57.42	0
42200	70.02	1
42220	70.02	1
42230	70.02	1
43100	73.91	0
43120	73.91	0
