SOC2000	UKEMPST	STDEMPST	MCAMSIS	FCAMSIS	NS_SEC	OPERCAT	RNS_SEC	ROPERCAT	RGSC	SEG	NREMPST
112	0	0	58.93	54.08	-999	-999	-999	-999	-999	-999	-999
112	1	-1	61.44	53.85	-999	-999	-999	-999	-999	-999	-999
112	2	-2	61.36	53.83	-999	-999	-999	-999	-999	-999	-999
112	3	3	59.43	54.24	-999	-999	-999	-999	-999	-999	-999
112	4	-3	59.03	54	-999	-999	-999	-999	-999	-999	-999
112	5	-4	59.03	54	-999	-999	-999	-999	-999	-999	-999
112	6	-5	48.87	55.05	-999	-999	-999	-999	-999	-999	-999
112	7	-6	58.8	53.81	-999	-999	-999	-999	-999	-999	-999
113	-3	2	68.84	70.6	-999	-999	-999	-999	-999	-999	-999
113	-2	4	70.32	67.33	-999	-999	-999	-999	-999	-999	-999
113	-1	6	68.47	66.76	-999	-999	-999	-999	-999	-999	-999
113	0	0	68.46	66.94	-999	-999	-999	-999	-999	-999	-999
113	1	-1	71.24	67.24	-999	-999	-999	-999	-999	-999	-999
113	2	-2	69.37	67.33	-999	-999	-999	-999	-999	-999	-999
113	3	3	68.44	71.58	-999	-999	-999	-999	-999	-999	-999
113	4	-3	68.85	66.91	-999	-999	-999	-999	-999	-999	-999
113	5	-4	68.85	66.91	-999	-999	-999	-999	-999	-999	-999
113	6	-5	68.41	67.09	-999	-999	-999	-999	-999	-999	-999
113	7	-6	68.31	67.06	-999	-999	-999	-999	-999	-999	-999
114	-3	2	64.16	62.16	-999	-999	-999	-999	-999	-999	-999
114	-2	4	64.12	62.05	-999	-999	-999	-999	-999	-999	-999
114	-1	6	63.42	61.74	-999	-999	-999	-999	-999	-999	-999
114	0	0	63.43	61.83	-999	-999	-999	-999	-999	-999	-999
114	1	-1	64.68	62.05	-999	-999	-999	-999	-999	-999	-999
114	2	-2	63.55	62.05	-999	-999	-999	-999	-999	-999	-999
114	3	3	64.08	62.45	-999	-999	-999	-999	-999	-999	-999
114	4	-3	63.42	61.74	-999	-999	-999	-999	-999	-999	-999
114	5	-4	63.42	61.74	-999	-999	-999	-999	-999	-999	-999
114	6	-5	63.34	61.84	-999	-999	-999	-999	-999	-999	-999
114	7	-6	63.34	61.84	-999	-999	-999	-999	-999	-999	-999
115	-3	2	65.03	62.37	-999	-999	-999	-999	-999	-999	-999
115	-2	4	64.99	62.24	-999	-999	-999	-999	-999	-999	-999
115	-1	6	64.4	61.65	-999	-999	-999	-999	-999	-999	-999
115	0	0	64.46	61.74	-999	-999	-999	-999	-999	-999	-999
115	1	-1	65.35	61.83	-999	-999	-999	-999	-999	-999	-999
115	2	-2	64.63	62.24	-999	-999	-999	-999	-999	-999	-999
115	3	3	65.2	62.32	-999	-999	-999	-999	-999	-999	-999
115	4	-3	64.59	62.22	-999	-999	-999	-999	-999	-999	-999
115	5	-4	64.59	62.22	-999	-999	-999	-999	-999	-999	-999
115	6	-5	64.42	61.72	-999	-999	-999	-999	-999	-999	-999
115	7	-6	64.16	61.6	-999	-999	-999	-999	-999	-999	-999
116	-3	2	56.24	54.46	-999	-999	-999	-999	-999	-999	-999
116	-2	4	60.29	54.87	-999	-999	-999	-999	-999	-999	-999
116	-1	6	54.99	51.64	-999	-999	-999	-999	-999	-999	-999
116	0	0	55.56	52.72	-999	-999	-999	-999	-999	-999	-999
116	1	-1	62.17	54.7	-999	-999	-999	-999	-999	-999	-999
116	2	-2	58.4	54.87	-999	-999	-999	-999	-999	-999	-999
116	3	3	53.73	53.69	-999	-999	-999	-999	-999	-999	-999
116	4	-3	55.03	51.66	-999	-999	-999	-999	-999	-999	-999
116	5	-4	55.03	51.66	-999	-999	-999	-999	-999	-999	-999
116	6	-5	55.2	52.22	-999	-999	-999	-999	-999	-999	-999
116	7	-6	55.25	52.17	-999	-999	-999	-999	-999	-999	-999
117	-3	2	69.36	54.55	-999	-999	-999	-999	-999	-999	-999
117	-2	4	70.23	55.54	-999	-999	-999	-999	-999	-999	-999
117	-1	6	69.72	62.54	-999	-999	-999	-999	-999	-999	-999
117	0	0	69.57	62.38	-999	-999	-999	-999	-999	-999	-999
117	1	-1	71.04	55.97	-999	-999	-999	-999	-999	-999	-999
117	2	-2	69.42	55.54	-999	-999	-999	-999	-999	-999	-999
117	3	3	69.18	52.64	-999	-999	-999	-999	-999	-999	-999
117	4	-3	69.72	61.36	-999	-999	-999	-999	-999	-999	-999
117	5	-4	69.72	61.36	-999	-999	-999	-999	-999	-999	-999
117	6	-5	69.77	59.75	-999	-999	-999	-999	-999	-999	-999
117	7	-6	69.65	69.36	-999	-999	-999	-999	-999	-999	-999
118	-3	2	62.91	62.2	-999	-999	-999	-999	-999	-999	-999
118	-2	4	64.92	62.58	-999	-999	-999	-999	-999	-999	-999
118	-1	6	64.14	60.04	-999	-999	-999	-999	-999	-999	-999
118	0	0	63.72	60.49	-999	-999	-999	-999	-999	-999	-999
118	1	-1	66.83	62.6	-999	-999	-999	-999	-999	-999	-999
118	2	-2	62.99	62.6	-999	-999	-999	-999	-999	-999	-999
118	3	3	63.01	61.4	-999	-999	-999	-999	-999	-999	-999
118	4	-3	64.41	59.94	-999	-999	-999	-999	-999	-999	-999
118	5	-4	64.41	59.94	-999	-999	-999	-999	-999	-999	-999
118	6	-5	64.05	60.79	-999	-999	-999	-999	-999	-999	-999
118	7	-6	63.77	60.28	-999	-999	-999	-999	-999	-999	-999
121	-3	2	53.88	59.55	-999	-999	-999	-999	-999	-999	-999
121	-2	4	55.88	63.73	-999	-999	-999	-999	-999	-999	-999
121	-1	6	54.18	66.8	-999	-999	-999	-999	-999	-999	-999
121	0	0	53.98	61.17	-999	-999	-999	-999	-999	-999	-999
121	1	-1	57.48	66.78	-999	-999	-999	-999	-999	-999	-999
121	2	-2	54.25	63.7	-999	-999	-999	-999	-999	-999	-999
121	3	3	53.47	56.73	-999	-999	-999	-999	-999	-999	-999
121	4	-3	54.18	66.8	-999	-999	-999	-999	-999	-999	-999
121	5	-4	54.18	66.8	-999	-999	-999	-999	-999	-999	-999
121	6	-5	54.55	63.99	-999	-999	-999	-999	-999	-999	-999
121	7	-6	54.46	63.99	-999	-999	-999	-999	-999	-999	-999
122	-3	2	59.16	58.83	-999	-999	-999	-999	-999	-999	-999
122	-2	4	62.2	58.17	-999	-999	-999	-999	-999	-999	-999
122	-1	6	55.15	54.37	-999	-999	-999	-999	-999	-999	-999
122	0	0	57	55.85	-999	-999	-999	-999	-999	-999	-999
122	1	-1	62.32	55.97	-999	-999	-999	-999	-999	-999	-999
122	2	-2	62.07	58.19	-999	-999	-999	-999	-999	-999	-999
122	3	3	54.37	59.22	-999	-999	-999	-999	-999	-999	-999
122	4	-3	55.22	54.44	-999	-999	-999	-999	-999	-999	-999
122	5	-4	55.22	54.44	-999	-999	-999	-999	-999	-999	-999
122	6	-5	56.1	55.99	-999	-999	-999	-999	-999	-999	-999
122	7	-6	56.07	55.93	-999	-999	-999	-999	-999	-999	-999
123	-3	2	59	56.71	-999	-999	-999	-999	-999	-999	-999
123	-2	4	65.17	58.46	-999	-999	-999	-999	-999	-999	-999
123	-1	6	58.79	56.36	-999	-999	-999	-999	-999	-999	-999
123	0	0	59.19	56.54	-999	-999	-999	-999	-999	-999	-999
123	1	-1	68.72	57.7	-999	-999	-999	-999	-999	-999	-999
123	2	-2	61.61	58.46	-999	-999	-999	-999	-999	-999	-999
123	3	3	56.24	54.86	-999	-999	-999	-999	-999	-999	-999
123	4	-3	59.36	56.5	-999	-999	-999	-999	-999	-999	-999
123	5	-4	59.36	56.5	-999	-999	-999	-999	-999	-999	-999
123	6	-5	58.19	56.15	-999	-999	-999	-999	-999	-999	-999
123	7	-6	58.92	56.5	-999	-999	-999	-999	-999	-999	-999
211	-3	2	77.54	79.95	-999	-999	-999	-999	-999	-999	-999
211	-2	4	77.52	79.8	-999	-999	-999	-999	-999	-999	-999
211	-1	6	76.81	80.21	-999	-999	-999	-999	-999	-999	-999
211	0	0	76.86	80.19	-999	-999	-999	-999	-999	-999	-999
211	1	-1	78.22	79.8	-999	-999	-999	-999	-999	-999	-999
211	2	-2	76.82	79.8	-999	-999	-999	-999	-999	-999	-999
211	3	3	78.22	79.95	-999	-999	-999	-999	-999	-999	-999
211	4	-3	76.88	79.8	-999	-999	-999	-999	-999	-999	-999
211	5	-4	76.88	79.8	-999	-999	-999	-999	-999	-999	-999
211	6	-5	76.81	79.8	-999	-999	-999	-999	-999	-999	-999
211	7	-6	76.81	80.21	-999	-999	-999	-999	-999	-999	-999
212	-3	2	67.69	76.92	-999	-999	-999	-999	-999	-999	-999
212	-2	4	67.42	76.03	-999	-999	-999	-999	-999	-999	-999
212	-1	6	65.97	79.41	-999	-999	-999	-999	-999	-999	-999
212	0	0	65.91	79.23	-999	-999	-999	-999	-999	-999	-999
212	1	-1	68.57	76.03	-999	-999	-999	-999	-999	-999	-999
212	2	-2	66.22	76.03	-999	-999	-999	-999	-999	-999	-999
212	3	3	68.1	77.29	-999	-999	-999	-999	-999	-999	-999
212	4	-3	66.2	76.05	-999	-999	-999	-999	-999	-999	-999
212	5	-4	66.2	76.05	-999	-999	-999	-999	-999	-999	-999
212	6	-5	65.54	76.08	-999	-999	-999	-999	-999	-999	-999
212	7	-6	65.97	79.39	-999	-999	-999	-999	-999	-999	-999
213	-3	2	83.82	79.04	-999	-999	-999	-999	-999	-999	-999
213	-2	4	71.97	76.53	-999	-999	-999	-999	-999	-999	-999
213	-1	6	76.23	76.67	-999	-999	-999	-999	-999	-999	-999
213	0	0	76.9	76.74	-999	-999	-999	-999	-999	-999	-999
213	1	-1	67.04	76.58	-999	-999	-999	-999	-999	-999	-999
213	2	-2	76.89	76.53	-999	-999	-999	-999	-999	-999	-999
213	3	3	85.04	79.31	-999	-999	-999	-999	-999	-999	-999
213	4	-3	73.07	76.53	-999	-999	-999	-999	-999	-999	-999
213	5	-4	73.07	76.53	-999	-999	-999	-999	-999	-999	-999
213	6	-5	76.89	76.53	-999	-999	-999	-999	-999	-999	-999
213	7	-6	76.3	76.67	-999	-999	-999	-999	-999	-999	-999
221	-3	2	82.74	88.64	-999	-999	-999	-999	-999	-999	-999
221	-2	4	79.39	88.52	-999	-999	-999	-999	-999	-999	-999
221	-1	6	85.57	87.78	-999	-999	-999	-999	-999	-999	-999
221	0	0	84.56	87.95	-999	-999	-999	-999	-999	-999	-999
221	1	-1	75.89	90.1	-999	-999	-999	-999	-999	-999	-999
221	2	-2	82.81	88.52	-999	-999	-999	-999	-999	-999	-999
221	3	3	85.08	88.26	-999	-999	-999	-999	-999	-999	-999
221	4	-3	83.37	88.15	-999	-999	-999	-999	-999	-999	-999
221	5	-4	83.37	88.15	-999	-999	-999	-999	-999	-999	-999
221	6	-5	83.37	88.15	-999	-999	-999	-999	-999	-999	-999
221	7	-6	85.57	87.78	-999	-999	-999	-999	-999	-999	-999
231	-3	2	67.97	76.63	-999	-999	-999	-999	-999	-999	-999
231	-2	4	68.82	78.6	-999	-999	-999	-999	-999	-999	-999
231	-1	6	69.72	79.09	-999	-999	-999	-999	-999	-999	-999
231	0	0	69.72	78.91	-999	-999	-999	-999	-999	-999	-999
231	1	-1	67.66	66.35	-999	-999	-999	-999	-999	-999	-999
231	2	-2	69.97	78.62	-999	-999	-999	-999	-999	-999	-999
231	3	3	67.67	75.81	-999	-999	-999	-999	-999	-999	-999
231	4	-3	70.5	71.57	-999	-999	-999	-999	-999	-999	-999
231	5	-4	70.5	71.57	-999	-999	-999	-999	-999	-999	-999
231	6	-5	69.77	78.55	-999	-999	-999	-999	-999	-999	-999
231	7	-6	69.7	79.09	-999	-999	-999	-999	-999	-999	-999
232	-3	2	73.54	73.22	-999	-999	-999	-999	-999	-999	-999
232	-2	4	73.01	69.59	-999	-999	-999	-999	-999	-999	-999
232	-1	6	70.7	68.37	-999	-999	-999	-999	-999	-999	-999
232	0	0	71.15	68.82	-999	-999	-999	-999	-999	-999	-999
232	1	-1	74.52	70.99	-999	-999	-999	-999	-999	-999	-999
232	2	-2	71.44	69.59	-999	-999	-999	-999	-999	-999	-999
232	3	3	74.2	73.38	-999	-999	-999	-999	-999	-999	-999
232	4	-3	75.22	69.3	-999	-999	-999	-999	-999	-999	-999
232	5	-4	75.22	69.3	-999	-999	-999	-999	-999	-999	-999
232	6	-5	69.81	69.59	-999	-999	-999	-999	-999	-999	-999
232	7	-6	69.84	68.36	-999	-999	-999	-999	-999	-999	-999
241	-3	2	88.7	89.73	-999	-999	-999	-999	-999	-999	-999
241	-2	4	81.45	89.73	-999	-999	-999	-999	-999	-999	-999
241	-1	6	84.34	89.71	-999	-999	-999	-999	-999	-999	-999
241	0	0	84.94	89.71	-999	-999	-999	-999	-999	-999	-999
241	1	-1	81.4	89.73	-999	-999	-999	-999	-999	-999	-999
241	2	-2	81.48	89.73	-999	-999	-999	-999	-999	-999	-999
241	3	3	94.39	89.73	-999	-999	-999	-999	-999	-999	-999
241	4	-3	83.32	89.77	-999	-999	-999	-999	-999	-999	-999
241	5	-4	83.32	89.77	-999	-999	-999	-999	-999	-999	-999
241	6	-5	83.09	89.73	-999	-999	-999	-999	-999	-999	-999
241	7	-6	84.06	89.66	-999	-999	-999	-999	-999	-999	-999
242	-3	2	74.87	87.84	-999	-999	-999	-999	-999	-999	-999
242	-2	4	76.71	76.12	-999	-999	-999	-999	-999	-999	-999
242	-1	6	73.15	74.21	-999	-999	-999	-999	-999	-999	-999
242	0	0	73.75	75.76	-999	-999	-999	-999	-999	-999	-999
242	1	-1	79.15	74.26	-999	-999	-999	-999	-999	-999	-999
242	2	-2	74.19	76.12	-999	-999	-999	-999	-999	-999	-999
242	3	3	75.1	91.82	-999	-999	-999	-999	-999	-999	-999
242	4	-3	74.17	76.14	-999	-999	-999	-999	-999	-999	-999
242	5	-4	74.17	76.14	-999	-999	-999	-999	-999	-999	-999
242	6	-5	74.18	76.02	-999	-999	-999	-999	-999	-999	-999
242	7	-6	73.15	74.2	-999	-999	-999	-999	-999	-999	-999
243	-3	2	76.45	76.79	-999	-999	-999	-999	-999	-999	-999
243	-2	4	77.65	75.18	-999	-999	-999	-999	-999	-999	-999
243	-1	6	71.14	78.21	-999	-999	-999	-999	-999	-999	-999
243	0	0	72.19	78.15	-999	-999	-999	-999	-999	-999	-999
243	1	-1	81.07	75.18	-999	-999	-999	-999	-999	-999	-999
243	2	-2	74.16	75.18	-999	-999	-999	-999	-999	-999	-999
243	3	3	80.26	77.32	-999	-999	-999	-999	-999	-999	-999
243	4	-3	72.86	75.18	-999	-999	-999	-999	-999	-999	-999
243	5	-4	72.86	75.18	-999	-999	-999	-999	-999	-999	-999
243	6	-5	72.68	75.18	-999	-999	-999	-999	-999	-999	-999
243	7	-6	71.14	78.21	-999	-999	-999	-999	-999	-999	-999
244	-3	2	74.37	71.9	-999	-999	-999	-999	-999	-999	-999
244	-2	4	74.58	62.02	-999	-999	-999	-999	-999	-999	-999
244	-1	6	74.96	71.9	-999	-999	-999	-999	-999	-999	-999
244	0	0	74.85	71.9	-999	-999	-999	-999	-999	-999	-999
244	1	-1	74.31	62.02	-999	-999	-999	-999	-999	-999	-999
244	2	-2	74.85	62.02	-999	-999	-999	-999	-999	-999	-999
244	3	3	74.31	71.9	-999	-999	-999	-999	-999	-999	-999
244	4	-3	74.85	62.02	-999	-999	-999	-999	-999	-999	-999
244	5	-4	74.85	62.02	-999	-999	-999	-999	-999	-999	-999
244	6	-5	74.85	62.02	-999	-999	-999	-999	-999	-999	-999
244	7	-6	74.96	71.9	-999	-999	-999	-999	-999	-999	-999
245	-3	2	74.22	77.95	-999	-999	-999	-999	-999	-999	-999
245	-2	4	74.22	77.95	-999	-999	-999	-999	-999	-999	-999
245	-1	6	74.22	77.95	-999	-999	-999	-999	-999	-999	-999
245	0	0	74.22	77.95	-999	-999	-999	-999	-999	-999	-999
245	1	-1	74.22	77.95	-999	-999	-999	-999	-999	-999	-999
245	2	-2	74.22	77.95	-999	-999	-999	-999	-999	-999	-999
245	3	3	74.22	77.95	-999	-999	-999	-999	-999	-999	-999
245	4	-3	74.22	75.72	-999	-999	-999	-999	-999	-999	-999
245	5	-4	74.22	75.72	-999	-999	-999	-999	-999	-999	-999
245	6	-5	74.22	77.95	-999	-999	-999	-999	-999	-999	-999
245	7	-6	74.22	77.95	-999	-999	-999	-999	-999	-999	-999
311	-3	2	65.94	64.81	-999	-999	-999	-999	-999	-999	-999
311	-2	4	59.13	59.23	-999	-999	-999	-999	-999	-999	-999
311	-1	6	54.92	60.92	-999	-999	-999	-999	-999	-999	-999
311	0	0	55.15	60.98	-999	-999	-999	-999	-999	-999	-999
311	1	-1	62.52	59.23	-999	-999	-999	-999	-999	-999	-999
311	2	-2	55.7	59.23	-999	-999	-999	-999	-999	-999	-999
311	3	3	67.3	64.86	-999	-999	-999	-999	-999	-999	-999
311	4	-3	61.17	59.18	-999	-999	-999	-999	-999	-999	-999
311	5	-4	61.17	59.18	-999	-999	-999	-999	-999	-999	-999
311	6	-5	55.21	59.29	-999	-999	-999	-999	-999	-999	-999
311	7	-6	54.89	60.92	-999	-999	-999	-999	-999	-999	-999
312	-3	2	68.01	76.8	-999	-999	-999	-999	-999	-999	-999
312	-2	4	63.37	69.57	-999	-999	-999	-999	-999	-999	-999
312	-1	6	59.58	70.43	-999	-999	-999	-999	-999	-999	-999
312	0	0	60.29	71.13	-999	-999	-999	-999	-999	-999	-999
312	1	-1	63.99	69.25	-999	-999	-999	-999	-999	-999	-999
312	2	-2	62.75	69.57	-999	-999	-999	-999	-999	-999	-999
312	3	3	68.27	77.17	-999	-999	-999	-999	-999	-999	-999
312	4	-3	62.89	69.25	-999	-999	-999	-999	-999	-999	-999
312	5	-4	62.89	69.25	-999	-999	-999	-999	-999	-999	-999
312	6	-5	61.96	69.19	-999	-999	-999	-999	-999	-999	-999
312	7	-6	59.3	70.43	-999	-999	-999	-999	-999	-999	-999
313	-3	2	80.84	77.01	-999	-999	-999	-999	-999	-999	-999
313	-2	4	63.51	70.13	-999	-999	-999	-999	-999	-999	-999
313	-1	6	68.37	70.12	-999	-999	-999	-999	-999	-999	-999
313	0	0	68.92	70.31	-999	-999	-999	-999	-999	-999	-999
313	1	-1	58.18	70.13	-999	-999	-999	-999	-999	-999	-999
313	2	-2	68.83	70.13	-999	-999	-999	-999	-999	-999	-999
313	3	3	82.86	77.74	-999	-999	-999	-999	-999	-999	-999
313	4	-3	58.18	70.13	-999	-999	-999	-999	-999	-999	-999
313	5	-4	58.18	70.13	-999	-999	-999	-999	-999	-999	-999
313	6	-5	68.9	70.15	-999	-999	-999	-999	-999	-999	-999
313	7	-6	68.54	70.12	-999	-999	-999	-999	-999	-999	-999
321	-3	2	59.84	67.48	-999	-999	-999	-999	-999	-999	-999
321	-2	4	56.36	60.86	-999	-999	-999	-999	-999	-999	-999
321	-1	6	50.36	56.95	-999	-999	-999	-999	-999	-999	-999
321	0	0	52.41	58.22	-999	-999	-999	-999	-999	-999	-999
321	1	-1	56.37	68.84	-999	-999	-999	-999	-999	-999	-999
321	2	-2	56.35	60.83	-999	-999	-999	-999	-999	-999	-999
321	3	3	63.37	68.91	-999	-999	-999	-999	-999	-999	-999
321	4	-3	58.13	61.09	-999	-999	-999	-999	-999	-999	-999
321	5	-4	58.13	61.09	-999	-999	-999	-999	-999	-999	-999
321	6	-5	57.92	59.36	-999	-999	-999	-999	-999	-999	-999
321	7	-6	49.19	56.57	-999	-999	-999	-999	-999	-999	-999
322	-3	2	66.37	86.19	-999	-999	-999	-999	-999	-999	-999
322	-2	4	62.89	74.03	-999	-999	-999	-999	-999	-999	-999
322	-1	6	61.89	73.12	-999	-999	-999	-999	-999	-999	-999
322	0	0	62.79	75.03	-999	-999	-999	-999	-999	-999	-999
322	1	-1	67.08	75.57	-999	-999	-999	-999	-999	-999	-999
322	2	-2	58.7	74.03	-999	-999	-999	-999	-999	-999	-999
322	3	3	68.9	87.04	-999	-999	-999	-999	-999	-999	-999
322	4	-3	58.7	74.03	-999	-999	-999	-999	-999	-999	-999
322	5	-4	58.7	74.03	-999	-999	-999	-999	-999	-999	-999
322	6	-5	58.46	73.76	-999	-999	-999	-999	-999	-999	-999
322	7	-6	61.82	73.15	-999	-999	-999	-999	-999	-999	-999
323	-3	2	63.28	61.72	-999	-999	-999	-999	-999	-999	-999
323	-2	4	63.29	58.71	-999	-999	-999	-999	-999	-999	-999
323	-1	6	63.29	58.69	-999	-999	-999	-999	-999	-999	-999
323	0	0	63.29	58.71	-999	-999	-999	-999	-999	-999	-999
323	1	-1	63.29	58.62	-999	-999	-999	-999	-999	-999	-999
323	2	-2	63.29	58.71	-999	-999	-999	-999	-999	-999	-999
323	3	3	63.28	61.72	-999	-999	-999	-999	-999	-999	-999
323	4	-3	63.35	64.75	-999	-999	-999	-999	-999	-999	-999
323	5	-4	63.35	64.75	-999	-999	-999	-999	-999	-999	-999
323	6	-5	63.29	58.62	-999	-999	-999	-999	-999	-999	-999
323	7	-6	63.37	56.95	-999	-999	-999	-999	-999	-999	-999
331	-3	2	53.25	49.23	-999	-999	-999	-999	-999	-999	-999
331	-2	4	53.34	49.19	-999	-999	-999	-999	-999	-999	-999
331	-1	6	53.19	56.09	-999	-999	-999	-999	-999	-999	-999
331	0	0	53.2	56.14	-999	-999	-999	-999	-999	-999	-999
331	1	-1	53.42	49.19	-999	-999	-999	-999	-999	-999	-999
331	2	-2	53.27	49.19	-999	-999	-999	-999	-999	-999	-999
331	3	3	53.17	49.21	-999	-999	-999	-999	-999	-999	-999
331	4	-3	53.16	49.07	-999	-999	-999	-999	-999	-999	-999
331	5	-4	53.16	49.07	-999	-999	-999	-999	-999	-999	-999
331	6	-5	57.25	49.1	-999	-999	-999	-999	-999	-999	-999
331	7	-6	52.89	56.28	-999	-999	-999	-999	-999	-999	-999
341	-3	2	71.09	74.59	-999	-999	-999	-999	-999	-999	-999
341	-2	4	67.33	74.13	-999	-999	-999	-999	-999	-999	-999
341	-1	6	72.31	71.76	-999	-999	-999	-999	-999	-999	-999
341	0	0	71.4	72.79	-999	-999	-999	-999	-999	-999	-999
341	1	-1	68.18	72.36	-999	-999	-999	-999	-999	-999	-999
341	2	-2	66.48	74.13	-999	-999	-999	-999	-999	-999	-999
341	3	3	71.62	74.62	-999	-999	-999	-999	-999	-999	-999
341	4	-3	79.01	76.11	-999	-999	-999	-999	-999	-999	-999
341	5	-4	79.01	76.11	-999	-999	-999	-999	-999	-999	-999
341	6	-5	70.77	72.83	-999	-999	-999	-999	-999	-999	-999
341	7	-6	70.46	70.76	-999	-999	-999	-999	-999	-999	-999
342	-3	2	73.82	73.43	-999	-999	-999	-999	-999	-999	-999
342	-2	4	71.66	72	-999	-999	-999	-999	-999	-999	-999
342	-1	6	63.74	68.64	-999	-999	-999	-999	-999	-999	-999
342	0	0	67.45	70.5	-999	-999	-999	-999	-999	-999	-999
342	1	-1	73.18	70.64	-999	-999	-999	-999	-999	-999	-999
342	2	-2	70.13	72	-999	-999	-999	-999	-999	-999	-999
342	3	3	74.39	73.61	-999	-999	-999	-999	-999	-999	-999
342	4	-3	74.98	71.53	-999	-999	-999	-999	-999	-999	-999
342	5	-4	74.98	71.53	-999	-999	-999	-999	-999	-999	-999
342	6	-5	62.88	71.48	-999	-999	-999	-999	-999	-999	-999
342	7	-6	62.32	68.35	-999	-999	-999	-999	-999	-999	-999
343	-3	2	71.4	74.1	-999	-999	-999	-999	-999	-999	-999
343	-2	4	69.3	72.9	-999	-999	-999	-999	-999	-999	-999
343	-1	6	68.96	71.86	-999	-999	-999	-999	-999	-999	-999
343	0	0	69.69	72.33	-999	-999	-999	-999	-999	-999	-999
343	1	-1	69.31	72.39	-999	-999	-999	-999	-999	-999	-999
343	2	-2	69.29	72.9	-999	-999	-999	-999	-999	-999	-999
343	3	3	71.62	74.22	-999	-999	-999	-999	-999	-999	-999
343	4	-3	73.06	73.4	-999	-999	-999	-999	-999	-999	-999
343	5	-4	73.06	73.4	-999	-999	-999	-999	-999	-999	-999
343	6	-5	68.36	72.24	-999	-999	-999	-999	-999	-999	-999
343	7	-6	67.99	71.17	-999	-999	-999	-999	-999	-999	-999
344	-3	2	68.72	75.54	-999	-999	-999	-999	-999	-999	-999
344	-2	4	65.27	72.91	-999	-999	-999	-999	-999	-999	-999
344	-1	6	68.61	72.1	-999	-999	-999	-999	-999	-999	-999
344	0	0	68.59	72.94	-999	-999	-999	-999	-999	-999	-999
344	1	-1	65.78	71.92	-999	-999	-999	-999	-999	-999	-999
344	2	-2	64.75	72.91	-999	-999	-999	-999	-999	-999	-999
344	3	3	70.43	76.39	-999	-999	-999	-999	-999	-999	-999
344	4	-3	74.73	77.72	-999	-999	-999	-999	-999	-999	-999
344	5	-4	74.73	77.72	-999	-999	-999	-999	-999	-999	-999
344	6	-5	68.89	73.06	-999	-999	-999	-999	-999	-999	-999
344	7	-6	66.81	71.03	-999	-999	-999	-999	-999	-999	-999
351	-3	2	58.95	64.68	-999	-999	-999	-999	-999	-999	-999
351	-2	4	58.07	58.87	-999	-999	-999	-999	-999	-999	-999
351	-1	6	58.5	61.44	-999	-999	-999	-999	-999	-999	-999
351	0	0	58.59	62.27	-999	-999	-999	-999	-999	-999	-999
351	1	-1	58.04	59.14	-999	-999	-999	-999	-999	-999	-999
351	2	-2	58.09	58.87	-999	-999	-999	-999	-999	-999	-999
351	3	3	59.06	71.75	-999	-999	-999	-999	-999	-999	-999
351	4	-3	58.68	61.58	-999	-999	-999	-999	-999	-999	-999
351	5	-4	58.68	61.58	-999	-999	-999	-999	-999	-999	-999
351	6	-5	57.71	60.26	-999	-999	-999	-999	-999	-999	-999
351	7	-6	58.25	60.21	-999	-999	-999	-999	-999	-999	-999
352	-3	2	73.1	70.98	-999	-999	-999	-999	-999	-999	-999
352	-2	4	69.91	71.33	-999	-999	-999	-999	-999	-999	-999
352	-1	6	63.84	69.92	-999	-999	-999	-999	-999	-999	-999
352	0	0	64.4	69.95	-999	-999	-999	-999	-999	-999	-999
352	1	-1	73.75	71.82	-999	-999	-999	-999	-999	-999	-999
352	2	-2	66.07	71.33	-999	-999	-999	-999	-999	-999	-999
352	3	3	78.13	70.91	-999	-999	-999	-999	-999	-999	-999
352	4	-3	67.09	70.83	-999	-999	-999	-999	-999	-999	-999
352	5	-4	67.09	70.83	-999	-999	-999	-999	-999	-999	-999
352	6	-5	63.57	69.92	-999	-999	-999	-999	-999	-999	-999
352	7	-6	59.36	69.03	-999	-999	-999	-999	-999	-999	-999
353	-3	2	69.45	67.67	-999	-999	-999	-999	-999	-999	-999
353	-2	4	68.87	66.58	-999	-999	-999	-999	-999	-999	-999
353	-1	6	64.08	62.83	-999	-999	-999	-999	-999	-999	-999
353	0	0	65.01	63.37	-999	-999	-999	-999	-999	-999	-999
353	1	-1	71.16	65.49	-999	-999	-999	-999	-999	-999	-999
353	2	-2	66.5	66.58	-999	-999	-999	-999	-999	-999	-999
353	3	3	70.65	67.8	-999	-999	-999	-999	-999	-999	-999
353	4	-3	66.22	66.95	-999	-999	-999	-999	-999	-999	-999
353	5	-4	66.22	66.95	-999	-999	-999	-999	-999	-999	-999
353	6	-5	64.05	63.36	-999	-999	-999	-999	-999	-999	-999
353	7	-6	63.47	62.55	-999	-999	-999	-999	-999	-999	-999
354	-3	2	62.03	70.41	-999	-999	-999	-999	-999	-999	-999
354	-2	4	66.15	68.41	-999	-999	-999	-999	-999	-999	-999
354	-1	6	61.43	64.47	-999	-999	-999	-999	-999	-999	-999
354	0	0	61.47	65.01	-999	-999	-999	-999	-999	-999	-999
354	1	-1	67.06	65.09	-999	-999	-999	-999	-999	-999	-999
354	2	-2	65.21	68.41	-999	-999	-999	-999	-999	-999	-999
354	3	3	61	71.17	-999	-999	-999	-999	-999	-999	-999
