cno94	stdempst	spempst	mcamsis	fcamsis
774	6	4	42.7	50
780	0	0	44.51	39.72
780	1	-1	52.21	50.8
780	2	-2	52.28	50.8
780	3	2	50	50.8
780	4	1	55	50.8
780	5	3	50	50.8
780	6	4	40.1	37.1
791	0	0	35.78	52.98
791	1	-1	41.32	67.9
791	2	-2	41.32	67.9
791	3	2	40.8	67.9
791	4	1	43.4	45.1
791	5	3	34.8	45.1
791	6	4	34.8	50
792	0	0	41.72	50
792	1	-1	41.78	46.03
792	2	-2	41.81	46.5
792	3	2	40.8	47.9
792	4	1	43.4	45.1
792	5	3	40.8	45.1
792	6	4	41.7	50
793	0	0	44.06	47.37
793	1	-1	41.66	47.9
793	2	-2	41.66	47.9
793	3	2	40.8	47.9
793	4	1	43.4	47.4
793	5	3	44.8	47.9
793	6	4	44.8	47.2
794	0	0	39.93	33.89
794	1	-1	41.6	47.9
794	2	-2	41.6	47.9
794	3	2	40.8	47.9
794	4	1	43.4	33.3
794	5	3	39.3	33.3
794	6	4	39.3	33.3
801	0	0	50.3	43.1
801	1	-1	49.2	43.56
801	2	-2	49.2	44.4
801	3	2	49.2	46.9
801	4	1	49.2	41.9
801	5	3	49.2	41.9
801	6	4	50.3	41.7
802	0	0	50.3	43.1
802	1	-1	49.2	43.56
802	2	-2	49.2	44.4
802	3	2	49.2	46.9
802	4	1	49.2	41.9
802	5	3	49.2	41.9
802	6	4	50.3	41.7
803	0	0	50.3	51
803	1	-1	50.3	43.56
803	2	-2	50.3	44.4
803	3	2	50.3	46.9
803	4	1	50.3	41.9
803	5	3	50.3	41.9
803	6	4	50.3	51
804	0	0	45.4	51
804	1	-1	49.2	43.56
804	2	-2	49.2	44.4
804	3	2	49.2	46.9
804	4	1	49.2	41.9
804	5	3	49.2	41.9
804	6	4	45.4	51
805	0	0	52.2	43.1
805	1	-1	52.2	43.56
805	2	-2	52.2	44.4
805	3	2	52.2	46.9
805	4	1	52.2	41.9
805	5	3	52.2	41.9
805	6	4	52.2	41.7
806	0	0	45.4	43.1
806	1	-1	49.2	43.56
806	2	-2	49.2	44.4
806	3	2	49.2	46.9
806	4	1	49.2	41.9
806	5	3	49.2	41.9
806	6	4	45.4	41.7
807	0	0	45.4	43.1
807	1	-1	45.4	43.56
807	2	-2	45.4	44.4
807	3	2	45.4	46.9
807	4	1	45.4	41.9
807	5	3	45.4	41.9
807	6	4	45.4	41.7
811	0	0	37.8	48.1
811	1	-1	42.5	48.1
811	2	-2	42.5	48.1
811	3	2	42.5	48.1
811	4	1	42.5	48.1
811	5	3	42.5	48.1
811	6	4	37.8	48.1
812	0	0	46.9	48.1
812	1	-1	46.9	48.1
812	2	-2	46.9	48.1
812	3	2	46.9	48.1
812	4	1	46.9	48.1
812	5	3	46.9	48.1
812	6	4	46.9	48.1
813	0	0	39.8	48.1
813	1	-1	39.8	48.1
813	2	-2	39.8	48.1
813	3	2	39.8	48.1
813	4	1	39.8	48.1
813	5	3	39.8	48.1
813	6	4	39.8	48.1
814	0	0	38.35	48.1
814	1	-1	49.5	48.1
814	2	-2	49.5	48.1
814	3	2	37.8	48.1
814	4	1	49.5	48.1
814	5	3	37.8	48.1
814	6	4	37.8	48.1
815	0	0	47.5	48.1
815	1	-1	47.5	48.1
815	2	-2	47.5	48.1
815	3	2	47.5	48.1
815	4	1	47.5	48.1
815	5	3	47.5	48.1
815	6	4	47.5	48.1
816	0	0	37.8	48.1
816	1	-1	42.5	48.1
816	2	-2	42.5	48.1
816	3	2	42.5	48.1
816	4	1	42.5	48.1
816	5	3	42.5	48.1
816	6	4	37.8	48.1
817	0	0	47.5	48.1
817	1	-1	42.5	48.1
817	2	-2	42.5	48.1
817	3	2	42.5	48.1
817	4	1	42.5	48.1
817	5	3	42.5	48.1
817	6	4	47.5	48.1
821	0	0	52.6	51
821	1	-1	52.6	51
821	2	-2	52.6	51
821	3	2	52.6	51
821	4	1	52.6	51
821	5	3	52.6	51
821	6	4	52.6	51
822	0	0	52.6	51
822	1	-1	49.8	51
822	2	-2	49.8	51
822	3	2	49.8	51
822	4	1	49.8	51
822	5	3	49.8	51
822	6	4	52.6	51
823	0	0	48.4	51
823	1	-1	49.8	51
823	2	-2	49.8	51
823	3	2	49.8	51
823	4	1	49.8	51
823	5	3	49.8	51
823	6	4	48.4	51
824	0	0	52.6	51
824	1	-1	49.8	51
824	2	-2	49.8	51
824	3	2	49.8	51
824	4	1	49.8	51
824	5	3	49.8	51
824	6	4	52.6	51
825	0	0	48.4	51
825	1	-1	49.8	51
825	2	-2	49.8	51
825	3	2	49.8	51
825	4	1	49.8	51
825	5	3	49.8	51
825	6	4	48.4	51
826	0	0	48.45	50.87
826	1	-1	49.5	49.1
826	2	-2	49.5	49.1
826	3	2	48.4	49.1
826	4	1	49.5	51
826	5	3	48.4	51
826	6	4	48.4	51
827	0	0	48.4	51
827	1	-1	49.8	51
827	2	-2	49.8	51
827	3	2	49.8	51
827	4	1	49.8	51
827	5	3	49.8	51
827	6	4	48.4	51
828	0	0	48.4	51
828	1	-1	49.8	51
828	2	-2	49.8	51
828	3	2	49.8	51
828	4	1	49.8	51
828	5	3	49.8	51
828	6	4	48.4	51
831	0	0	43.85	40.7
831	1	-1	49.5	40.7
831	2	-2	49.5	40.7
831	3	2	49.5	40.7
831	4	1	49.5	40.7
831	5	3	43.5	40.7
831	6	4	43.5	40.7
832	0	0	46.99	46.91
832	1	-1	49.5	49.1
832	2	-2	49.5	49.1
832	3	2	49.5	49.1
832	4	1	49.5	49.1
832	5	3	46.8	40.6
832	6	4	46.8	46.7
833	0	0	42	42.5
833	1	-1	42	42.5
833	2	-2	42	42.5
833	3	2	42	42.5
833	4	1	42	42.5
833	5	3	42	42.5
833	6	4	42	42.5
834	0	0	38.98	46.7
834	1	-1	49.5	43.43
834	2	-2	49.5	44.85
834	3	2	49.5	49.1
834	4	1	38.6	40.6
834	5	3	38.6	40.6
834	6	4	38.6	46.7
835	0	0	42.6	46.7
835	1	-1	42.6	46.7
835	2	-2	42.6	46.7
835	3	2	42.6	46.7
835	4	1	42.6	46.7
835	5	3	42.6	46.7
835	6	4	42.6	46.7
836	0	0	43.8	39.68
836	1	-1	49.5	49.1
836	2	-2	49.5	49.1
836	3	2	49.5	49.1
836	4	1	49.5	49.1
836	5	3	45.5	49.1
836	6	4	43.3	39.1
837	0	0	33.54	42.3
837	1	-1	49.5	42.3
837	2	-2	49.5	42.3
837	3	2	49.5	42.3
837	4	1	49.5	42.3
837	5	3	33.1	42.3
837	6	4	33.1	42.3
841	0	0	47.06	46.33
841	1	-1	49.5	49.1
841	2	-2	49.5	49.1
841	3	2	49.5	46.3
841	4	1	49.5	49.1
841	5	3	46.9	46.3
841	6	4	46.9	46.3
849	0	0	33.1	46.3
849	1	-1	46.9	46.3
849	2	-2	46.9	46.3
849	3	2	46.9	46.3
849	4	1	46.9	46.3
849	5	3	46.9	46.3
849	6	4	33.1	46.3
851	0	0	52.85	38.2
851	1	-1	51.8	43.56
851	2	-2	51.8	44.4
851	3	2	52.9	46.9
851	4	1	51.8	41.9
851	5	3	52.9	41.9
851	6	4	52.9	38.2
852	0	0	33.14	42.9
852	1	-1	34.7	42.9
852	2	-2	34.7	42.9
852	3	2	34.7	46.9
852	4	1	33.1	42.9
852	5	3	33.1	41.9
852	6	4	32.5	41.7
853	0	0	24.63	43.1
853	1	-1	34.7	43.56
853	2	-2	34.7	44.4
853	3	2	34.7	46.9
853	4	1	34.7	41.9
853	5	3	23.4	41.9
853	6	4	23.4	41.7
854	0	0	32.66	39.76
854	1	-1	34.7	42.9
854	2	-2	34.7	42.9
854	3	2	34.7	42.9
854	4	1	34.7	41.9
854	5	3	32.8	41.9
854	6	4	32.5	38.2
855	0	0	45.7	43.1
855	1	-1	33.63	43.56
855	2	-2	33.9	44.4
855	3	2	34.7	46.9
855	4	1	33.1	41.9
855	5	3	33.1	41.9
855	6	4	45.7	41.7
861	0	0	42.69	39.98
861	1	-1	45.62	42.4
861	2	-2	45.62	42.9
861	3	2	45.2	42.9
861	4	1	51.8	40.2
861	5	3	42.5	40.2
861	6	4	41.2	38.2
862	0	0	45.84	41.72
862	1	-1	49.16	42.9
862	2	-2	49.16	42.9
862	3	2	45.2	42.9
862	4	1	51.8	42.9
862	5	3	45.7	42.9
862	6	4	45.7	38.2
863	0	0	39.92	40.88
863	1	-1	43.48	41.55
863	2	-2	43.49	42
863	3	2	42.3	42.9
863	4	1	51.8	40.2
863	5	3	42.3	40.2
863	6	4	38.8	38.2
864	0	0	45.53	40.37
864	1	-1	45.2	41.1
864	2	-2	45.2	41.55
864	3	2	45.2	42.9
864	4	1	51.8	40.2
864	5	3	41.5	40.2
864	6	4	45.7	38.2
900	0	0	41.95	31.2
900	1	-1	42.16	20.5
900	2	-2	42.19	20.5
900	3	2	42.2	20.5
900	4	1	41.9	20.5
900	5	3	41.9	20.5
900	6	4	41.5	52.9
911	0	0	45.3	32
911	1	-1	45.3	32
911	2	-2	45.3	32
911	3	2	45.3	32
911	4	1	45.3	32
911	5	3	45.3	32
911	6	4	45.3	32
912	0	0	45.3	37.62
912	1	-1	45.3	44.9
912	2	-2	45.3	44.9
912	3	2	45.3	44.9
912	4	1	45.3	44.9
912	5	3	45.3	44.9
912	6	4	45.3	37.5
921	0	0	41.03	48.15
921	1	-1	42.2	46.55
921	2	-2	42.2	48.2
921	3	2	42.2	48.2
921	4	1	42.2	48.2
921	5	3	41	44.9
921	6	4	41	48.2
922	0	0	41.6	48.2
922	1	-1	42.2	48.2
922	2	-2	42.2	48.2
922	3	2	42.2	48.2
922	4	1	41.6	48.2
922	5	3	41.6	48.2
922	6	4	41.6	48.2
931	0	0	44.68	38.98
931	1	-1	42.2	44.9
931	2	-2	42.2	44.9
931	3	2	42.2	44.9
931	4	1	35.2	41
931	5	3	35.2	41
931	6	4	45.3	37.5
932	0	0	48.2	51.3
932	1	-1	48.2	51.3
932	2	-2	48.2	51.3
932	3	2	48.2	51.3
932	4	1	48.2	51.3
932	5	3	48.2	51.3
932	6	4	48.2	51.3
933	0	0	28.8	48.1
933	1	-1	35.2	44.9
933	2	-2	35.2	44.9
933	3	2	35.2	44.9
933	4	1	35.2	41
933	5	3	35.2	41
933	6	4	28.8	51.3
934	0	0	29.44	48.72
934	1	-1	35.2	41
934	2	-2	35.2	41
934	3	2	35.2	41
934	4	1	35.2	41
934	5	3	35.2	41
934	6	4	28.8	51.3
935	0	0	28.8	31.6
935	1	-1	28.8	31.6
935	2	-2	28.8	31.6
935	3	2	28.8	31.6
935	4	1	28.8	31.6
935	5	3	28.8	31.6
935	6	4	28.8	31.6
941	0	0	27.9	22.9
941	1	-1	27.9	22.9
941	2	-2	27.9	22.9
941	3	2	27.9	22.9
941	4	1	27.9	22.9
941	5	3	27.9	22.9
941	6	4	27.9	22.9
942	0	0	22.8	22.9
942	1	-1	22.8	22.9
942	2	-2	22.8	22.9
942	3	2	22.8	22.9
942	4	1	22.8	22.9
942	5	3	22.8	22.9
942	6	4	22.8	22.9
943	0	0	24.8	22.9
943	1	-1	27.2	22.9
943	2	-2	27.2	22.9
943	3	2	27.2	22.9
943	4	1	27.2	22.9
943	5	3	27.2	22.9
943	6	4	24.8	22.9
944	0	0	24.8	22.9
944	1	-1	24.8	22.9
944	2	-2	24.8	22.9
944	3	2	24.8	22.9
944	4	1	24.8	22.9
944	5	3	24.8	22.9
944	6	4	24.8	22.9
945	0	0	24.8	22.9
945	1	-1	27.2	22.9
945	2	-2	27.2	22.9
945	3	2	27.2	22.9
945	4	1	27.2	22.9
945	5	3	27.2	22.9
945	6	4	24.8	22.9
950	0	0	40.3	33.82
950	1	-1	37	33.7
950	2	-2	38.3	33.5
950	3	2	42.2	32.9
950	4	1	34.4	34.1
950	5	3	34.4	34.1
950	6	4	40.3	34.2
960	0	0	28.8	18.8
960	1	-1	28.8	18.8
960	2	-2	28.8	18.8
960	3	2	28.8	18.8
960	4	1	28.8	18.8
960	5	3	28.8	18.8
960	6	4	28.8	18.8
970	0	0	40.3	34.6
970	1	-1	40.3	34.6
970	2	-2	40.3	34.6
970	3	2	40.3	34.6
970	4	1	40.3	34.6
970	5	3	40.3	34.6
970	6	4	40.3	34.6
980	0	0	38.5	39.7
980	1	-1	38.5	39.7
980	2	-2	38.5	39.7
980	3	2	38.5	39.7
980	4	1	38.5	39.7
980	5	3	38.5	39.7
980	6	4	38.5	39.7
10000	0	0	59.61	53.1
10000	1	-1	61.76	48.7
10000	2	-2	61.76	48.7
10000	3	2	61.76	48.7
10000	4	1	61.76	48.7
10000	5	3	61.76	48.7
10000	6	4	59.61	53.1
10001	0	0	61.19	55.23
10001	1	-1	58.05	53.59
10001	2	-2	58.05	53.61
10001	3	2	53.29	50.43
10001	4	1	61.39	60.66
10001	5	3	49.5	51.05
10001	6	4	70.75	70.62
10002	0	0	78.42	72.16
10002	1	-1	80.15	74.01
10002	2	-2	80.15	74.13
10002	3	2	79.48	73.39
10002	4	1	81.09	75.67
10002	5	3	78.39	69.95
10002	6	4	78.08	72
10003	0	0	61.29	64.85
10003	1	-1	63.48	66.22
10003	2	-2	63.49	66.37
10003	3	2	63.19	65.52
10003	4	1	64.6	69.4
10003	5	3	62.13	65.72
10003	6	4	60.88	64.68
10004	0	0	58.24	60.33
10004	1	-1	56.74	65.2
10004	2	-2	56.32	63.91
10004	3	2	55.88	62.6
10004	4	1	56.68	65.6
10004	5	3	60.47	66.44
10004	6	4	58.29	60.07
10005	0	0	47.09	48.74
10005	1	-1	48.9	51.45
10005	2	-2	49.63	50.84
10005	3	2	50.02	49.66
10005	4	1	48.88	54.2
10005	5	3	46.12	52.13
10005	6	4	46.91	48.23
10006	0	0	38.26	29.07
10006	1	-1	42.25	28.75
10006	2	-2	42.22	28.84
10006	3	2	41.32	28.86
10006	4	1	51.87	28.37
10006	5	3	43.35	28.55
10006	6	4	27.23	30.67
10007	0	0	41.05	43.84
10007	1	-1	45.79	52.55
10007	2	-2	45.78	52.49
10007	3	2	44.45	52.99
10007	4	1	48.18	50.43
10007	5	3	47.68	52.84
10007	6	4	39.93	41.64
10008	0	0	41.17	42.01
10008	1	-1	44.21	45.88
10008	2	-2	44.21	46.23
10008	3	2	43.44	46.51
10008	4	1	49.24	44.88
10008	5	3	42.3	42.52
10008	6	4	40.67	41.74
10009	0	0	34.02	32.97
10009	1	-1	41.65	26.24
10009	2	-2	42.37	28.68
10009	3	2	42.31	27.03
10009	4	1	43.13	41.88
10009	5	3	35.79	25.23
10009	6	4	33.66	33.27
20000	0	0	59.61	53.1
20000	1	-1	61.76	48.7
20000	2	-2	61.76	48.7
20000	3	2	61.76	48.7
20000	4	1	61.76	48.7
20000	5	3	61.76	48.7
20000	6	4	59.61	53.1
20010	0	0	72.2	66.9
20010	1	-1	72.2	55.8
20010	2	-2	72.2	55.85
20010	3	2	72.2	50.8
20010	4	1	72.2	60.9
20010	5	3	72.2	55.7
20010	6	4	72.2	66.9
20011	0	0	69.54	73.39
20011	1	-1	66.65	69.33
20011	2	-2	66.65	69.4
20011	3	2	69.6	73.96
20011	4	1	66.65	69.4
20011	5	3	69.6	66.9
20011	6	4	71.11	74.97
20012	0	0	65.75	62.3
20012	1	-1	65.47	62.3
20012	2	-2	65.47	62.3
20012	3	2	65.45	62.3
20012	4	1	65.47	62.3
20012	5	3	65.45	62.3
20012	6	4	70.4	62.3
20013	0	0	52	50.9
20013	1	-1	52	51.9
20013	2	-2	52	51.9
20013	3	2	52	51.9
20013	4	1	52	51.9
20013	5	3	52	51.9
20013	6	4	52	40
20014	0	0	61.43	60.9
20014	1	-1	59.8	60.9
20014	2	-2	59.8	60.9
20014	3	2	61.8	60.9
20014	4	1	59.8	60.9
20014	5	3	61.8	60.9
20014	6	4	70.4	60.9
20015	0	0	54.58	52.2
20015	1	-1	54.58	52.2
20015	2	-2	54.58	52.2
20015	3	2	54.58	52.2
20015	4	1	54.9	52.2
20015	5	3	54.9	52.2
20015	6	4	54.9	52.2
20016	0	0	49.5	40
20016	1	-1	49.5	40
20016	2	-2	49.5	40
20016	3	2	49.5	40
20016	4	1	49.5	40
20016	5	3	49.5	40
20016	6	4	49.5	40
20017	0	0	56.1	59.4
20017	1	-1	56.1	59.4
20017	2	-2	56.1	59.4
20017	3	2	56.1	59.4
20017	4	1	56.1	59.4
20017	5	3	56.1	59.4
20017	6	4	56.1	59.4
20020	0	0	84.82	72.3
20020	1	-1	87.2	72.3
20020	2	-2	87.2	72.3
20020	3	2	81.71	72.3
20020	4	1	93.93	72.3
20020	5	3	84.22	72.3
20020	6	4	84.05	72.3
20021	0	0	82.01	77.4
20021	1	-1	69.9	78.23
20021	2	-2	69.9	78.23
20021	3	2	69.9	77.59
20021	4	1	69.9	78.56
20021	5	3	82.76	77.96
20021	6	4	85.21	77.17
20022	0	0	78.57	74.45
20022	1	-1	75.1	69.12
20022	2	-2	75.1	69.12
20022	3	2	75.1	68.84
20022	4	1	75.1	71.25
20022	5	3	78.8	73.8
20022	6	4	78.66	74.61
20023	0	0	83.93	79.11
20023	1	-1	82.2	74.6
20023	2	-2	82.2	74.6
20023	3	2	79.1	74.6
20023	4	1	86.5	74.6
20023	5	3	84.06	78.9
20023	6	4	87.08	87.4
20024	0	0	84.12	74.66
20024	1	-1	84.9	75.89
20024	2	-2	84.9	75.89
20024	3	2	84.68	76.1
20024	4	1	85.27	74.9
20024	5	3	82.9	74.63
20024	6	4	83.89	74.41
20025	0	0	84.83	73.49
20025	1	-1	92.2	72.3
20025	2	-2	92.2	72.32
20025	3	2	92.2	72.32
20025	4	1	92.2	73.6
20025	5	3	86.83	72.1
20025	6	4	82.12	73.75
20026	0	0	73.82	68.3
20026	1	-1	74.36	68.3
20026	2	-2	74.36	68.3
20026	3	2	74.36	68.3
20026	4	1	74.38	68.3
20026	5	3	73.52	68.3
20026	6	4	73.73	68.3
20027	0	0	72.08	69.1
20027	1	-1	78.9	69.1
20027	2	-2	78.9	69.1
20027	3	2	78.9	69.1
20027	4	1	78.9	69.1
20027	5	3	74.45	69.1
20027	6	4	71.48	69.1
20028	0	0	70.5	69.46
20028	1	-1	67.36	67.12
20028	2	-2	67.36	67.12
20028	3	2	69.83	67.33
20028	4	1	64.9	66.75
20028	5	3	68.93	66.5
20028	6	4	70.57	69.51
20029	0	0	72.02	71.45
20029	1	-1	85.7	69.8
20029	2	-2	85.7	69.8
20029	3	2	85.7	69.8
20029	4	1	85.7	69.8
20029	5	3	68.94	69.8
20029	6	4	70.36	71.58
20030	0	0	62.58	64.56
20030	1	-1	64.48	67.96
20030	2	-2	64.48	67.94
20030	3	2	64.63	66.98
20030	4	1	63.9	71.3
20030	5	3	62.58	68.03
20030	6	4	62.29	64.13
20031	0	0	56.45	62
20031	1	-1	56.27	61.2
20031	2	-2	56.27	61.06
20031	3	2	56.38	61.14
20031	4	1	56.1	60.7
20031	5	3	56.66	62.7
20031	6	4	56.5	62.08
20032	0	0	65.2	60.1
20032	1	-1	65.2	60.1
20032	2	-2	65.2	60.1
20032	3	2	65.2	60.1
20032	4	1	65.2	60.1
20032	5	3	65.2	60.1
20032	6	4	65.2	60.1
20033	0	0	59.88	63.41
20033	1	-1	62.94	63.94
20033	2	-2	62.96	63.82
20033	3	2	62.54	63
20033	4	1	65.38	68.7
20033	5	3	62.13	65.36
20033	6	4	58.97	63.24
20034	0	0	62.37	65.59
20034	1	-1	68.53	65.76
20034	2	-2	68.53	65.73
20034	3	2	68.1	64.3
20034	4	1	68.9	68.7
20034	5	3	62.85	65.8
20034	6	4	62.22	65.58
20035	0	0	62.66	65.95
20035	1	-1	65.2	76.85
20035	2	-2	65.2	77.3
20035	3	2	65.18	77.37
20035	4	1	65.3	77.06
20035	5	3	63.32	66.9
20035	6	4	61.49	63.7
20040	0	0	59.09	63.86
20040	1	-1	61.02	64.88
20040	2	-2	58.45	64.4
20040	3	2	58.45	62.6
20040	4	1	58.45	65.6
20040	5	3	63.6	65.5
20040	6	4	59.07	63.81
20041	0	0	55.5	57.29
20041	1	-1	55.5	64.58
20041	2	-2	55.5	64.4
20041	3	2	55.5	62.6
20041	4	1	55.5	65.6
20041	5	3	55.5	65.5
20041	6	4	55.5	57
20042	0	0	60.1	63.16
20042	1	-1	58.1	62.6
20042	2	-2	58.1	62.6
20042	3	2	58.1	62.6
20042	4	1	58.1	65.6
20042	5	3	58.1	66.4
20042	6	4	60.1	63.2
20043	0	0	60.1	63.28
20043	1	-1	60.1	65.4
20043	2	-2	60.1	65.1
20043	3	2	60.1	62.6
20043	4	1	60.1	65.6
20043	5	3	60.1	65.5
20043	6	4	60.1	63.2
20044	0	0	60.4	60.65
20044	1	-1	60.4	65.16
20044	2	-2	60.4	63.64
20044	3	2	60.4	62.6
20044	4	1	60.4	65.6
20044	5	3	60.4	67.1
20044	6	4	60.4	60.4
20045	0	0	54.3	59.84
20045	1	-1	54.3	65.81
20045	2	-2	54.3	64.1
20045	3	2	54.3	62.6
20045	4	1	54.3	65.6
20045	5	3	54.3	67.1
20045	6	4	54.3	59.41
20046	0	0	50.3	52.45
20046	1	-1	50.3	65.07
20046	2	-2	50.3	63.41
20046	3	2	50.3	62.6
20046	4	1	50.3	65.6
20046	5	3	50.3	67.1
20046	6	4	50.3	51.5
20050	0	0	41.99	43.74
20050	1	-1	45.73	48.74
20050	2	-2	47.25	49.64
20050	3	2	47.4	48.37
20050	4	1	47.1	52.35
20050	5	3	40.81	48.28
20050	6	4	41.39	42.51
20051	0	0	53.55	50.33
20051	1	-1	51.5	50.92
20051	2	-2	51.5	50.86
20051	3	2	51.5	49
20051	4	1	51.5	55.3
20051	5	3	53.31	52.61
20051	6	4	54.21	50.24
20052	0	0	48.19	53.1
20052	1	-1	51.5	53.1
20052	2	-2	51.5	53.1
20052	3	2	51.5	53.1
20052	4	1	48.76	53.1
20052	5	3	48.76	53.1
20052	6	4	48.18	53.1
20053	0	0	48.55	50.62
20053	1	-1	51.12	54.32
20053	2	-2	51.12	51.9
20053	3	2	50.99	51.9
20053	4	1	51.5	51.9
20053	5	3	51.12	55.5
20053	6	4	48.29	49.96
20060	0	0	37.55	29.8
20060	1	-1	41.29	29.5
20060	2	-2	41.29	29.5
20060	3	2	40.5	29.5
20060	4	1	50	29.5
20060	5	3	41.4	29.5
20060	6	4	28.43	30.67
20061	0	0	41.53	23.63
20061	1	-1	45.09	23.3
20061	2	-2	45.15	23.3
20061	3	2	44.4	23.3
20061	4	1	54.6	23.3
20061	5	3	44.4	23.3
20061	6	4	22.4	30.7
20062	0	0	39.08	33.86
20062	1	-1	40.92	34
20062	2	-2	40.94	34
20062	3	2	40	34
20062	4	1	54.6	34
20062	5	3	40	34
20062	6	4	26.2	30.7
20063	0	0	32.54	33.13
20063	1	-1	44.49	33.73
20063	2	-2	44.49	34
20063	3	2	40	34
20063	4	1	54.6	29.8
20063	5	3	26.2	29.8
20063	6	4	26.2	30.7
20070	0	0	45.86	41.8
20070	1	-1	45.44	49.6
20070	2	-2	45.2	52.65
20070	3	2	45.03	54.5
20070	4	1	45.2	50.8
20070	5	3	47.6	43.5
20070	6	4	45.89	41.8
20071	0	0	32.2	44.73
20071	1	-1	36.77	55
20071	2	-2	36.77	52.42
20071	3	2	36.17	54.85
20071	4	1	37.9	50.8
20071	5	3	35.97	67.9
20071	6	4	31.39	41.8
20072	0	0	43.78	46.51
20072	1	-1	47.94	60.51
20072	2	-2	47.94	61.56
20072	3	2	47.33	64.97
20072	4	1	49.44	46.2
20072	5	3	43.06	54.75
20072	6	4	42.01	41.6
20073	0	0	51.67	41.6
20073	1	-1	55	49.6
20073	2	-2	55	52.65
20073	3	2	55.4	54.5
20073	4	1	54.9	50.8
20073	5	3	51.32	43.5
20073	6	4	51.44	41.6
20074	0	0	35.31	41.8
20074	1	-1	41.45	49.6
20074	2	-2	41.45	52.65
20074	3	2	39.5	54.5
20074	4	1	43.4	50.8
20074	5	3	34.9	43.5
20074	6	4	34.9	41.8
20075	0	0	41.85	43.03
20075	1	-1	41	48.36
20075	2	-2	41	50.8
20075	3	2	39.5	54.5
20075	4	1	43.4	50.8
20075	5	3	41.65	43.5
20075	6	4	41.94	41.8
20076	0	0	48.4	48.02
20076	1	-1	51.72	67.9
20076	2	-2	51.72	67.9
20076	3	2	46.48	67.9
20076	4	1	58.1	50.8
20076	5	3	48.85	43.5
20076	6	4	47.86	46.97
20077	0	0	50.79	53.55
20077	1	-1	58.89	63.83
20077	2	-2	58.89	64.48
20077	3	2	59	67.9
20077	4	1	58.1	50.8
20077	5	3	47.85	61.4
20077	6	4	48.55	50
20078	0	0	44.51	39.72
20078	1	-1	52.21	50.8
20078	2	-2	52.28	50.8
20078	3	2	50	50.8
20078	4	1	55	50.8
20078	5	3	50	50.8
20078	6	4	40.1	37.1
20079	0	0	41.07	45.07
20079	1	-1	41.69	48.27
20079	2	-2	41.7	48.27
20079	3	2	40.8	48.27
20079	4	1	43.4	42.72
20079	5	3	40.8	47.9
20079	6	4	40.84	44.27
20080	0	0	49.17	51
20080	1	-1	49.24	43.56
20080	2	-2	49.24	44.4
20080	3	2	49.24	46.9
20080	4	1	49.24	41.9
20080	5	3	49.24	41.9
20080	6	4	49.17	51
20081	0	0	42.37	48.1
20081	1	-1	49.5	48.1
20081	2	-2	49.5	48.1
20081	3	2	42.78	48.1
20081	4	1	49.5	48.1
20081	5	3	42.78	48.1
20081	6	4	42.33	48.1
20082	0	0	49.71	50.9
20082	1	-1	49.5	49.1
20082	2	-2	49.5	49.1
20082	3	2	49.97	49.1
20082	4	1	49.5	51
20082	5	3	49.97	51
20082	6	4	49.72	51
20083	0	0	42.06	40.56
20083	1	-1	49.5	48.5
20083	2	-2	49.5	48.47
20083	3	2	49.5	48.42
20083	4	1	49.5	49.1
20083	5	3	41.72	49.1
20083	6	4	41.71	40.17
20084	0	0	46.53	46.32
20084	1	-1	49.5	49.1
20084	2	-2	49.5	49.1
20084	3	2	49.5	46.3
20084	4	1	49.5	49.1
20084	5	3	46.9	46.3
20084	6	4	46.33	46.3
20085	0	0	32.9	40.08
20085	1	-1	35.23	42.9
20085	2	-2	35.23	42.9
20085	3	2	34.7	42.9
20085	4	1	37.14	42.9
20085	5	3	35.06	41.9
20085	6	4	32.68	38.2
20086	0	0	41.47	40.45
20086	1	-1	44.56	42.38
20086	2	-2	44.57	42.74
20086	3	2	43.72	42.9
20086	4	1	51.8	42.22
20086	5	3	42.3	40.87
20086	6	4	40.42	38.2
20090	0	0	41.95	31.2
20090	1	-1	42.16	20.5
20090	2	-2	42.19	20.5
20090	3	2	42.2	20.5
20090	4	1	41.9	20.5
20090	5	3	41.9	20.5
20090	6	4	41.5	52.9
20091	0	0	45.3	35.8
20091	1	-1	45.3	44.9
20091	2	-2	45.3	44.9
20091	3	2	45.3	44.9
20091	4	1	45.3	44.9
20091	5	3	45.3	44.9
20091	6	4	45.3	35.7
20092	0	0	41.22	48.16
20092	1	-1	42.2	46.55
20092	2	-2	42.2	48.2
20092	3	2	42.2	48.2
20092	4	1	42.2	48.2
20092	5	3	41.3	44.9
20092	6	4	41.19	48.2
20093	0	0	35.5	40.71
20093	1	-1	38.7	43.6
20093	2	-2	38.7	44.9
20093	3	2	38.7	44.9
20093	4	1	36.52	41.18
20093	5	3	36.52	41
20093	6	4	35.45	40.62
20094	0	0	27.47	22.9
20094	1	-1	26.62	22.9
20094	2	-2	25.98	22.9
20094	3	2	25.98	22.9
20094	4	1	25.98	22.9
20094	5	3	26.62	22.9
20094	6	4	27.48	22.9
20095	0	0	40.3	33.82
20095	1	-1	37	33.7
20095	2	-2	38.3	33.5
20095	3	2	42.2	32.9
20095	4	1	34.4	34.1
20095	5	3	34.4	34.1
20095	6	4	40.3	34.2
20096	0	0	28.8	18.8
