ISCO88	STDEMPST	MCAMSIS	FCAMSIS	ISEI	TREI
348	0	75.7	71.44	-999	-999
348	1	75.7	71.44	-999	-999
348	6	75.7	71.44	-999	-999
349	0	64.14	71.44	-999	-999
349	1	67.69	71.44	-999	-999
349	6	62.87	71.44	-999	-999
400	0	52.32	52.42	-999	-999
400	1	52.32	73.88	-999	-999
400	6	52.32	51.74	-999	-999
410	0	52.32	55.85	-999	-999
410	1	52.32	73.88	-999	-999
410	6	52.32	53.6	-999	-999
411	0	52.32	58.03	-999	-999
411	1	52.32	73.88	-999	-999
411	6	52.32	57.91	-999	-999
412	0	57.1	54.55	-999	-999
412	1	52.32	73.88	-999	-999
412	6	57.68	53.05	-999	-999
413	0	51.86	44.22	-999	-999
413	1	52.32	73.88	-999	-999
413	6	51.85	44.07	-999	-999
414	0	52.32	46.18	-999	-999
414	1	52.32	46.18	-999	-999
414	6	52.32	46.18	-999	-999
419	0	52.32	54.68	-999	-999
419	1	52.32	73.88	-999	-999
419	6	52.32	53.6	-999	-999
420	0	58.25	53.43	-999	-999
420	1	58.25	53.43	-999	-999
420	6	58.25	53.43	-999	-999
421	0	58.25	53.77	-999	-999
421	1	58.25	73.88	-999	-999
421	6	58.25	53.43	-999	-999
422	0	58.25	54.03	-999	-999
422	1	58.25	73.88	-999	-999
422	6	58.25	52.88	-999	-999
500	0	39.01	56.65	-999	-999
500	1	39.01	56.65	-999	-999
500	6	39.01	56.65	-999	-999
510	0	47.51	47.78	-999	-999
510	1	61.83	47.78	-999	-999
510	6	45.82	47.78	-999	-999
511	0	54	49.53	-999	-999
511	1	63.58	56.65	-999	-999
511	6	52.67	48.61	-999	-999
512	0	49.46	39.98	-999	-999
512	1	61.15	55.25	-999	-999
512	6	46.66	39.23	-999	-999
513	0	39.01	48.77	-999	-999
513	1	39.01	48.77	-999	-999
513	6	39.01	48.77	-999	-999
514	0	50.42	52.19	-999	-999
514	1	63.58	56.65	-999	-999
514	6	39.01	47.78	-999	-999
515	0	47.51	42.86	-999	-999
515	1	61.83	56.23	-999	-999
515	6	45.82	41.18	-999	-999
516	0	45.04	46.53	-999	-999
516	1	63.58	46.53	-999	-999
516	6	44.93	46.53	-999	-999
520	0	50.28	55.23	-999	-999
520	1	44.82	55.23	-999	-999
520	6	55.73	55.23	-999	-999
521	0	56.85	43.68	-999	-999
521	1	57.88	53.25	-999	-999
521	6	55.73	41.98	-999	-999
522	0	47.87	42.51	-999	-999
522	1	44.82	55.23	-999	-999
522	6	55.73	33.06	-999	-999
523	0	55.54	43.65	-999	-999
523	1	55.38	53.48	-999	-999
523	6	55.73	41.73	-999	-999
600	0	38.35	32.57	-999	-999
600	1	46.54	45.39	-999	-999
600	6	33.65	31.13	-999	-999
610	0	41.33	32.17	-999	-999
610	1	48.92	45.39	-999	-999
610	6	33.75	31.13	-999	-999
611	0	43.15	33.93	-999	-999
611	1	53.67	45.39	-999	-999
611	6	34.32	32.91	-999	-999
612	0	37.11	31.5	-999	-999
612	1	48.92	45.39	-999	-999
612	6	33.75	30.69	-999	-999
613	0	39.48	40.04	-999	-999
613	1	41.77	45.39	-999	-999
613	6	33.75	30.69	-999	-999
614	0	34.94	31.42	-999	-999
614	1	39.63	45.39	-999	-999
614	6	33.05	30.64	-999	-999
615	0	33.05	30.64	-999	-999
615	1	33.05	30.64	-999	-999
615	6	33.05	30.64	-999	-999
620	0	46.27	44.57	-999	-999
620	1	46.27	45.39	-999	-999
620	6	33.65	30.64	-999	-999
621	0	46.27	44.57	-999	-999
621	1	46.27	45.39	-999	-999
621	6	46.27	30.64	-999	-999
625	0	46.27	44.57	-999	-999
625	1	46.27	45.39	-999	-999
625	6	33.65	30.64	-999	-999
700	0	33.12	38.39	-999	-999
700	1	33.12	54.17	-999	-999
700	6	33.12	36.88	-999	-999
710	0	37.93	43.03	-999	-999
710	1	44.88	56.63	-999	-999
710	6	36.3	41.28	-999	-999
711	0	37.35	41.28	-999	-999
711	1	37.35	41.28	-999	-999
711	6	37.35	41.28	-999	-999
712	0	34.23	41.28	-999	-999
712	1	41.53	41.28	-999	-999
712	6	33.12	41.28	-999	-999
713	0	43.95	47.04	-999	-999
713	1	49.71	56.63	-999	-999
713	6	42.04	41.28	-999	-999
714	0	38.2	42.67	-999	-999
714	1	40.22	56.63	-999	-999
714	6	36.82	41.28	-999	-999
720	0	42.67	32.42	-999	-999
720	1	42.67	32.42	-999	-999
720	6	42.67	32.42	-999	-999
721	0	40.66	32.42	-999	-999
721	1	57.2	32.42	-999	-999
721	6	38.84	32.42	-999	-999
722	0	43.79	32.92	-999	-999
722	1	55.47	56.63	-999	-999
722	6	42.67	32.42	-999	-999
723	0	43.06	51.82	-999	-999
723	1	53.08	56.63	-999	-999
723	6	42.34	51.62	-999	-999
724	0	48.42	43.12	-999	-999
724	1	55.21	43.12	-999	-999
724	6	47.3	43.12	-999	-999
730	0	45.94	41.8	-999	-999
730	1	56.11	56.63	-999	-999
730	6	41.91	39.2	-999	-999
731	0	54.09	39.19	-999	-999
731	1	56.11	56.63	-999	-999
731	6	52.97	35.92	-999	-999
732	0	37.76	39.32	-999	-999
732	1	56.11	56.63	-999	-999
732	6	32.79	36.91	-999	-999
733	0	50.55	42.39	-999	-999
733	1	56.11	56.63	-999	-999
733	6	32.79	37.45	-999	-999
734	0	47.53	51.57	-999	-999
734	1	56.11	56.63	-999	-999
734	6	47.06	50.92	-999	-999
740	0	32.39	37.19	-999	-999
740	1	32.39	53.04	-999	-999
740	6	32.39	35.57	-999	-999
741	0	36.27	33.37	-999	-999
741	1	60.18	56.63	-999	-999
741	6	33.73	32.93	-999	-999
742	0	46.25	36.76	-999	-999
742	1	60.18	56.63	-999	-999
742	6	41.84	35.06	-999	-999
743	0	36.72	38.46	-999	-999
743	1	60.18	52.77	-999	-999
743	6	32.39	36.47	-999	-999
744	0	37.95	34.47	-999	-999
744	1	60.18	34.47	-999	-999
744	6	32.39	34.47	-999	-999
750	0	41.9	38.39	-999	-999
