ISCO88	STDEMPST	MCAMSIS	FCAMSIS	ISEI	TREI
2130	0	95.13	99	71	51
2130	1	98.95	99	71	51
2130	6	91.43	99	71	51
2131	0	95.13	99	71	51
2131	1	98.95	99	71	51
2131	6	91.43	99	71	51
2132	0	95.13	99	71	51
2132	1	98.95	99	71	51
2132	6	91.43	99	71	51
2139	0	95.13	99	71	51
2139	1	98.95	99	71	51
2139	6	91.43	99	71	51
2140	0	99	99	73	63
2140	1	99	99	73	63
2140	6	99	99	73	63
2141	0	99	99	69	72
2141	1	99	99	69	72
2141	6	99	99	69	72
2142	0	99	99	69	70
2142	1	99	99	69	70
2142	6	99	99	69	70
2143	0	99	99	68	65
2143	1	99	99	68	65
2143	6	99	99	68	65
2144	0	99	99	68	65
2144	1	99	99	68	65
2144	6	99	99	68	65
2145	0	99	99	67	66
2145	1	99	99	67	66
2145	6	99	99	67	66
2146	0	99	99	71	66
2146	1	99	99	71	66
2146	6	99	99	71	66
2147	0	99	99	67	61
2147	1	99	99	67	61
2147	6	99	99	67	61
2148	0	99	99	56	58
2148	1	99	99	56	58
2148	6	99	99	56	58
2149	0	99	99	69	56
2149	1	99	99	69	56
2149	6	99	99	69	56
2200	0	83.5	62.74	80	70
2200	1	91.79	99	80	70
2200	6	74.37	59.04	80	70
2210	0	95.65	99	78	62
2210	1	95.65	99	78	62
2210	6	95.65	99	78	62
2211	0	95.65	99	77	69
2211	1	91.79	99	77	69
2211	6	95.65	99	77	69
2212	0	95.65	99	77	68
2212	1	91.79	99	77	68
2212	6	95.65	99	77	68
2213	0	95.65	99	79	56
2213	1	91.79	99	79	56
2213	6	95.65	99	79	56
2220	0	93.06	99	85	73
2220	1	91.79	99	85	73
2220	6	95.65	99	85	73
2221	0	98.24	99	88	78
2221	1	99	99	88	78
2221	6	95.65	97.96	88	78
2222	0	69.12	99	85	70
2222	1	64.7	99	85	70
2222	6	95.65	97.96	85	70
2223	0	76.3	99	83	61
2223	1	64.7	99	83	61
2223	6	95.65	99	83	61
2224	0	71.84	99	74	64
2224	1	64.7	99	74	64
2224	6	95.65	99	74	64
2229	0	93.06	99	85	73
2229	1	91.79	99	85	73
2229	6	95.65	99	85	73
2230	0	42.94	53.34	43	54
2230	1	42.94	53.34	43	54
2230	6	42.94	53.34	43	54
2300	0	86.15	78.08	69	61
2300	1	90.11	79.4	69	61
2300	6	86.11	78.08	69	61
2310	0	99	99	77	78
2310	1	99	99	77	78
2310	6	99	99	77	78
2320	0	99	99	69	60
2320	1	99	99	69	60
2320	6	99	99	69	60
2321	0	93.23	95.55	70	60
2321	1	90.11	79.4	70	60
2321	6	93.23	95.55	70	60
2322	0	83.09	81.74	66	57
2322	1	83.09	81.74	66	57
2322	6	83.09	81.74	66	57
2323	0	93.23	95.55	-999	-999
2323	1	90.11	79.4	-999	-999
2323	6	93.23	95.55	-999	-999
2330	0	77.7	80.97	66	57
2330	1	77.7	80.97	66	57
2330	6	77.7	80.97	66	57
2331	0	77.7	80.97	66	57
2331	1	77.7	80.97	66	57
2331	6	77.7	80.97	66	57
2332	0	77.7	80.97	43	49
2332	1	77.7	80.97	43	49
2332	6	77.7	80.97	43	49
2340	0	86.15	78.08	66	62
2340	1	90.11	79.4	66	62
2340	6	86.11	78.08	66	62
2350	0	77.7	57.74	66	62
2350	1	77.7	57.74	66	62
2350	6	77.7	57.74	66	62
2351	0	77.7	57.74	70	68
2351	1	90.11	57.74	70	68
2351	6	77.7	57.74	70	68
2352	0	77.7	57.74	70	68
2352	1	90.11	57.74	70	68
2352	6	77.7	57.74	70	68
2359	0	77.7	57.74	65	62
2359	1	90.11	57.74	65	62
2359	6	77.7	57.74	65	62
2400	0	87.64	79.69	68	60
2400	1	95.65	99	68	60
2400	6	81.5	76.33	68	60
2410	0	87.64	79.69	69	57
2410	1	95.65	99	69	57
2410	6	81.5	76.33	69	57
2411	0	87.64	79.69	69	62
2411	1	95.65	99	69	62
2411	6	81.5	76.33	69	62
2412	0	87.64	79.69	69	56
2412	1	95.65	99	69	56
2412	6	81.5	76.33	69	56
2419	0	87.64	79.69	69	57
2419	1	95.65	99	69	57
2419	6	81.5	76.33	69	57
2420	0	95.5	93.82	85	73
2420	1	99	93.82	85	73
2420	6	80.53	93.82	85	73
2421	0	95.5	93.82	85	73
2421	1	99	93.82	85	73
2421	6	80.53	93.82	85	73
2422	0	98.33	93.82	90	76
2422	1	99	93.82	90	76
2422	6	85.02	93.82	90	76
2429	0	93.83	93.82	82	71
2429	1	99	93.82	82	71
2429	6	78.51	93.82	82	71
2430	0	75.89	70.45	65	54
2430	1	75.89	70.45	65	54
2430	6	75.89	70.45	65	54
2431	0	75.89	70.45	65	54
2431	1	75.89	99	65	54
2431	6	75.89	70.45	65	54
2432	0	75.89	70.45	65	54
2432	1	75.89	99	65	54
2432	6	75.89	70.45	65	54
2440	0	75.89	70.45	65	58
2440	1	75.89	70.45	65	58
2440	6	75.89	70.45	65	58
2441	0	75.89	70.45	78	60
2441	1	75.89	70.45	78	60
2441	6	75.89	70.45	78	60
2442	0	75.89	70.45	71	67
2442	1	75.89	70.45	71	67
2442	6	75.89	70.45	71	67
2443	0	75.89	70.45	71	67
2443	1	75.89	70.45	71	67
2443	6	75.89	70.45	71	67
2444	0	75.89	70.45	65	62
2444	1	75.89	70.45	65	62
2444	6	75.89	70.45	65	62
2445	0	75.89	70.45	71	67
2445	1	75.89	70.45	71	67
2445	6	75.89	70.45	71	67
2446	0	75.89	70.45	51	52
2446	1	75.89	70.45	51	52
2446	6	75.89	70.45	51	52
2450	0	88.77	85.23	61	57
2450	1	74.86	99	61	57
2450	6	89.4	83.03	61	57
2451	0	81.26	88.66	65	58
2451	1	74.86	99	65	58
2451	6	89.4	83.03	65	58
2452	0	74.86	99	54	57
2452	1	74.86	99	54	57
2452	6	89.4	83.03	54	57
2453	0	79.71	89.36	64	45
2453	1	74.86	99	64	45
2453	6	89.4	83.03	64	45
2454	0	74.86	99	64	40
2454	1	74.86	99	64	40
2454	6	89.4	83.03	64	40
2455	0	84.11	99	64	57
2455	1	74.86	99	64	57
2455	6	89.4	83.03	64	57
2460	0	75.89	70.45	53	60
2460	1	75.89	70.45	53	60
2460	6	75.89	70.45	53	60
3000	0	62.04	60.77	54	48
3000	1	77.35	78.89	54	48
3000	6	60.69	59.13	54	48
3100	0	65.47	79.16	50	48
3100	1	88.55	79.16	50	48
3100	6	63.58	79.16	50	48
3110	0	64.64	62.96	49	47
3110	1	85.63	61.59	49	47
3110	6	64.64	63.03	49	47
3111	0	70.85	79.16	45	46
3111	1	88.55	61.59	45	46
3111	6	66.81	79.16	45	46
3112	0	71.04	79.16	45	39
3112	1	88.55	61.59	45	39
3112	6	67.15	79.16	45	39
3113	0	67.46	62.96	46	46
3113	1	88.55	61.59	46	46
3113	6	64.03	63.03	46	46
3114	0	62.84	79.16	46	46
3114	1	88.55	61.59	46	46
3114	6	61.9	79.16	46	46
3115	0	71.12	79.16	54	46
3115	1	88.55	61.59	54	46
3115	6	69.08	79.16	54	46
3116	0	55.49	50.61	54	46
3116	1	85.63	61.59	54	46
3116	6	55.49	50.61	54	46
3117	0	64.64	62.96	54	53
3117	1	85.63	61.59	54	53
3117	6	64.64	63.03	54	53
3118	0	59.36	61.59	51	55
3118	1	78.65	61.59	51	55
3118	6	56.24	61.59	51	55
3119	0	66.6	79.16	53	46
3119	1	88.55	61.59	53	46
3119	6	64.64	79.16	53	46
3120	0	71.61	70.38	52	53
3120	1	72.59	64.59	52	53
3120	6	71.53	70.38	52	53
3121	0	71.61	70.38	52	53
3121	1	72.59	64.59	52	53
3121	6	71.53	70.38	52	53
3122	0	71.61	70.38	52	53
3122	1	72.59	70.38	52	53
3122	6	71.53	70.38	52	53
3123	0	71.61	70.38	52	53
3123	1	72.59	64.59	52	53
3123	6	71.53	70.38	52	53
3130	0	67.35	73.58	52	46
3130	1	72.59	73.58	52	46
3130	6	66.3	73.58	52	46
3131	0	68.4	73.58	48	46
3131	1	72.59	73.58	48	46
3131	6	66.3	73.58	48	46
3132	0	67.92	73.58	57	49
3132	1	72.59	73.58	57	49
3132	6	66.3	73.58	57	49
3133	0	67.92	73.58	57	58
3133	1	72.59	73.58	57	58
3133	6	66.3	73.58	57	58
3139	0	66.3	73.58	52	44
3139	1	72.59	73.58	52	44
3139	6	66.3	73.58	52	44
3140	0	64.98	73.58	57	57
3140	1	64.98	64.59	57	57
3140	6	64.98	73.58	57	57
3141	0	64.98	73.58	52	60
3141	1	64.98	64.59	52	60
3141	6	64.98	73.58	52	60
3142	0	64.98	73.58	52	55
3142	1	64.98	64.59	52	55
3142	6	64.98	73.58	52	55
3143	0	64.98	73.58	69	60
3143	1	64.98	73.58	69	60
3143	6	64.98	73.58	69	60
3144	0	64.98	73.58	69	50
3144	1	64.98	64.59	69	50
3144	6	64.98	73.58	69	50
3145	0	64.98	73.58	50	46
3145	1	64.98	64.59	50	46
3145	6	64.98	73.58	50	46
3150	0	64.52	66.54	50	54
3150	1	82.93	64.59	50	54
3150	6	64.52	66.63	50	54
3151	0	64.52	66.54	50	54
3151	1	82.93	64.59	50	54
3151	6	64.52	66.63	50	54
3152	0	64.52	66.54	50	54
3152	1	64.52	64.59	50	54
3152	6	64.52	66.63	50	54
3200	0	55.76	53.92	48	51
3200	1	57.16	81.38	48	51
3200	6	55.7	52.18	48	51
3210	0	57.58	54.44	50	52
3210	1	57.58	79.7	50	52
3210	6	57.58	48.13	50	52
3211	0	57.58	54.44	50	52
3211	1	57.58	79.7	50	52
3211	6	57.58	48.13	50	52
3212	0	57.58	54.44	50	47
3212	1	57.58	79.7	50	47
3212	6	57.58	48.13	50	47
3213	0	57.58	54.44	50	55
3213	1	57.58	79.7	50	55
3213	6	57.58	48.13	50	55
3220	0	54.32	53.91	55	51
3220	1	56.97	81.49	55	51
3220	6	54.15	52.24	55	51
3221	0	54.32	53.91	51	53
3221	1	56.97	81.49	51	53
3221	6	54.15	52.24	51	53
3222	0	54.32	53.91	51	48
3222	1	56.97	81.49	51	48
3222	6	54.15	52.24	51	48
3223	0	54.32	53.91	51	52
3223	1	56.97	81.49	51	52
3223	6	54.15	52.24	51	52
3224	0	54.32	53.91	60	60
3224	1	56.97	81.49	60	60
3224	6	54.15	52.24	60	60
3225	0	54.32	53.91	51	44
3225	1	56.97	81.49	51	44
3225	6	54.15	52.24	51	44
3226	0	56.97	67.21	60	51
3226	1	56.97	82.92	60	51
3226	6	56.97	65.04	60	51
3227	0	54.32	53.91	51	48
3227	1	56.97	81.49	51	48
3227	6	54.15	52.24	51	48
3228	0	54.32	53.91	51	44
3228	1	56.97	81.49	51	44
3228	6	54.15	52.24	51	44
3229	0	52.84	49.21	51	45
3229	1	56.97	79.7	51	45
3229	6	52.84	48.13	51	45
3230	0	55.76	53.92	38	44
3230	1	57.16	81.38	38	44
3230	6	55.7	52.18	38	44
3231	0	55.76	53.92	38	44
3231	1	57.16	81.38	38	44
3231	6	55.7	52.18	38	44
3232	0	55.76	53.92	38	44
3232	1	57.16	81.38	38	44
3232	6	55.7	52.18	38	44
3240	0	55.76	53.92	49	29
3240	1	57.16	81.38	49	29
3240	6	55.7	52.18	49	29
3241	0	55.76	53.92	51	29
3241	1	57.16	81.38	51	29
3241	6	55.7	52.18	51	29
3242	0	55.76	53.92	38	22
3242	1	57.16	81.38	38	22
3242	6	55.7	52.18	38	22
3300	0	62.04	60.77	38	50
3300	1	77.35	78.89	38	50
3300	6	60.69	59.13	38	50
3310	0	62.04	60.77	38	50
3310	1	77.35	78.89	38	50
3310	6	60.69	59.13	38	50
3320	0	62.04	60.77	38	50
3320	1	77.35	78.89	38	50
3320	6	60.69	59.13	38	50
3330	0	62.04	60.77	38	50
3330	1	77.35	78.89	38	50
3330	6	60.69	59.13	38	50
3340	0	62.04	60.77	38	50
3340	1	77.35	78.89	38	50
3340	6	60.69	59.13	38	50
3400	0	58.55	62.64	55	48
3400	1	58.55	78.87	55	48
3400	6	58.55	60.95	55	48
3410	0	57.97	62.31	55	47
3410	1	81.02	54.4	55	47
3410	6	56.33	62.62	55	47
3411	0	50.7	60.87	61	50
3411	1	81.02	54.4	61	50
3411	6	45.88	62.64	61	50
3412	0	57.97	62.31	54	44
3412	1	81.02	54.4	54	44
3412	6	56.33	62.62	54	44
3413	0	57.97	62.31	59	49
3413	1	81.02	54.4	59	49
3413	6	56.33	62.62	59	49
3414	0	57.97	62.31	56	43
3414	1	81.02	54.4	56	43
3414	6	56.33	62.62	56	43
3415	0	58.52	59.5	56	46
3415	1	81.02	54.4	56	46
3415	6	54.46	62.64	56	46
3416	0	57.38	61.4	50	49
3416	1	81.02	54.4	50	49
3416	6	56.91	62.31	50	49
3417	0	57.97	62.31	56	46
3417	1	81.02	54.4	56	46
3417	6	56.33	62.62	56	46
3419	0	58.74	62.57	55	46
3419	1	81.02	54.4	55	46
3419	6	58.55	62.64	55	46
3420	0	57.93	65.16	55	42
3420	1	73.26	73.26	55	42
3420	6	54.77	63.21	55	42
3421	0	57.93	65.16	55	55
3421	1	73.26	73.26	55	55
3421	6	54.77	63.21	55	55
3422	0	57.93	65.16	55	50
3422	1	73.26	73.26	55	50
3422	6	54.77	63.21	55	50
3423	0	53.15	67.62	55	49
3423	1	73.26	99	55	49
3423	6	52.82	63.86	55	49
3429	0	63.88	54.59	55	42
3429	1	73.26	54.4	55	42
3429	6	58.51	55.03	55	42
3430	0	57.18	59.97	54	49
3430	1	57.18	96.53	54	49
3430	6	57.18	57.05	54	49
3431	0	57.18	59.97	54	53
3431	1	57.18	96.53	54	53
3431	6	57.18	57.05	54	53
3432	0	57.18	59.97	59	49
3432	1	57.18	96.53	59	49
3432	6	57.18	57.05	59	49
3433	0	57.18	59.97	51	49
3433	1	57.18	96.53	51	49
3433	6	57.18	57.05	51	49
3434	0	57.18	59.97	61	51
3434	1	57.18	96.53	61	51
3434	6	57.18	57.05	61	51
3439	0	57.18	59.97	54	53
3439	1	57.18	96.53	54	53
3439	6	57.18	57.05	54	53
3440	0	64.52	66.49	56	52
3440	1	64.52	66.49	56	52
3440	6	64.52	66.49	56	52
3441	0	64.52	66.49	56	44
3441	1	72.91	78.87	56	44
3441	6	64.52	66.49	56	44
3442	0	64.52	66.49	57	52
3442	1	72.91	78.87	57	52
3442	6	64.52	66.49	57	52
3443	0	64.52	66.49	56	55
3443	1	72.91	78.87	56	55
3443	6	64.52	66.49	56	55
3444	0	64.52	66.49	46	54
3444	1	72.91	78.87	46	54
3444	6	64.52	66.49	46	54
3449	0	64.52	66.49	56	55
3449	1	72.91	78.87	56	55
3449	6	64.52	66.49	56	55
3450	0	59.88	62.64	56	45
3450	1	72.91	78.87	56	45
3450	6	58.97	60.95	56	45
3451	0	59.88	62.64	55	60
3451	1	72.91	78.87	55	60
3451	6	58.97	60.95	55	60
3452	0	59.88	62.64	56	44
3452	1	72.91	78.87	56	44
3452	6	58.97	60.95	56	44
3460	0	59.88	62.64	43	49
3460	1	72.91	78.87	43	49
3460	6	58.97	60.95	43	49
3470	0	63.93	68.07	52	45
3470	1	63.93	68.07	52	45
3470	6	63.93	68.07	52	45
3471	0	63.93	68.07	53	49
3471	1	63.93	68.07	53	49
3471	6	63.93	68.07	53	49
3472	0	63.93	68.07	64	50
3472	1	63.93	68.07	64	50
3472	6	63.93	68.07	64	50
3473	0	63.93	68.07	50	32
3473	1	63.93	68.07	50	32
3473	6	63.93	68.07	50	32
3474	0	63.93	68.07	50	33
3474	1	63.93	68.07	50	33
3474	6	63.93	68.07	50	33
3475	0	63.93	68.07	54	49
3475	1	63.93	68.07	54	49
3475	6	63.93	68.07	54	49
3480	0	75.89	70.45	38	50
3480	1	75.89	70.45	38	50
3480	6	75.89	70.45	38	50
4000	0	51.28	56.53	45	37
4000	1	54.19	76.53	45	37
4000	6	51.25	55.09	45	37
4100	0	50.56	56.89	45	37
4100	1	53.89	77.06	45	37
4100	6	50.52	55.3	45	37
4110	0	61.41	61.84	51	45
4110	1	53.89	75.45	51	45
4110	6	61.41	61.04	51	45
4111	0	61.41	61.51	51	42
4111	1	61.41	75.45	51	42
4111	6	61.41	60.69	51	42
4112	0	61.41	61.84	50	42
4112	1	53.89	75.45	50	42
4112	6	61.41	61.04	50	42
4113	0	61.41	61.84	50	45
4113	1	53.89	75.45	50	45
4113	6	61.41	61.04	50	45
4114	0	61.41	61.84	51	45
4114	1	53.89	75.45	51	45
4114	6	61.41	61.04	51	45
4115	0	61.41	70.34	53	53
4115	1	61.41	75.45	53	53
4115	6	61.41	70.05	53	53
4120	0	50.56	56.89	51	44
4120	1	53.89	77.06	51	44
4120	6	50.52	55.3	51	44
4121	0	50.56	56.89	51	45
4121	1	53.89	77.06	51	45
4121	6	50.52	55.3	51	45
4122	0	50.56	56.89	51	36
4122	1	53.89	77.06	51	36
4122	6	50.52	55.3	51	36
4130	0	45.35	45.58	36	32
4130	1	55.78	77.6	36	32
4130	6	45.35	45.58	36	32
4131	0	48.48	50.64	32	30
4131	1	55.78	77.6	32	30
4131	6	48.42	50.18	32	30
4132	0	48.48	50.64	43	44
4132	1	55.78	77.6	43	44
4132	6	48.42	50.18	43	44
4133	0	55.78	57.93	45	37
4133	1	55.78	77.6	45	37
4133	6	55.78	57.09	45	37
4140	0	50.56	56.89	39	37
4140	1	53.89	77.06	39	37
4140	6	50.52	55.3	39	37
4141	0	50.56	56.89	39	36
4141	1	53.89	77.06	39	36
4141	6	50.52	55.3	39	36
4142	0	50.56	56.89	39	33
4142	1	53.89	77.06	39	33
4142	6	50.52	55.3	39	33
4143	0	50.56	56.89	39	41
4143	1	53.89	77.06	39	41
4143	6	50.52	55.3	39	41
4144	0	50.56	56.89	39	37
4144	1	53.89	77.06	39	37
4144	6	50.52	55.3	39	37
4190	0	52.84	54.95	39	37
4190	1	52.84	77.6	39	37
4190	6	52.84	52.67	39	37
4200	0	58.01	53.65	49	39
4200	1	58.49	57.26	49	39
4200	6	58.01	53.59	49	39
4210	0	58.49	62.43	48	37
4210	1	58.49	62.43	48	37
4210	6	58.49	62.43	48	37
4211	0	57.64	46.91	53	34
4211	1	58.49	46.91	53	34
4211	6	57.64	46.91	53	34
4212	0	57.64	46.91	46	42
4212	1	58.49	57.26	46	42
4212	6	57.64	46.91	46	42
4213	0	57.64	46.91	40	34
4213	1	58.49	57.26	40	34
4213	6	57.64	46.91	40	34
4214	0	58.06	53.53	40	15
4214	1	58.49	57.26	40	15
4214	6	58.06	53.46	40	15
4215	0	58.06	53.53	40	27
4215	1	58.49	57.26	40	27
4215	6	58.06	53.46	40	27
4220	0	57.64	54.19	52	38
4220	1	58.49	57.26	52	38
4220	6	57.64	54.19	52	38
4221	0	57.64	54.19	52	38
4221	1	58.49	57.26	52	38
4221	6	57.64	54.19	52	38
4222	0	57.64	54.19	52	38
4222	1	58.49	57.26	52	38
4222	6	57.64	54.19	52	38
4223	0	57.64	54.19	52	38
4223	1	57.64	54.19	52	38
4223	6	57.64	54.19	52	38
5000	0	52.44	46.09	40	32
5000	1	64.9	65.98	40	32
5000	6	49.41	44.01	40	32
5100	0	42.8	49.14	38	32
5100	1	42.8	66.91	38	32
5100	6	42.8	44.7	38	32
5110	0	45.7	50.76	34	32
5110	1	45.7	66.91	34	32
5110	6	45.7	44.7	34	32
5111	0	45.7	50.76	34	50
5111	1	45.7	66.91	34	50
5111	6	45.7	44.7	34	50
5112	0	45.7	44.7	34	32
5112	1	45.7	66.91	34	32
5112	6	45.7	44.7	34	32
5113	0	45.7	66.91	34	29
5113	1	45.7	66.91	34	29
5113	6	45.7	44.7	34	29
5120	0	43.67	40.06	32	26
5120	1	43.4	40.74	32	26
5120	6	43.69	40.01	32	26
5121	0	42.65	39.13	30	37
5121	1	42.15	40.97	30	37
5121	6	42.8	38.87	30	37
5122	0	42.76	39.03	30	31
5122	1	42.15	40.97	30	31
5122	6	42.8	38.87	30	31
5123	0	45.49	40.54	34	21
5123	1	45.49	40.62	34	21
5123	6	45.49	40.53	34	21
5130	0	48.78	42.59	25	27
5130	1	48.24	53.31	25	27
5130	6	48.82	41.54	25	27
5131	0	48.78	42.59	25	23
5131	1	48.24	53.31	25	23
5131	6	48.82	41.54	25	23
5132	0	48.78	42.59	25	42
5132	1	48.24	53.31	25	42
5132	6	48.82	41.54	25	42
5133	0	48.78	42.59	25	17
5133	1	48.24	53.31	25	17
5133	6	48.82	41.54	25	17
5139	0	48.78	42.59	25	29
5139	1	48.24	53.31	25	29
5139	6	48.82	41.54	25	29
5140	0	50.73	47.81	30	29
5140	1	53.32	66.91	30	29
5140	6	48.78	44.7	30	29
5141	0	53.97	47.84	29	32
5141	1	53.97	66.91	29	32
5141	6	53.97	44.7	29	32
5142	0	50.73	47.81	19	17
5142	1	53.32	66.91	19	17
5142	6	48.78	44.7	19	17
5143	0	43.83	47.81	54	34
5143	1	43.83	66.91	54	34
5143	6	43.83	44.7	54	34
5149	0	43.83	46.72	19	29
5149	1	53.32	66.91	19	29
5149	6	43.83	44.7	19	29
5150	0	48.78	42.59	43	37
5150	1	48.24	53.31	43	37
5150	6	48.82	41.54	43	37
5151	0	48.78	42.59	43	37
5151	1	48.24	53.31	43	37
5151	6	48.82	41.54	43	37
5152	0	48.78	42.59	43	37
5152	1	48.24	53.31	43	37
5152	6	48.82	41.54	43	37
5160	0	54.72	66.49	47	37
5160	1	48.24	53.31	47	37
5160	6	54.72	66.49	47	37
5161	0	53.14	66.49	42	35
5161	1	53.14	53.31	42	35
5161	6	53.14	66.49	42	35
5162	0	54.86	66.49	50	40
5162	1	54.86	66.49	50	40
5162	6	54.86	66.49	50	40
5163	0	54.72	66.49	40	39
5163	1	48.24	53.31	40	39
5163	6	54.72	66.49	40	39
5164	0	54.72	66.49	40	39
5164	1	48.24	53.31	40	39
5164	6	54.72	66.49	40	39
5169	0	54.86	66.49	40	30
5169	1	54.86	53.31	40	30
5169	6	54.86	66.49	40	30
5200	0	56.11	48.06	43	31
5200	1	68.41	72.53	43	31
5200	6	50.23	45.41	43	31
5210	0	56.11	48.06	43	28
5210	1	68.41	72.53	43	28
5210	6	50.23	45.41	43	28
5220	0	57.2	47.95	43	32
5220	1	68.41	72.53	43	32
5220	6	51.58	45.41	43	32
5230	0	45.3	59.41	37	24
5230	1	68.41	72.53	37	24
5230	6	38.74	45.41	37	24
6000	0	45.09	37.67	23	37
6000	1	45.35	37.61	23	37
6000	6	39.07	43.81	23	37
6100	0	45.1	37.67	23	38
6100	1	45.35	37.61	23	38
6100	6	39.07	43.81	23	38
6110	0	45.1	37.67	23	40
6110	1	45.35	37.61	23	40
6110	6	39.07	43.81	23	40
6111	0	45.1	37.67	23	40
6111	1	45.35	37.61	23	40
6111	6	39.07	43.81	23	40
6112	0	45.1	37.67	23	40
6112	1	45.35	37.61	23	40
6112	6	39.07	43.81	23	40
6113	0	45.1	37.67	23	40
6113	1	45.35	37.61	23	40
6113	6	39.07	43.81	23	40
6114	0	45.1	37.67	23	40
6114	1	45.35	37.61	23	40
6114	6	39.07	43.81	23	40
6120	0	45.1	37.67	23	40
6120	1	45.35	37.61	23	40
6120	6	39.07	43.81	23	40
6121	0	45.1	37.67	23	40
6121	1	45.35	37.61	23	40
6121	6	39.07	43.81	23	40
6122	0	45.1	37.67	23	40
6122	1	45.35	37.61	23	40
6122	6	39.07	43.81	23	40
6123	0	45.1	37.67	23	40
6123	1	45.35	37.61	23	40
6123	6	39.07	43.81	23	40
6124	0	45.1	37.67	23	40
6124	1	45.35	37.61	23	40
6124	6	39.07	43.81	23	40
6129	0	45.1	37.67	23	40
6129	1	45.35	37.61	23	40
6129	6	39.07	43.81	23	40
6130	0	45.29	37.64	23	38
6130	1	45.35	37.61	23	38
6130	6	39.07	43.81	23	38
6131	0	45.29	37.64	23	40
6131	1	45.35	37.61	23	40
6131	6	39.07	43.81	23	40
6132	0	45.29	37.64	27	41
6132	1	45.35	37.61	27	41
6132	6	39.07	43.81	27	41
6133	0	45.29	37.64	28	40
6133	1	45.35	37.61	28	40
6133	6	39.07	43.81	28	40
6134	0	45.29	37.64	28	30
6134	1	45.35	37.61	28	30
6134	6	39.07	43.81	28	30
6140	0	39.26	43.81	22	24
6140	1	45.35	43.81	22	24
6140	6	39.07	43.81	22	24
6141	0	39.26	43.81	22	24
6141	1	45.35	37.61	22	24
6141	6	39.07	43.81	22	24
6142	0	39.26	43.81	22	16
6142	1	45.35	37.61	22	16
6142	6	39.07	43.81	22	16
6150	0	39.07	37.67	28	28
6150	1	39.07	37.61	28	28
6150	6	39.07	43.81	28	28
6151	0	39.07	37.67	28	23
6151	1	45.35	37.61	28	23
6151	6	39.07	43.81	28	23
6152	0	39.07	37.67	28	23
6152	1	45.35	37.61	28	23
6152	6	39.07	43.81	28	23
6153	0	39.07	37.67	28	28
6153	1	45.35	37.61	28	28
6153	6	39.07	43.81	28	28
6154	0	39.07	37.67	28	6
6154	1	45.35	37.61	28	6
6154	6	39.07	43.81	28	6
6200	0	39.07	37.67	16	38
6200	1	45.35	37.61	16	38
6200	6	39.07	43.81	16	38
6210	0	39.07	37.67	16	38
6210	1	45.35	37.61	16	38
6210	6	39.07	43.81	16	38
6254	0	39.07	37.67	-999	-999
6254	1	39.07	37.61	-999	-999
6254	6	39.07	43.81	-999	-999
7000	0	43.54	39.38	34	38
7000	1	72.9	58.19	34	38
7000	6	41.05	38.56	34	38
7100	0	40.11	43.22	31	34
7100	1	74.57	58.6	31	34
7100	6	37.75	41.71	31	34
7110	0	41.12	43.22	30	34
7110	1	70.7	58.6	30	34
7110	6	37.42	41.71	30	34
7111	0	41.12	43.22	30	34
7111	1	70.7	58.6	30	34
7111	6	37.42	41.71	30	34
7112	0	41.12	43.22	30	36
7112	1	70.7	58.6	30	36
7112	6	37.42	41.71	30	36
7113	0	41.12	43.22	27	34
7113	1	70.7	58.6	27	34
7113	6	37.42	41.71	27	34
7120	0	37.58	41.71	30	34
7120	1	73.06	58.6	30	34
7120	6	36.79	41.71	30	34
7121	0	37.58	41.71	29	36
7121	1	73.06	58.6	29	36
7121	6	36.79	41.71	29	36
7122	0	37.81	41.71	29	34
7122	1	70.7	41.71	29	34
7122	6	37.42	41.71	29	34
7123	0	32.88	41.71	26	34
7123	1	73.06	58.6	26	34
7123	6	32.88	41.71	26	34
7124	0	38.13	41.71	29	37
7124	1	74.51	41.71	29	37
7124	6	35.82	41.71	29	37
7129	0	37.58	41.71	30	28
7129	1	73.06	58.6	30	28
7129	6	36.79	41.71	30	28
7130	0	36.31	43.66	34	37
7130	1	70.7	58.6	34	37
7130	6	35.8	41.71	34	37
7131	0	35.6	41.71	19	31
7131	1	70.7	58.6	19	31
7131	6	32.68	41.71	19	31
7132	0	43.99	43.66	30	31
7132	1	70.7	58.6	30	31
7132	6	40.57	41.71	30	31
7133	0	42.48	50.16	31	31
7133	1	70.7	58.6	31	31
7133	6	37.93	41.71	31	31
7134	0	52.5	44.12	34	28
7134	1	70.7	58.6	34	28
7134	6	37.93	41.71	34	28
7135	0	41.77	43.66	26	26
7135	1	75.04	58.6	26	26
7135	6	38.82	41.71	26	26
7136	0	43.51	41.71	33	34
7136	1	77.64	58.6	33	34
7136	6	40.32	41.71	33	34
7137	0	41.77	43.66	37	44
7137	1	75.04	58.6	37	44
7137	6	38.82	41.71	37	44
7139	0	41.77	43.66	-999	-999
7139	1	75.04	58.6	-999	-999
7139	6	38.82	41.71	-999	-999
7140	0	43.07	43.52	29	31
7140	1	74.51	58.6	29	31
7140	6	37.48	41.71	29	31
7141	0	43.07	43.52	29	31
7141	1	74.51	58.6	29	31
7141	6	37.48	41.71	29	31
7142	0	43.07	43.52	32	29
7142	1	74.51	58.6	32	29
7142	6	37.48	41.71	32	29
7143	0	43.07	43.52	29	20
7143	1	74.51	58.6	29	20
