 3300   44 49.7 41.5 48.4 36.6 36.6
 3310      49.3 35.5 41.0 34.8 36.6
 3311   39 49.3 35.5 41.0 34.8 36.6
 3320   42 47.0 34.5 40.5 33.6 36.6
 3321   40 48.4 34.3 39.6 33.7 36.6
 3322   41 39.8 22.6 32.1 26.8 36.6
 3323   42 48.5 34.5 40.5 38.1 36.6
 3324   42 48.5 34.5 40.5 42.8 36.6
 3325   42 48.5 34.5 40.5 40.7 36.6
 3329   42 48.5 34.5 40.5 39.0 36.6
 3390   43 53.7 41.5 48.4 44.1 36.6
 3391   43 53.7 41.5 48.4 43.7 36.6
 3392   43 53.7 41.5 48.4 55.2 36.6
 3393   43 53.7 41.5 48.4 27.9 36.6
 3399   43 53.7 41.5 48.4 43.4 36.6
 3400   45 50.1 36.6 51.2 33.9 33.9
 3411   45 50.1 36.6 51.2 30.7 33.9
 3420   45 50.1 36.6 51.2 36.6 33.9
 3421   45 50.1 36.6 51.2 36.6 33.9
 3490   44 50.1 36.6 51.2 41.4 33.9
 3491   44 50.1 36.6 51.2 41.4 33.9
 3492   44 50.1 36.6 51.2 33.9 33.9
 3493   44 50.1 36.6 51.2 30.7 33.9
 3494   44 50.1 36.6 51.2 33.1 33.9
 3900   47 53.4 42.7 49.5 42.2 42.2
 3910   45 51.9 39.1 48.5 53.6 42.2
 3911   45 51.9 39.1 48.5 53.6 42.2
 3990   47 54.6 42.7 49.5 31.7 42.2
 3991   47 54.6 42.7 49.5 33.5 42.2
 3992   47 54.6 42.7 49.5 33.5 42.2
 3993   47 54.6 42.7 49.5 26.0 42.2
 3994   46 54.6 42.7 49.5 36.1 42.2
 3995   46 54.6 42.7 49.5 29.2 42.2
 3996   46 54.6 42.7 49.5 32.6 42.2
 3997   46 54.6 42.7 49.5 36.3 42.2
 3999   46 54.6 42.7 49.5 36.4 42.2
 4000   66 39.9 34.3 41.2 25.5 25.5
 4100   49 38.5 32.5 43.1 25.2 25.2
 4110   48 39.8 32.5 43.1 27.6 25.2
