OCCBST	OCC	EMPST	HITCS	WITCS	HISCS	WISCS
7351	735	1	50.7	40.7	56.5	64.7
7352	735	2	50.7	40.7	51.5	41.8
7353	735	3	50.7	40.7	73.3	41.8
7354	735	4	50.7	40.7	51.5	41.8
7355	735	5	50.7	40.7	51.5	41.8
7359	735	9	50.7	40.7	51.5	41.8
7361	736	1	44.8	45.6	56.5	67.3
7362	736	2	44.8	45.6	44.3	47.4
7363	736	3	44.8	45.6	73.3	52.7
7364	736	4	44.8	45.6	46.2	47.4
7365	736	5	44.8	45.6	44.3	47.4
7369	736	9	44.8	45.6	44.3	47.4
7371	737	1	42.7	33.5	56.5	64.7
7372	737	2	42.7	33.5	40.8	36.7
7373	737	3	42.7	33.5	73.3	64.7
7374	737	4	42.7	33.5	46.2	33.4
7375	737	5	42.7	33.5	40.8	33.4
7379	737	9	42.7	33.5	40.8	37.5
7381	738	1	31.7	17.1	40	51.2
7382	738	2	31.7	17.1	31.1	41
7383	738	3	31.7	17.1	50	36.3
7384	738	4	31.7	17.1	31.1	12.9
7385	738	5	31.7	17.1	31.1	16.1
7389	738	9	31.7	17.1	31.1	16.1
7391	739	1	27.5	27.6	40	55
7392	739	2	27.5	27.6	25.7	41
7393	739	3	27.5	27.6	50	36.3
7394	739	4	27.5	27.6	25.7	21
7395	739	5	27.5	27.6	25.7	21
7399	739	9	27.5	27.6	25.7	21
7431	743	1	28.9	17.8	40	51.2
7432	743	2	28.9	17.8	39.7	41
7433	743	3	28.9	17.8	50	36.3
7434	743	4	28.9	17.8	23.7	12.9
7435	743	5	28.9	17.8	25.7	17.3
7439	743	9	26.4	18.1	28.4	18
7441	744	1	26.4	18.1	40	55
7442	744	2	26.4	18.1	25.7	41
7443	744	3	26.4	18.1	50	36.3
7444	744	4	26.4	18.1	25.7	25.4
7445	744	5	26.4	18.1	25.7	17.3
7449	744	9	26.4	18.1	25.7	18.7
7451	745	1	16.6	10.8	44.4	51.2
7452	745	2	16.6	10.8	39.7	41
7453	745	3	16.6	10.8	50	36.3
7454	745	4	16.6	10.8	8.7	2.4
7455	745	5	16.6	10.8	8.7	12.9
7459	745	9	16.6	10.8	8.7	12.9
7471	747	1	27.7	14.1	40	36.9
7472	747	2	27.7	14.1	39.7	41
7473	747	3	27.7	14.1	50	36.3
7474	747	4	27.7	14.1	26.1	2.4
7475	747	5	27.7	14.1	26.1	13.3
7479	747	9	27.7	14.1	26.1	13.3
7481	748	1	36.7	18.2	46.7	36.9
7482	748	2	36.7	18.2	39.7	41
7483	748	3	36.7	18.2	50	36.3
7484	748	4	36.7	18.2	23.7	2.4
7485	748	5	36.7	18.2	33.5	18.8
7489	748	9	36.7	18.2	36.1	18.2
7491	749	1	25.6	17	40	36.9
7492	749	2	25.6	17	28.6	41
7493	749	3	25.6	17	50	36.3
7494	749	4	25.6	17	23.8	2.4
7495	749	5	25.6	17	23.8	17.9
7499	749	9	25.6	17	28.6	17.9
7531	753	1	26.3	11.8	34.6	35
7532	753	2	26.3	11.8	39.7	36.7
7533	753	3	26.3	11.8	51.1	14.9
7534	753	4	26.3	11.8	31.7	14.9
7535	753	5	26.3	11.8	24.4	14.9
7539	753	9	26.3	11.8	24.4	14.9
7541	754	1	26.9	20.3	34.6	35
7542	754	2	26.9	20.3	39.7	36.7
7543	754	3	26.9	20.3	51.1	52.7
7544	754	4	26.9	20.3	31.7	20.9
7545	754	5	26.9	20.3	27.1	20.9
7549	754	9	26.9	20.3	27.1	20.9
7551	755	1	32.2	23	34.6	40.7
7552	755	2	32.2	23	39.7	36.7
7553	755	3	32.2	23	51.1	52.7
7554	755	4	32.2	23	31.7	29.4
7555	755	5	32.2	23	29.9	14.9
7559	755	9	32.2	11.8	29.9	23.9
7561	756	1	30.9	35.6	34.6	35
7562	756	2	30.9	35.6	39.7	36.7
7563	756	3	30.9	35.6	51.1	35.8
7564	756	4	30.9	35.6	31.7	35.8
7565	756	5	30.9	35.6	30.3	35.8
7569	756	9	30.9	35.6	30.3	35.8
7571	757	1	40.7	24.5	34.6	35
7572	757	2	40.7	24.5	39.7	36.7
7573	757	3	40.7	24.5	51.1	19.3
7574	757	4	40.7	24.5	31.7	19.3
7575	757	5	40.7	24.5	42.5	19.3
7579	757	9	40.7	24.5	42.5	19.3
7581	758	1	28.3	21.6	34.6	35
7582	758	2	28.3	21.6	39.7	36.7
7583	758	3	28.3	21.6	51.1	26
7584	758	4	28.3	21.6	31.7	26
7585	758	5	28.3	21.6	28.7	26
7589	758	9	28.3	21.6	28.7	26
7591	759	1	31.9	30.1	34.6	35
7592	759	2	31.9	30.1	39.7	36.7
7593	759	3	31.9	30.1	51.1	32.8
7594	759	4	31.9	30.1	31.7	32.8
7595	759	5	31.9	30.1	30.5	32.8
7599	759	9	31.9	30.1	31	32.8
7631	763	1	32.5	23	47.6	40.7
7632	763	2	32.5	23	39.7	36.7
7633	763	3	32.5	23	51.1	36.3
7634	763	4	32.5	23	36.3	29.4
7635	763	5	32.5	23	28.7	39.2
7639	763	9	28.3	40.5	32.6	23.9
7641	764	1	19.1	23	59.5	35
7642	764	2	19.1	23	39.7	36.7
7643	764	3	19.1	23	51.1	36.3
7644	764	4	19.1	23	19.1	29.4
7645	764	5	19.1	23	19.1	14.6
7649	764	9	19.1	13.6	19.1	23.9
7651	765	1	37.8	13.6	47.6	40.7
7652	765	2	37.8	13.6	39.7	36.7
7653	765	3	37.8	13.6	51.1	14.6
7654	765	4	37.8	13.6	36.3	14.6
7655	765	5	37.8	13.6	39.5	14.6
7659	765	9	37.8	13.6	39.5	14.6
7661	766	1	37.9	40.5	59.5	40.7
7662	766	2	37.9	40.5	39.7	36.7
7663	766	3	37.9	40.5	51.1	39.2
7664	766	4	37.9	40.5	38.4	39.2
7665	766	5	37.9	40.5	37.5	39.2
7669	766	9	37.9	40.5	37.6	39.2
7681	768	1	26.5	3.1	59.5	40.7
7682	768	2	26.5	3.1	39.7	36.7
7683	768	3	26.5	3.1	51.1	8.4
7684	768	4	26.5	3.1	36.3	29.4
7685	768	5	26.5	3.1	26.9	8.4
7689	768	9	26.5	3.1	26.9	8.4
7691	769	1	27.7	17.1	59.5	35
7692	769	2	27.7	17.1	39.7	36.7
7693	769	3	27.7	17.1	51.1	52.7
7694	769	4	27.7	17.1	25.7	29.4
7695	769	5	27.7	17.1	25.7	16.1
7699	769	9	27.7	17.1	27.9	17.8
7731	773	1	54.3	23	47.1	40.7
7732	773	2	54.3	23	39.7	36.7
7733	773	3	54.3	23	51.1	36.3
7734	773	4	54.3	23	36.3	47.5
7735	773	5	54.3	23	53.1	47.5
7739	773	9	54.3	45.7	53.1	23.9
7741	774	1	49.3	45.7	47.1	64.1
7742	774	2	49.3	45.7	47.1	36.7
7743	774	3	49.3	45.7	47.1	64.1
7744	774	4	49.3	45.7	51.2	47.5
7745	774	5	49.3	45.7	51.2	47.5
7749	774	9	49.3	45.7	50.8	47.5
7771	777	1	31.5	22.2	51.9	44.4
7772	777	2	31.5	22.2	39.7	36.7
7773	777	3	31.5	22.2	51.1	52.7
7774	777	4	31.5	22.2	36.8	29.4
7775	777	5	31.5	22.2	31	22.2
7779	777	9	31.5	22.2	31.4	23.4
7791	779	1	32.9	22.1	49.1	44.4
7792	779	2	32.9	22.1	39.7	36.7
7793	779	3	32.9	22.1	51.1	52.7
7794	779	4	32.9	22.1	36.7	29.4
7795	779	5	32.9	22.1	32.3	22.7
7799	779	9	32.9	22.1	33.2	23.1
7831	783	1	33.4	17.9	39.7	59.5
7832	783	2	33.4	17.9	18.1	16.9
7833	783	3	33.4	17.9	48	52.7
7834	783	4	33.4	17.9	37.7	16.9
7835	783	5	33.4	17.9	32.7	16.9
7839	783	9	33.4	17.9	33.5	16.9
7841	784	1	26.1	21	48	59.5
7842	784	2	26.1	21	18.1	36.7
7843	784	3	26.1	21	47.9	52.7
7844	784	4	26.1	21	37.7	23.1
7845	784	5	26.1	21	22.5	23.1
7849	784	9	26.1	21	22.5	23.1
7851	785	1	32.7	25.5	56.4	59.5
7852	785	2	32.7	25.5	18.1	36.7
7853	785	3	32.7	25.5	47.9	52.7
7854	785	4	32.7	25.5	30.9	16.2
7855	785	5	32.7	25.5	32.1	25.8
7859	785	9	32.7	25.5	33.1	26.9
7861	786	1	25.9	18.6	56.4	61.2
7862	786	2	25.9	18.6	18.1	21.1
7863	786	3	25.9	18.6	47.9	52.7
7864	786	4	25.9	18.6	35.2	21.1
7865	786	5	25.9	18.6	27.1	21.1
7869	786	9	25.9	18.6	27.1	21.1
7871	787	1	29.3	39.4	56.4	64.1
7872	787	2	29.3	39.4	18.1	44.7
7873	787	3	29.3	39.4	47.9	52.7
7874	787	4	29.3	39.4	28.6	16.2
7875	787	5	29.3	39.4	28.6	8.2
7879	787	9	29.3	39.4	28.6	44.7
7891	789	1	40.4	25.7	54.7	64.1
7892	789	2	40.4	25.7	54.7	18.5
7893	789	3	40.4	25.7	54.7	52.7
7894	789	4	40.4	25.7	36.4	16.2
7895	789	5	40.4	25.7	36.4	18.5
7899	789	9	40.4	25.7	42	18.5
7931	793	1	33.1	33.3	54.7	64.1
7932	793	2	33.1	33.3	54.7	36.7
7933	793	3	33.1	33.3	54.7	52.7
7934	793	4	33.1	33.3	35.2	16.2
7935	793	5	33.1	33.3	36.4	29.7
7939	793	9	40.4	33.3	33.3	29.7
7951	795	1	33.4	26.6	56.4	59.5
7952	795	2	33.4	26.6	18.1	27.2
7953	795	3	33.4	26.6	47.9	52.7
7954	795	4	33.4	26.6	29.7	27.2
7955	795	5	33.4	26.6	29.7	27.2
7959	795	9	33.4	26.6	29.7	27.2
7961	796	1	39.3	25.1	41.8	64.1
7962	796	2	39.3	25.1	41.8	36.7
7963	796	3	39.3	25.1	41.8	64.1
7964	796	4	39.3	25.1	43.4	41.3
7965	796	5	39.3	25.1	39.3	26
7969	796	9	39.3	25.1	39.8	26.4
7971	797	1	41.4	32.9	41.8	34.5
7972	797	2	41.4	32.9	43.7	34.5
7973	797	3	41.4	32.9	41.8	34.5
7974	797	4	41.4	32.9	43.4	34.5
7975	797	5	41.4	32.9	43.7	34.5
7979	797	9	41.4	32.9	43.7	34.5
7981	798	1	35.6	21.4	41.8	25
7982	798	2	35.6	21.4	36.3	25
7983	798	3	35.6	21.4	36.3	25
7984	798	4	35.6	21.4	43.4	41.3
7985	798	5	35.6	21.4	36.3	26
7989	798	9	35.6	21.4	36.3	25
7991	799	1	32.6	18.9	41.8	59.5
7992	799	2	32.6	18.9	32	36.7
7993	799	3	32.6	18.9	41.8	17
7994	799	4	32.6	18.9	43.4	17
7995	799	5	32.6	18.9	32	17
7999	799	9	32.6	18.9	32	17
8031	803	1	49.2	37.7	46.7	42.8
8032	803	2	49.2	37.7	58	57.9
8033	803	3	49.2	37.7	58	42.9
8034	803	4	49.2	37.7	41.1	40.3
8035	803	5	49.2	37.7	52.2	40.3
8039	803	9	49.2	37.7	50.8	40.3
8041	804	1	34.9	36	38.6	42.8
8042	804	2	34.9	36	46.3	57.9
8043	804	3	34.9	36	42.2	42.9
8044	804	4	34.9	36	31.7	34.9
8045	804	5	34.9	36	34.5	38.4
8049	804	9	34.9	36	34.8	38.9
8061	806	1	43.1	41.5	46.7	42.8
8062	806	2	43.1	41.5	46.3	57.9
8063	806	3	43.1	41.5	58	42.9
8064	806	4	43.1	41.5	43.7	43
8065	806	5	43.1	41.5	43.7	43
8069	806	9	43.1	41.5	44.5	43
8081	808	1	41	33.4	45	42.8
8082	808	2	41	33.4	46.3	57.9
8083	808	3	41	33.4	45	42.9
8084	808	4	41	33.4	36.8	36
8085	808	5	41	33.4	41.9	33.6
8089	808	9	41	33.4	39.4	35
8091	809	1	37.7	36.2	34	42.8
8092	809	2	37.7	36.2	46.3	57.9
8093	809	3	37.7	36.2	36.2	42.9
8094	809	4	37.7	36.2	34.6	38
8095	809	5	37.7	36.2	38.9	38
8099	809	9	37.7	36.2	37.3	38
8131	813	1	31.6	34.8	34	42.8
8132	813	2	31.6	34.8	46.3	57.9
8133	813	3	31.6	34.8	36.2	42.9
8134	813	4	31.6	34.8	31.2	38
8135	813	5	31.6	34.8	31.2	38
8139	813	9	31.6	36.2	31.2	36.9
8141	814	1	36.1	34.8	34	42.8
8142	814	2	36.1	34.8	46.3	57.9
8143	814	3	36.1	34.8	42.7	42.9
8144	814	4	36.1	34.8	31.2	35.9
8145	814	5	36.1	34.8	31.2	38
8149	814	9	31.6	36.2	36	36.9
8231	823	1	47.2	25	49	34.9
8232	823	2	47.2	25	49	34.9
8233	823	3	47.2	25	49	34.9
8234	823	4	47.2	25	41.5	34.9
8235	823	5	47.2	25	49	34.9
8239	823	9	47.2	25	49	34.9
8241	824	1	48.5	25	49.7	53.5
8242	824	2	48.5	25	49.7	45.9
8243	824	3	48.5	25	49.7	45.9
8244	824	4	48.5	25	41.5	35
8245	824	5	48.5	25	51.5	34.9
8249	824	9	48.5	25	49.7	34.9
8251	825	1	44.5	25	46.3	53.5
8252	825	2	44.5	25	46.3	45.9
8253	825	3	44.5	25	46.3	45.9
8254	825	4	44.5	25	46.3	35
8255	825	5	44.5	25	46.3	34.9
8259	825	9	44.5	25	46.3	34.9
8261	826	1	36.8	25	37.9	53.5
8262	826	2	36.8	25	37.9	45.9
8263	826	3	36.8	25	37.9	45.9
8264	826	4	36.8	25	37.9	35
8265	826	5	36.8	25	37.9	34.9
8269	826	9	36.8	25	37.9	34.9
8281	828	1	46.8	27.7	54.7	53.5
8282	828	2	46.8	27.7	50.1	57.9
8283	828	3	46.8	27.7	54.7	45.9
8284	828	4	46.8	27.7	54.7	40.3
8285	828	5	46.8	27.7	49	40.3
8289	828	9	46.8	37.7	50.1	29.4
8291	829	1	40.2	27.7	39.5	53.5
8292	829	2	40.2	27.7	39.5	45.9
8293	829	3	40.2	27.7	53.7	45.9
8294	829	4	40.2	27.7	43.6	35
8295	829	5	40.2	27.7	37.4	34.9
8299	829	9	40.2	25	39.5	29.4
8331	833	1	40.8	27.7	40.1	53.5
8332	833	2	40.8	27.7	40.1	45.9
8333	833	3	40.8	27.7	40.1	45.9
8334	833	4	40.8	27.7	40.1	35
8335	833	5	40.8	27.7	40.1	28.6
8339	833	9	40.8	27.7	40.1	29.4
8341	834	1	51.2	27.7	43.9	53.5
8342	834	2	51.2	27.7	43.9	45.9
8343	834	3	51.2	27.7	43.9	45.9
8344	834	4	51.2	27.7	43.9	34.9
8345	834	5	51.2	27.7	49	34.9
8349	834	9	51.2	25	43.9	29.4
8431	843	1	42.3	42.9	46.7	53.5
8432	843	2	42.3	42.9	44.2	45.9
8433	843	3	42.3	42.9	58	45.9
8434	843	4	42.3	42.9	44.2	42.8
8435	843	5	42.3	42.9	44.2	42.8
8439	843	9	42.3	42.9	44.2	27.7
8441	844	1	36.8	26	46.2	53.5
8442	844	2	36.8	26	35.3	45.9
8443	844	3	36.8	26	53.7	45.9
8444	844	4	36.8	26	32	42.8
8445	844	5	36.8	26	37.2	42.8
8449	844	9	36.8	42.9	36.6	27.7
8451	845	1	40.5	26	40.7	53.5
8452	845	2	40.5	26	40.6	45.9
8453	845	3	40.5	26	47.1	45.9
8454	845	4	40.5	26	40.6	35
8455	845	5	40.5	26	40.6	27.7
8459	845	9	40.5	26	40.6	27.7
8481	848	1	31.2	26	41.1	53.5
8482	848	2	31.2	26	32.4	45.9
8483	848	3	31.2	26	43.8	45.9
8484	848	4	31.2	26	32.4	35
8485	848	5	31.2	26	32.4	42.8
8489	848	9	31.2	42.9	32.4	27.7
8491	849	1	35.3	26	41.1	50
8492	849	2	35.3	26	35.8	42.8
8493	849	3	35.3	26	43.8	42.8
8494	849	4	35.3	26	38.5	42.8
8495	849	5	35.3	26	35.6	42.8
8499	849	9	35.3	42.9	35.8	42.8
8531	853	1	35	26	41.1	50
8532	853	2	35	26	35.3	45.9
8533	853	3	35	26	43.8	45.9
8534	853	4	35	26	32.8	35
8535	853	5	35	26	33.7	23.2
8539	853	9	35	22.2	33.6	27.7
8551	855	1	29.2	26	36.7	50
8552	855	2	29.2	26	35.3	45.9
8553	855	3	29.2	26	43.8	45.9
8554	855	4	29.2	26	24.3	35
8555	855	5	29.2	26	29.3	23.2
8559	855	9	29.2	22.2	28.1	27.7
8561	856	1	27.4	22.6	32.3	50
8562	856	2	27.4	22.6	35.3	25.7
8563	856	3	27.4	22.6	43.8	25.7
8564	856	4	27.4	22.6	29.2	25.7
8565	856	5	27.4	22.6	26.3	25.7
8569	856	9	27.4	22.6	26.5	25.7
8591	859	1	34.5	22.2	41.1	50
8592	859	2	34.5	22.2	35.3	23.2
8593	859	3	34.5	22.2	43.8	23.2
8594	859	4	34.5	22.2	30.9	23.2
8595	859	5	34.5	22.2	33.6	23.2
8599	859	9	34.5	22.2	36.1	23.2
8641	864	1	43.2	26	41.1	53.5
8642	864	2	43.2	26	46.6	45.9
8643	864	3	43.2	26	43.8	45.9
8644	864	4	43.2	26	51.5	35
8645	864	5	43.2	26	43.3	42.8
8649	864	9	43.2	42.9	46.6	27.7
8651	865	1	32.1	26	41.1	50
8652	865	2	32.1	26	35.3	45.9
8653	865	3	32.1	26	43.8	45.9
8654	865	4	32.1	26	30.9	35
8655	865	5	32.1	26	31.4	36.3
8659	865	9	32.1	35	31.4	27.7
8661	866	1	29.7	35	41.1	50
8662	866	2	29.7	35	35.3	36.3
8663	866	3	29.7	35	43.8	45.9
8664	866	4	29.7	35	29.2	36.3
8665	866	5	29.7	35	29.2	36.3
8669	866	9	29.7	35	29.2	36.3
8671	867	1	33.3	36.7	41.1	50
8672	867	2	33.3	36.7	35.3	45.9
8673	867	3	33.3	36.7	43.9	45.9
8674	867	4	33.3	36.7	29.2	36.3
8675	867	5	33.3	36.7	29.2	36.3
8679	867	9	29.7	35	33.7	38.2
8681	868	1	33.3	36.7	40.3	53.5
8682	868	2	33.3	36.7	35.3	45.9
8683	868	3	33.3	36.7	43.9	45.9
8684	868	4	33.3	36.7	29.2	35
8685	868	5	33.3	36.7	34.8	36.3
8689	868	9	33.7	35	33.7	38.2
8691	869	1	33.7	38	34.1	40.2
8692	869	2	33.7	38	35.3	45.9
8693	869	3	33.7	38	34.1	40.2
8694	869	4	33.7	38	29.2	40.2
8695	869	5	33.7	38	34.8	40.2
8699	869	9	33.7	38	34.1	40.2
8741	874	1	23.7	31.7	21.5	50
8742	874	2	23.7	31.7	21.5	45.9
8743	874	3	23.7	31.7	43.8	29.1
8744	874	4	23.7	31.7	21.5	29.1
8745	874	5	23.7	31.7	21.5	29.1
8749	874	9	23.7	31.7	21.5	29.1
8751	875	1	30.5	27.3	34	50
8752	875	2	30.5	27.3	35.3	45.9
8753	875	3	30.5	27.3	44.8	45.9
8754	875	4	30.5	27.3	28.4	28.6
8755	875	5	30.5	27.3	26.5	28.6
8759	875	9	30.5	28.1	27.6	29
8761	876	1	41.9	27.3	39.9	53.5
8762	876	2	41.9	27.3	35.3	45.9
8763	876	3	41.9	27.3	56.3	45.9
8764	876	4	41.9	27.3	41.8	35
8765	876	5	41.9	27.3	41.8	34.3
8769	876	9	41.9	33.3	41.8	29
8771	877	1	37.1	33.3	56.3	65.6
8772	877	2	37.1	33.3	35.3	33.2
8773	877	3	37.1	33.3	56.3	65.6
8774	877	4	37.1	33.3	36	35.2
8775	877	5	37.1	33.3	37	34.3
8779	877	9	37.1	33.3	37.3	34.8
8781	878	1	25.4	20.2	34	50
8782	878	2	25.4	20.2	35.3	45.9
8783	878	3	25.4	20.2	44.8	45.9
8784	878	4	25.4	20.2	25	20.9
8785	878	5	25.4	20.2	25	20.9
8789	878	9	25.4	20.2	25	20.9
8831	883	1	33.9	27.2	37.9	50
8832	883	2	33.9	27.2	35.3	45.9
8833	883	3	33.9	27.2	44.8	45.9
8834	883	4	33.9	27.2	35.4	30
8835	883	5	33.9	27.2	33.4	30
8839	883	9	33.9	27.2	33.9	30
8851	885	1	32.8	37.4	38.2	50
8852	885	2	32.8	37.4	35.3	45.9
8853	885	3	32.8	37.4	44.8	45.9
8854	885	4	32.8	37.4	31.5	40.1
8855	885	5	32.8	37.4	32.1	40.1
8859	885	9	32.8	37.4	32.6	40.1
8871	887	1	27.5	28.1	34	50
8872	887	2	27.5	28.1	35.3	45.9
8873	887	3	27.5	28.1	44.8	45.9
8874	887	4	27.5	28.1	34.7	28.6
8875	887	5	27.5	28.1	23.5	28.6
8879	887	9	27.5	28.1	25.9	28.6
8881	888	1	26.3	22.6	34	50
8882	888	2	26.3	22.6	35.3	45.9
8883	888	3	26.3	22.6	44.8	45.9
8884	888	4	26.3	22.6	34.7	23
8885	888	5	26.3	22.6	25.2	23
8889	888	9	26.3	22.6	25.2	23
8891	889	1	32.2	24.9	41.5	50
8892	889	2	32.2	24.9	35.3	45.9
8893	889	3	32.2	24.9	35.4	45.9
8894	889	4	32.2	24.9	34.3	34.9
8895	889	5	32.2	24.9	31.3	25.5
8899	889	9	32.2	24.9	32	27.9
9031	903	1	62.2	71.4	61.8	64.1
9032	903	2	62.2	71.4	61.8	64.1
9033	903	3	62.2	71.4	61.8	64.1
9034	903	4	62.2	71.4	61.8	64.1
9035	903	5	62.2	71.4	61.8	64.1
9039	903	9	62.2	71.4	61.8	64.1
9041	904	1	41.7	47.7	39.9	37.2
9042	904	2	41.7	47.7	39.9	37.2
9043	904	3	41.7	47.7	39.9	37.2
9044	904	4	41.7	47.7	39.9	37.2
9045	904	5	41.7	47.7	39.9	37.2
9049	904	9	41.7	47.7	39.9	37.2
9051	905	1	40.4	52.1	39	42.6
9052	905	2	40.4	52.1	39	42.6
9053	905	3	40.4	52.1	39	42.6
9054	905	4	40.4	52.1	39	37.2
9055	905	5	40.4	52.1	39	42.6
9059	905	9	40.4	47.7	39	42.6
