     1     2    -3  59.6  53.5            
     1     4    -2  62.8  55.1            
     1     6    -1  61.5  58.4            
     1     0     0  61.4  58.0            
     1    -6     1  65.2  66.8            
     1    -5     2  62.4  54.1            
     1     3     3  54.6  52.0            
     1    -4     4  61.5  58.3            
     1    -3     5  61.5  58.3            
     1    -2     6  40.0  59.5            
     1    -1     7  67.1  67.5            
     2     2    -3  76.2  80.5            
     2     4    -2  77.8  84.0            
     2     6    -1  70.0  69.2            
     2     0     0  71.0  69.9            
     2    -6     1  78.2  84.7            
     2    -5     2  67.6  75.1            
     2     3     3  74.6  79.3            
     2    -4     4  70.3  70.1            
     2    -3     5  70.3  70.1            
     2    -2     6  57.7  63.0            
     2    -1     7  70.1  69.5            
     3     2    -3  64.3  69.4            
     3     4    -2  66.5  65.2            
     3     6    -1  60.5  57.9            
     3     0     0  61.0  58.8            
     3    -6     1  71.8  73.1            
     3    -5     2  64.5  63.9            
     3     3     3  63.6  71.2            
     3    -4     4  63.4  62.9            
     3    -3     5  63.4  62.9            
     3    -2     6  58.6  67.9            
     3    -1     7  57.6  55.4            
     4     2    -3  61.0  67.1            
     4     4    -2  72.7  73.9            
     4     6    -1  47.0  54.5            
     4     0     0  47.3  54.7            
     4    -6     1  78.4  83.2            
     4    -5     2  72.6  73.6            
     4     3     3  55.8  64.9            
     4    -4     4  50.6  36.2            
     4    -3     5  50.6  36.2            
     4    -2     6  47.2  52.7            
     4    -1     7  46.9  54.6            
     5     2    -3  44.4  51.8            
     5     4    -2  45.4  59.4            
     5     6    -1  47.6  42.0            
     5     0     0  47.5  42.3            
     5    -6     1  47.9  38.6            
     5    -5     2  45.4  59.7            
     5     3     3  44.0  50.6            
     5    -4     4  54.5  41.7            
     5    -3     5  54.5  41.7            
     5    -2     6  49.0  40.7            
     5    -1     7  47.2  42.1            
     6     2    -3  48.2  59.9            
     6     4    -2  52.5  59.3            
     6     6    -1  34.5  54.0            
     6     0     0  38.2  54.6            
     6    -6     1  49.0  52.3            
     6    -5     2  53.4  62.8            
     6     3     3  47.2  60.0            
     6    -4     4  58.9  60.0            
     6    -3     5  58.9  60.0            
     6    -2     6  37.3  56.2            
     6    -1     7  33.9  53.7            
     7     2    -3  46.5  54.8            
     7     4    -2  51.3  59.7            
     7     6    -1  38.1  30.5            
     7     0     0  40.6  32.4            
     7    -6     1  49.3  38.9            
     7    -5     2  51.3  59.7            
     7     3     3  45.4  52.8            
     7    -4     4  50.8  49.4            
     7    -3     5  50.8  49.4            
     7    -2     6  38.5  34.1            
     7    -1     7  37.7  30.1            
     8     2    -3  46.0  57.8            
     8     4    -2  54.6  53.6            
     8     6    -1  34.1  32.5            
     8     0     0  35.4  34.8            
     8    -6     1  54.2  57.6            
     8    -5     2  54.8  46.3            
     8     3     3  44.2  60.2            
     8    -4     4  53.5  49.8            
     8    -3     5  53.5  49.8            
     8    -2     6  39.6  40.4            
     8    -1     7  33.3  31.8            
     9     2    -3  39.7  48.7            
     9     4    -2  53.3  48.1            
     9     6    -1  33.2  28.7            
     9     0     0  34.0  29.1            
     9    -6     1  45.3  35.3            
     9    -5     2  53.7  57.6            
     9     3     3  37.6  48.9            
     9    -4     4  46.1  57.0            
     9    -3     5  46.1  57.0            
     9    -2     6  38.7  33.6            
     9    -1     7  32.6  28.5            
    11     2    -3  75.0  67.2            
    11     4    -2  75.0  67.2            
    11     6    -1  73.0  64.3            
    11     0     0  73.0  64.3            
    11    -6     1  75.0  67.2            
    11    -5     2  75.0  67.2            
    11     3     3  75.0  67.2            
    11    -4     4  73.1  63.9            
    11    -3     5  73.1  63.9            
    11    -2     6  75.0  67.2            
    11    -1     7  71.9  70.7            
    12     2    -3  64.3  65.8            
    12     4    -2  64.3  64.2            
    12     6    -1  62.7  60.4            
    12     0     0  62.7  60.4            
    12    -6     1  65.2  66.8            
    12    -5     2  63.3  61.6            
    12     3     3  64.3  68.7            
    12    -4     4  62.7  60.3            
    12    -3     5  62.7  60.3            
    12    -2     6  40.0  59.5            
    12    -1     7  62.5  66.2            
    13     2    -3  58.3  51.9            
    13     4    -2  62.2  53.4            
    13     6    -1  57.6  50.2            
    13     0     0  57.7  50.7            
    13    -6     1  63.3  53.3            
    13    -5     2  62.2  53.4            
    13     3     3  53.2  50.7            
    13    -4     4  57.6  50.2            
    13    -3     5  57.6  50.2            
    13    -2     6  54.6  55.6            
    13    -1     7  54.6  55.6            
    21     2    -3  74.9  77.2            
    21     4    -2  76.1  74.3            
    21     6    -1  68.0  74.4            
    21     0     0  68.8  74.5            
    21    -6     1  76.1  74.3            
    21    -5     2  73.4  76.3            
    21     3     3  74.3  77.5            
    21    -4     4  57.5  71.0            
    21    -3     5  57.5  71.0            
    21    -2     6  72.7  76.3            
    21    -1     7  68.2  74.4            
    22     2    -3  78.1  86.1            
    22     4    -2  77.4  88.3            
    22     6    -1  69.1  62.2            
    22     0     0  71.6  63.0            
    22    -6     1  77.4  88.3            
    22    -5     2  74.8  82.4            
    22     3     3  81.9  83.4            
    22    -4     4  57.7  64.9            
    22    -3     5  57.7  64.9            
    22    -2     6  57.7  63.0            
    22    -1     7  73.3  61.6            
    23     2    -3  65.4  74.5            
    23     4    -2  66.7  65.1            
    23     6    -1  69.1  78.7            
    23     0     0  69.0  78.5            
    23    -6     1  66.7  65.1            
    23    -5     2  70.1  79.8            
    23     3     3  65.2  75.5            
    23    -4     4  67.1  65.2            
    23    -3     5  67.1  65.2            
    23    -2     6  70.1  79.8            
    23    -1     7  69.2  78.9            
    24     2    -3  77.5  81.3            
