    00         0 51.2 53.70            
    02         1 51.2 53.70            
    06         2 51.2 53.70            
    10         0 63.0 62.14            
    12         1 65.0 67.24            
    16         2 62.5 61.10            
    20         0 75.1 70.98            
    22         1 75.9 76.22            
    26         2 75.0 70.55            
    30         0 59.5 55.07            
    32         1 65.5 59.53            
    36         2 58.6 54.84            
    40         0 52.0 51.38            
    42         1 60.2 62.52            
    46         2 51.3 50.63            
    50         0 52.4 45.24            
    52         1 59.2 51.65            
    56         2 47.9 42.38            
    60         0 34.4 33.89            
    62         1 41.2 51.10            
    66         2 25.2 26.74            
    70         0 42.4 37.73            
    72         1 49.5 47.09            
    76         2 40.9 36.45            
    80         0 39.2 30.67            
    82         1 49.2 37.68            
    86         2 37.6 30.36            
    90         0 31.7 28.01            
    92         1 42.2 39.80            
    96         2 30.7 27.73            
   110         0 66.7 69.40            
   112         1 66.1 66.98            
   116         2 66.7 69.40            
   120         0 62.4 61.70            
   122         1 68.1 72.31            
   126         2 61.6 60.71            
   130         0 64.6 62.67            
   132         1 62.6 64.16            
   136         2 67.3 61.30            
   210         0 76.2 74.70            
   212         1 78.6 77.98            
   216         2 75.7 74.16            
   220         0 80.0 82.56            
   222         1 77.8 80.90            
   226         2 80.6 82.98            
   230         0 73.4 68.33            
   232         1 62.5 76.95            
   236         2 73.7 68.25            
   240         0 73.6 72.47            
   242         1 74.7 73.68            
   246         2 73.1 72.19            
   310         0 59.5 56.01            
   312         1 65.1 50.41            
   316         2 59.0 56.33            
   320         0 56.0 53.18            
   322         1 64.5 64.94            
   326         2 54.2 52.90            
   330         0 60.9 53.51            
   332         1 60.9 56.80            
   336         2 60.9 53.37            
   340         0 59.8 56.06            
   342         1 66.2 60.57            
   346         2 58.5 55.74            
   410         0 51.6 51.63            
   412         1 60.8 63.53            
   416         2 50.8 50.74            
   420         0 55.4 50.06            
   422         1 55.4 50.54            
   426         2 55.4 50.05            
   510         0 47.2 43.91            
   512         1 52.6 50.78            
   516         2 45.5 41.43            
   520         0 58.4 46.19            
   522         1 62.3 52.13            
   526         2 52.9 43.14            
   610         0 34.4 33.89            
   612         1 41.2 51.10            
   616         2 25.2 26.74            
   710         0 38.9 45.31            
   712         1 44.7 53.00            
   716         2 36.8 40.76            
   720         0 42.2 38.71            
   722         1 51.2 50.24            
   726         2 41.0 37.69            
   730         0 51.8 37.82            
   732         1 60.1 48.07            
   736         2 48.5 36.85            
   740         0 40.9 34.13            
   742         1 50.5 45.98            
   746         2 38.0 31.95            
   750         0 50.1 46.55            
   752         1 64.2 45.40            
   756         2 49.1 46.60            
   810         0 38.6 32.10            
   812         1 48.7 37.26            
   816         2 38.4 32.10            
   820         0 36.2 30.67            
   822         1 48.7 38.05            
   826         2 35.4 30.46            
   830         0 40.0 29.64            
   832         1 49.2 37.21            
   836         2 38.1 26.78            
   910         0 34.4 28.91            
   912         1 29.4 39.80            
   916         2 34.6 28.73            
   920         0 23.5  1.00            
   922         1 23.5  1.00            
   926         2 23.5  1.00            
   930         0 30.6 26.50            
   932         1 46.3 39.80            
   936         2 28.3 25.48            
  1100         0 51.2 53.70            
  1102         1 51.2 53.70            
  1106         2 51.2 53.70            
  1110         0 72.5 67.95            
  1112         1 65.2 66.50            
  1116         2 72.5 69.40            
  1120         0 72.5 69.40            
  1122         1 72.5 66.50            
  1126         2 72.5 69.40            
  1130         0 63.3 69.40            
  1132         1 63.3 69.40            
  1136         2 63.3 69.40            
  1140         0 72.5 69.40            
  1142         1 65.2 66.50            
  1146         2 72.5 69.40            
  1210         0 72.7 70.07            
  1212         1 70.3 74.70            
  1216         2 73.8 68.60            
  1220         0 61.9 57.91            
  1222         1 62.4 68.70            
  1226         2 61.8 56.71            
  1230         0 68.4 64.17            
  1232         1 74.7 74.15            
  1236         2 67.8 63.77            
  1250         0 51.2 53.70            
  1252         1 51.2 53.70            
  1256         2 51.2 53.70            
  1310         0 64.6 62.67            
  1312         1 62.6 64.16            
  1316         2 67.3 61.30            
  2110         0 95.1 65.60            
  2112         1 77.7 74.60            
  2116         2 95.1 65.60            
  2120         0 95.1 65.60            
  2122         1 95.1 65.60            
  2126         2 95.1 65.60            
  2130         0 80.4 72.30            
  2132         1 86.0 72.30            
  2136         2 79.8 72.30            
  2140         0 74.4 76.97            
  2142         1 77.8 79.57            
  2146         2 73.6 76.47            
  2210         0 82.0 85.20            
  2212         1 77.8 80.90            
  2216         2 82.0 85.20            
  2220         0 79.9 82.64            
  2222         1 77.8 80.90            
  2226         2 80.4 83.13            
  2230         0 79.1 75.30            
  2232         1 77.8 80.90            
  2236         2 80.4 75.30            
  2310         0 89.2 91.70            
  2312         1 89.2 91.70            
