ISCO88	STDEMPST	CHEMPST	MCAMSIS	FCAMSIS	ISEI	TREI
4115	1	-1	67.6	61.6	53	53
4115	2	1	64.85	56.3	53	53
4115	5	2	62.1	51	53	53
4115	6	3	52.6	56.7	53	53
4120	0	0	51	56.2	51	44
4120	1	-1	59.6	61.8	51	44
4120	2	1	57.15	56.4	51	44
4120	5	2	54.7	51	51	44
4120	6	3	38.7	55.8	51	44
4121	0	0	51	56.2	51	45
4121	1	-1	59.6	61.8	51	45
4121	2	1	57.15	56.4	51	45
4121	5	2	54.7	51	51	45
4121	6	3	38.7	55.8	51	45
4122	0	0	51	56.2	51	36
4122	1	-1	59.6	61.8	51	36
4122	2	1	57.15	56.4	51	36
4122	5	2	54.7	51	51	36
4122	6	3	38.7	55.8	51	36
4130	0	0	33.1	37.39	36	32
4130	1	-1	48.03	50.73	36	32
4130	2	1	48.65	51.2	36	32
4130	5	2	37.8	50.3	36	32
4130	6	3	32.11	37.03	36	32
4131	0	0	32.29	36.11	32	30
4131	1	-1	44.72	50.52	32	30
4131	2	1	49.7	51.2	32	30
4131	5	2	38.5	50.3	32	30
4131	6	3	32.2	36	32	30
4132	0	0	39.5	46.2	43	44
4132	1	-1	48.6	51.2	43	44
4132	2	1	43.2	50.75	43	44
4132	5	2	37.8	50.3	43	44
4132	6	3	32.1	37.1	43	44
4133	0	0	35.33	39.46	45	37
4133	1	-1	48.34	50.78	45	37
4133	2	1	48.6	51.2	45	37
4133	5	2	36.4	50.3	45	37
4133	6	3	31.8	38.8	45	37
4140	0	0	40.03	50.01	39	37
4140	1	-1	67.6	81.14	39	37
4140	2	1	67.6	80.6	39	37
4140	5	2	52.38	82	39	37
4140	6	3	39.92	48.97	39	37
4141	0	0	51.56	60.9	39	36
4141	1	-1	59.6	82	39	36
4141	2	1	57.15	66.5	39	36
4141	5	2	54.7	51	39	36
4141	6	3	40.4	49.7	39	36
4142	0	0	36.6	41.81	39	33
4142	1	-1	36.6	51.2	39	33
4142	2	1	36.6	51.2	39	33
4142	5	2	36.6	41.8	39	33
4142	6	3	36.6	41.8	39	33
4143	0	0	61.39	73.02	39	41
4143	1	-1	67.6	82	39	41
4143	2	1	67.6	82	39	41
4143	5	2	61.2	82	39	41
4143	6	3	61.2	71.8	39	41
4144	0	0	51.56	60.9	39	37
4144	1	-1	59.6	82	39	37
4144	2	1	57.15	66.5	39	37
4144	5	2	54.7	51	39	37
4144	6	3	40.4	49.7	39	37
4190	0	0	51	56.2	39	37
4190	1	-1	59.6	61.8	39	37
4190	2	1	57.15	56.4	39	37
4190	5	2	54.7	51	39	37
4190	6	3	38.7	55.8	39	37
4200	0	0	46.48	48.81	49	39
4200	1	-1	59.31	48.47	49	39
4200	2	1	59.28	56.05	49	39
4200	5	2	60.36	44.47	49	39
4200	6	3	45.7	48.82	49	39
4210	0	0	46.29	44.96	48	37
4210	1	-1	56.41	36.91	48	37
4210	2	1	56.36	42.4	48	37
4210	5	2	60.85	33.5	48	37
4210	6	3	45.82	45.02	48	37
4211	0	0	53.61	42.22	53	34
4211	1	-1	66.5	34.48	53	34
4211	2	1	66.5	42.4	53	34
4211	5	2	66.5	33.5	53	34
4211	6	3	53.2	42.3	53	34
4212	0	0	45.56	45.85	46	42
4212	1	-1	55.2	39.82	46	42
4212	2	1	55.2	42.4	46	42
4212	5	2	55.2	33.5	46	42
4212	6	3	45.1	45.9	46	42
4213	0	0	49.9	40.2	40	34
4213	1	-1	57.2	42.4	40	34
4213	2	1	51.8	37.95	40	34
4213	5	2	46.4	33.5	40	34
4213	6	3	46.1	44.7	40	34
4214	0	0	49.9	40.2	40	15
4214	1	-1	57.2	42.4	40	15
4214	2	1	51.8	37.95	40	15
4214	5	2	46.4	33.5	40	15
4214	6	3	46.1	44.7	40	15
4215	0	0	49.9	40.2	40	27
4215	1	-1	57.2	42.4	40	27
4215	2	1	51.8	37.95	40	27
4215	5	2	46.4	33.5	40	27
4215	6	3	46.1	44.7	40	27
4220	0	0	48.38	54.61	52	38
4220	1	-1	66.21	53.36	52	38
4220	2	1	66.51	62.8	52	38
4220	5	2	60.08	48.73	52	38
4220	6	3	44.3	54.64	52	38
4221	0	0	61.14	61.45	52	38
4221	1	-1	66.6	57.95	52	38
4221	2	1	66.6	62.8	52	38
4221	5	2	66.6	43.9	52	38
4221	6	3	57.3	61.9	52	38
4222	0	0	36.99	57.55	52	38
4222	1	-1	55.2	59.4	52	38
4222	2	1	60.9	61.1	52	38
4222	5	2	55.2	59.4	52	38
4222	6	3	36.8	57.5	52	38
4223	0	0	46.32	53.09	52	38
4223	1	-1	55.2	46.83	52	38
4223	2	1	55.2	62.8	52	38
4223	5	2	46.2	43.9	52	38
4223	6	3	46.2	53.2	52	38
5000	0	0	47.85	43.15	40	32
5000	1	-1	59.8	44.43	40	32
5000	2	1	60.64	51.28	40	32
5000	5	2	49.81	33.92	40	32
5000	6	3	44.69	42.95	40	32
5100	0	0	44.28	40.9	38	32
5100	1	-1	55.1	44.8	38	32
5100	2	1	56.21	51	38	32
5100	5	2	45.34	26.65	38	32
5100	6	3	42.3	40.26	38	32
5110	0	0	44.31	66.69	34	32
5110	1	-1	68.2	61.86	34	32
5110	2	1	68.2	64.9	34	32
5110	5	2	51.8	53.56	34	32
5110	6	3	43.16	66.86	34	32
5111	0	0	64.6	70.6	34	50
5111	1	-1	68.2	70.6	34	50
5111	2	1	66.4	67.75	34	50
5111	5	2	64.6	70.6	34	50
5111	6	3	64.6	70.6	34	50
5112	0	0	39.6	41.9	34	32
5112	1	-1	68.2	41.9	34	32
5112	2	1	53.9	53.4	34	32
5112	5	2	39.6	41.9	34	32
5112	6	3	39.6	41.9	34	32
5113	0	0	58.4	63.22	34	29
5113	1	-1	68.2	61.39	34	29
5113	2	1	68.2	64.9	34	29
5113	5	2	58.2	45.4	34	29
5113	6	3	46.7	63.4	34	29
5120	0	0	37.51	32.33	32	26
5120	1	-1	47.04	24.44	32	26
5120	2	1	48.06	49.02	32	26
5120	5	2	44.59	21.68	32	26
5120	6	3	36.38	32.79	32	26
5121	0	0	23.33	28.56	30	37
5121	1	-1	47.89	25.62	30	37
5121	2	1	48.1	51.6	30	37
5121	5	2	44.4	22.5	30	37
5121	6	3	22	28.8	30	37
5122	0	0	39.75	25.4	30	31
5122	1	-1	47.46	29.63	30	31
5122	2	1	48.1	46.9	30	31
5122	5	2	45.6	21.3	30	31
5122	6	3	38.4	25.2	30	31
5123	0	0	35.62	37	34	21
5123	1	-1	40.8	21.64	34	21
5123	2	1	40.8	51.6	34	21
5123	5	2	40.8	21.2	34	21
5123	6	3	35.5	37.8	34	21
5130	0	0	50.57	47.06	25	27
5130	1	-1	80.9	55.42	25	27
5130	2	1	80.9	61.21	25	27
5130	5	2	80.9	45.01	25	27
5130	6	3	49.25	46.93	25	27
5131	0	0	58.93	51.2	25	23
5131	1	-1	80.9	61.1	25	23
5131	2	1	62.85	53.25	25	23
5131	5	2	44.8	45.4	25	23
5131	6	3	51.1	47.1	25	23
5132	0	0	41.37	42.25	25	42
5132	1	-1	80.9	64.51	25	42
5132	2	1	80.9	64.8	25	42
5132	5	2	80.9	64.5	25	42
5132	6	3	41.2	42.2	25	42
5133	0	0	68.6	54.52	25	17
5133	1	-1	80.9	45.16	25	17
5133	2	1	80.9	45	25	17
5133	5	2	68.6	45.4	25	17
5133	6	3	68.6	54.7	25	17
5139	0	0	58.93	51.2	25	29
5139	1	-1	80.9	61.1	25	29
5139	2	1	62.85	53.25	25	29
5139	5	2	44.8	45.4	25	29
5139	6	3	51.1	47.1	25	29
5140	0	0	54.49	49.4	30	29
5140	1	-1	57.9	49.25	30	29
5140	2	1	58.14	50.66	30	29
5140	5	2	48.38	35.18	30	29
5140	6	3	51.26	49.59	30	29
5141	0	0	48.14	47.81	29	32
5141	1	-1	49	48.61	29	32
5141	2	1	49	50	29	32
5141	5	2	49	34.6	29	32
5141	6	3	42.3	46.6	29	32
5142	0	0	53.13	45.5	19	17
5142	1	-1	61.4	50.7	19	17
5142	2	1	54	43.5	19	17
5142	5	2	46.6	36.3	19	17
5142	6	3	51.4	49.5	19	17
5143	0	0	40.1	59.62	54	34
5143	1	-1	52.5	58.78	54	34
5143	2	1	52.5	67.7	54	34
5143	5	2	52.5	45.4	54	34
5143	6	3	32.6	60.1	54	34
5149	0	0	53.13	45.5	19	29
5149	1	-1	61.4	50.7	19	29
5149	2	1	54	43.5	19	29
5149	5	2	46.6	36.3	19	29
5149	6	3	51.4	49.5	19	29
5150	0	0	49.6	39.43	43	37
5150	1	-1	60.3	51	43	37
5150	2	1	52.55	38.8	43	37
5150	5	2	44.8	26.6	43	37
5150	6	3	43.7	40.7	43	37
5151	0	0	49.6	39.43	43	37
5151	1	-1	60.3	51	43	37
5151	2	1	52.55	38.8	43	37
5151	5	2	44.8	26.6	43	37
5151	6	3	43.7	40.7	43	37
5152	0	0	49.6	39.43	43	37
5152	1	-1	60.3	51	43	37
5152	2	1	52.55	38.8	43	37
5152	5	2	44.8	26.6	43	37
5152	6	3	43.7	40.7	43	37
5160	0	0	46.13	49.87	47	37
5160	1	-1	56.13	59.95	47	37
5160	2	1	56.25	65.85	47	37
5160	5	2	46.6	48.17	47	37
5160	6	3	45.7	49.72	47	37
5161	0	0	50.59	52.8	42	35
5161	1	-1	59.8	51	42	35
5161	2	1	59.8	51	42	35
5161	5	2	50.6	26.6	42	35
5161	6	3	50.1	52.8	42	35
5162	0	0	48.69	52.9	50	40
5162	1	-1	56.6	52.9	50	40
5162	2	1	56.6	52.9	50	40
5162	5	2	48.7	52.9	50	40
5162	6	3	48.4	52.9	50	40
5163	0	0	48.93	42.43	40	39
5163	1	-1	56.3	51	40	39
5163	2	1	50.55	38.8	40	39
5163	5	2	44.8	26.6	40	39
5163	6	3	45.7	49.7	40	39
5164	0	0	48.93	42.43	40	39
5164	1	-1	56.3	51	40	39
5164	2	1	50.55	38.8	40	39
5164	5	2	44.8	26.6	40	39
5164	6	3	45.7	49.7	40	39
5169	0	0	38.06	47.88	40	30
5169	1	-1	44.89	56.55	40	30
5169	2	1	44.8	67.7	40	30
5169	5	2	46.6	45.4	40	30
5169	6	3	37.9	47.8	40	30
5200	0	0	54.66	45.5	43	31
5200	1	-1	64.23	43.98	43	31
5200	2	1	64.6	51.85	43	31
5200	5	2	57.8	37.91	43	31
5200	6	3	50.29	45.71	43	31
5210	0	0	42.3	63.8	43	28
5210	1	-1	64.6	63.8	43	28
5210	2	1	61.2	63.8	43	28
5210	5	2	57.8	63.8	43	28
5210	6	3	42.3	63.8	43	28
5220	0	0	54.66	45.48	43	32
5220	1	-1	64.23	43.93	43	32
5220	2	1	64.6	51.8	43	32
5220	5	2	57.8	37.9	43	32
5220	6	3	50.3	45.7	43	32
5230	0	0	57.56	45.13	37	24
5230	1	-1	64.6	51.8	37	24
5230	2	1	61.2	44.85	37	24
5230	5	2	57.8	37.9	37	24
5230	6	3	50.3	45.7	37	24
6000	0	0	43.25	27.42	23	37
6000	1	-1	44.32	25.56	23	37
6000	2	1	44.04	41.54	23	37
6000	5	2	48.87	18.71	23	37
6000	6	3	36.22	43.85	23	37
6100	0	0	43.25	27.42	23	38
6100	1	-1	44.32	25.56	23	38
6100	2	1	44.04	41.54	23	38
6100	5	2	48.87	18.71	23	38
6100	6	3	36.22	43.85	23	38
6110	0	0	43.66	43.56	23	40
6110	1	-1	56.35	42	23	40
6110	2	1	56.65	48.79	23	40
6110	5	2	52.84	36.09	23	40
6110	6	3	33.21	44.5	23	40
6111	0	0	59.6	31.88	23	40
6111	1	-1	62.7	36.67	23	40
6111	2	1	62.7	46.9	23	40
6111	5	2	62.7	29.5	23	40
6111	6	3	32.3	18.9	23	40
6112	0	0	40.31	45.34	23	40
6112	1	-1	52.89	44.98	23	40
6112	2	1	53.2	49.5	23	40
6112	5	2	49.6	40.3	23	40
6112	6	3	33.3	45.5	23	40
6113	0	0	47.03	44	23	40
6113	1	-1	55.8	49	23	40
6113	2	1	53.95	43.7	23	40
6113	5	2	52.1	38.4	23	40
6113	6	3	33.2	44.6	23	40
6114	0	0	47.03	44	23	40
6114	1	-1	55.8	49	23	40
6114	2	1	53.95	43.7	23	40
6114	5	2	52.1	38.4	23	40
6114	6	3	33.2	44.6	23	40
6120	0	0	41.73	48.26	23	40
6120	1	-1	43.34	49.79	23	40
6120	2	1	43.06	48.4	23	40
6120	5	2	48.4	52.6	23	40
6120	6	3	39.75	46.3	23	40
6121	0	0	43.86	49.1	23	40
6121	1	-1	43	48.4	23	40
6121	2	1	45.95	50.5	23	40
6121	5	2	48.9	52.6	23	40
6121	6	3	39.7	46.3	23	40
6122	0	0	43.5	50.08	23	40
6122	1	-1	44.26	51.16	23	40
6122	2	1	43.9	48.4	23	40
6122	5	2	48.4	52.6	23	40
6122	6	3	40.6	46.3	23	40
6123	0	0	43.86	49.1	23	40
6123	1	-1	43	48.4	23	40
6123	2	1	45.95	50.5	23	40
6123	5	2	48.9	52.6	23	40
6123	6	3	39.7	46.3	23	40
6124	0	0	43.86	49.1	23	40
6124	1	-1	43	48.4	23	40
6124	2	1	45.95	50.5	23	40
6124	5	2	48.9	52.6	23	40
6124	6	3	39.7	46.3	23	40
6129	0	0	43.86	49.1	23	40
6129	1	-1	43	48.4	23	40
6129	2	1	45.95	50.5	23	40
6129	5	2	48.9	52.6	23	40
6129	6	3	39.7	46.3	23	40
6130	0	0	43.22	24.57	23	38
6130	1	-1	43.29	24.35	23	38
6130	2	1	43	40.7	23	38
6130	5	2	48.4	17.8	23	38
6130	6	3	40.6	39.6	23	38
6131	0	0	44	32.7	23	40
6131	1	-1	43	40.7	23	40
6131	2	1	45.7	29.25	23	40
6131	5	2	48.4	17.8	23	40
6131	6	3	40.6	39.6	23	40
6132	0	0	44	32.7	27	41
6132	1	-1	43	40.7	27	41
6132	2	1	45.7	29.25	27	41
6132	5	2	48.4	17.8	27	41
6132	6	3	40.6	39.6	27	41
6133	0	0	44	32.7	28	40
6133	1	-1	43	40.7	28	40
6133	2	1	45.7	29.25	28	40
6133	5	2	48.4	17.8	28	40
6133	6	3	40.6	39.6	28	40
6134	0	0	44	32.7	28	30
6134	1	-1	43	40.7	28	30
6134	2	1	45.7	29.25	28	30
6134	5	2	48.4	17.8	28	30
6134	6	3	40.6	39.6	28	30
6140	0	0	41.84	29.54	22	24
6140	1	-1	44.31	33.03	22	24
6140	2	1	43.9	40.7	22	24
6140	5	2	48.4	29.2	22	24
6140	6	3	41.3	29.2	22	24
6141	0	0	41.84	29.54	22	24
6141	1	-1	44.31	33.03	22	24
6141	2	1	43.9	40.7	22	24
6141	5	2	48.4	29.2	22	24
6141	6	3	41.3	29.2	22	24
6142	0	0	44.7	33.56	22	16
6142	1	-1	43.9	46.2	22	16
6142	2	1	46.4	35.75	22	16
6142	5	2	48.9	25.3	22	16
6142	6	3	41.3	29.2	22	16
6150	0	0	48.21	29.51	28	28
6150	1	-1	48.21	24.47	28	28
6150	2	1	48.21	40.7	28	28
6150	5	2	48.4	17.8	28	28
6150	6	3	48.21	39.6	28	28
6151	0	0	45.44	17.8	28	23
6151	1	-1	48.4	17.8	28	23
6151	2	1	48.4	46.2	28	23
6151	5	2	48.9	17.8	28	23
6151	6	3	41	44.4	28	23
6152	0	0	46.39	29.85	28	23
6152	1	-1	48.4	24.76	28	23
6152	2	1	48.4	40.7	28	23
6152	5	2	48.4	17.8	28	23
6152	6	3	41	39.6	28	23
6153	0	0	48.6	38.63	28	28
6153	1	-1	48.4	46.2	28	28
6153	2	1	48.65	35.75	28	28
6153	5	2	48.9	25.3	28	28
6153	6	3	48.5	44.4	28	28
6154	0	0	52.72	38.63	28	6
6154	1	-1	43	46.2	28	6
6154	2	1	43	46.2	28	6
6154	5	2	53.3	25.3	28	6
6154	6	3	53.3	44.4	28	6
6200	0	0	44.03	38.63	16	38
6200	1	-1	47	46.2	16	38
6200	2	1	47.95	35.75	16	38
6200	5	2	48.9	25.3	16	38
6200	6	3	36.2	44.4	16	38
6210	0	0	44.03	38.63	16	38
6210	1	-1	47	46.2	16	38
6210	2	1	47.95	35.75	16	38
6210	5	2	48.9	25.3	16	38
6210	6	3	36.2	44.4	16	38
7000	0	0	38.96	34.68	34	38
7000	1	-1	49.77	46.59	34	38
7000	2	1	50.03	54.87	34	38
7000	5	2	47.5	32.61	34	38
7000	6	3	36.05	32.62	34	38
7100	0	0	35.83	38.51	31	34
7100	1	-1	49.42	54.23	31	34
7100	2	1	49.79	69.38	31	34
7100	5	2	46.79	37.6	31	34
7100	6	3	32.33	33.9	31	34
7110	0	0	26.71	33.42	30	34
7110	1	-1	43.79	48.3	30	34
7110	2	1	44.3	69.7	30	34
7110	5	2	40.1	37.6	30	34
7110	6	3	24.1	31.9	30	34
7111	0	0	27.07	46.4	30	34
7111	1	-1	44.3	69.7	30	34
7111	2	1	44.3	69.7	30	34
7111	5	2	46.8	37.6	30	34
7111	6	3	24.2	31.9	30	34
7112	0	0	38.4	46.4	30	36
7112	1	-1	44.3	69.7	30	36
7112	2	1	45.55	53.65	30	36
7112	5	2	46.8	37.6	30	36
7112	6	3	24.1	31.9	30	36
7113	0	0	26.8	33.42	27	34
7113	1	-1	43.78	48.3	27	34
7113	2	1	44.3	69.7	27	34
7113	5	2	40.1	37.6	27	34
7113	6	3	24.1	31.9	27	34
7120	0	0	26.9	33.98	30	34
7120	1	-1	47.33	49.27	30	34
7120	2	1	48.07	69.7	30	34
7120	5	2	43.18	37.6	30	34
7120	6	3	23.99	30.84	30	34
7121	0	0	38.1	45.83	29	36
7121	1	-1	47.2	69.7	29	36
7121	2	1	45.15	53.65	29	36
7121	5	2	43.1	37.6	29	36
7121	6	3	24	30.2	29	36
7122	0	0	20.75	36.31	29	34
7122	1	-1	41.42	59	29	34
7122	2	1	41.7	69.7	29	34
7122	5	2	40.1	37.6	29	34
7122	6	3	18.9	33.7	29	34
7123	0	0	23.16	35	26	34
7123	1	-1	47.18	37.6	26	34
7123	2	1	48	69.7	26	34
7123	5	2	40.1	37.6	26	34
7123	6	3	21	33.7	26	34
7124	0	0	39.47	23.47	29	37
7124	1	-1	48.55	37.6	29	37
7124	2	1	49.3	20.4	29	37
7124	5	2	45	37.6	29	37
7124	6	3	36.6	20.4	29	37
7129	0	0	38.1	45.83	30	28
7129	1	-1	47.2	69.7	30	28
7129	2	1	45.15	53.65	30	28
7129	5	2	43.1	37.6	30	28
7129	6	3	24	30.2	30	28
7130	0	0	41.4	32.27	34	37
7130	1	-1	50.52	48.19	34	37
7130	2	1	50.72	67.45	34	37
7130	5	2	49.07	37.6	34	37
7130	6	3	38.69	30.09	34	37
7131	0	0	40.56	29.04	19	31
7131	1	-1	50.97	37.6	19	31
7131	2	1	50.9	69.7	19	31
7131	5	2	51.5	37.6	19	31
7131	6	3	35.5	26.9	19	31
7132	0	0	39.08	39.18	30	31
7132	1	-1	47.98	52.41	30	31
7132	2	1	47.6	69.7	30	31
7132	5	2	51.6	37.6	30	31
7132	6	3	32.7	26.9	30	31
7133	0	0	30.45	28.95	31	31
7133	1	-1	44.67	53.65	31	31
7133	2	1	45.3	69.7	31	31
7133	5	2	40.6	37.6	31	31
7133	6	3	25.1	26.9	31	31
7134	0	0	31.39	20.3	34	28
7134	1	-1	44.05	20.3	34	28
7134	2	1	44.4	20.3	34	28
7134	5	2	40.6	20.3	34	28
7134	6	3	29.1	20.3	34	28
7135	0	0	36.14	29.63	26	26
7135	1	-1	51.95	48.3	26	26
7135	2	1	52	69.7	26	26
7135	5	2	51.6	37.6	26	26
7135	6	3	31	20.3	26	26
7136	0	0	43.59	46.41	33	34
7136	1	-1	52.66	52.19	33	34
7136	2	1	52.7	69.7	33	34
7136	5	2	52.4	37.6	33	34
7136	6	3	40.7	44.7	33	34
7137	0	0	44.08	31.38	37	44
7137	1	-1	53.15	44.02	37	44
7137	2	1	53.7	69.7	37	44
7137	5	2	49.4	37.6	37	44
7137	6	3	42.9	30.7	37	44
7139	0	0	42.01	29.08	-999	-999
7139	1	-1	51.22	59	-999	-999
7139	2	1	51.6	69.7	-999	-999
7139	5	2	48.2	37.6	-999	-999
7139	6	3	38.3	26.9	-999	-999
7140	0	0	38.31	45.97	29	31
7140	1	-1	49	56.86	29	31
7140	2	1	49.36	69.7	29	31
7140	5	2	45.66	37.6	29	31
7140	6	3	33.8	39.92	29	31
7141	0	0	38.14	46.46	29	31
7141	1	-1	49.19	57.14	29	31
7141	2	1	49.6	69.7	29	31
7141	5	2	45.5	37.6	29	31
7141	6	3	33.6	40.4	29	31
7142	0	0	42.93	49.23	32	29
7142	1	-1	49.5	69.7	32	29
7142	2	1	47.5	53.65	32	29
7142	5	2	45.5	37.6	32	29
7142	6	3	33.8	40.4	32	29
7143	0	0	42.35	28.9	29	20
7143	1	-1	45.86	37.6	29	20
7143	2	1	45.6	69.7	29	20
7143	5	2	48.2	37.6	29	20
7143	6	3	39.8	26.9	29	20
7200	0	0	40.28	29.35	34	40
7200	1	-1	50.9	40.06	34	40
7200	2	1	51.22	53.2	34	40
7200	5	2	48.31	32.93	34	40
7200	6	3	38.44	28.77	34	40
7210	0	0	24.73	29.28	31	38
7210	1	-1	46.36	38.76	31	38
7210	2	1	47.67	53.2	31	38
7210	5	2	40.8	31.06	31	38
7210	6	3	23.71	29.1	31	38
7211	0	0	24.83	17.8	29	38
7211	1	-1	41.26	17.8	29	38
7211	2	1	41.4	17.8	29	38
7211	5	2	40.8	17.8	29	38
7211	6	3	23.6	17.8	29	38
7212	0	0	21.26	32.11	30	39
7212	1	-1	41.26	41.14	30	39
7212	2	1	41.4	53.2	30	39
7212	5	2	40.8	33.1	30	39
7212	6	3	20.8	31.9	30	39
7213	0	0	43.47	40.6	33	34
7213	1	-1	53.12	53.2	33	34
7213	2	1	54.8	53.2	33	34
7213	5	2	40.8	33.1	33	34
7213	6	3	40.2	28	33	34
7214	0	0	27.8	26.7	30	44
7214	1	-1	47.7	53.2	30	44
7214	2	1	48	43.15	30	44
7214	5	2	48.3	33.1	30	44
7214	6	3	27.8	26.7	30	44
7215	0	0	39.86	38.53	30	32
7215	1	-1	47.7	53.2	30	32
7215	2	1	48	43.15	30	32
7215	5	2	48.3	33.1	30	32
7215	6	3	23.6	29.3	30	32
7216	0	0	39.86	38.53	30	26
7216	1	-1	47.7	53.2	30	26
7216	2	1	48	43.15	30	26
7216	5	2	48.3	33.1	30	26
7216	6	3	23.6	29.3	30	26
7220	0	0	33.42	28.21	35	37
7220	1	-1	50.08	37.56	35	37
7220	2	1	51.18	53.2	35	37
7220	5	2	41.59	33.1	35	37
7220	6	3	31.19	27.15	35	37
7221	0	0	38.79	28.85	33	35
7221	1	-1	49.13	33.1	33	35
7221	2	1	49.8	53.2	33	35
7221	5	2	40.8	33.1	33	35
7221	6	3	31.8	28	33	35
7222	0	0	35.26	27.51	40	40
7222	1	-1	50.13	40.63	40	40
7222	2	1	51.3	53.2	40	40
7222	5	2	41.8	33.1	40	40
7222	6	3	33.2	24.6	40	40
7223	0	0	25.92	30.5	34	38
7223	1	-1	52.53	43.15	34	38
7223	2	1	54	53.2	34	38
7223	5	2	40.8	33.1	34	38
7223	6	3	25.4	29.9	34	38
7224	0	0	27.34	26.88	24	27
7224	1	-1	51.96	35.61	24	27
7224	2	1	53.2	53.2	24	27
7224	5	2	40.8	33.1	24	27
7224	6	3	24.3	26	24	27
7230	0	0	41.96	28.5	34	43
7230	1	-1	50.84	40.72	34	43
7230	2	1	51.02	53.2	34	43
7230	5	2	49.41	33.1	34	43
7230	6	3	40.16	27.54	34	43
7231	0	0	46.45	41.34	34	43
7231	1	-1	51.7	41.92	34	43
7231	2	1	51.7	53.2	34	43
7231	5	2	51.8	33.1	34	43
7231	6	3	42.9	41.2	34	43
7232	0	0	46.76	38	42	50
7232	1	-1	50.8	53.2	42	50
7232	2	1	50.1	43.15	42	50
7232	5	2	49.4	33.1	42	50
7232	6	3	40.1	27.7	42	50
7233	0	0	43.24	38	33	42
7233	1	-1	50.52	53.2	33	42
7233	2	1	50.9	53.2	33	42
7233	5	2	48.8	33.1	33	42
7233	6	3	40.7	27.7	33	42
7234	0	0	46.76	38	23	20
7234	1	-1	50.8	53.2	23	20
7234	2	1	50.1	43.15	23	20
7234	5	2	49.4	33.1	23	20
7234	6	3	40.1	27.7	23	20
7240	0	0	47.21	31.4	40	38
7240	1	-1	53.5	39.07	40	38
7240	2	1	53.53	53.2	40	38
7240	5	2	53.2	33.1	40	38
7240	6	3	46.42	31.18	40	38
7241	0	0	45.39	34.6	40	38
7241	1	-1	52.63	34.6	40	38
7241	2	1	52.7	34.6	40	38
7241	5	2	52.2	34.6	40	38
7241	6	3	44.7	34.6	40	38
7242	0	0	53.02	34.26	39	48
7242	1	-1	56.99	41.89	39	48
7242	2	1	57.2	53.2	39	48
7242	5	2	52.2	33.1	39	48
7242	6	3	52.6	34	39	48
7243	0	0	51.03	39.16	41	42
7243	1	-1	53.5	53.2	41	42
7243	2	1	53.35	43.15	41	42
7243	5	2	53.2	33.1	41	42
7243	6	3	46.4	31.2	41	42
7244	0	0	43.08	28.45	40	35
7244	1	-1	51.91	53.2	40	35
7244	2	1	51.6	53.2	40	35
7244	5	2	54.1	27.5	40	35
7244	6	3	42.9	27.5	40	35
7245	0	0	38.51	30.9	38	36
7245	1	-1	51.82	30.9	38	36
7245	2	1	51.6	30.9	38	36
7245	5	2	54.1	30.9	38	36
7245	6	3	38.2	30.9	38	36
7300	0	0	49.58	45.33	34	39
7300	1	-1	60.57	57.88	34	39
7300	2	1	60.58	66.74	34	39
7300	5	2	60.4	39.17	34	39
7300	6	3	45.61	42.74	34	39
7310	0	0	49.54	39.95	38	45
7310	1	-1	60.07	54.62	38	45
7310	2	1	60.13	65.93	38	45
7310	5	2	58.83	38.2	38	45
7310	6	3	44.75	37.55	38	45
7311	0	0	47.37	37.26	38	47
7311	1	-1	58.09	50.32	38	47
7311	2	1	58.1	63.1	38	47
7311	5	2	58	38.2	38	47
7311	6	3	43.9	36	38	47
7312	0	0	60.59	54.98	38	33
7312	1	-1	67.4	55.64	38	33
7312	2	1	67.4	68.1	38	33
7312	5	2	67.4	38.2	38	33
7312	6	3	51.6	54.7	38	33
7313	0	0	56.63	54.28	38	43
7313	1	-1	61.79	59.69	38	43
7313	2	1	61.9	68.1	38	43
7313	5	2	58	38.2	38	43
7313	6	3	49.9	50.1	38	43
7320	0	0	42.95	54.55	28	28
7320	1	-1	64.92	65.4	28	28
7320	2	1	65.21	69.28	28	28
7320	5	2	59.57	33.5	28	28
7320	6	3	32.43	41.06	28	28
7321	0	0	68.1	68.07	27	25
7321	1	-1	77.4	67.88	27	25
7321	2	1	77.4	70	27	25
7321	5	2	77.4	33.5	27	25
7321	6	3	44.3	68.9	27	25
7322	0	0	36.32	36.25	29	37
7322	1	-1	55.95	51.68	29	37
7322	2	1	55.9	67.6	29	37
7322	5	2	58	33.5	29	37
7322	6	3	32.3	33	29	37
7323	0	0	51.96	50.4	29	31
7323	1	-1	63.3	69.3	29	31
7323	2	1	61.6	54.4	29	31
7323	5	2	59.9	39.5	29	31
7323	6	3	32.7	42.4	29	31
7324	0	0	46.29	55.73	29	31
7324	1	-1	51.5	61.98	29	31
7324	2	1	51.5	67.6	29	31
7324	5	2	51.5	33.5	29	31
7324	6	3	40.1	49.4	29	31
7330	0	0	57.98	59.93	29	31
7330	1	-1	62.46	59.29	29	31
7330	2	1	62.49	66.4	29	31
7330	5	2	60.47	33.5	29	31
7330	6	3	49.3	61	29	31
7331	0	0	49.94	42.66	29	31
7331	1	-1	50.2	33.5	29	31
7331	2	1	50.2	66.4	29	31
7331	5	2	50.2	33.5	29	31
7331	6	3	49.3	61	29	31
7332	0	0	57.2	53.63	29	31
