   93    3    2 30.8 50.7
   93    4    1 32.9 61.3
   93    5    3 26.9 52.2
   93    6    0 26.9 51.7
   94    0    9 34.6 50.5
   94    1   -1 34.7 50.6
   94    2   -2 35.1 50.7
   94    3    2 34.4 50.5
   94    4    1 35.7 50.9
   94    5    3 33.9 50.5
   94    6    0 34.5 50.1
   95    0    9 21.6 54.0
   95    1   -1 22.1 54.7
   95    2   -2 23.0 56.0
   95    3    2 24.2 50.7
   95    4    1 21.9 61.3
   95    5    3 20.3 52.2
   95    6    0 19.9 51.7
   96    0    9 40.9 54.0
   96    1   -1 44.1 54.7
   96    2   -2 45.0 56.0
   96    3    2 39.2 50.7
   96    4    1 50.8 61.3
   96    5    3 42.4 52.2
   96    6    0 31.0 51.8
   97    0    9 29.3 54.0
   97    1   -1 29.4 54.7
   97    2   -2 29.5 56.0
   97    3    2 29.8 50.7
   97    4    1 29.2 61.3
   97    5    3 29.2 52.2
   97    6    0 29.2 51.7
   98    0    9 39.0 54.1
   98    1   -1 40.6 54.9
   98    2   -2 40.9 56.1
   98    3    2 39.8 51.0
   98    4    1 42.0 61.3
   98    5    3 39.9 52.4
   98    6    0 34.4 51.7
   99    0    9 49.1 52.0
   99    1   -1 46.1 52.1
   99    2   -2 46.3 52.1
   99    3    2 36.7 51.9
   99    4    1 56.0 52.4
   99    5    3 45.6 51.9
   99    6    0 58.1 51.9
  100    0    9 79.2 83.4
  100    1   -1 79.2 83.4
  100    2   -2 79.1 83.4
  100    3    2 78.9 83.4
  100    4    1 79.3 83.4
  100    5    3 79.3 83.4
  100    6    0 79.3 83.4
  110    0    9 78.9 83.4
  110    1   -1 78.7 83.4
  110    2   -2 78.4 83.4
  110    3    2 77.5 83.4
  110    4    1 79.3 83.4
  110    5    3 79.3 83.4
  110    6    0 79.3 83.4
  120    0    9 79.3 83.4
  120    1   -1 79.3 83.4
  120    2   -2 79.3 83.4
  120    3    2 79.3 83.4
  120    4    1 79.3 83.4
  120    5    3 79.3 83.4
  120    6    0 79.3 83.4
  130    0    9 78.9 83.4
  130    1   -1 78.7 83.4
  130    2   -2 78.4 83.4
  130    3    2 77.5 83.4
  130    4    1 79.3 83.4
  130    5    3 79.3 83.4
  130    6    0 79.3 83.4
  131    0    9 79.3 83.4
  131    1   -1 79.3 83.4
  131    2   -2 79.3 83.4
  131    3    2 79.3 83.4
  131    4    1 79.3 83.4
  131    5    3 79.3 83.4
  131    6    0 79.3 83.4
  132    0    9 79.3 83.4
  132    1   -1 79.3 83.4
  132    2   -2 79.3 83.4
  132    3    2 79.3 83.4
  132    4    1 79.3 83.4
  132    5    3 79.3 83.4
  132    6    0 79.3 83.4
  133    0    9 79.3 83.4
  133    1   -1 79.3 83.4
  133    2   -2 79.3 83.4
  133    3    2 79.3 83.4
  133    4    1 79.3 83.4
  133    5    3 79.3 83.4
  133    6    0 79.3 83.4
  139    0    9 79.3 83.4
  139    1   -1 79.3 83.4
  139    2   -2 79.3 83.4
  139    3    2 79.3 83.4
  139    4    1 79.3 83.4
  139    5    3 79.3 83.4
  139    6    0 79.3 83.4
  140    0    9 79.3 83.4
  140    1   -1 79.3 83.4
  140    2   -2 79.3 83.4
  140    3    2 79.3 83.4
  140    4    1 79.3 83.4
  140    5    3 79.3 83.4
  140    6    0 79.3 83.4
  190    0    9 79.3 83.4
  190    1   -1 79.3 83.4
  190    2   -2 79.3 83.4
  190    3    2 79.3 83.4
  190    4    1 79.3 83.4
  190    5    3 79.3 83.4
  190    6    0 79.3 83.4
  200    0    9 79.8 87.2
  200    1   -1 80.1 90.1
  200    2   -2 80.5 89.7
  200    3    2 79.9 90.9
  200    4    1 81.1 88.4
  200    5    3 79.4 90.9
  200    6    0 78.9 78.4
  210    0    9 79.0 85.4
  210    1   -1 78.7 86.7
  210    2   -2 78.4 84.7
  210    3    2 77.5 90.9
  210    4    1 79.3 78.4
  210    5    3 79.4 90.9
  210    6    0 79.7 81.5
  220    0    9 80.4 87.6
  220    1   -1 81.1 90.9
  220    2   -2 81.9 90.9
  220    3    2 82.6 90.9
  220    4    1 81.2 90.9
  220    5    3 79.4 90.9
  220    6    0 78.2 77.7
  230    0    9 82.4 87.6
  230    1   -1 82.7 90.9
  230    2   -2 84.4 90.9
  230    3    2 81.8 90.9
  230    4    1 86.9 90.9
  230    5    3 79.4 90.9
  230    6    0 81.3 77.7
  240    0    9 78.7 87.6
  240    1   -1 78.6 90.9
  240    2   -2 78.2 90.9
  240    3    2 77.6 90.9
  240    4    1 78.7 90.9
  240    5    3 79.4 90.9
  240    6    0 79.0 77.7
  250    0    9 82.9 87.8
  250    1   -1 82.7 90.9
  250    2   -2 84.4 90.9
  250    3    2 81.8 90.9
  250    4    1 86.9 90.9
  250    5    3 79.4 90.9
  250    6    0 83.3 78.4
  260    0    9 83.2 88.0
  260    1   -1 82.7 90.9
  260    2   -2 84.4 90.9
  260    3    2 81.8 90.9
  260    4    1 86.9 90.9
  260    5    3 79.4 90.9
  260    6    0 84.6 79.4
  270    0    9 77.8 87.5
  270    1   -1 79.0 90.9
  270    2   -2 78.9 90.9
  270    3    2 78.7 90.9
  270    4    1 79.0 90.9
  270    5    3 79.4 90.9
  270    6    0 74.2 77.2
  280    0    9 77.4 87.6
  280    1   -1 78.3 90.9
  280    2   -2 77.7 90.9
  280    3    2 78.7 90.9
  280    4    1 76.7 90.9
  280    5    3 79.4 90.9
  280    6    0 74.9 77.7
  290    0    9 77.4 84.5
  290    1   -1 78.3 86.7
  290    2   -2 77.7 84.7
  290    3    2 78.7 90.9
  290    4    1 76.7 78.4
  290    5    3 79.4 90.9
  290    6    0 74.9 77.7
  300    0    9 54.6 64.1
  300    1   -1 54.0 64.3
  300    2   -2 54.0 64.6
  300    3    2 53.8 65.5
  300    4    1 54.2 63.7
  300    5    3 53.9 63.7
  300    6    0 56.5 63.6
  310    0    9 55.1 63.0
  310    1   -1 54.0 63.0
  310    2   -2 54.0 63.0
  310    3    2 53.8 63.0
  310    4    1 54.2 63.0
  310    5    3 53.9 63.0
  310    6    0 58.4 63.0
  320    0    9 55.1 63.6
  320    1   -1 54.0 63.8
  320    2   -2 54.0 63.8
  320    3    2 53.8 63.8
  320    4    1 54.2 63.8
  320    5    3 53.9 63.8
  320    6    0 58.4 63.0
  321    0    9 54.5 63.8
  321    1   -1 54.0 63.8
  321    2   -2 54.0 63.8
  321    3    2 53.8 63.8
  321    4    1 54.2 63.8
  321    5    3 53.9 63.8
  321    6    0 56.0 63.8
  329    0    9 54.5 63.8
  329    1   -1 54.0 63.8
  329    2   -2 54.0 63.8
  329    3    2 53.8 63.8
  329    4    1 54.2 63.8
  329    5    3 53.9 63.8
  329    6    0 56.0 63.8
  330    0    9 54.8 63.6
  330    1   -1 54.0 63.8
  330    2   -2 54.0 63.8
  330    3    2 53.8 63.8
  330    4    1 54.2 63.8
  330    5    3 53.9 63.8
  330    6    0 57.4 63.0
  339    0    9 54.5 63.8
  339    1   -1 54.0 63.8
  339    2   -2 54.0 63.8
  339    3    2 53.8 63.8
  339    4    1 54.2 63.8
  339    5    3 53.9 63.8
  339    6    0 56.0 63.8
  340    0    9 54.1 63.8
  340    1   -1 54.0 63.8
  340    2   -2 54.0 63.8
  340    3    2 53.8 63.8
  340    4    1 54.2 63.8
  340    5    3 53.9 63.8
  340    6    0 54.6 63.8
  350    0    9 53.6 63.8
  350    1   -1 53.9 63.8
  350    2   -2 54.0 63.8
  350    3    2 53.8 63.8
  350    4    1 54.2 63.8
  350    5    3 53.8 63.8
  350    6    0 52.6 63.8
  360    0    9 54.1 63.8
  360    1   -1 54.0 63.8
  360    2   -2 54.0 63.8
  360    3    2 53.8 63.8
  360    4    1 54.2 63.8
  360    5    3 53.9 63.8
  360    6    0 54.6 63.8
  370    0    9 55.0 63.8
  370    1   -1 54.0 63.8
  370    2   -2 54.0 63.8
  370    3    2 53.8 63.8
  370    4    1 54.2 63.8
  370    5    3 53.9 63.8
  370    6    0 58.1 63.8
  380    0    9 55.0 73.2
  380    1   -1 54.0 75.2
  380    2   -2 54.0 79.1
  380    3    2 53.8 90.9
  380    4    1 54.2 67.3
  380    5    3 53.9 67.3
  380    6    0 58.1 67.3
  390    0    9 55.1 59.7
  390    1   -1 54.0 59.7
  390    2   -2 54.0 59.7
  390    3    2 53.8 59.7
  390    4    1 54.2 59.7
  390    5    3 53.9 59.7
  390    6    0 58.6 59.7
  400    0    9 73.5 81.4
  400    1   -1 73.6 84.9
  400    2   -2 73.8 85.5
  400    3    2 73.9 83.2
  400    4    1 73.7 87.7
  400    5    3 73.3 83.8
  400    6    0 73.3 70.9
  409    0    9 73.3 81.4
  409    1   -1 73.3 84.9
  409    2   -2 73.3 85.5
  409    3    2 73.3 83.2
  409    4    1 73.3 87.7
  409    5    3 73.3 83.8
  409    6    0 73.3 70.9
  410    0    9 74.2 81.4
  410    1   -1 74.4 84.9
  410    2   -2 75.0 85.5
  410    3    2 73.3 83.2
  410    4    1 76.7 87.7
  410    5    3 73.3 83.8
  410    6    0 73.3 70.9
  411    0    9 73.3 81.4
  411    1   -1 73.3 84.9
  411    2   -2 73.3 85.5
  411    3    2 73.3 83.2
  411    4    1 73.3 87.7
  411    5    3 73.3 83.8
  411    6    0 73.3 70.9
  419    0    9 73.3 81.4
  419    1   -1 73.3 84.9
  419    2   -2 73.3 85.5
  419    3    2 73.3 83.2
  419    4    1 73.3 87.7
  419    5    3 73.3 83.8
  419    6    0 73.3 70.9
  420    0    9 73.3 81.4
  420    1   -1 73.3 84.9
  420    2   -2 73.3 85.5
  420    3    2 73.3 83.2
  420    4    1 73.3 87.7
  420    5    3 73.3 83.8
  420    6    0 73.3 70.9
  421    0    9 73.3 81.4
  421    1   -1 73.3 84.9
  421    2   -2 73.3 85.5
  421    3    2 73.3 83.2
  421    4    1 73.3 87.7
  421    5    3 73.3 83.8
  421    6    0 73.3 70.9
  429    0    9 73.3 81.4
  429    1   -1 73.3 84.9
  429    2   -2 73.3 85.5
  429    3    2 73.3 83.2
  429    4    1 73.3 87.7
  429    5    3 73.3 83.8
  429    6    0 73.3 70.9
  430    0    9 74.7 81.4
  430    1   -1 75.1 84.9
  430    2   -2 76.0 85.5
  430    3    2 78.7 83.2
  430    4    1 73.3 87.7
  430    5    3 73.3 83.8
  430    6    0 73.3 70.9
  500    0    9 73.3 76.7
  500    1   -1 74.5 76.9
  500    2   -2 74.5 77.2
  500    3    2 74.7 77.2
