soc2010	es	gb_csm	gb_csf
4124	0	64.62	63.07
4124	1	64.62	63.07
4124	2	64.62	63.07
4124	3	64.62	63.07
4124	4	64.62	63.07
4124	5	64.62	63.07
4129	0	49.75	49.36
4129	1	49.75	49.36
4129	2	49.75	49.36
4129	3	49.75	49.36
4129	4	49.75	49.36
4129	5	49.75	49.36
4131	0	53.83	50.18
4131	1	53.83	50.18
4131	2	53.83	50.18
4131	3	53.83	50.18
4131	4	53.83	50.18
4131	5	53.83	50.18
4132	0	59.14	47.24
4132	1	59.14	47.24
4132	2	59.14	47.24
4132	3	59.14	47.24
4132	4	59.14	47.24
4132	5	59.14	47.24
4133	0	35.4	42.26
4133	1	35.4	42.26
4133	2	35.4	42.26
4133	3	35.4	42.26
4133	4	35.4	42.26
4133	5	35.4	42.26
4134	0	38.34	43.94
4134	1	38.34	43.94
4134	2	38.34	43.94
4134	3	38.34	43.94
4134	4	38.34	43.94
4134	5	38.34	43.94
4135	0	53.83	50.18
4135	1	53.83	50.18
4135	2	53.83	50.18
4135	3	53.83	50.18
4135	4	53.83	50.18
4135	5	53.83	50.18
4138	0	53.83	50.18
4138	1	53.83	50.18
4138	2	53.83	50.18
4138	3	53.83	50.18
4138	4	53.83	50.18
4138	5	53.83	50.18
4151	0	42.85	44.44
4151	1	42.85	44.44
4151	2	42.85	44.44
4151	3	42.85	44.44
4151	4	42.85	44.44
4151	5	42.85	44.44
4159	0	46.04	50.54
4159	1	55.6	54.12
4159	2	46.04	50.54
4159	3	55.6	54.12
4159	4	46.04	50.54
4159	5	46.04	50.54
4161	0	58.17	54.11
4161	1	58.17	54.11
4161	2	58.17	54.11
4161	3	58.17	54.11
4161	4	58.17	54.11
4161	5	58.17	54.11
4162	0	56.71	48.84
4162	1	56.71	48.84
4162	2	56.71	48.84
4162	3	56.71	48.84
4162	4	56.71	48.84
4162	5	56.71	48.84
4211	0	46.04	49.64
4211	1	46.04	49.64
4211	2	46.04	49.64
4211	3	46.04	49.64
4211	4	46.04	49.64
4211	5	46.04	49.64
4212	0	55.6	47.41
4212	1	55.6	47.41
4212	2	55.6	47.41
4212	3	55.6	47.41
4212	4	55.6	47.41
4212	5	55.6	47.41
4213	0	48.14	60.07
4213	1	48.14	60.07
4213	2	48.14	60.07
4213	3	48.14	60.07
4213	4	48.14	60.07
4213	5	48.14	60.07
4214	0	54.54	70.81
4214	1	55.6	70.81
4214	2	55.6	70.81
4214	3	55.6	70.81
4214	4	54.54	70.81
4214	5	42.97	70.81
4215	0	48.43	56.88
4215	1	48.43	56.88
4215	2	46.04	56.88
4215	3	55.6	56.88
4215	4	48.43	56.88
4215	5	46.04	56.88
4216	0	44.15	45.74
4216	1	42.97	45.74
4216	2	42.97	45.74
4216	3	55.6	45.74
4216	4	42.97	45.74
4216	5	42.97	45.74
4217	0	50.23	53.11
4217	1	50.23	53.11
4217	2	50.23	53.11
4217	3	50.23	53.11
4217	4	50.23	53.11
4217	5	50.23	53.11
5111	0	51.15	39.93
5111	1	55.43	39.93
5111	2	51.15	39.93
5111	3	51.15	39.93
5111	4	51.15	39.93
5111	5	51.15	39.93
5112	0	48.52	39.93
5112	1	59.42	39.93
5112	2	48.52	39.93
5112	3	39.04	39.93
5112	4	39.04	39.93
5112	5	39.04	39.93
5113	0	48.52	77.27
5113	1	59.42	77.27
5113	2	48.52	77.27
5113	3	39.04	77.27
5113	4	39.04	77.27
5113	5	39.04	77.27
5114	0	39.44	77.27
5114	1	59.42	77.27
5114	2	48.52	77.27
5114	3	37.65	77.27
5114	4	37.65	77.27
5114	5	37.65	77.27
5119	0	42	77.27
5119	1	42	77.27
5119	2	42	77.27
5119	3	42	77.27
5119	4	42	77.27
5119	5	42	77.27
5211	0	39.68	28.93
5211	1	39.68	28.93
5211	2	39.68	28.93
5211	3	39.68	28.93
5211	4	39.68	28.93
5211	5	39.68	28.93
5212	0	39.68	28.93
5212	1	39.68	28.93
5212	2	39.68	28.93
5212	3	39.68	28.93
5212	4	39.68	28.93
5212	5	39.68	28.93
5213	0	39.68	28.93
5213	1	39.68	28.93
5213	2	39.68	28.93
5213	3	39.68	28.93
5213	4	39.68	28.93
5213	5	39.68	28.93
5214	0	34.71	28.93
5214	1	34.71	28.93
5214	2	34.71	28.93
5214	3	34.71	28.93
5214	4	34.71	28.93
5214	5	34.71	28.93
5215	0	34.71	28.93
5215	1	34.71	28.93
5215	2	34.71	28.93
5215	3	34.71	28.93
5215	4	34.71	28.93
5215	5	34.71	28.93
5216	0	43.75	28.93
5216	1	43.75	28.93
5216	2	43.75	28.93
5216	3	43.75	28.93
5216	4	43.75	28.93
5216	5	43.75	28.93
5221	0	31.91	28.93
5221	1	50.64	28.93
5221	2	41.86	28.93
5221	3	31.62	28.93
5221	4	31.62	28.93
5221	5	31.62	28.93
5222	0	33.03	28.93
5222	1	33.03	28.93
5222	2	41.86	28.93
5222	3	32.89	28.93
5222	4	32.89	28.93
5222	5	32.89	28.93
5223	0	36.87	28.93
5223	1	50.64	28.93
5223	2	41.86	28.93
5223	3	41.25	28.93
5223	4	36.87	28.93
5223	5	36.87	28.93
5224	0	42.34	28.93
5224	1	50.64	28.93
5224	2	41.86	28.93
5224	3	42.41	28.93
5224	4	42.41	28.93
5224	5	42.41	28.93
5225	0	43.39	28.93
5225	1	50.64	28.93
5225	2	41.86	28.93
5225	3	43.33	28.93
5225	4	43.33	28.93
5225	5	43.33	28.93
5231	0	38.52	28.93
5231	1	50.64	28.93
5231	2	35.77	28.93
5231	3	43	28.93
5231	4	37.87	28.93
5231	5	38.38	28.93
5232	0	39.27	28.93
5232	1	50.64	28.93
5232	2	35.77	28.93
5232	3	43	28.93
5232	4	37.87	28.93
5232	5	39.27	28.93
5234	0	36.43	28.93
5234	1	50.64	28.93
5234	2	35.77	28.93
5234	3	43	28.93
5234	4	37.87	28.93
5234	5	35.31	28.93
5235	0	40.1	28.93
5235	1	40.1	28.93
5235	2	40.1	28.93
5235	3	40.1	28.93
5235	4	40.1	28.93
5235	5	40.1	28.93
5236	0	41.27	28.93
5236	1	50.64	28.93
5236	2	40.49	28.93
5236	3	40.49	28.93
5236	4	40.49	28.93
5236	5	40.49	28.93
5237	0	39.68	28.93
5237	1	39.68	28.93
5237	2	39.68	28.93
5237	3	43	28.93
5237	4	37.87	28.93
5237	5	38.38	28.93
5241	0	39.4	28.93
5241	1	61.46	28.93
5241	2	42.73	28.93
5241	3	51.44	28.93
5241	4	43.54	28.93
5241	5	39.4	28.93
5242	0	41.82	28.93
5242	1	61.46	28.93
5242	2	42.73	28.93
5242	3	51.44	28.93
5242	4	42.45	28.93
5242	5	40.77	28.93
5244	0	43.15	28.93
5244	1	61.46	28.93
5244	2	42.73	28.93
5244	3	51.44	28.93
5244	4	43.54	28.93
5244	5	40.77	28.93
5245	0	56.98	28.93
5245	1	56.98	28.93
5245	2	58.28	28.93
5245	3	51.44	28.93
5245	4	43.54	28.93
5245	5	58.28	28.93
5249	0	44.76	28.93
5249	1	44.76	28.93
5249	2	44.76	28.93
5249	3	39.68	28.93
5249	4	39.68	28.93
5249	5	44.76	28.93
5250	0	45.56	28.93
5250	1	43.83	28.93
5250	2	46.65	28.93
5250	3	43.83	28.93
5250	4	46.65	28.93
5250	5	46.65	28.93
5311	0	39.32	40.87
5311	1	43.87	40.87
5311	2	42.67	40.87
5311	3	40.47	40.87
5311	4	39.32	40.87
5311	5	39.32	40.87
5312	0	40.48	40.87
5312	1	43.87	40.87
5312	2	42.37	40.87
5312	3	36.36	40.87
5312	4	36.36	40.87
5312	5	36.36	40.87
5313	0	43.47	40.87
5313	1	43.87	40.87
5313	2	38.41	40.87
5313	3	51.77	40.87
5313	4	51.77	40.87
5313	5	51.77	40.87
5314	0	41.71	40.87
5314	1	46.81	40.87
5314	2	43.65	40.87
5314	3	43.64	40.87
5314	4	43.64	40.87
5314	5	38.26	40.87
5315	0	38.42	40.87
5315	1	46.97	40.87
5315	2	43.08	40.87
5315	3	51.75	40.87
5315	4	51.75	40.87
5315	5	38.42	40.87
5316	0	32.5	40.87
5316	1	43.87	40.87
5316	2	36.11	40.87
5316	3	29.8	40.87
5316	4	29.8	40.87
5316	5	29.8	40.87
5319	0	27.19	40.87
5319	1	43.87	40.87
5319	2	42.67	40.87
5319	3	56.12	40.87
5319	4	56.12	40.87
5319	5	27.19	40.87
5321	0	37.58	40.87
5321	1	43.87	40.87
5321	2	39.91	40.87
5321	3	30.42	40.87
5321	4	30.42	40.87
5321	5	30.42	40.87
5322	0	45.67	40.87
5322	1	43.87	40.87
5322	2	46.49	40.87
5322	3	43.93	40.87
5322	4	43.93	40.87
5322	5	43.93	40.87
5323	0	40.93	40.87
5323	1	43.87	40.87
5323	2	40.93	40.87
5323	3	35.47	40.87
5323	4	35.47	40.87
5323	5	35.47	40.87
5330	0	39.41	40.87
5330	1	36.34	40.87
5330	2	40.48	40.87
5330	3	36.34	40.87
5330	4	40.48	40.87
5330	5	40.48	40.87
5411	0	38.71	50.19
5411	1	38.71	50.19
5411	2	38.71	50.19
5411	3	38.71	50.19
5411	4	38.71	50.19
5411	5	38.71	50.19
5412	0	41.41	46.53
5412	1	45.33	46.53
5412	2	45.33	50.19
5412	3	41.41	43.53
5412	4	38.71	43.53
5412	5	38.71	43.53
5413	0	42.02	47.34
5413	1	45.33	47.34
5413	2	45.33	50.19
5413	3	38.71	47.34
5413	4	38.71	47.34
5413	5	38.71	43.53
5414	0	40.92	47.12
5414	1	40.92	47.12
5414	2	45.33	50.19
5414	3	38.71	47.12
5414	4	40.92	43.53
5414	5	38.71	43.53
5419	0	40.92	45.53
5419	1	45.33	50.19
5419	2	45.33	50.19
5419	3	38.71	43.53
5419	4	38.71	45.53
5419	5	38.71	43.53
5421	0	41.95	37.23
5421	1	41.95	37.23
5421	2	41.95	37.23
5421	3	49.05	37.23
5421	4	40.18	37.23
5421	5	40.18	37.23
5422	0	42.44	37.23
5422	1	40.18	37.23
5422	2	40.18	37.23
5422	3	49.05	37.23
5422	4	40.18	37.23
5422	5	40.18	37.23
5423	0	39.18	37.23
5423	1	38.83	37.23
5423	2	39.18	37.23
5423	3	49.05	37.23
5423	4	38.83	37.23
5423	5	38.83	37.23
5431	0	25.93	39.69
5431	1	38.2	37.35
5431	2	25.16	39.69
5431	3	25.16	40.47
5431	4	25.16	39.69
5431	5	25.16	40.47
5432	0	25.43	39.96
5432	1	38.2	37.35
5432	2	25.43	40.47
5432	3	25.43	40.47
5432	4	25.43	40.47
5432	5	25.43	40.47
5433	0	28.44	24.37
5433	1	28.44	24.37
5433	2	28.44	24.37
5433	3	28.44	24.37
5433	4	28.44	24.37
5433	5	28.44	24.37
5434	0	34.15	31.94
5434	1	38.2	37.35
5434	2	39.55	40.43
5434	3	39.55	40.43
5434	4	34.55	35.57
5434	5	28.09	24.37
5435	0	31.82	29.45
5435	1	38.2	37.35
5435	2	39.55	40.43
5435	3	39.55	40.43
5435	4	34.55	35.57
5435	5	28.09	24.37
5436	0	35.78	38.22
5436	1	38.2	37.35
5436	2	35.21	38.35
5436	3	35.21	38.35
5436	4	35.21	38.35
5436	5	35.21	38.35
5441	0	57.68	49.77
5441	1	63.04	49.77
5441	2	63.04	65.98
5441	3	57.68	49.77
5441	4	47.5	49.77
5441	5	47.5	36.26
5442	0	45.52	56.07
5442	1	53.38	65.98
5442	2	53.38	65.98
5442	3	35.45	56.07
5442	4	35.45	36.26
5442	5	35.45	36.26
5443	0	47.5	36.26
5443	1	47.5	65.98
5443	2	47.5	65.98
5443	3	47.5	36.26
5443	4	47.5	36.26
5443	5	47.5	36.26
5449	0	52.92	36.26
5449	1	63.04	65.98
5449	2	63.04	65.98
5449	3	47.5	49
5449	4	47.5	36.26
5449	5	47.5	36.26
6121	0	55.1	41.83
6121	1	55.1	38.42
6121	2	55.1	43.23
6121	3	55.1	38.42
6121	4	55.1	38.42
6121	5	55.1	43.23
6122	0	55.1	53.29
6122	1	55.1	53.29
6122	2	55.1	53.29
6122	3	55.1	53.29
6122	4	55.1	53.29
6122	5	55.1	53.29
6123	0	55.1	52.8
6123	1	55.1	52.8
6123	2	55.1	52.8
6123	3	55.1	52.8
6123	4	55.1	52.8
6123	5	55.1	52.8
6125	0	55.1	52.02
6125	1	55.1	52.02
6125	2	55.1	52.02
6125	3	55.1	52.02
6125	4	55.1	52.02
6125	5	55.1	52.02
6126	0	55.1	52.45
6126	1	55.1	52.45
6126	2	55.1	52.45
6126	3	55.1	52.45
6126	4	55.1	52.45
6126	5	55.1	52.45
6131	0	51.21	49.33
6131	1	51.21	49.33
6131	2	51.21	49.33
6131	3	51.21	49.33
6131	4	51.21	49.33
6131	5	51.21	49.33
6132	0	51.21	49.33
6132	1	51.21	49.33
6132	2	51.21	49.33
6132	3	51.21	49.33
6132	4	51.21	49.33
6132	5	51.21	49.33
6139	0	51.21	49.33
6139	1	51.21	49.33
6139	2	51.21	49.33
6139	3	51.21	49.33
6139	4	51.21	49.33
6139	5	51.21	49.33
6141	0	40.83	36.97
6141	1	40.83	36.97
6141	2	40.83	36.97
6141	3	40.83	36.97
6141	4	40.83	36.97
6141	5	40.83	36.97
6142	0	49.71	43.26
6142	1	49.71	43.26
6142	2	49.71	43.26
6142	3	49.71	43.26
6142	4	49.71	43.26
6142	5	49.71	43.26
6143	0	40.83	36.97
6143	1	40.83	36.97
6143	2	40.83	36.97
6143	3	40.83	36.97
6143	4	40.83	36.97
6143	5	40.83	36.97
6144	0	43.09	29.36
6144	1	43.09	29.36
6144	2	43.09	29.36
6144	3	43.09	29.36
6144	4	43.09	29.36
6144	5	43.09	29.36
6145	0	43.09	29.36
6145	1	43.09	29.36
6145	2	43.09	29.36
6145	3	43.09	29.36
6145	4	43.09	29.36
6145	5	43.09	29.36
6146	0	48.92	32.16
6146	1	48.92	32.16
6146	2	48.92	32.16
6146	3	48.92	32.16
6146	4	48.92	32.16
6146	5	48.92	32.16
6147	0	43.09	40.46
6147	1	43.09	40.46
6147	2	43.09	40.46
6147	3	43.09	40.46
6147	4	43.09	40.46
6147	5	43.09	40.46
6148	0	42.96	40.46
6148	1	42.96	40.46
6148	2	42.96	40.46
6148	3	42.96	40.46
6148	4	42.96	40.46
6148	5	42.96	40.46
6211	0	41.54	40.6
6211	1	41.54	40.6
6211	2	41.54	40.6
6211	3	41.54	40.6
6211	4	41.54	40.6
6211	5	41.54	40.6
6212	0	58.08	45.06
6212	1	58.08	45.06
6212	2	58.08	45.06
6212	3	58.08	45.06
6212	4	58.08	45.06
6212	5	58.08	45.06
6214	0	36.2	42.97
6214	1	36.2	42.97
6214	2	36.2	42.97
6214	3	36.2	42.97
6214	4	36.2	42.97
6214	5	36.2	42.97
6215	0	30.17	33.65
6215	1	30.17	33.65
6215	2	30.17	33.65
6215	3	30.17	33.65
6215	4	30.17	33.65
6215	5	30.17	33.65
6219	0	40.31	33.65
6219	1	40.31	33.65
6219	2	40.31	33.65
6219	3	40.31	33.65
6219	4	40.31	33.65
6219	5	40.31	33.65
6221	0	52.55	41.22
6221	1	56.14	41.22
6221	2	56.14	41.22
6221	3	56.14	41.22
6221	4	43.09	33.27
6221	5	43.09	33.27
6222	0	51.79	43.11
6222	1	56.14	48.29
6222	2	56.14	48.29
6222	3	51.79	48.29
6222	4	51.79	34.7
6222	5	43.09	34.7
6231	0	38.06	33.66
6231	1	38.06	33.66
6231	2	38.06	33.66
6231	3	38.06	33.66
6231	4	38.06	33.66
6231	5	38.06	33.66
6232	0	38.06	29.62
6232	1	38.06	29.62
6232	2	38.06	29.62
6232	3	38.06	29.62
6232	4	38.06	29.62
6232	5	38.06	29.62
6240	0	33.75	27.99
6240	1	33.75	27.99
6240	2	33.75	27.99
6240	3	33.75	27.99
6240	4	33.75	27.99
6240	5	33.75	27.99
7111	0	39.97	33.19
7111	1	45.23	38.87
7111	2	39.97	33.19
7111	3	45.23	38.87
7111	4	39.97	33.19
7111	5	39.97	33.19
7112	0	22.89	28.33
7112	1	22.89	28.4
7112	2	21.47	28.33
7112	3	45.23	38.87
7112	4	21.47	28.33
7112	5	21.47	28.33
7113	0	38.21	42.07
7113	1	38.4	38.87
7113	2	38.4	42.16
7113	3	45.23	38.87
7113	4	38.21	42.16
7113	5	38.21	42.16
7114	0	49.71	36.58
7114	1	49.71	36.58
7114	2	49.71	36.58
7114	3	49.71	36.58
7114	4	49.71	36.58
7114	5	49.71	36.58
7115	0	42.94	47.35
7115	1	45.23	47.35
7115	2	45.23	47.35
7115	3	45.23	47.35
7115	4	42	47.35
7115	5	42	47.35
7121	0	43.03	45.2
7121	1	43.03	50.24
7121	2	40.5	50.24
7121	3	43.66	37.27
7121	4	43.66	45.2
7121	5	43.66	37.27
7122	0	43	41
7122	1	43	41
7122	2	40.5	50.24
7122	3	43.66	37.27
7122	4	43.66	37.27
7122	5	43.66	37.27
7123	0	42.27	49.34
7123	1	40.5	50.24
7123	2	40.5	50.24
7123	3	42.27	49.34
7123	4	42.27	49.34
7123	5	42.27	47.35
7124	0	40.78	47.35
7124	1	40.5	50.24
7124	2	40.5	50.24
7124	3	42.27	49.59
7124	4	40.78	49.59
7124	5	42.27	47.35
7125	0	42.58	47.5
7125	1	42.58	47.5
7125	2	40.5	50.24
7125	3	42.65	47.35
7125	4	42.65	47.35
7125	5	42.65	47.35
7129	0	42.65	48.16
7129	1	40.5	50.24
7129	2	40.5	50.24
7129	3	42.65	47.35
7129	4	42.65	47.35
7129	5	42.65	47.35
7130	0	29.11	37.93
7130	1	29.11	37.93
7130	2	29.11	37.93
7130	3	29.11	37.93
7130	4	29.11	37.93
7130	5	29.11	37.93
7211	0	39.85	42.5
7211	1	39.85	42.5
7211	2	39.85	42.5
7211	3	39.85	42.5
7211	4	39.85	42.5
7211	5	39.85	42.5
7213	0	54.14	55.08
7213	1	54.14	55.08
7213	2	54.14	55.08
7213	3	54.14	55.08
7213	4	54.14	55.08
7213	5	54.14	55.08
7214	0	54.14	55.08
7214	1	54.14	55.08
7214	2	54.14	55.08
7214	3	54.14	55.08
7214	4	54.14	55.08
7214	5	54.14	55.08
7215	0	46.67	40.16
7215	1	46.67	40.16
7215	2	46.67	40.16
7215	3	46.67	40.16
7215	4	46.67	40.16
7215	5	46.67	40.16
7219	0	47.47	40.16
7219	1	56.37	40.35
7219	2	46.67	40.16
7219	3	56.37	46.72
7219	4	46.67	40.16
7219	5	46.67	40.16
7220	0	56.37	46.72
7220	1	56.37	46.72
7220	2	56.37	46.72
7220	3	56.37	46.72
7220	4	56.37	46.72
7220	5	56.37	46.72
8111	0	28.38	14.32
8111	1	54.35	14.32
8111	2	28.38	14.32
8111	3	39.9	14.32
8111	4	28.38	14.32
8111	5	28.38	14.32
8112	0	15.44	14.32
8112	1	15.44	14.32
8112	2	15.44	14.32
8112	3	15.44	14.32
8112	4	15.44	14.32
8112	5	15.44	14.32
8113	0	40.47	28.14
8113	1	40.47	28.14
8113	2	40.47	28.14
8113	3	39.9	28.14
8113	4	40.48	28.14
8113	5	40.48	28.14
8114	0	30.93	28.14
8114	1	30.93	28.14
8114	2	30.93	28.14
8114	3	39.9	28.14
8114	4	30.37	28.14
8114	5	30.37	28.14
8115	0	34.21	28.14
8115	1	34.21	28.14
8115	2	34.21	28.14
8115	3	34.21	28.14
8115	4	34.21	28.14
8115	5	34.21	28.14
8116	0	34.69	28.14
8116	1	54.35	28.14
8116	2	34.5	28.14
8116	3	34.69	28.14
8116	4	34.5	28.14
8116	5	34.5	28.14
8117	0	27.03	28.14
8117	1	27.03	28.14
8117	2	25.43	28.14
8117	3	39.9	28.14
8117	4	25.43	28.14
8117	5	25.43	28.14
8118	0	27.31	17.28
8118	1	27.31	17.28
8118	2	27.31	17.28
8118	3	39.9	17.28
8118	4	25.43	17.28
8118	5	25.43	17.28
8119	0	30.26	28.14
8119	1	30.26	28.14
8119	2	29.3	28.14
8119	3	39.9	28.14
8119	4	29.3	28.14
8119	5	29.3	28.14
8121	0	23.67	21.06
8121	1	23.67	21.06
8121	2	23.04	21.06
8121	3	39.9	21.06
8121	4	23.04	21.06
8121	5	23.04	21.06
8122	0	28.92	21.06
8122	1	28.92	21.06
8122	2	28.92	21.06
8122	3	28.92	21.06
8122	4	28.92	21.06
8122	5	28.92	21.06
8123	0	30	21.06
8123	1	30	21.06
8123	2	28.92	21.06
8123	3	39.9	21.06
8123	4	28.92	21.06
8123	5	28.92	21.06
8124	0	32.13	21.06
8124	1	32.13	21.06
8124	2	30.48	21.06
8124	3	39.9	21.06
8124	4	30.48	21.06
8124	5	30.48	21.06
8125	0	30.66	21.06
8125	1	54.35	21.06
8125	2	30.48	21.06
8125	3	39.9	21.06
8125	4	30.48	21.06
8125	5	30.48	21.06
8126	0	49.05	21.06
8126	1	49.05	21.06
8126	2	50.29	21.06
8126	3	39.9	21.06
8126	4	50.29	21.06
8126	5	50.29	21.06
8127	0	32.38	21.06
8127	1	54.35	21.06
8127	2	31.62	21.06
8127	3	39.9	21.06
8127	4	31.62	21.06
8127	5	31.62	21.06
8129	0	24.23	21.06
8129	1	54.35	21.06
8129	2	23.56	21.06
8129	3	39.9	21.06
8129	4	23.56	21.06
8129	5	23.56	21.06
8131	0	25.52	28.19
8131	1	27.48	28.19
8131	2	25.52	28.19
8131	3	39.9	28.19
8131	4	25.52	28.19
8131	5	25.52	28.19
8132	0	36.13	32.5
8132	1	36.13	32.5
8132	2	36.13	32.5
8132	3	39.9	32.5
8132	4	35.9	32.5
8132	5	35.9	32.5
8133	0	35.91	27.87
8133	1	54.35	27.87
8133	2	33.01	27.87
8133	3	41.31	27.87
8133	4	41.31	27.87
8133	5	33.01	27.87
8134	0	33.77	27.87
8134	1	33.77	27.87
8134	2	33.01	27.87
8134	3	33.77	27.87
8134	4	41.31	27.87
8134	5	33.01	27.87
8135	0	30.02	32.5
8135	1	30.02	32.5
8135	2	29.63	32.5
8135	3	39.9	32.5
8135	4	28.97	32.5
8135	5	29.63	32.5
8137	0	29.63	32.59
8137	1	29.63	32.59
8137	2	29.63	32.59
8137	3	29.63	32.59
8137	4	29.63	32.59
8137	5	29.63	32.59
8139	0	31.83	32.5
8139	1	31.83	32.5
8139	2	31.01	32.5
8139	3	39.9	32.5
8139	4	31.01	32.5
8139	5	31.01	32.5
8141	0	29.36	32.5
8141	1	54.35	32.5
8141	2	26.62	32.5
8141	3	39.9	32.5
8141	4	26.62	32.5
8141	5	26.62	32.5
8142	0	39.27	32.5
8142	1	54.35	32.5
8142	2	38.7	32.5
8142	3	39.27	32.5
8142	4	38.7	32.5
8142	5	38.7	32.5
8143	0	26.82	32.5
8143	1	26.82	32.5
8143	2	26.82	32.5
8143	3	26.82	32.5
8143	4	26.82	32.5
8143	5	26.82	32.5
8149	0	29.63	32.5
8149	1	54.35	32.5
8149	2	41.93	32.5
8149	3	39.9	32.5
8149	4	28.97	32.5
8149	5	29.63	32.5
8211	0	32.29	31.7
8211	1	46.13	31.7
8211	2	36.52	31.7
8211	3	36.6	31.7
8211	4	30.19	31.7
8211	5	31.65	31.7
8212	0	29.72	31.7
8212	1	46.13	31.7
8212	2	24.23	31.7
8212	3	36.6	31.7
8212	4	30.19	31.7
8212	5	29.72	31.7
8213	0	30.27	31.7
8213	1	30.27	31.7
8213	2	36.29	31.7
8213	3	36.6	31.7
8213	4	30.19	31.7
8213	5	30.03	31.7
8214	0	36.5	31.7
8214	1	46.13	31.7
8214	2	36.29	31.7
8214	3	36.6	31.7
8214	4	30.19	31.7
8214	5	36.5	31.7
8215	0	57.68	32.49
8215	1	46.13	32.49
8215	2	57.95	32.49
8215	3	57.68	32.49
8215	4	57.95	32.49
8215	5	57.95	32.49
8221	0	29.18	31.7
8221	1	29.18	31.7
8221	2	24.01	31.7
8221	3	29.18	31.7
8221	4	29.41	31.7
8221	5	29.41	31.7
8222	0	23.4	31.7
8222	1	23.4	31.7
8222	2	24.01	31.7
8222	3	36.6	31.7
8222	4	23.35	31.7
8222	5	23.35	31.7
8223	0	27.61	31.7
8223	1	54.35	31.7
8223	2	24.01	31.7
8223	3	36.6	31.7
8223	4	26.63	31.7
8223	5	26.63	31.7
8229	0	26.26	31.7
8229	1	26.26	31.7
8229	2	24.01	31.7
8229	3	36.6	31.7
8229	4	26.63	31.7
8229	5	26.63	31.7
8231	0	44.72	31.7
8231	1	44.72	31.7
8231	2	44.72	31.7
8231	3	36.6	31.7
8231	4	44.86	31.7
8231	5	44.86	31.7
8232	0	43.56	31.7
8232	1	46.13	31.7
8232	2	43.56	31.7
8232	3	36.6	31.7
8232	4	44.86	31.7
8232	5	44.86	31.7
8233	0	54.69	31.7
8233	1	54.69	31.7
8233	2	54.69	31.7
8233	3	36.6	31.7
8233	4	57.18	31.7
8233	5	57.18	31.7
8234	0	54.34	31.7
8234	1	54.34	31.7
8234	2	57.18	31.7
8234	3	36.6	31.7
8234	4	57.18	31.7
8234	5	57.18	31.7
8239	0	36.56	31.7
8239	1	36.56	31.7
8239	2	36.54	31.7
8239	3	36.6	31.7
8239	4	36.54	31.7
8239	5	36.54	31.7
9111	0	21.78	50.83
9111	1	48.62	57.35
9111	2	48.62	57.35
9111	3	21.78	50.83
9111	4	21.78	50.83
9111	5	21.78	50.83
9112	0	35.94	46.5
9112	1	48.62	46.5
9112	2	48.62	46.5
9112	3	21.78	46.5
9112	4	21.78	46.5
9112	5	21.78	46.5
9119	0	41.12	46.5
9119	1	48.62	46.5
9119	2	48.62	46.5
9119	3	38.46	46.5
9119	4	38.46	46.5
9119	5	38.46	46.5
9120	0	31.68	8.76
9120	1	54.35	8.76
9120	2	33.46	8.76
9120	3	31.68	8.76
9120	4	31.68	8.76
9120	5	31.68	8.76
9132	0	19.33	8.76
9132	1	54.35	8.76
9132	2	33.46	8.76
9132	3	16.95	8.76
9132	4	16.95	8.76
9132	5	16.95	8.76
9134	0	19.09	16.21
9134	1	19.09	16.21
9134	2	33.46	16.21
9134	3	18.82	16.21
9134	4	18.82	16.21
9134	5	18.82	16.21
9139	0	29.96	8.76
9139	1	29.96	8.76
9139	2	29.96	8.76
9139	3	29.96	8.76
9139	4	29.96	8.76
9139	5	29.96	8.76
9211	0	39.41	33.28
9211	1	39.41	33.28
9211	2	39.41	33.28
9211	3	39.41	33.28
9211	4	39.41	33.28
9211	5	39.41	33.28
9219	0	37.07	43.32
9219	1	37.07	43.32
9219	2	37.07	43.32
9219	3	37.07	43.32
9219	4	37.07	43.32
9219	5	37.07	43.32
9231	0	22.31	21.37
9231	1	22.31	21.37
9231	2	22.31	21.37
9231	3	22.31	21.37
9231	4	22.31	21.37
9231	5	22.31	21.37
9232	0	8.83	21.37
9232	1	8.83	21.37
9232	2	8.83	21.37
9232	3	8.83	21.37
9232	4	8.83	21.37
9232	5	8.83	21.37
9233	0	25.97	21.37
9233	1	54.35	30.39
9233	2	33.46	30.39
9233	3	25.97	22.64
9233	4	25.97	22.64
9233	5	25.97	21.37
9234	0	21.67	15.7
9234	1	21.67	30.39
9234	2	21.67	30.39
9234	3	21.67	22.64
9234	4	21.67	22.64
9234	5	21.67	15.7
9235	0	26.84	21.51
9235	1	54.35	21.51
9235	2	33.46	21.51
9235	3	26.11	21.51
9235	4	26.11	22.64
9235	5	26.11	21.37
9236	0	25.42	23.62
9236	1	21.07	30.39
9236	2	21.07	23.62
9236	3	28.41	23.62
9236	4	28.41	23.62
9236	5	28.41	21.37
9239	0	28.47	23.37
9239	1	28.47	30.39
9239	2	33.46	23.37
9239	3	28.47	23.37
9239	4	25.97	23.37
9239	5	25.97	21.37
9241	0	27.89	37.36
9241	1	27.89	37.36
9241	2	33.46	37.36
9241	3	46.82	37.36
9241	4	22.77	37.36
9241	5	26.82	37.36
9242	0	27.35	37.36
9242	1	27.35	37.36
9242	2	33.46	37.36
9242	3	46.82	37.36
