isco08	es	gb_csm	gb_csf
3332	5	58.79	51.59
3333	0	59.08	54.57
3333	1	65.1	69.47
3333	2	65.1	69.47
3333	3	57.42	53.22
3333	4	57.42	53.22
3333	5	57.42	53.22
3334	0	58.11	54.86
3334	1	65.1	69.47
3334	2	65.1	69.47
3334	3	56.05	54.86
3334	4	56.05	54.86
3334	5	56.05	54.86
3339	0	59.08	54.57
3339	1	65.1	69.47
3339	2	65.1	69.47
3339	3	57.42	53.22
3339	4	57.42	53.22
3339	5	57.42	53.22
3341	0	57.95	53.27
3341	1	57.32	50.66
3341	2	57.24	50.48
3341	3	57.15	50.11
3341	4	57.09	49.9
3341	5	57.13	50.03
3342	0	55.6	47.41
3342	1	55.6	47.41
3342	2	55.6	47.41
3342	3	55.6	47.41
3342	4	55.6	47.41
3342	5	55.6	47.41
3343	0	48.32	58.11
3343	1	48.41	57.06
3343	2	46.75	57.96
3343	3	52.21	58.33
3343	4	48.3	58.33
3343	5	46.99	58.33
3344	0	48.27	48.4
3344	1	50.17	47.35
3344	2	48.04	48.53
3344	3	48.47	48.29
3344	4	47.72	48.71
3344	5	47.87	48.62
3351	0	55.55	52.83
3351	1	54.74	53.41
3351	2	54.83	52.42
3351	3	57.22	56.55
3351	4	54.69	52.14
3351	5	54.71	52.13
3352	0	55.55	52.83
3352	1	54.74	53.41
3352	2	54.83	52.42
3352	3	57.22	56.55
3352	4	54.69	52.14
3352	5	54.71	52.13
3353	0	56.07	46.95
3353	1	56.07	48.14
3353	2	56.07	46.95
3353	3	59.54	54.47
3353	4	54.97	46.95
3353	5	54.97	46.95
3354	0	55.55	52.83
3354	1	54.74	53.41
3354	2	54.83	52.42
3354	3	57.22	56.55
3354	4	54.69	52.14
3354	5	54.71	52.13
3355	0	55.22	57.21
3355	1	55.22	57.21
3355	2	55.22	57.21
3355	3	55.22	57.21
3355	4	55.22	57.21
3355	5	55.22	57.21
3359	0	55.36	54.35
3359	1	52.94	54.87
3359	2	53.19	53.09
3359	3	56.89	57.97
3359	4	53.89	52.27
3359	5	53.93	52.22
3411	0	65.74	67.2
3411	1	65.74	67.2
3411	2	65.74	67.2
3411	3	65.74	67.2
3411	4	65.74	67.2
3411	5	65.74	67.2
3412	0	57.85	52.47
3412	1	55.08	49.5
3412	2	55.64	50.2
3412	3	55.5	49.97
3412	4	55.5	49.95
3412	5	55.44	49.86
3413	0	61.8	59.83
3413	1	60.41	58.35
3413	2	60.69	58.7
3413	3	60.62	58.58
3413	4	60.62	58.57
3413	5	60.59	58.53
3421	0	54.08	55.83
3421	1	54.08	55.83
3421	2	54.08	55.83
3421	3	54.08	55.83
3421	4	54.08	55.83
3421	5	54.08	55.83
3422	0	54.08	55.83
3422	1	54.08	55.83
3422	2	54.08	55.83
3422	3	54.08	55.83
3422	4	54.08	55.83
3422	5	54.08	55.83
3423	0	57.68	72.6
3423	1	57.68	72.6
3423	2	57.68	72.6
3423	3	57.68	72.6
3423	4	57.68	72.6
3423	5	57.68	72.6
3431	0	74.22	68.27
3431	1	74.22	68.27
3431	2	74.22	68.27
3431	3	57.65	68.27
3431	4	57.65	68.27
3431	5	57.65	68.27
3432	0	68.51	71.67
3432	1	71.12	74.95
3432	2	71.12	74.95
3432	3	68.51	68.98
3432	4	68.51	68.98
3432	5	68.51	68.98
3433	0	58.96	57.29
3433	1	61.18	60.19
3433	2	61.63	61.22
3433	3	55.24	59.23
3433	4	53.57	57.61
3433	5	51.42	53.87
3434	0	34.15	31.94
3434	1	38.2	37.35
3434	2	39.55	40.43
3434	3	39.55	40.43
3434	4	34.55	35.57
3434	5	28.09	24.37
3435	0	58.96	57.29
3435	1	61.18	60.19
3435	2	61.63	61.22
3435	3	55.24	59.23
3435	4	53.57	57.61
3435	5	51.42	53.87
3511	0	54.03	62.06
3511	1	54.03	62.06
3511	2	54.03	62.06
3511	3	54.03	62.06
3511	4	54.03	62.06
3511	5	54.03	62.06
3512	0	49.81	56.37
3512	1	49.81	56.37
3512	2	49.81	56.37
3512	3	49.81	56.37
3512	4	49.81	56.37
3512	5	49.81	56.37
3513	0	51.92	59.22
3513	1	51.92	59.22
3513	2	51.92	59.22
3513	3	51.92	59.22
3513	4	51.92	59.22
3513	5	51.92	59.22
3514	0	51.92	59.22
3514	1	51.92	59.22
3514	2	51.92	59.22
3514	3	51.92	59.22
3514	4	51.92	59.22
3514	5	51.92	59.22
3521	0	47.2	48.23
3521	1	47.2	48.23
3521	2	47.2	48.23
3521	3	47.2	48.23
3521	4	47.2	48.23
3521	5	47.2	48.23
3522	0	47.2	48.23
3522	1	47.2	48.23
3522	2	47.2	48.23
3522	3	47.2	48.23
3522	4	47.2	48.23
3522	5	47.2	48.23
4110	0	62.52	56.25
4110	1	56.86	53.57
4110	2	57.22	53.53
4110	3	61.69	55.67
4110	4	52.93	52.8
4110	5	53.38	52.97
4120	0	54.33	54.16
4120	1	52.44	53.26
4120	2	52.56	53.25
4120	3	54.05	53.96
4120	4	51.13	53.01
4120	5	51.28	53.06
4131	0	50.23	53.11
4131	1	50.23	53.11
4131	2	50.23	53.11
4131	3	50.23	53.11
4131	4	50.23	53.11
4131	5	50.23	53.11
4132	0	50.23	53.11
4132	1	50.23	53.11
4132	2	50.23	53.11
4132	3	50.23	53.11
4132	4	50.23	53.11
4132	5	50.23	53.11
4211	0	52.9	50.2
4211	1	56.5	52.82
4211	2	56.19	52.66
4211	3	52.37	50.18
4211	4	52.42	50.2
4211	5	52.42	50.2
4212	0	41.54	40.6
4212	1	41.54	40.6
4212	2	41.54	40.6
4212	3	41.54	40.6
4212	4	41.54	40.6
4212	5	41.54	40.6
4213	0	45.81	43.93
4213	1	47.01	44.81
4213	2	46.08	47.83
4213	3	45.86	42.68
4213	4	45.87	42.69
4213	5	45.87	42.69
4214	0	43	41
4214	1	43	41
4214	2	40.5	50.24
4214	3	43.66	37.27
4214	4	43.66	37.27
4214	5	43.66	37.27
4221	0	58.08	45.06
4221	1	58.08	45.06
4221	2	58.08	45.06
4221	3	58.08	45.06
4221	4	58.08	45.06
4221	5	58.08	45.06
4222	0	39.85	42.5
4222	1	39.85	42.5
4222	2	39.85	42.5
4222	3	39.85	42.5
4222	4	39.85	42.5
4222	5	39.85	42.5
4223	0	54.14	55.08
4223	1	54.14	55.08
4223	2	54.14	55.08
4223	3	54.14	55.08
4223	4	54.14	55.08
4223	5	54.14	55.08
4224	0	49.17	45.55
4224	1	50.27	45.58
4224	2	48.89	45.55
4224	3	52.08	46.49
4224	4	48.89	45.55
4224	5	48.89	45.55
4225	0	47.47	40.16
4225	1	56.37	40.35
4225	2	46.67	40.16
4225	3	56.37	46.72
4225	4	46.67	40.16
4225	5	46.67	40.16
4226	0	44.15	45.74
4226	1	42.97	45.74
4226	2	42.97	45.74
4226	3	55.6	45.74
4226	4	42.97	45.74
4226	5	42.97	45.74
4227	0	46.67	40.16
4227	1	46.67	40.16
4227	2	46.67	40.16
4227	3	46.67	40.16
4227	4	46.67	40.16
4227	5	46.67	40.16
4229	0	53.83	50.18
4229	1	53.83	50.18
4229	2	53.83	50.18
4229	3	53.83	50.18
4229	4	53.83	50.18
4229	5	53.83	50.18
4311	0	55.13	48.42
4311	1	63.9	57.02
4311	2	63.89	56.94
4311	3	58.74	54
4311	4	58.51	53.63
4311	5	58.66	53.87
4312	0	59.14	47.24
4312	1	59.14	47.24
4312	2	59.14	47.24
4312	3	59.14	47.24
4312	4	59.14	47.24
4312	5	59.14	47.24
4313	0	57.13	47.83
4313	1	61.52	52.13
4313	2	61.52	52.09
4313	3	58.94	50.62
4313	4	58.82	50.44
4313	5	58.9	50.56
4321	0	35.4	42.26
4321	1	35.4	42.26
4321	2	35.4	42.26
4321	3	35.4	42.26
4321	4	35.4	42.26
4321	5	35.4	42.26
4322	0	36.87	43.1
4322	1	36.87	43.1
4322	2	36.87	43.1
4322	3	36.87	43.1
4322	4	36.87	43.1
4322	5	36.87	43.1
4323	0	38.34	43.94
4323	1	38.34	43.94
4323	2	38.34	43.94
4323	3	38.34	43.94
4323	4	38.34	43.94
4323	5	38.34	43.94
4411	0	53.83	50.18
4411	1	53.83	50.18
4411	2	53.83	50.18
4411	3	53.83	50.18
4411	4	53.83	50.18
4411	5	53.83	50.18
4412	0	39.41	33.28
4412	1	39.41	33.28
4412	2	39.41	33.28
4412	3	39.41	33.28
4412	4	39.41	33.28
4412	5	39.41	33.28
4413	0	48.28	46.04
4413	1	50.67	46.94
4413	2	48.28	46.04
4413	3	50.67	46.94
4413	4	48.28	46.04
4413	5	48.28	46.04
4414	0	48.28	46.04
4414	1	50.67	46.94
4414	2	48.28	46.04
4414	3	50.67	46.94
4414	4	48.28	46.04
4414	5	48.28	46.04
4415	0	48.28	46.04
4415	1	50.67	46.94
4415	2	48.28	46.04
4415	3	50.67	46.94
4415	4	48.28	46.04
4415	5	48.28	46.04
4416	0	53.83	50.18
4416	1	53.83	50.18
4416	2	53.83	50.18
4416	3	53.83	50.18
4416	4	53.83	50.18
4416	5	53.83	50.18
4419	0	46.04	50.54
4419	1	55.6	54.12
4419	2	46.04	50.54
4419	3	55.6	54.12
4419	4	46.04	50.54
4419	5	46.04	50.54
5111	0	36.2	42.97
5111	1	36.2	42.97
5111	2	36.2	42.97
5111	3	36.2	42.97
5111	4	36.2	42.97
5111	5	36.2	42.97
5112	0	30.17	33.65
5112	1	30.17	33.65
5112	2	30.17	33.65
5112	3	30.17	33.65
5112	4	30.17	33.65
5112	5	30.17	33.65
5113	0	40.31	33.65
5113	1	40.31	33.65
5113	2	40.31	33.65
5113	3	40.31	33.65
5113	4	40.31	33.65
5113	5	40.31	33.65
5120	0	31.82	29.45
5120	1	38.2	37.35
5120	2	39.55	40.43
5120	3	39.55	40.43
5120	4	34.55	35.57
5120	5	28.09	24.37
5131	0	34.18	29.15
5131	1	34.18	29.15
5131	2	34.18	29.15
5131	3	34.18	29.15
5131	4	34.18	29.15
5131	5	34.18	29.15
5132	0	37.32	34.08
5132	1	37.32	34.08
5132	2	37.32	34.08
5132	3	37.32	34.08
5132	4	37.32	34.08
5132	5	37.32	34.08
5141	0	52.55	41.22
5141	1	56.14	41.22
5141	2	56.14	41.22
5141	3	56.14	41.22
5141	4	43.09	33.27
5141	5	43.09	33.27
5142	0	51.79	43.11
5142	1	56.14	48.29
5142	2	56.14	48.29
5142	3	51.79	48.29
5142	4	51.79	34.7
5142	5	43.09	34.7
5151	0	33.75	27.99
5151	1	33.75	27.99
5151	2	33.75	27.99
5151	3	33.75	27.99
5151	4	33.75	27.99
5151	5	33.75	27.99
5152	0	38.06	33.66
5152	1	38.06	33.66
5152	2	38.06	33.66
5152	3	38.06	33.66
5152	4	38.06	33.66
5152	5	38.06	33.66
5153	0	38.06	29.62
5153	1	38.06	29.62
5153	2	38.06	29.62
5153	3	38.06	29.62
5153	4	38.06	29.62
5153	5	38.06	29.62
5161	0	50.62	40.76
5161	1	46.77	40.76
5161	2	50.71	40.76
5161	3	50.62	40.76
5161	4	50.71	40.76
5161	5	50.71	40.76
5162	0	50.62	40.76
5162	1	46.77	40.76
5162	2	50.71	40.76
5162	3	50.62	40.76
5162	4	50.71	40.76
5162	5	50.71	40.76
5163	0	42.96	40.46
5163	1	42.96	40.46
5163	2	42.96	40.46
5163	3	42.96	40.46
5163	4	42.96	40.46
5163	5	42.96	40.46
5164	0	51.21	49.33
5164	1	51.21	49.33
5164	2	51.21	49.33
5164	3	51.21	49.33
5164	4	51.21	49.33
5164	5	51.21	49.33
5165	0	57.68	32.49
5165	1	46.13	32.49
5165	2	57.95	32.49
5165	3	57.68	32.49
5165	4	57.95	32.49
5165	5	57.95	32.49
5169	0	50.62	40.76
5169	1	46.77	40.76
5169	2	50.71	40.76
5169	3	50.62	40.76
5169	4	50.71	40.76
5169	5	50.71	40.76
5211	0	40.78	47.35
5211	1	40.5	50.24
5211	2	40.5	50.24
5211	3	42.27	49.59
5211	4	40.78	49.59
5211	5	42.27	47.35
5212	0	40.78	47.35
5212	1	40.5	50.24
5212	2	40.5	50.24
5212	3	42.27	49.59
5212	4	40.78	49.59
5212	5	42.27	47.35
5221	0	46.38	54.57
5221	1	43.88	50.62
5221	2	55.69	56.45
5221	3	46.38	54.57
5221	4	46.38	54.57
5221	5	46.38	54.57
5222	0	29.11	37.93
5222	1	29.11	37.93
5222	2	29.11	37.93
5222	3	29.11	37.93
5222	4	29.11	37.93
5222	5	29.11	37.93
5223	0	43.4	34.86
5223	1	45.43	42.79
5223	2	43.97	38.1
5223	3	46.66	40.63
5223	4	43.51	37.46
5223	5	43.54	37.7
5230	0	22.89	28.33
5230	1	22.89	28.4
5230	2	21.47	28.33
5230	3	45.23	38.87
5230	4	21.47	28.33
5230	5	21.47	28.33
5241	0	41.52	45.84
5241	1	40.91	45.89
5241	2	40.56	46.77
5241	3	43.43	43.41
5241	4	41.69	45.25
5241	5	41.67	44.04
5242	0	42.64	48.1
5242	1	40.68	50
5242	2	40.5	50.24
5242	3	42.65	47.35
5242	4	42.65	47.35
5242	5	42.65	47.35
5243	0	42.38	48.76
5243	1	41.72	50.24
5243	2	40.5	50.24
5243	3	43	42.98
5243	4	43.04	47.05
5243	5	42.98	42.21
5244	0	38.21	42.07
5244	1	38.4	38.87
5244	2	38.4	42.16
5244	3	45.23	38.87
5244	4	38.21	42.16
5244	5	38.21	42.16
5245	0	41.52	45.84
5245	1	40.91	45.89
5245	2	40.56	46.77
5245	3	43.43	43.41
5245	4	41.69	45.25
5245	5	41.67	44.04
5246	0	41.52	45.84
5246	1	40.91	45.89
5246	2	40.56	46.77
5246	3	43.43	43.41
5246	4	41.69	45.25
5246	5	41.67	44.04
5249	0	42.85	44.44
5249	1	42.85	44.44
5249	2	42.85	44.44
5249	3	42.85	44.44
5249	4	42.85	44.44
5249	5	42.85	44.44
5311	0	55.1	53.06
5311	1	55.1	53.07
5311	2	55.1	53.15
5311	3	55.1	53.07
5311	4	55.1	53.04
5311	5	55.1	53.07
5312	0	55.1	51.39
5312	1	55.1	45.94
5312	2	55.1	48.92
5312	3	55.1	47.78
5312	4	55.1	47.76
5312	5	55.1	49.36
5321	0	40.83	36.97
5321	1	40.83	36.97
5321	2	40.83	36.97
5321	3	40.83	36.97
5321	4	40.83	36.97
5321	5	40.83	36.97
5322	0	46	30.76
5322	1	45.72	30.62
5322	2	43.37	29.49
5322	3	45.82	30.67
5322	4	45.7	30.61
5322	5	45.4	30.47
5329	0	43.09	34.91
5329	1	43.09	34.3
5329	2	43.09	33.55
5329	3	43.09	32.78
5329	4	43.09	34
5329	5	43.09	34.06
5411	0	57.78	48.23
5411	1	57.78	48.23
5411	2	57.78	48.23
5411	3	57.78	48.23
5411	4	57.78	48.23
5411	5	57.78	48.23
5412	0	52.99	46.14
5412	1	52.99	46.14
5412	2	52.99	46.14
5412	3	56.94	47.22
5412	4	55.69	46.87
5412	5	54.65	46.59
5413	0	45.78	44.04
5413	1	45.78	44.04
5413	2	45.78	44.04
5413	3	45.78	44.04
5413	4	45.78	44.04
5413	5	45.78	44.04
5414	0	27.89	37.36
5414	1	27.89	37.36
5414	2	33.46	37.36
5414	3	46.82	37.36
5414	4	22.77	37.36
5414	5	26.82	37.36
5419	0	43.22	41.75
5419	1	41.87	40.82
5419	2	43.38	41.86
5419	3	43.57	41.98
5419	4	43.51	41.94
5419	5	43.33	41.82
6111	0	48.07	59.52
6111	1	59.42	64.82
6111	2	48.52	66.24
6111	3	38.61	65.81
6111	4	38.6	66.72
6111	5	38.59	66.54
6112	0	48.07	59.52
6112	1	59.42	64.82
6112	2	48.52	66.24
6112	3	38.61	65.81
6112	4	38.6	66.72
6112	5	38.59	66.54
6113	0	48.07	59.52
6113	1	59.42	64.82
6113	2	48.52	66.24
6113	3	38.61	65.81
6113	4	38.6	66.72
6113	5	38.59	66.54
6121	0	51.15	39.93
6121	1	55.43	39.93
6121	2	51.15	39.93
6121	3	51.15	39.93
6121	4	51.15	39.93
6121	5	51.15	39.93
6122	0	51.15	39.93
6122	1	55.43	39.93
6122	2	51.15	39.93
6122	3	51.15	39.93
6122	4	51.15	39.93
6122	5	51.15	39.93
6123	0	51.15	39.93
6123	1	55.43	39.93
6123	2	51.15	39.93
6123	3	51.15	39.93
6123	4	51.15	39.93
6123	5	51.15	39.93
6129	0	51.15	39.93
6129	1	55.43	39.93
6129	2	51.15	39.93
6129	3	51.15	39.93
6129	4	51.15	39.93
6129	5	51.15	39.93
6130	0	49.83	48.32
6130	1	57.14	50.6
6130	2	50.02	51.21
6130	3	45.78	51.02
6130	4	45.77	51.41
6130	5	45.77	51.33
6210	0	38.97	61.88
6210	1	45.15	62.61
6210	2	45.15	62.64
6210	3	32.36	62.6
6210	4	32.04	62.11
6210	5	31.39	61.12
6221	0	38.97	61.88
6221	1	45.15	62.61
6221	2	45.15	62.64
6221	3	32.36	62.6
6221	4	32.04	62.11
6221	5	31.39	61.12
6222	0	38.97	61.88
6222	1	45.15	62.61
6222	2	45.15	62.64
6222	3	32.36	62.6
6222	4	32.04	62.11
6222	5	31.39	61.12
6223	0	38.97	61.88
6223	1	45.15	62.61
6223	2	45.15	62.64
6223	3	32.36	62.6
6223	4	32.04	62.11
6223	5	31.39	61.12
6224	0	38.97	61.88
6224	1	45.15	62.61
6224	2	45.15	62.64
6224	3	32.36	62.6
6224	4	32.04	62.11
6224	5	31.39	61.12
6310	0	45.65	53.54
6310	1	52.53	55.22
6310	2	48.15	55.6
6310	3	40.62	55.48
6310	4	40.49	55.53
6310	5	40.24	55.1
6320	0	45.65	53.54
6320	1	52.53	55.22
6320	2	48.15	55.6
6320	3	40.62	55.48
6320	4	40.49	55.53
6320	5	40.24	55.1
6330	0	45.65	53.54
6330	1	52.53	55.22
6330	2	48.15	55.6
6330	3	40.62	55.48
6330	4	40.49	55.53
6330	5	40.24	55.1
6340	0	45.65	53.54
6340	1	52.53	55.22
6340	2	48.15	55.6
6340	3	40.62	55.48
6340	4	40.49	55.53
6340	5	40.24	55.1
7111	0	27.19	40.87
7111	1	43.87	40.87
7111	2	42.67	40.87
7111	3	56.12	40.87
7111	4	56.12	40.87
7111	5	27.19	40.87
7112	0	40.48	40.87
7112	1	43.87	40.87
7112	2	42.37	40.87
7112	3	36.36	40.87
7112	4	36.36	40.87
7112	5	36.36	40.87
7113	0	33.86	38.78
7113	1	47.26	38.78
7113	2	38.69	38.78
7113	3	46.03	38.78
7113	4	42.71	38.78
7113	5	32.15	38.78
7114	0	33.86	38.78
7114	1	47.26	38.78
7114	2	38.69	38.78
7114	3	46.03	38.78
7114	4	42.71	38.78
7114	5	32.15	38.78
7115	0	38.42	40.87
7115	1	46.97	40.87
7115	2	43.08	40.87
7115	3	51.75	40.87
7115	4	51.75	40.87
7115	5	38.42	40.87
7119	0	29.36	32.5
7119	1	54.35	32.5
7119	2	26.62	32.5
7119	3	39.9	32.5
7119	4	26.62	32.5
7119	5	26.62	32.5
7121	0	43.47	40.87
7121	1	43.87	40.87
7121	2	38.41	40.87
7121	3	51.77	40.87
7121	4	51.77	40.87
7121	5	51.77	40.87
7122	0	45.67	40.87
7122	1	43.87	40.87
7122	2	46.49	40.87
7122	3	43.93	40.87
7122	4	43.93	40.87
7122	5	43.93	40.87
7123	0	37.58	40.87
7123	1	43.87	40.87
7123	2	39.91	40.87
7123	3	30.42	40.87
7123	4	30.42	40.87
7123	5	30.42	40.87
7124	0	40.89	37.88
7124	1	45.45	38.74
7124	2	41.08	38.17
7124	3	40.49	38.24
7124	4	40.49	38.05
7124	5	39.94	38.12
7125	0	32.5	40.87
7125	1	43.87	40.87
7125	2	36.11	40.87
7125	3	29.8	40.87
7125	4	29.8	40.87
7125	5	29.8	40.87
7126	0	42.73	34.9
7126	1	46.59	40.01
7126	2	43.69	36.62
7126	3	43.68	37.05
7126	4	43.69	35.91
7126	5	40.37	36.29
7127	0	43.39	28.93
7127	1	50.64	28.93
7127	2	41.86	28.93
7127	3	43.33	28.93
7127	4	43.33	28.93
7127	5	43.33	28.93
7131	0	40.93	40.87
7131	1	43.87	40.87
7131	2	40.93	40.87
7131	3	35.47	40.87
7131	4	35.47	40.87
7131	5	35.47	40.87
7132	0	36.43	28.93
7132	1	50.64	28.93
7132	2	35.77	28.93
7132	3	43	28.93
7132	4	37.87	28.93
7132	5	35.31	28.93
7133	0	38.68	34.9
7133	1	47.25	34.9
7133	2	38.35	34.9
7133	3	39.24	34.9
7133	4	36.67	34.9
7133	5	35.39	34.9
7211	0	39.68	28.93
7211	1	39.68	28.93
7211	2	39.68	28.93
7211	3	39.68	28.93
7211	4	39.68	28.93
7211	5	39.68	28.93
7212	0	34.71	28.93
7212	1	34.71	28.93
7212	2	34.71	28.93
7212	3	34.71	28.93
7212	4	34.71	28.93
7212	5	34.71	28.93
7213	0	39.32	28.93
7213	1	45.11	28.93
7213	2	37.14	28.93
7213	3	41.29	28.93
7213	4	38.76	28.93
7213	5	39.47	28.93
7214	0	38.66	39.16
7214	1	43.13	39.9
7214	2	42.17	40.12
7214	3	35.2	29.95
7214	4	36.72	34.13
7214	5	36.7	34.08
7215	0	38.09	31.49
7215	1	40.66	31.67
7215	2	38.43	31.73
7215	3	37.72	29.19
7215	4	37.47	30.23
7215	5	37.64	30.22
7221	0	39.68	28.93
7221	1	39.68	28.93
7221	2	39.68	28.93
7221	3	39.68	28.93
7221	4	39.68	28.93
7221	5	39.68	28.93
7222	0	33.03	28.93
7222	1	33.03	28.93
7222	2	41.86	28.93
7222	3	32.89	28.93
7222	4	32.89	28.93
7222	5	32.89	28.93
7223	0	31.28	24.99
7223	1	52.31	25.39
7223	2	35.4	24.46
7223	3	34.81	25.9
7223	4	31.09	25.27
7223	5	31.06	25.09
7224	0	34.67	27.62
7224	1	41.67	27.75
7224	2	38.98	27.44
7224	3	35.79	27.92
7224	4	34.55	27.71
7224	5	34.54	27.65
7231	0	38.63	29.16
7231	1	49.94	29.05
7231	2	34.33	29.77
7231	3	42.29	29.74
7231	4	36.11	29.64
7231	5	36.76	29.75
7232	0	40.1	28.93
7232	1	40.1	28.93
7232	2	40.1	28.93
7232	3	40.1	28.93
7232	4	40.1	28.93
7232	5	40.1	28.93
7233	0	37.43	28.93
7233	1	50.08	28.93
7233	2	41.26	28.93
7233	3	41.53	28.93
7233	4	38.08	28.93
7233	5	38.23	28.93
7234	0	38.72	29.01
7234	1	46.7	28.97
7234	2	38.56	29.21
7234	3	41.31	29.2
7234	4	38.1	29.17
7234	5	38.37	29.2
7311	0	42.34	28.93
7311	1	50.64	28.93
7311	2	41.86	28.93
7311	3	42.41	28.93
7311	4	42.41	28.93
7311	5	42.41	28.93
7312	0	47.91	41.29
7312	1	53.86	48.72
7312	2	51.66	52.77
7312	3	46.58	44.47
7312	4	44.03	41.29
7312	5	44.03	37.91
7313	0	47.91	41.29
7313	1	53.86	48.72
7313	2	51.66	52.77
7313	3	46.58	44.47
7313	4	44.03	41.29
7313	5	44.03	37.91
7314	0	57.68	49.77
7314	1	63.04	49.77
7314	2	63.04	65.98
7314	3	57.68	49.77
7314	4	47.5	49.77
7314	5	47.5	36.26
7315	0	47.91	41.29
7315	1	53.86	48.72
7315	2	51.66	52.77
7315	3	46.58	44.47
7315	4	44.03	41.29
7315	5	44.03	37.91
7316	0	52.92	36.26
7316	1	63.04	65.98
7316	2	63.04	65.98
7316	3	47.5	49
7316	4	47.5	36.26
7316	5	47.5	36.26
7317	0	47.91	41.29
7317	1	53.86	48.72
7317	2	51.66	52.77
7317	3	46.58	44.47
7317	4	44.03	41.29
7317	5	44.03	37.91
7318	0	38.71	50.19
7318	1	38.71	50.19
7318	2	38.71	50.19
7318	3	38.71	50.19
7318	4	38.71	50.19
7318	5	38.71	50.19
7319	0	47.91	41.29
7319	1	53.86	48.72
7319	2	51.66	52.77
7319	3	46.58	44.47
7319	4	44.03	41.29
7319	5	44.03	37.91
7321	0	41.95	37.23
7321	1	41.95	37.23
7321	2	41.95	37.23
7321	3	49.05	37.23
7321	4	40.18	37.23
7321	5	40.18	37.23
7322	0	37.41	29.15
7322	1	45.58	31.07
7322	2	37.25	31.69
7322	3	45.38	30.74
7322	4	36.68	30.63
7322	5	36.5	30.27
7323	0	39.18	37.23
7323	1	38.83	37.23
7323	2	39.18	37.23
7323	3	49.05	37.23
7323	4	38.83	37.23
7323	5	38.83	37.23
7411	0	39.4	28.93
7411	1	61.46	28.93
7411	2	42.73	28.93
7411	3	51.44	28.93
7411	4	43.54	28.93
7411	5	39.4	28.93
7412	0	39.4	28.93
7412	1	61.46	28.93
7412	2	42.73	28.93
7412	3	51.44	28.93
7412	4	43.54	28.93
7412	5	39.4	28.93
7413	0	39.4	28.93
7413	1	61.46	28.93
7413	2	42.73	28.93
7413	3	51.44	28.93
7413	4	43.54	28.93
7413	5	39.4	28.93
7421	0	44.6	28.93
7421	1	51.65	28.93
7421	2	43.74	28.93
7421	3	44.11	28.93
7421	4	41.38	28.93
7421	5	43.02	28.93
7422	0	56.98	28.93
7422	1	56.98	28.93
7422	2	58.28	28.93
7422	3	51.44	28.93
7422	4	43.54	28.93
7422	5	58.28	28.93
7511	0	27.19	32.03
7511	1	37.33	36.19
7511	2	25.41	38.51
7511	3	26.36	34.57
7511	4	26.44	33.71
7511	5	26.63	33.24
7512	0	25.43	39.96
7512	1	38.2	37.35
7512	2	25.43	40.47
7512	3	25.43	40.47
7512	4	25.43	40.47
7512	5	25.43	40.47
7513	0	26.31	35.99
7513	1	37.76	36.77
7513	2	25.42	39.49
7513	3	25.9	37.52
7513	4	25.94	37.09
7513	5	26.03	36.85
7514	0	26.31	35.99
7514	1	37.76	36.77
7514	2	25.42	39.49
7514	3	25.9	37.52
7514	4	25.94	37.09
7514	5	26.03	36.85
7515	0	26.31	35.99
7515	1	37.76	36.77
7515	2	25.42	39.49
7515	3	25.9	37.52
7515	4	25.94	37.09
7515	5	26.03	36.85
7516	0	26.31	35.99
7516	1	37.76	36.77
7516	2	25.42	39.49
7516	3	25.9	37.52
7516	4	25.94	37.09
7516	5	26.03	36.85
7521	0	34.6	38.56
7521	1	38.53	43.52
7521	2	38.21	43.52
7521	3	37.68	38.56
7521	4	29.25	28.66
7521	5	29.25	28.66
7522	0	45.52	56.07
7522	1	53.38	65.98
7522	2	53.38	65.98
7522	3	35.45	56.07
7522	4	35.45	36.26
7522	5	35.45	36.26
7523	0	23.67	21.06
7523	1	23.67	21.06
7523	2	23.04	21.06
7523	3	39.9	21.06
7523	4	23.04	21.06
7523	5	23.04	21.06
7531	0	40.92	47.12
7531	1	40.92	47.12
7531	2	45.33	50.19
7531	3	38.71	47.12
7531	4	40.92	43.53
7531	5	38.71	43.53
7532	0	41.32	46.63
7532	1	44.23	47.79
7532	2	45.33	50.19
7532	3	39.38	45.38
7532	4	39.26	44.98
7532	5	38.71	43.53
7533	0	40.92	45.53
7533	1	45.33	50.19
7533	2	45.33	50.19
7533	3	38.71	43.53
7533	4	38.71	45.53
7533	5	38.71	43.53
7534	0	41.41	46.53
7534	1	45.33	46.53
7534	2	45.33	50.19
7534	3	41.41	43.53
7534	4	38.71	43.53
7534	5	38.71	43.53
7535	0	41.32	46.63
7535	1	44.23	47.79
7535	2	45.33	50.19
7535	3	39.38	45.38
7535	4	39.26	44.98
7535	5	38.71	43.53
7536	0	42.02	47.34
7536	1	45.33	47.34
7536	2	45.33	50.19
7536	3	38.71	47.34
7536	4	38.71	47.34
7536	5	38.71	43.53
7541	0	44.52	37.82
7541	1	50.13	47.73
7541	2	43.91	47.73
7541	3	46.49	37.82
7541	4	46.67	37.82
7541	5	43.91	37.82
7542	0	44.52	37.82
7542	1	50.13	47.73
7542	2	43.91	47.73
7542	3	46.49	37.82
7542	4	46.67	37.82
7542	5	43.91	37.82
7543	0	34.84	27.87
7543	1	51.67	27.87
