OCCBST	OCC	EMPST	HKTCS	WKTCS	HKSCS	WKSCS	HKRCS	WKRCS
111	11	1	47.2	22.9	50.3	17.8	46	16.5
112	11	2	47.2	22.9	55.2	48	62.5	54.1
113	11	3	47.2	22.9	33.6	21.1	35.8	27.9
114	11	4	47.2	22.9	47.5	24.3	63.3	18.1
115	11	5	47.2	22.9	38.3	31.4	63.3	15.5
116	11	6	47.2	22.9	47.5	24.3	28.5	15.5
119	11	9	47.2	22.9	47.5	24.3	44.2	18.1
121	12	1	47.2	22.9	50.3	17.8	46	16.5
122	12	2	47.2	22.9	55.2	48	62.5	54.1
123	12	3	47.2	22.9	33.6	21.1	35.8	27.9
124	12	4	47.2	22.9	47.5	24.3	73.5	18.1
125	12	5	47.2	22.9	38.3	31.4	63.3	46.9
126	12	6	47.2	22.9	47.5	24.3	28.5	15.5
129	12	9	47.2	22.9	47.5	24.3	44.2	18.1
131	13	1	47.2	22.9	50.3	17.8	46	16.5
132	13	2	47.2	22.9	55.2	48	62.5	54.1
133	13	3	47.2	22.9	33.6	21.1	35.8	27.9
134	13	4	47.2	22.9	47.5	24.3	73.5	18.1
135	13	5	47.2	22.9	38.3	31.4	51.9	46.9
136	13	6	47.2	22.9	47.5	24.3	28.5	15.5
139	13	9	47.2	22.9	47.5	24.3	44.2	18.1
141	14	1	47.2	22.9	50.3	17.8	46	16.5
142	14	2	47.2	22.9	55.2	48	62.5	54.1
143	14	3	47.2	22.9	33.6	21.1	35.8	27.9
144	14	4	47.2	22.9	47.5	24.3	73.5	18.1
145	14	5	47.2	22.9	38.3	31.4	51.9	46.9
146	14	6	47.2	22.9	47.5	24.3	28.5	15.5
149	14	9	47.2	22.9	47.5	24.3	44.2	18.1
151	15	1	47.2	22.9	50.3	17.8	46	16.5
152	15	2	47.2	22.9	55.2	48	62.5	54.1
153	15	3	47.2	22.9	33.6	21.1	35.8	27.9
154	15	4	47.2	22.9	47.5	24.3	73.5	18.1
155	15	5	47.2	22.9	38.3	31.4	51.9	46.9
156	15	6	47.2	22.9	47.5	24.3	28.5	15.5
159	15	9	47.2	22.9	47.5	24.3	44.2	18.1
161	16	1	47.2	22.9	50.3	17.8	46	16.5
162	16	2	47.2	22.9	55.2	48	62.5	54.1
163	16	3	47.2	22.9	33.6	21.1	35.8	27.9
164	16	4	47.2	22.9	47.5	24.3	73.5	18.1
165	16	5	47.2	22.9	38.3	31.4	51.9	46.9
166	16	6	47.2	22.9	47.5	24.3	28.5	15.5
169	16	9	47.2	22.9	47.5	24.3	44.2	18.1
171	17	1	47.2	22.9	50.3	17.8	46	16.5
172	17	2	47.2	22.9	55.2	48	62.5	54.1
173	17	3	47.2	22.9	33.6	21.1	35.8	27.9
174	17	4	47.2	22.9	47.5	24.3	73.5	18.1
175	17	5	47.2	22.9	38.3	31.4	51.9	46.9
176	17	6	47.2	22.9	47.5	24.3	28.5	15.5
179	17	9	47.2	22.9	47.5	24.3	44.2	18.1
181	18	1	47.2	22.9	50.3	17.8	46	16.5
182	18	2	47.2	22.9	55.2	48	62.5	54.1
183	18	3	47.2	22.9	33.6	21.1	35.8	27.9
184	18	4	47.2	22.9	47.5	24.3	73.5	18.1
185	18	5	47.2	22.9	38.3	31.4	51.9	46.9
186	18	6	47.2	22.9	47.5	24.3	28.5	15.5
189	18	9	47.2	22.9	47.5	24.3	44.2	18.1
191	19	1	47.2	22.9	50.3	17.8	46	16.5
192	19	2	47.2	22.9	55.2	48	62.5	54.1
193	19	3	47.2	22.9	33.6	21.1	35.8	27.9
194	19	4	47.2	22.9	47.5	24.3	73.5	18.1
195	19	5	47.2	22.9	38.3	31.4	51.9	46.9
196	19	6	47.2	22.9	47.5	24.3	28.5	15.5
199	19	9	47.2	22.9	47.5	24.3	44.2	18.1
201	20	1	35.1	23.5	50.3	17.8	46	16.5
202	20	2	35.1	23.5	57.5	48	66.2	54.1
203	20	3	35.1	23.5	33.6	14.4	35.8	19.7
204	20	4	35.1	23.5	41.7	23.4	73.5	9.1
205	20	5	35.1	23.5	41.7	23.4	51.9	46.9
206	20	6	35.1	23.5	41.7	23.4	29.8	9.1
209	20	9	35.1	23.5	41.7	23.4	29.8	9.1
211	21	1	22.9	23.5	33.6	17.8	34.6	16.5
212	21	2	22.9	23.5	33.6	48	34.6	54.1
213	21	3	22.9	23.5	33.6	14.4	35.8	19.7
214	21	4	22.9	23.5	41.7	23.4	34.6	9.1
215	21	5	22.9	23.5	33.6	23.4	34.6	45.1
216	21	6	22.9	23.5	41.7	23.4	12.5	9.1
219	21	9	22.9	23.5	41.7	23.4	29.8	9.1
221	22	1	55.4	23.5	50.2	17.8	52.8	16.5
222	22	2	55.4	23.5	55.2	48	62.5	54.1
223	22	3	55.4	23.5	33.6	14.4	35.8	19.7
224	22	4	55.4	23.5	41.7	23.4	73.5	9.1
225	22	5	55.4	23.5	50.2	31.4	52.8	46.9
226	22	6	55.4	23.5	41.7	23.4	52.8	15.5
229	22	9	55.4	22.9	41.7	23.4	29.8	9.1
231	23	1	35.1	23.5	50.3	17.8	46	16.5
232	23	2	35.1	23.5	57.5	48	66.2	54.1
233	23	3	35.1	23.5	33.6	14.4	35.8	19.7
234	23	4	35.1	23.5	41.7	23.4	73.5	9.1
235	23	5	35.1	23.5	41.7	23.4	51.9	46.9
236	23	6	35.1	23.5	41.7	23.4	29.8	9.1
239	23	9	35.1	23.5	41.7	23.4	29.8	9.1
241	24	1	35.1	23.5	50.3	17.8	46	16.5
242	24	2	35.1	23.5	57.5	48	66.2	54.1
243	24	3	35.1	23.5	33.6	14.4	35.8	19.7
244	24	4	35.1	23.5	41.7	23.4	73.5	9.1
245	24	5	35.1	23.5	41.7	23.4	51.9	46.9
246	24	6	35.1	23.5	41.7	23.4	29.8	9.1
249	24	9	35.1	23.5	41.7	23.4	29.8	9.1
251	25	1	35.1	23.5	50.3	17.8	46	16.5
252	25	2	35.1	23.5	57.5	48	66.2	54.1
253	25	3	35.1	23.5	33.6	14.4	35.8	19.7
254	25	4	35.1	23.5	41.7	23.4	73.5	9.1
255	25	5	35.1	23.5	41.7	23.4	51.9	46.9
256	25	6	35.1	23.5	41.7	23.4	29.8	9.1
259	25	9	35.1	23.5	41.7	23.4	29.8	9.1
261	26	1	35.1	23.5	50.3	17.8	46	16.5
262	26	2	35.1	23.5	57.5	48	66.2	54.1
263	26	3	35.1	23.5	33.6	14.4	35.8	19.7
264	26	4	35.1	23.5	41.7	23.4	73.5	9.1
265	26	5	35.1	23.5	41.7	23.4	51.9	46.9
266	26	6	35.1	23.5	41.7	23.4	29.8	9.1
269	26	9	35.1	23.5	41.7	23.4	29.8	9.1
271	27	1	35.1	23.5	50.3	17.8	46	16.5
272	27	2	35.1	23.5	57.5	48	66.2	54.1
273	27	3	35.1	23.5	33.6	14.4	35.8	19.7
274	27	4	35.1	23.5	41.7	23.4	73.5	9.1
275	27	5	35.1	23.5	41.7	23.4	51.9	46.9
276	27	6	35.1	23.5	41.7	23.4	29.8	9.1
279	27	9	35.1	23.5	41.7	23.4	29.8	9.1
281	28	1	35.1	23.5	50.3	17.8	46	16.5
282	28	2	35.1	23.5	57.5	48	66.2	54.1
283	28	3	35.1	23.5	33.6	14.4	35.8	19.7
284	28	4	35.1	23.5	41.7	23.4	73.5	9.1
285	28	5	35.1	23.5	41.7	23.4	51.9	46.9
286	28	6	35.1	23.5	41.7	23.4	29.8	9.1
289	28	9	35.1	23.5	41.7	23.4	29.8	9.1
291	29	1	35.1	23.5	50.3	17.8	46	16.5
292	29	2	35.1	23.5	57.5	48	66.2	54.1
293	29	3	35.1	23.5	33.6	14.4	35.8	19.7
294	29	4	35.1	23.5	41.7	23.4	73.5	9.1
295	29	5	35.1	23.5	41.7	23.4	51.9	46.9
296	29	6	35.1	23.5	41.7	23.4	29.8	9.1
299	29	9	35.1	23.5	41.7	23.4	29.8	9.1
301	30	1	58.2	46.7	50.3	17.8	46	16.5
302	30	2	58.2	46.7	57.5	48	66.2	54.1
303	30	3	58.2	46.7	33.6	14.4	35.8	19.7
304	30	4	58.2	46.7	62.3	45.9	73.5	48
305	30	5	58.2	46.7	62.3	45.9	59.4	48
306	30	6	58.2	46.7	62.3	45.9	29.5	20
309	30	9	58.2	46.7	62.3	45.9	59.4	48
311	31	1	54.1	45.6	57	17.8	47.8	16.5
312	31	2	54.1	45.6	57.5	48	66.2	54.1
313	31	3	54.1	45.6	33.6	14.4	35.8	19.7
314	31	4	54.1	45.6	62.3	45.9	47.8	48
315	31	5	54.1	45.6	57	47.3	47.8	48
316	31	6	54.1	45.6	62.3	45.9	31.8	9
319	31	9	54.1	45.6	62.3	45.9	59.4	48
321	32	1	59.9	47.2	64.2	17.8	63.3	16.5
322	32	2	59.9	47.2	64.2	48	63.3	54.1
323	32	3	59.9	47.2	33.6	14.4	35.8	19.7
324	32	4	59.9	47.2	62.3	45.9	63.3	48
325	32	5	59.9	47.2	64.2	45.2	63.3	48
326	32	6	59.9	47.2	62.3	45.9	28.4	17.2
329	32	9	59.9	47.2	62.3	45.9	59.4	48
331	33	1	58.2	46.7	50.3	17.8	46	16.5
332	33	2	58.2	46.7	57.5	48	66.2	54.1
333	33	3	58.2	46.7	33.6	14.4	35.8	19.7
334	33	4	58.2	46.7	62.3	45.9	73.5	48
335	33	5	58.2	46.7	62.3	45.9	59.4	48
336	33	6	58.2	46.7	62.3	45.9	29.5	20
339	33	9	58.2	46.7	62.3	45.9	59.4	48
341	34	1	58.2	46.7	50.3	17.8	46	16.5
342	34	2	58.2	46.7	57.5	48	66.2	54.1
343	34	3	58.2	46.7	33.6	14.4	35.8	19.7
344	34	4	58.2	46.7	62.3	45.9	73.5	48
345	34	5	58.2	46.7	62.3	45.9	59.4	48
346	34	6	58.2	46.7	62.3	45.9	29.5	20
349	34	9	58.2	46.7	62.3	45.9	59.4	48
351	35	1	58.2	46.7	50.3	17.8	46	16.5
352	35	2	58.2	46.7	57.5	48	66.2	54.1
353	35	3	58.2	46.7	33.6	14.4	35.8	19.7
354	35	4	58.2	46.7	62.3	45.9	73.5	48
355	35	5	58.2	46.7	62.3	45.9	59.4	48
356	35	6	58.2	46.7	62.3	45.9	29.5	20
359	35	9	58.2	46.7	62.3	45.9	59.4	48
361	36	1	58.2	46.7	50.3	17.8	46	16.5
362	36	2	58.2	46.7	57.5	48	66.2	54.1
363	36	3	58.2	46.7	33.6	14.4	35.8	19.7
364	36	4	58.2	46.7	62.3	45.9	73.5	48
365	36	5	58.2	46.7	62.3	45.9	59.4	48
366	36	6	58.2	46.7	62.3	45.9	29.5	20
369	36	9	58.2	46.7	62.3	45.9	59.4	48
371	37	1	58.2	46.7	50.3	17.8	46	16.5
372	37	2	58.2	46.7	57.5	48	66.2	54.1
373	37	3	58.2	46.7	33.6	14.4	35.8	19.7
374	37	4	58.2	46.7	62.3	45.9	73.5	48
375	37	5	58.2	46.7	62.3	45.9	59.4	48
376	37	6	58.2	46.7	62.3	45.9	29.5	20
379	37	9	58.2	46.7	62.3	45.9	59.4	48
381	38	1	58.2	46.7	50.3	17.8	46	16.5
382	38	2	58.2	46.7	57.5	48	66.2	54.1
383	38	3	58.2	46.7	33.6	14.4	35.8	19.7
384	38	4	58.2	46.7	62.3	45.9	73.5	48
385	38	5	58.2	46.7	62.3	45.9	59.4	48
386	38	6	58.2	46.7	62.3	45.9	29.5	20
389	38	9	58.2	46.7	62.3	45.9	59.4	48
391	39	1	58.2	46.7	50.3	17.8	46	16.5
392	39	2	58.2	46.7	57.5	48	66.2	54.1
393	39	3	58.2	46.7	33.6	14.4	35.8	19.7
394	39	4	58.2	46.7	62.3	45.9	73.5	48
395	39	5	58.2	46.7	62.3	45.9	59.4	48
396	39	6	58.2	46.7	62.3	45.9	29.5	20
399	39	9	58.2	46.7	62.3	45.9	59.4	48
401	40	1	26.1	19.1	50.3	17.8	46	16.5
402	40	2	26.1	19.1	57.5	48	66.2	54.1
403	40	3	26.1	19.1	33.6	13.9	35.8	19
404	40	4	26.1	19.1	31.2	17.2	73.5	17.8
405	40	5	26.1	19.1	31.2	21	34.6	45.1
406	40	6	26.1	19.1	31.2	17.2	24.8	14
409	40	9	26.1	19.1	31.2	17.2	26.2	17.8
411	41	1	27	17.2	50.3	19.2	46	45.1
412	41	2	27	17.2	60.4	19.2	70.8	45.1
413	41	3	27	17.2	33.6	10.6	35.8	19
414	41	4	27	17.2	31.2	17.2	34.6	45.1
415	41	5	27	17.2	32.4	19.2	34.6	45.1
416	41	6	27	17.2	31.2	17.2	28.4	17.2
419	41	9	27	17.2	31.2	17.2	26.2	17.8
421	42	1	10.4	25.7	50.3	17.8	46	16.5
422	42	2	10.4	25.7	55.2	19.2	62.5	45.1
423	42	3	10.4	25.7	33.6	14	35.8	19
424	42	4	10.4	25.7	31.2	17.2	73.5	17.8
425	42	5	10.4	25.7	17.4	19.2	63.3	45.1
426	42	6	10.4	25.7	31.2	17.2	1	18.6
429	42	9	10.4	25.7	31.2	17.2	26.2	17.8
431	43	1	25.2	16	33.6	14	35.8	19
432	43	2	25.2	16	57.5	48	66.2	54.1
433	43	3	25.2	16	33.6	14	35.8	19
434	43	4	25.2	16	31.2	17.2	73.5	17.8
435	43	5	25.2	16	33.6	14	35.8	19
436	43	6	25.2	16	31.2	17.2	35.8	19
439	43	9	25.2	16	31.2	17.2	26.2	17.8
441	44	1	30.5	26.8	33.6	24.4	34.6	45.1
442	44	2	30.5	26.8	33.6	48	34.6	54.1
443	44	3	30.5	26.8	33.6	13.9	35.8	19
444	44	4	30.5	26.8	31.2	17.2	34.6	17.8
445	44	5	30.5	26.8	33.6	24.4	34.6	45.1
446	44	6	30.5	26.8	31.2	17.2	31.8	9
449	44	9	30.5	26.8	31.2	17.2	26.2	17.8
451	45	1	26.1	19.1	50.3	17.8	46	16.5
452	45	2	26.1	19.1	57.5	48	66.2	54.1
453	45	3	26.1	19.1	33.6	13.9	35.8	19
454	45	4	26.1	19.1	31.2	17.2	73.5	17.8
455	45	5	26.1	19.1	31.2	21	34.6	45.1
456	45	6	26.1	19.1	31.2	17.2	24.8	14
459	45	9	26.1	19.1	31.2	17.2	26.2	17.8
461	46	1	26.1	19.1	50.3	17.8	46	16.5
462	46	2	26.1	19.1	57.5	48	66.2	54.1
463	46	3	26.1	19.1	33.6	13.9	35.8	19
464	46	4	26.1	19.1	31.2	17.2	73.5	17.8
465	46	5	26.1	19.1	31.2	21	34.6	45.1
466	46	6	26.1	19.1	31.2	17.2	24.8	14
469	46	9	26.1	19.1	31.2	17.2	26.2	17.8
471	47	1	26.1	19.1	50.3	17.8	46	16.5
472	47	2	26.1	19.1	57.5	48	66.2	54.1
473	47	3	26.1	19.1	33.6	13.9	35.8	19
474	47	4	26.1	19.1	31.2	17.2	73.5	17.8
475	47	5	26.1	19.1	31.2	21	34.6	45.1
476	47	6	26.1	19.1	31.2	17.2	24.8	14
479	47	9	26.1	19.1	31.2	17.2	26.2	17.8
481	48	1	26.1	19.1	50.3	17.8	46	16.5
482	48	2	26.1	19.1	57.5	48	66.2	54.1
483	48	3	26.1	19.1	33.6	13.9	35.8	19
484	48	4	26.1	19.1	31.2	17.2	73.5	17.8
485	48	5	26.1	19.1	31.2	21	34.6	45.1
486	48	6	26.1	19.1	31.2	17.2	24.8	14
489	48	9	26.1	19.1	31.2	17.2	26.2	17.8
491	49	1	26.1	19.1	50.3	17.8	46	16.5
492	49	2	26.1	19.1	57.5	48	66.2	54.1
493	49	3	26.1	19.1	33.6	13.9	35.8	19
494	49	4	26.1	19.1	31.2	17.2	73.5	17.8
495	49	5	26.1	19.1	31.2	21	34.6	45.1
496	49	6	26.1	19.1	31.2	17.2	24.8	14
499	49	9	26.1	19.1	31.2	17.2	26.2	17.8
501	50	1	41.1	40.5	50.3	17.8	46	16.5
502	50	2	41.1	40.5	60.4	48	70.8	54.1
503	50	3	41.1	40.5	33.6	14.4	35.8	19.7
504	50	4	41.1	40.5	42.6	37.9	73.5	36.5
505	50	5	41.1	40.5	40.8	37.5	52.2	47.1
506	50	6	41.1	40.5	42.6	37.9	37.7	31
509	50	9	41.1	40.5	42.6	37.9	44.1	36.5
511	51	1	37.8	36.9	37.8	34.4	41.7	50.4
512	51	2	37.8	36.9	60.4	48	70.8	54.1
513	51	3	37.8	36.9	33.6	14	35.8	19
514	51	4	37.8	36.9	42.6	37.9	73.5	50.4
515	51	5	37.8	36.9	37.8	34.4	41.7	50.4
516	51	6	37.8	36.9	42.6	37.9	37.7	27.4
519	51	9	37.8	36.9	42.6	37.9	44.1	36.5
521	52	1	75.8	40.5	77.2	34.4	76.6	50.4
522	52	2	75.8	40.5	77.2	48	76.6	54.1
523	52	3	75.8	40.5	33.6	14.4	35.8	19.7
524	52	4	75.8	40.5	42.6	37.9	73.5	36.5
525	52	5	75.8	40.5	77.2	34.4	76.6	50.4
526	52	6	75.8	40.5	42.6	37.9	37.7	27.4
529	52	9	75.8	36.9	42.6	37.9	44.1	36.5
531	53	1	41.1	45.7	77.2	42.2	76.6	45.1
532	53	2	41.1	45.7	77.2	48	76.6	54.1
533	53	3	41.1	45.7	33.6	14	35.8	19
534	53	4	41.1	45.7	42.6	37.9	73.5	36.5
535	53	5	41.1	45.7	37.8	42.2	76.6	45.1
536	53	6	41.1	45.7	42.6	37.9	37.7	39.6
539	53	9	75.8	45.7	42.6	37.9	44.1	36.5
541	54	1	41.1	40.5	50.3	17.8	46	16.5
542	54	2	41.1	40.5	60.4	48	70.8	54.1
543	54	3	41.1	40.5	33.6	14.4	35.8	19.7
544	54	4	41.1	40.5	42.6	37.9	73.5	36.5
545	54	5	41.1	40.5	40.8	37.5	52.2	47.1
546	54	6	41.1	40.5	42.6	37.9	37.7	31
549	54	9	41.1	40.5	42.6	37.9	44.1	36.5
551	55	1	41.1	40.5	50.3	17.8	46	16.5
552	55	2	41.1	40.5	60.4	48	70.8	54.1
553	55	3	41.1	40.5	33.6	14.4	35.8	19.7
554	55	4	41.1	40.5	42.6	37.9	73.5	36.5
555	55	5	41.1	40.5	40.8	37.5	52.2	47.1
556	55	6	41.1	40.5	42.6	37.9	37.7	31
559	55	9	41.1	40.5	42.6	37.9	44.1	36.5
561	56	1	41.1	40.5	50.3	17.8	46	16.5
562	56	2	41.1	40.5	60.4	48	70.8	54.1
563	56	3	41.1	40.5	33.6	14.4	35.8	19.7
564	56	4	41.1	40.5	42.6	37.9	73.5	36.5
565	56	5	41.1	40.5	40.8	37.5	52.2	47.1
566	56	6	41.1	40.5	42.6	37.9	37.7	31
569	56	9	41.1	40.5	42.6	37.9	44.1	36.5
571	57	1	41.1	40.5	50.3	17.8	46	16.5
572	57	2	41.1	40.5	60.4	48	70.8	54.1
573	57	3	41.1	40.5	33.6	14.4	35.8	19.7
574	57	4	41.1	40.5	42.6	37.9	73.5	36.5
575	57	5	41.1	40.5	40.8	37.5	52.2	47.1
576	57	6	41.1	40.5	42.6	37.9	37.7	31
579	57	9	41.1	40.5	42.6	37.9	44.1	36.5
581	58	1	41.1	40.5	50.3	17.8	46	16.5
582	58	2	41.1	40.5	60.4	48	70.8	54.1
583	58	3	41.1	40.5	33.6	14.4	35.8	19.7
584	58	4	41.1	40.5	42.6	37.9	73.5	36.5
585	58	5	41.1	40.5	40.8	37.5	52.2	47.1
586	58	6	41.1	40.5	42.6	37.9	37.7	31
589	58	9	41.1	40.5	42.6	37.9	44.1	36.5
591	59	1	41.1	40.5	50.3	17.8	46	16.5
592	59	2	41.1	40.5	60.4	48	70.8	54.1
593	59	3	41.1	40.5	33.6	14.4	35.8	19.7
594	59	4	41.1	40.5	42.6	37.9	73.5	36.5
595	59	5	41.1	40.5	40.8	37.5	52.2	47.1
596	59	6	41.1	40.5	42.6	37.9	37.7	31
599	59	9	41.1	40.5	42.6	37.9	44.1	36.5
601	60	1	34.6	16	50.3	17.8	46	16.5
602	60	2	34.6	16	57.5	48	66.2	54.1
603	60	3	34.6	16	33.6	14.4	35.8	19.7
604	60	4	34.6	16	36	7.8	73.5	12.7
605	60	5	34.6	16	36	7.8	49.3	46.9
606	60	6	34.6	16	36	7.8	27.3	12.7
609	60	9	34.6	16	36	7.8	38.2	12.7
611	61	1	57	16	56.9	17.8	49.3	16.5
612	61	2	57	16	57.5	48	66.2	54.1
613	61	3	57	16	33.6	14.4	35.8	19.7
614	61	4	57	16	36	7.8	73.5	12.7
615	61	5	57	16	56.9	34.4	49.3	50.4
616	61	6	57	16	36	7.8	34.6	12.7
619	61	9	57	16	36	7.8	38.2	12.7
621	62	1	19.7	16	32.4	17.8	34.6	16.5
622	62	2	19.7	16	57.5	48	66.2	54.1
623	62	3	19.7	16	33.6	14.4	35.8	19.7
624	62	4	19.7	16	36	7.8	73.5	12.7
625	62	5	19.7	16	21.1	7.8	34.6	46.9
626	62	6	19.7	16	36	7.8	25.5	12.7
629	62	9	19.7	16	36	7.8	38.2	12.7
631	63	1	34.6	16	50.3	17.8	46	16.5
632	63	2	34.6	16	57.5	48	66.2	54.1
633	63	3	34.6	16	33.6	14.4	35.8	19.7
634	63	4	34.6	16	36	7.8	73.5	12.7
635	63	5	34.6	16	36	7.8	49.3	46.9
636	63	6	34.6	16	36	7.8	27.3	12.7
639	63	9	34.6	16	36	7.8	38.2	12.7
641	64	1	34.6	16	50.3	17.8	46	16.5
642	64	2	34.6	16	57.5	48	66.2	54.1
643	64	3	34.6	16	33.6	14.4	35.8	19.7
644	64	4	34.6	16	36	7.8	73.5	12.7
645	64	5	34.6	16	36	7.8	49.3	46.9
646	64	6	34.6	16	36	7.8	27.3	12.7
649	64	9	34.6	16	36	7.8	38.2	12.7
651	65	1	34.6	16	50.3	17.8	46	16.5
652	65	2	34.6	16	57.5	48	66.2	54.1
653	65	3	34.6	16	33.6	14.4	35.8	19.7
654	65	4	34.6	16	36	7.8	73.5	12.7
655	65	5	34.6	16	36	7.8	49.3	46.9
656	65	6	34.6	16	36	7.8	27.3	12.7
659	65	9	34.6	16	36	7.8	38.2	12.7
661	66	1	34.6	16	50.3	17.8	46	16.5
662	66	2	34.6	16	57.5	48	66.2	54.1
663	66	3	34.6	16	33.6	14.4	35.8	19.7
664	66	4	34.6	16	36	7.8	73.5	12.7
665	66	5	34.6	16	36	7.8	49.3	46.9
666	66	6	34.6	16	36	7.8	27.3	12.7
669	66	9	34.6	16	36	7.8	38.2	12.7
671	67	1	34.6	16	50.3	17.8	46	16.5
672	67	2	34.6	16	57.5	48	66.2	54.1
673	67	3	34.6	16	33.6	14.4	35.8	19.7
674	67	4	34.6	16	36	7.8	73.5	12.7
675	67	5	34.6	16	36	7.8	49.3	46.9
676	67	6	34.6	16	36	7.8	27.3	12.7
679	67	9	34.6	16	36	7.8	38.2	12.7
681	68	1	34.6	16	50.3	17.8	46	16.5
682	68	2	34.6	16	57.5	48	66.2	54.1
683	68	3	34.6	16	33.6	14.4	35.8	19.7
684	68	4	34.6	16	36	7.8	73.5	12.7
685	68	5	34.6	16	36	7.8	49.3	46.9
686	68	6	34.6	16	36	7.8	27.3	12.7
689	68	9	34.6	16	36	7.8	38.2	12.7
691	69	1	34.6	16	50.3	17.8	46	16.5
692	69	2	34.6	16	57.5	48	66.2	54.1
693	69	3	34.6	16	33.6	14.4	35.8	19.7
694	69	4	34.6	16	36	7.8	73.5	12.7
695	69	5	34.6	16	36	7.8	49.3	46.9
696	69	6	34.6	16	36	7.8	27.3	12.7
699	69	9	34.6	16	36	7.8	38.2	12.7
701	70	1	32.1	34.5	31.7	35.4	33	35.8
702	70	2	32.1	34.5	31.7	35.4	33	35.8
703	70	3	32.1	34.5	31.7	35.4	33	35.8
704	70	4	32.1	34.5	31.7	35.4	33	35.8
705	70	5	32.1	34.5	31.7	35.4	32.5	35.8
706	70	6	32.1	34.5	31.7	35.4	33	35.8
709	70	9	32.1	34.5	31.7	35.4	33	35.8
711	71	1	32.6	34.5	32.1	35.4	32.5	35.8
712	71	2	32.6	34.5	31.7	35.4	60.6	35.8
713	71	3	32.6	34.5	31.7	35.4	33	35.8
714	71	4	32.6	34.5	31.7	35.4	33	35.8
715	71	5	32.6	34.5	32.1	30.8	32.5	35.8
716	71	6	32.6	34.5	31.7	35.4	33	36.3
719	71	9	32.6	35.1	31.7	35.4	33	35.8
721	72	1	24.7	34.5	31.7	35.4	33	35.8
722	72	2	24.7	34.5	31.7	35.4	33	35.8
723	72	3	24.7	34.5	31.7	35.4	33	35.8
724	72	4	24.7	34.5	31.7	35.4	33	35.8
725	72	5	24.7	34.5	24.3	30.8	32.5	35.8
726	72	6	24.7	34.5	31.7	35.4	33	36.3
729	72	9	24.7	35.1	31.7	35.4	33	35.8
731	73	1	32.1	34.5	31.7	35.4	33	35.8
732	73	2	32.1	34.5	31.7	35.4	33	35.8
733	73	3	32.1	34.5	31.7	35.4	33	35.8
734	73	4	32.1	34.5	31.7	35.4	33	35.8
735	73	5	32.1	34.5	31.7	35.4	32.5	35.8
736	73	6	32.1	34.5	31.7	35.4	33	35.8
739	73	9	32.1	34.5	31.7	35.4	33	35.8
741	74	1	32.1	34.5	31.7	35.4	33	35.8
742	74	2	32.1	34.5	31.7	35.4	33	35.8
743	74	3	32.1	34.5	31.7	35.4	33	35.8
744	74	4	32.1	34.5	31.7	35.4	33	35.8
745	74	5	32.1	34.5	31.7	35.4	32.5	35.8
746	74	6	32.1	34.5	31.7	35.4	33	35.8
749	74	9	32.1	34.5	31.7	35.4	33	35.8
751	75	1	32.1	34.5	31.7	35.4	33	35.8
752	75	2	32.1	34.5	31.7	35.4	33	35.8
753	75	3	32.1	34.5	31.7	35.4	33	35.8
754	75	4	32.1	34.5	31.7	35.4	33	35.8
755	75	5	32.1	34.5	31.7	35.4	32.5	35.8
756	75	6	32.1	34.5	31.7	35.4	33	35.8
759	75	9	32.1	34.5	31.7	35.4	33	35.8
761	76	1	32.1	34.5	31.7	35.4	33	35.8
762	76	2	32.1	34.5	31.7	35.4	33	35.8
763	76	3	32.1	34.5	31.7	35.4	33	35.8
764	76	4	32.1	34.5	31.7	35.4	33	35.8
765	76	5	32.1	34.5	31.7	35.4	32.5	35.8
766	76	6	32.1	34.5	31.7	35.4	33	35.8
769	76	9	32.1	34.5	31.7	35.4	33	35.8
771	77	1	32.1	34.5	31.7	35.4	33	35.8
772	77	2	32.1	34.5	31.7	35.4	33	35.8
773	77	3	32.1	34.5	31.7	35.4	33	35.8
774	77	4	32.1	34.5	31.7	35.4	33	35.8
775	77	5	32.1	34.5	31.7	35.4	32.5	35.8
776	77	6	32.1	34.5	31.7	35.4	33	35.8
779	77	9	32.1	34.5	31.7	35.4	33	35.8
781	78	1	32.1	34.5	31.7	35.4	33	35.8
782	78	2	32.1	34.5	31.7	35.4	33	35.8
783	78	3	32.1	34.5	31.7	35.4	33	35.8
784	78	4	32.1	34.5	31.7	35.4	33	35.8
785	78	5	32.1	34.5	31.7	35.4	32.5	35.8
786	78	6	32.1	34.5	31.7	35.4	33	35.8
789	78	9	32.1	34.5	31.7	35.4	33	35.8
791	79	1	32.1	34.5	31.7	35.4	33	35.8
792	79	2	32.1	34.5	31.7	35.4	33	35.8
793	79	3	32.1	34.5	31.7	35.4	33	35.8
794	79	4	32.1	34.5	31.7	35.4	33	35.8
795	79	5	32.1	34.5	31.7	35.4	32.5	35.8
796	79	6	32.1	34.5	31.7	35.4	33	35.8
799	79	9	32.1	34.5	31.7	35.4	33	35.8
801	80	1	32.8	34.5	31.7	35.4	33	35.8
802	80	2	32.8	34.5	31.7	35.4	33	35.8
803	80	3	32.8	34.5	31.7	35.4	33	35.8
804	80	4	32.8	34.5	31.7	35.4	33	35.8
805	80	5	32.8	34.5	31.7	35.4	32.5	35.8
806	80	6	32.8	34.5	31.7	35.4	33	35.8
809	80	9	32.8	34.5	31.7	35.4	33	35.8
