OCCBST	OCC	EMPST	HKTCS	WKTCS	HKSCS	WKSCS	HKRCS	WKRCS
7609	760	9	66.3	63.9	66.3	64.4	61.6	62.1
7611	761	1	71	67.2	65.3	67.2	65.5	68
7612	761	2	71	67.2	64.9	61.9	76.6	69
7613	761	3	71	67.2	66.3	64.4	61.6	62.1
7614	761	4	71	67.2	66.3	64.4	54.8	64.8
7615	761	5	71	67.2	71.5	67.7	54.8	64.8
7616	761	6	71	67.2	66.3	64.4	54.8	58
7619	761	9	71	67.2	66.3	64.4	61.6	62.1
7621	762	1	67	63.8	67.1	64.3	66	73.7
7622	762	2	67	63.8	67.1	64.3	66	73.7
7623	762	3	67	63.8	66.3	64.4	61.6	62.1
7624	762	4	67	63.8	66.3	64.4	66	73.7
7625	762	5	67	63.8	67.1	64.3	61.2	58
7626	762	6	67	63.8	66.3	64.4	40.4	58
7629	762	9	67	63.8	66.3	64.4	61.6	62.1
7631	763	1	55	65.3	65.3	66.1	65.5	64.9
7632	763	2	55	65.3	53	66.1	54.3	64.9
7633	763	3	55	65.3	66.3	64.4	61.6	62.1
7634	763	4	55	65.3	66.3	64.4	54.3	73.7
7635	763	5	55	65.3	53	66.1	54.3	64.9
7636	763	6	55	65.3	66.3	64.4	36.8	64.9
7639	763	9	55	65.3	66.3	64.4	61.6	62.1
7641	764	1	66.3	63.9	65.3	67.2	65.5	68
7642	764	2	66.3	63.9	64.9	61.9	76.6	69
7643	764	3	66.3	63.9	66.3	64.4	61.6	62.1
7644	764	4	66.3	63.9	66.3	64.4	66	73.7
7645	764	5	66.3	63.9	66.3	64.4	60	58.6
7646	764	6	66.3	63.9	66.3	64.4	39.2	58
7649	764	9	66.3	63.9	66.3	64.4	61.6	62.1
7651	765	1	66.3	63.9	65.3	67.2	65.5	68
7652	765	2	66.3	63.9	64.9	61.9	76.6	69
7653	765	3	66.3	63.9	66.3	64.4	61.6	62.1
7654	765	4	66.3	63.9	66.3	64.4	66	73.7
7655	765	5	66.3	63.9	66.3	64.4	60	58.6
7656	765	6	66.3	63.9	66.3	64.4	39.2	58
7659	765	9	66.3	63.9	66.3	64.4	61.6	62.1
7661	766	1	66.3	63.9	65.3	67.2	65.5	68
7662	766	2	66.3	63.9	64.9	61.9	76.6	69
7663	766	3	66.3	63.9	66.3	64.4	61.6	62.1
7664	766	4	66.3	63.9	66.3	64.4	66	73.7
7665	766	5	66.3	63.9	66.3	64.4	60	58.6
7666	766	6	66.3	63.9	66.3	64.4	39.2	58
7669	766	9	66.3	63.9	66.3	64.4	61.6	62.1
7671	767	1	66.3	63.9	65.3	67.2	65.5	68
7672	767	2	66.3	63.9	64.9	61.9	76.6	69
7673	767	3	66.3	63.9	66.3	64.4	61.6	62.1
7674	767	4	66.3	63.9	66.3	64.4	66	73.7
7675	767	5	66.3	63.9	66.3	64.4	60	58.6
7676	767	6	66.3	63.9	66.3	64.4	39.2	58
7679	767	9	66.3	63.9	66.3	64.4	61.6	62.1
7681	768	1	66.3	63.9	65.3	67.2	65.5	68
7682	768	2	66.3	63.9	64.9	61.9	76.6	69
7683	768	3	66.3	63.9	66.3	64.4	61.6	62.1
7684	768	4	66.3	63.9	66.3	64.4	66	73.7
7685	768	5	66.3	63.9	66.3	64.4	60	58.6
7686	768	6	66.3	63.9	66.3	64.4	39.2	58
7689	768	9	66.3	63.9	66.3	64.4	61.6	62.1
7691	769	1	66.3	63.9	65.3	67.2	65.5	68
7692	769	2	66.3	63.9	64.9	61.9	76.6	69
7693	769	3	66.3	63.9	66.3	64.4	61.6	62.1
7694	769	4	66.3	63.9	66.3	64.4	66	73.7
7695	769	5	66.3	63.9	66.3	64.4	60	58.6
7696	769	6	66.3	63.9	66.3	64.4	39.2	58
7699	769	9	66.3	63.9	66.3	64.4	61.6	62.1
7701	770	1	61.5	54.4	72	67.2	74.2	68
7702	770	2	61.5	54.4	64.9	65.4	76.6	73.9
7703	770	3	61.5	54.4	61.8	55	59.5	55.6
7704	770	4	61.5	54.4	61.8	55	59.1	60
7705	770	5	61.5	54.4	61.5	54.9	59.4	55.9
7706	770	6	61.5	54.4	61.8	55	45.8	49.2
7709	770	9	61.5	54.4	61.8	55	59.5	55.6
7711	771	1	55	55	56.6	67.2	59.1	68
7712	771	2	55	55	64.9	65.4	76.6	73.9
7713	771	3	55	55	61.8	55	59.5	55.6
7714	771	4	55	55	61.8	55	59.1	60
7715	771	5	55	55	53.5	56.5	50.5	53
7716	771	6	55	55	61.8	55	44.9	60.4
7719	771	9	55	55	61.8	55	59.5	55.6
7721	772	1	54.8	56.7	56.6	65.4	59.1	73.9
7722	772	2	54.8	56.7	56.6	65.4	59.1	73.9
7723	772	3	54.8	56.7	53.7	57.6	44.9	60.4
7724	772	4	54.8	56.7	61.8	55	59.1	60
7725	772	5	54.8	56.7	56.6	57.6	52.4	58.6
7726	772	6	54.8	56.7	61.8	55	44.9	60.4
7729	772	9	54.8	56.7	61.8	55	59.5	55.6
7731	773	1	50.1	45.5	72	73.8	74.2	75.2
7732	773	2	50.1	45.5	64.9	65.4	76.6	73.9
7733	773	3	50.1	45.5	61.8	45.9	59.5	44.9
7734	773	4	50.1	45.5	61.8	55	51.5	46.4
7735	773	5	50.1	45.5	53.8	45.9	51.5	46.4
7736	773	6	50.1	45.5	61.8	55	44.9	44.9
7739	773	9	50.1	45.5	61.8	55	59.5	55.6
7741	774	1	65.5	57.8	72	73.8	74.2	75.2
7742	774	2	65.5	57.8	68.9	60.2	77.9	71.8
7743	774	3	65.5	57.8	61.8	56.6	59.5	39.8
7744	774	4	65.5	57.8	61.8	55	63.6	62.9
7745	774	5	65.5	57.8	64.8	56.6	63.6	57.1
7746	774	6	65.5	57.8	61.8	55	45.8	39.8
7749	774	9	65.5	57.8	61.8	55	59.5	55.6
7751	775	1	61.5	54.4	72	67.2	74.2	68
7752	775	2	61.5	54.4	64.9	65.4	76.6	73.9
7753	775	3	61.5	54.4	61.8	55	59.5	55.6
7754	775	4	61.5	54.4	61.8	55	59.1	60
7755	775	5	61.5	54.4	61.5	54.9	59.4	55.9
7756	775	6	61.5	54.4	61.8	55	45.8	49.2
7759	775	9	61.5	54.4	61.8	55	59.5	55.6
7761	776	1	61.5	54.4	72	67.2	74.2	68
7762	776	2	61.5	54.4	64.9	65.4	76.6	73.9
7763	776	3	61.5	54.4	61.8	55	59.5	55.6
7764	776	4	61.5	54.4	61.8	55	59.1	60
7765	776	5	61.5	54.4	61.5	54.9	59.4	55.9
7766	776	6	61.5	54.4	61.8	55	45.8	49.2
7769	776	9	61.5	54.4	61.8	55	59.5	55.6
7771	777	1	61.5	54.4	72	67.2	74.2	68
7772	777	2	61.5	54.4	64.9	65.4	76.6	73.9
7773	777	3	61.5	54.4	61.8	55	59.5	55.6
7774	777	4	61.5	54.4	61.8	55	59.1	60
7775	777	5	61.5	54.4	61.5	54.9	59.4	55.9
7776	777	6	61.5	54.4	61.8	55	45.8	49.2
7779	777	9	61.5	54.4	61.8	55	59.5	55.6
7781	778	1	61.5	54.4	72	67.2	74.2	68
7782	778	2	61.5	54.4	64.9	65.4	76.6	73.9
7783	778	3	61.5	54.4	61.8	55	59.5	55.6
7784	778	4	61.5	54.4	61.8	55	59.1	60
7785	778	5	61.5	54.4	61.5	54.9	59.4	55.9
7786	778	6	61.5	54.4	61.8	55	45.8	49.2
7789	778	9	61.5	54.4	61.8	55	59.5	55.6
7791	779	1	61.5	54.4	72	67.2	74.2	68
7792	779	2	61.5	54.4	64.9	65.4	76.6	73.9
7793	779	3	61.5	54.4	61.8	55	59.5	55.6
7794	779	4	61.5	54.4	61.8	55	59.1	60
7795	779	5	61.5	54.4	61.5	54.9	59.4	55.9
7796	779	6	61.5	54.4	61.8	55	45.8	49.2
7799	779	9	61.5	54.4	61.8	55	59.5	55.6
7801	780	1	53.7	58.8	65.3	73.8	65.5	75.2
7802	780	2	53.7	58.8	68.9	60.2	77.9	71.8
7803	780	3	53.7	58.8	53.4	60.9	49.4	62.3
7804	780	4	53.7	58.8	53.4	60.9	40.1	62.3
7805	780	5	53.7	58.8	53.2	60.9	51.7	62.2
7806	780	6	53.7	58.8	53.4	60.9	42.1	61.3
7809	780	9	53.7	58.8	53.4	60.9	49.4	62.3
7811	781	1	54.2	58.5	72	73.8	74.2	75.2
7812	781	2	54.2	58.5	68.9	60.2	77.9	71.8
7813	781	3	54.2	58.5	53.7	60.5	44.9	60.9
7814	781	4	54.2	58.5	53.4	60.9	40.1	62.9
7815	781	5	54.2	58.5	53.7	60.5	52	61.9
7816	781	6	54.2	58.5	53.4	60.9	44.9	60.9
7819	781	9	54.2	58.5	53.4	60.9	49.4	62.3
7821	782	1	52.8	62	72	73.8	74.2	75.2
7822	782	2	52.8	62	68.9	60.2	77.9	71.8
7823	782	3	52.8	62	53.4	63.9	49.4	69.9
7824	782	4	52.8	62	53.4	60.9	51.5	55.6
7825	782	5	52.8	62	53.5	63.9	51.5	64.8
7826	782	6	52.8	62	53.4	60.9	33.3	69.9
7829	782	9	52.8	62	53.4	60.9	49.4	62.3
7831	783	1	53.7	52.4	65.3	73.8	65.5	75.2
7832	783	2	53.7	52.4	68.9	60.2	77.9	71.8
7833	783	3	53.7	52.4	53.4	60.9	49.4	62.3
7834	783	4	53.7	52.4	53.4	60.9	40.1	62.3
7835	783	5	53.7	52.4	53.5	53	51.5	52.8
7836	783	6	53.7	52.4	53.4	60.9	33.3	50.9
7839	783	9	52.8	52.4	53.4	60.9	49.4	62.3
7841	784	1	34.1	51.1	34.1	73.8	36.2	75.2
7842	784	2	34.1	51.1	68.9	60.2	77.9	71.8
7843	784	3	34.1	51.1	53.4	53.8	49.4	50.9
7844	784	4	34.1	51.1	53.4	60.9	36.2	57.8
7845	784	5	34.1	51.1	34.1	53.8	36.2	57.8
7846	784	6	34.1	51.1	53.4	60.9	33.3	50.9
7849	784	9	34.1	51.1	53.4	60.9	49.4	62.3
7851	785	1	53.7	58.8	65.3	73.8	65.5	75.2
7852	785	2	53.7	58.8	68.9	60.2	77.9	71.8
7853	785	3	53.7	58.8	53.4	60.9	49.4	62.3
7854	785	4	53.7	58.8	53.4	60.9	40.1	62.3
7855	785	5	53.7	58.8	53.2	60.9	51.7	62.2
7856	785	6	53.7	58.8	53.4	60.9	42.1	61.3
7859	785	9	53.7	58.8	53.4	60.9	49.4	62.3
7861	786	1	53.7	58.8	65.3	73.8	65.5	75.2
7862	786	2	53.7	58.8	68.9	60.2	77.9	71.8
7863	786	3	53.7	58.8	53.4	60.9	49.4	62.3
7864	786	4	53.7	58.8	53.4	60.9	40.1	62.3
7865	786	5	53.7	58.8	53.2	60.9	51.7	62.2
7866	786	6	53.7	58.8	53.4	60.9	42.1	61.3
7869	786	9	53.7	58.8	53.4	60.9	49.4	62.3
7871	787	1	53.7	58.8	65.3	73.8	65.5	75.2
7872	787	2	53.7	58.8	68.9	60.2	77.9	71.8
7873	787	3	53.7	58.8	53.4	60.9	49.4	62.3
7874	787	4	53.7	58.8	53.4	60.9	40.1	62.3
7875	787	5	53.7	58.8	53.2	60.9	51.7	62.2
7876	787	6	53.7	58.8	53.4	60.9	42.1	61.3
7879	787	9	53.7	58.8	53.4	60.9	49.4	62.3
7881	788	1	53.7	58.8	65.3	73.8	65.5	75.2
7882	788	2	53.7	58.8	68.9	60.2	77.9	71.8
7883	788	3	53.7	58.8	53.4	60.9	49.4	62.3
7884	788	4	53.7	58.8	53.4	60.9	40.1	62.3
7885	788	5	53.7	58.8	53.2	60.9	51.7	62.2
7886	788	6	53.7	58.8	53.4	60.9	42.1	61.3
7889	788	9	53.7	58.8	53.4	60.9	49.4	62.3
7891	789	1	53.7	58.8	65.3	73.8	65.5	75.2
7892	789	2	53.7	58.8	68.9	60.2	77.9	71.8
7893	789	3	53.7	58.8	53.4	60.9	49.4	62.3
7894	789	4	53.7	58.8	53.4	60.9	40.1	62.3
7895	789	5	53.7	58.8	53.2	60.9	51.7	62.2
7896	789	6	53.7	58.8	53.4	60.9	42.1	61.3
7899	789	9	53.7	58.8	53.4	60.9	49.4	62.3
7901	790	1	37.9	38.6	53.1	64.3	58.7	66.1
7902	790	2	37.9	38.6	82.5	62.2	97.2	68.4
7903	790	3	37.9	38.6	38.8	37	38.3	36.4
7904	790	4	37.9	38.6	38.8	37	54.5	70.8
7905	790	5	37.9	38.6	38.5	37	40	46.6
7906	790	6	37.9	38.6	38.8	37	36.4	29.7
7909	790	9	37.9	38.6	38.8	37	38.3	36.4
7911	791	1	41.4	47.8	53.1	64.3	58.7	66.1
7912	791	2	41.4	47.8	53.1	39	58.7	44.7
7913	791	3	41.4	47.8	38.8	37	38.3	36.4
7914	791	4	41.4	47.8	38.8	37	54.5	70.8
7915	791	5	41.4	47.8	42.3	39	43.4	44.7
7916	791	6	41.4	47.8	38.8	37	39.6	30
7919	791	9	41.4	47.8	38.8	37	38.3	36.4
7921	792	1	37.8	40.7	53.1	39	58.7	44.7
7922	792	2	37.8	40.7	53.1	39	58.7	44.7
7923	792	3	37.8	40.7	38.8	37	38.3	36.4
7924	792	4	37.8	40.7	38.8	37	40	44.7
7925	792	5	37.8	40.7	38.1	39	40	44.7
7926	792	6	37.8	40.7	38.8	37	35.6	30
7929	792	9	37.8	40.7	38.8	37	38.3	36.4
7931	793	1	37.1	37.3	53.1	36.4	58.7	48.5
7932	793	2	37.1	37.3	53.1	36.4	58.7	48.5
7933	793	3	37.1	37.3	37.9	37	36.5	36.4
7934	793	4	37.1	37.3	38.8	37	39.4	48.5
7935	793	5	37.1	37.3	37.9	36.4	39.4	48.5
7936	793	6	37.1	37.3	38.8	37	36.5	29.3
7939	793	9	37.1	37.3	38.8	37	38.3	36.4
7941	794	1	38.9	23.4	53.1	64.3	58.7	66.1
7942	794	2	38.9	23.4	53.1	62.2	58.7	68.4
7943	794	3	38.9	23.4	38.8	25.7	38.3	31.8
7944	794	4	38.9	23.4	38.8	37	38.6	70.8
7945	794	5	38.9	23.4	38.1	25.7	38.6	31.8
7946	794	6	38.9	23.4	38.8	37	33.5	31.8
7949	794	9	38.9	23.4	38.8	37	38.3	36.4
7951	795	1	37.9	38.6	53.1	64.3	58.7	66.1
7952	795	2	37.9	38.6	82.5	62.2	97.2	68.4
7953	795	3	37.9	38.6	38.8	37	38.3	36.4
7954	795	4	37.9	38.6	38.8	37	54.5	70.8
7955	795	5	37.9	38.6	38.5	37	40	46.6
7956	795	6	37.9	38.6	38.8	37	36.4	29.7
7959	795	9	37.9	38.6	38.8	37	38.3	36.4
7961	796	1	37.9	38.6	53.1	64.3	58.7	66.1
7962	796	2	37.9	38.6	82.5	62.2	97.2	68.4
7963	796	3	37.9	38.6	38.8	37	38.3	36.4
7964	796	4	37.9	38.6	38.8	37	54.5	70.8
7965	796	5	37.9	38.6	38.5	37	40	46.6
7966	796	6	37.9	38.6	38.8	37	36.4	29.7
7969	796	9	37.9	38.6	38.8	37	38.3	36.4
7971	797	1	37.9	38.6	53.1	64.3	58.7	66.1
7972	797	2	37.9	38.6	82.5	62.2	97.2	68.4
7973	797	3	37.9	38.6	38.8	37	38.3	36.4
7974	797	4	37.9	38.6	38.8	37	54.5	70.8
7975	797	5	37.9	38.6	38.5	37	40	46.6
7976	797	6	37.9	38.6	38.8	37	36.4	29.7
7979	797	9	37.9	38.6	38.8	37	38.3	36.4
7981	798	1	37.9	38.6	53.1	64.3	58.7	66.1
7982	798	2	37.9	38.6	82.5	62.2	97.2	68.4
7983	798	3	37.9	38.6	38.8	37	38.3	36.4
7984	798	4	37.9	38.6	38.8	37	54.5	70.8
7985	798	5	37.9	38.6	38.5	37	40	46.6
7986	798	6	37.9	38.6	38.8	37	36.4	29.7
7989	798	9	37.9	38.6	38.8	37	38.3	36.4
7991	799	1	37.9	38.6	53.1	64.3	58.7	66.1
7992	799	2	37.9	38.6	82.5	62.2	97.2	68.4
7993	799	3	37.9	38.6	38.8	37	38.3	36.4
7994	799	4	37.9	38.6	38.8	37	54.5	70.8
7995	799	5	37.9	38.6	38.5	37	40	46.6
7996	799	6	37.9	38.6	38.8	37	36.4	29.7
7999	799	9	37.9	38.6	38.8	37	38.3	36.4
8001	800	1	55.1	55.4	73.3	64.3	85.6	66.1
8002	800	2	55.1	55.4	69.3	62.2	80.7	68.4
8003	800	3	55.1	55.4	54.7	51.5	50.6	47.5
8004	800	4	55.1	55.4	54.7	51.5	51.6	56.9
8005	800	5	55.1	55.4	54.5	51.5	46.8	44.9
8006	800	6	55.1	55.4	54.7	51.5	42.4	29.7
8009	800	9	55.1	55.4	54.7	51.5	50.6	47.5
8011	801	1	55.8	55	73.3	64.3	85.6	66.1
8012	801	2	55.8	55	69.3	62.2	80.7	68.4
8013	801	3	55.8	55	54.7	51.5	50.6	47.5
8014	801	4	55.8	55	54.7	51.5	51.5	56.9
8015	801	5	55.8	55	55.3	51.3	45.9	43.5
8016	801	6	55.8	55	54.7	51.5	51.8	43.5
8019	801	9	55.8	55	54.7	51.5	50.6	47.5
8021	802	1	53.2	55.4	73.3	64.3	85.6	66.1
8022	802	2	53.2	55.4	69.3	62.2	80.7	68.4
8023	802	3	53.2	55.4	54.7	51.5	50.6	47.5
8024	802	4	53.2	55.4	54.7	51.5	53.5	56.9
8025	802	5	53.2	55.4	53.6	51.3	51.7	43.5
8026	802	6	53.2	55.4	54.7	51.5	36.2	29.7
8029	802	9	53.2	55	54.7	51.5	50.6	47.5
8031	803	1	49.3	56.2	73.3	64.3	85.6	66.1
8032	803	2	49.3	56.2	69.3	62.2	80.7	68.4
8033	803	3	49.3	56.2	54.7	51.5	50.6	47.5
8034	803	4	49.3	56.2	54.7	51.5	46.2	46.5
8035	803	5	49.3	56.2	52.3	51.7	46.2	46.5
8036	803	6	49.3	56.2	54.7	51.5	32.4	46.5
8039	803	9	49.3	56.2	54.7	51.5	50.6	47.5
8041	804	1	62.1	55.4	69.3	64.3	80.7	66.1
8042	804	2	62.1	55.4	69.3	62.2	80.7	68.4
8043	804	3	62.1	55.4	54.7	51.5	50.6	47.5
8044	804	4	62.1	55.4	54.7	51.5	51.6	56.9
8045	804	5	62.1	55.4	55.6	51.5	58.8	44.9
8046	804	6	62.1	55.4	54.7	51.5	58.8	29.7
8049	804	9	62.1	55.4	54.7	51.5	50.6	47.5
8051	805	1	24	55.4	28.8	51.7	32.4	46.5
8052	805	2	24	55.4	28.8	62.2	32.4	68.4
8053	805	3	24	55.4	54.7	51.5	50.6	47.5
8054	805	4	24	55.4	54.7	51.5	51.6	56.9
8055	805	5	24	55.4	28.8	51.7	32.4	46.5
8056	805	6	24	55.4	54.7	51.5	32.4	46.5
8059	805	9	24	56.2	54.7	51.5	50.6	47.5
8061	806	1	55.1	55.4	73.3	64.3	85.6	66.1
8062	806	2	55.1	55.4	69.3	62.2	80.7	68.4
8063	806	3	55.1	55.4	54.7	51.5	50.6	47.5
8064	806	4	55.1	55.4	54.7	51.5	51.6	56.9
8065	806	5	55.1	55.4	54.5	51.5	46.8	44.9
8066	806	6	55.1	55.4	54.7	51.5	42.4	29.7
8069	806	9	55.1	55.4	54.7	51.5	50.6	47.5
8071	807	1	55.1	55.4	73.3	64.3	85.6	66.1
8072	807	2	55.1	55.4	69.3	62.2	80.7	68.4
8073	807	3	55.1	55.4	54.7	51.5	50.6	47.5
8074	807	4	55.1	55.4	54.7	51.5	51.6	56.9
8075	807	5	55.1	55.4	54.5	51.5	46.8	44.9
8076	807	6	55.1	55.4	54.7	51.5	42.4	29.7
8079	807	9	55.1	55.4	54.7	51.5	50.6	47.5
8081	808	1	55.1	55.4	73.3	64.3	85.6	66.1
8082	808	2	55.1	55.4	69.3	62.2	80.7	68.4
8083	808	3	55.1	55.4	54.7	51.5	50.6	47.5
8084	808	4	55.1	55.4	54.7	51.5	51.6	56.9
8085	808	5	55.1	55.4	54.5	51.5	46.8	44.9
8086	808	6	55.1	55.4	54.7	51.5	42.4	29.7
8089	808	9	55.1	55.4	54.7	51.5	50.6	47.5
8091	809	1	55.1	55.4	73.3	64.3	85.6	66.1
8092	809	2	55.1	55.4	69.3	62.2	80.7	68.4
8093	809	3	55.1	55.4	54.7	51.5	50.6	47.5
8094	809	4	55.1	55.4	54.7	51.5	51.6	56.9
8095	809	5	55.1	55.4	54.5	51.5	46.8	44.9
8096	809	6	55.1	55.4	54.7	51.5	42.4	29.7
8099	809	9	55.1	55.4	54.7	51.5	50.6	47.5
8101	810	1	80.7	81.2	91.2	64.3	99	66.1
8102	810	2	80.7	81.2	86.5	62.2	99	68.4
8103	810	3	80.7	81.2	81.9	75.4	85.8	76.6
8104	810	4	80.7	81.2	81.9	75.4	75	74.6
8105	810	5	80.7	81.2	79.4	75.4	88.4	79.7
8106	810	6	80.7	81.2	81.9	75.4	37.4	29.7
8109	810	9	80.7	81.2	81.9	75.4	85.8	76.6
8111	811	1	95.3	75.6	91.2	64.3	99	66.1
8112	811	2	95.3	75.6	86.5	62.2	99	68.4
8113	811	3	95.3	75.6	81.9	75.4	85.8	76.6
8114	811	4	95.3	75.6	81.9	75.4	97.9	85.4
8115	811	5	95.3	75.6	96.2	71.5	97.9	85.4
8116	811	6	95.3	75.6	81.9	75.4	97.9	29.7
8119	811	9	95.3	75.6	81.9	75.4	85.8	76.6
8121	812	1	71.1	76.5	91.2	64.3	99	66.1
8122	812	2	71.1	76.5	69.3	62.2	61.6	68.4
8123	812	3	71.1	76.5	81.9	75.4	85.8	76.6
8124	812	4	71.1	76.5	81.9	75.4	61.6	64.4
8125	812	5	71.1	76.5	69.3	69.3	61.6	64.4
8126	812	6	71.1	76.5	81.9	75.4	37.4	64.4
8129	812	9	71.1	76.5	81.9	75.4	85.8	76.6
8131	813	1	85.9	86.8	91.2	82.7	99	79.7
8132	813	2	85.9	86.8	86.5	82.7	99	79.7
8133	813	3	85.9	86.8	81.9	75.4	85.8	76.6
8134	813	4	85.9	86.8	81.9	75.4	86	79.7
8135	813	5	85.9	86.8	88.5	82.7	88.4	79.7
8136	813	6	85.9	86.8	81.9	75.4	88.4	29.7
8139	813	9	85.9	86.8	81.9	75.4	85.8	76.6
8141	814	1	54.7	81.2	91.2	64.3	99	66.1
8142	814	2	54.7	81.2	86.5	62.2	99	68.4
8143	814	3	54.7	81.2	81.9	75.4	85.8	76.6
8144	814	4	54.7	81.2	81.9	75.4	50.6	64.4
8145	814	5	54.7	81.2	54.6	69.3	50.6	64.4
8146	814	6	54.7	81.2	81.9	75.4	37.4	29.7
8149	814	9	54.7	42.5	81.9	75.4	85.8	76.6
8151	815	1	80.7	81.2	91.2	64.3	99	66.1
8152	815	2	80.7	81.2	86.5	62.2	99	68.4
8153	815	3	80.7	81.2	81.9	75.4	85.8	76.6
8154	815	4	80.7	81.2	81.9	75.4	75	74.6
8155	815	5	80.7	81.2	79.4	75.4	88.4	79.7
8156	815	6	80.7	81.2	81.9	75.4	37.4	29.7
8159	815	9	80.7	81.2	81.9	75.4	85.8	76.6
8161	816	1	80.7	81.2	91.2	64.3	99	66.1
8162	816	2	80.7	81.2	86.5	62.2	99	68.4
8163	816	3	80.7	81.2	81.9	75.4	85.8	76.6
8164	816	4	80.7	81.2	81.9	75.4	75	74.6
8165	816	5	80.7	81.2	79.4	75.4	88.4	79.7
8166	816	6	80.7	81.2	81.9	75.4	37.4	29.7
8169	816	9	80.7	81.2	81.9	75.4	85.8	76.6
8171	817	1	80.7	81.2	91.2	64.3	99	66.1
8172	817	2	80.7	81.2	86.5	62.2	99	68.4
8173	817	3	80.7	81.2	81.9	75.4	85.8	76.6
8174	817	4	80.7	81.2	81.9	75.4	75	74.6
8175	817	5	80.7	81.2	79.4	75.4	88.4	79.7
8176	817	6	80.7	81.2	81.9	75.4	37.4	29.7
8179	817	9	80.7	81.2	81.9	75.4	85.8	76.6
8181	818	1	80.7	81.2	91.2	64.3	99	66.1
8182	818	2	80.7	81.2	86.5	62.2	99	68.4
8183	818	3	80.7	81.2	81.9	75.4	85.8	76.6
8184	818	4	80.7	81.2	81.9	75.4	75	74.6
8185	818	5	80.7	81.2	79.4	75.4	88.4	79.7
8186	818	6	80.7	81.2	81.9	75.4	37.4	29.7
8189	818	9	80.7	81.2	81.9	75.4	85.8	76.6
8191	819	1	80.7	81.2	91.2	64.3	99	66.1
8192	819	2	80.7	81.2	86.5	62.2	99	68.4
8193	819	3	80.7	81.2	81.9	75.4	85.8	76.6
8194	819	4	80.7	81.2	81.9	75.4	75	74.6
8195	819	5	80.7	81.2	79.4	75.4	88.4	79.7
8196	819	6	80.7	81.2	81.9	75.4	37.4	29.7
8199	819	9	80.7	81.2	81.9	75.4	85.8	76.6
8201	820	1	80.7	76.4	99	79.4	96.5	74.8
8202	820	2	80.7	76.4	74.5	62.2	85.7	68.4
8203	820	3	80.7	76.4	80.5	74.8	75.3	69.8
8204	820	4	80.7	76.4	80.5	74.8	56.7	72.2
8205	820	5	80.7	76.4	78	74.6	72.6	69.5
8206	820	6	80.7	76.4	80.5	74.8	46.1	47.3
8209	820	9	80.7	76.4	80.5	74.8	75.3	69.8
8211	821	1	86.2	79.9	99	79.4	96.5	74.8
8212	821	2	86.2	79.9	74.5	79.4	85.7	74.8
8213	821	3	86.2	79.9	80.5	74.8	75.3	69.8
8214	821	4	86.2	79.9	80.5	74.8	78	72.2
8215	821	5	86.2	79.9	82	78.3	78	73.1
8216	821	6	86.2	79.9	80.5	74.8	78	73.1
8219	821	9	86.2	79.9	80.5	74.8	75.3	69.8
8221	822	1	62.9	85.4	69.3	84.4	62.5	79.1
8222	822	2	62.9	85.4	74.5	62.2	85.7	68.4
8223	822	3	62.9	85.4	80.5	74.8	75.3	69.8
8224	822	4	62.9	85.4	80.5	74.8	56.7	72.2
8225	822	5	62.9	85.4	69.3	84.4	62.5	79.1
8226	822	6	62.9	85.4	80.5	74.8	46.1	79.1
8229	822	9	62.9	85.4	80.5	74.8	75.3	69.8
8231	823	1	70.9	72.6	99	70.8	96.5	65.8
8232	823	2	70.9	72.6	74.5	70.8	85.7	65.8
8233	823	3	70.9	72.6	80.5	74.8	75.3	69.8
8234	823	4	70.9	72.6	80.5	74.8	62.5	65.8
8235	823	5	70.9	72.6	70.7	70.8	62.5	65.8
8236	823	6	70.9	72.6	80.5	74.8	46.1	65.8
8239	823	9	70.9	72.6	80.5	74.8	75.3	69.8
8241	824	1	80.7	76.4	99	79.4	96.5	74.8
8242	824	2	80.7	76.4	74.5	62.2	85.7	68.4
8243	824	3	80.7	76.4	80.5	74.8	75.3	69.8
8244	824	4	80.7	76.4	80.5	74.8	56.7	72.2
8245	824	5	80.7	76.4	78	74.6	72.6	69.5
8246	824	6	80.7	76.4	80.5	74.8	46.1	47.3
8249	824	9	80.7	76.4	80.5	74.8	75.3	69.8
8251	825	1	80.7	76.4	99	79.4	96.5	74.8
8252	825	2	80.7	76.4	74.5	62.2	85.7	68.4
8253	825	3	80.7	76.4	80.5	74.8	75.3	69.8
8254	825	4	80.7	76.4	80.5	74.8	56.7	72.2
8255	825	5	80.7	76.4	78	74.6	72.6	69.5
8256	825	6	80.7	76.4	80.5	74.8	46.1	47.3
8259	825	9	80.7	76.4	80.5	74.8	75.3	69.8
8261	826	1	80.7	76.4	99	79.4	96.5	74.8
8262	826	2	80.7	76.4	74.5	62.2	85.7	68.4
8263	826	3	80.7	76.4	80.5	74.8	75.3	69.8
8264	826	4	80.7	76.4	80.5	74.8	56.7	72.2
8265	826	5	80.7	76.4	78	74.6	72.6	69.5
8266	826	6	80.7	76.4	80.5	74.8	46.1	47.3
8269	826	9	80.7	76.4	80.5	74.8	75.3	69.8
8271	827	1	80.7	76.4	99	79.4	96.5	74.8
8272	827	2	80.7	76.4	74.5	62.2	85.7	68.4
8273	827	3	80.7	76.4	80.5	74.8	75.3	69.8
