isco88	empst3	mcamsis	fcamsis
3451	2	62.90757	65.46165
3451	3	62.90757	63.92371
3452	0	62.90757	63.92371
3452	1	62.90757	65.46165
3452	2	62.90757	65.46165
3452	3	62.90757	63.92371
3453	0	62.90757	63.92371
3453	1	62.90757	65.46165
3453	2	62.90757	65.46165
3453	3	62.90757	63.92371
3460	0	56.7345	49.69061
3460	1	62.57494	49.69061
3460	2	62.57494	49.69061
3460	3	56.7345	49.69061
3470	0	67.89293	67.38078
3470	1	52.93285	66.55376
3470	2	52.93285	66.55376
3470	3	70.55788	67.44118
3471	0	72.16502	68.83715
3471	1	72.16502	68.83715
3471	2	72.16502	68.83715
3471	3	72.16502	68.83715
3472	0	67.53258	64.74878
3472	1	52.93285	66.55376
3472	2	52.93285	66.55376
3472	3	67.53258	64.74878
3473	0	59.38049	64.74878
3473	1	46.80479	64.74878
3473	2	46.80479	64.74878
3473	3	67.53258	64.74878
3474	0	64.67357	64.74878
3474	1	46.80479	66.55376
3474	2	46.80479	66.55376
3474	3	67.53258	64.74878
3475	0	71.16908	65.30344
3475	1	71.16908	65.30344
3475	2	71.16908	65.30344
3475	3	71.16908	65.30344
3479	0	67.89293	67.38078
3479	1	52.93285	66.55376
3479	2	52.93285	66.55376
3479	3	70.55788	67.44118
3480	0	56.13569	67.69999
3480	1	62.57494	65.46165
3480	2	62.57494	65.46165
3480	3	56.13569	67.69999
3481	0	56.13569	67.69999
3481	1	62.57494	65.46165
3481	2	62.57494	65.46165
3481	3	56.13569	67.69999
3482	0	56.13569	67.69999
3482	1	62.57494	65.46165
3482	2	62.57494	65.46165
3482	3	56.13569	67.69999
3490	0	65.93296	61.40014
3490	1	62.57494	65.46165
3490	2	62.57494	65.46165
3490	3	66.04917	61.32882
4000	0	57.16976	55.04516
4000	1	57.00381	54.33902
4000	2	57.00381	54.33902
4000	3	57.17055	55.04747
4100	0	56.9693	55.47503
4100	1	56.8803	54.33902
4100	2	56.8803	54.33902
4100	3	56.96972	55.47942
4110	0	72.97865	61.75438
4110	1	75.5532	54.33902
4110	2	75.5532	54.33902
4110	3	72.96432	61.77035
4111	0	75.5532	54.26568
4111	1	75.5532	54.33902
4111	2	75.5532	54.33902
4111	3	75.5532	54.26483
4112	0	75.5532	63.35662
4112	1	75.5532	54.33902
4112	2	75.5532	54.33902
4112	3	75.5532	63.35662
4113	0	75.5532	62.15144
4113	1	75.5532	54.33902
4113	2	75.5532	54.33902
4113	3	75.5532	62.15144
4114	0	73.52094	61.92483
4114	1	75.5532	54.33902
4114	2	75.5532	54.33902
4114	3	73.52094	61.94978
4115	0	66.89568	62.53972
4115	1	75.5532	54.33902
4115	2	75.5532	54.33902
4115	3	66.89568	62.55117
4120	0	67.67448	60.83055
4120	1	69.09631	54.33902
4120	2	69.09631	54.33902
4120	3	67.67031	60.86219
4121	0	57.51855	51.47498
4121	1	69.09631	54.33902
4121	2	69.09631	54.33902
4121	3	57.51855	51.45007
4122	0	69.09631	62.01661
4122	1	69.09631	54.33902
4122	2	69.09631	54.33902
4122	3	69.09631	62.05032
4123	0	67.67448	60.83055
4123	1	69.09631	54.33902
4123	2	69.09631	54.33902
4123	3	67.67031	60.86219
4130	0	54.0605	50.36173
4130	1	53.36234	54.33902
4130	2	53.36234	54.33902
4130	3	54.06443	50.34042
4131	0	53.13467	49.7313
4131	1	53.13467	54.33902
4131	2	53.13467	54.33902
4131	3	53.13467	49.70446
4132	0	60.27673	56.14047
4132	1	53.36234	54.33902
4132	2	53.36234	54.33902
4132	3	60.27673	56.14047
4133	0	55.29747	52.79216
4133	1	55.29747	54.33902
4133	2	55.29747	54.33902
4133	3	55.29747	52.78543
4140	0	49.80135	52.39747
4140	1	56.8803	54.33902
4140	2	56.8803	54.33902
4140	3	49.80135	52.39618
4141	0	66.56915	58.91438
4141	1	56.8803	54.33902
4141	2	56.8803	54.33902
4141	3	66.56915	58.92407
4142	0	47.03475	49.39309
4142	1	56.8803	54.33902
4142	2	56.8803	54.33902
4142	3	47.03475	49.39309
4143	0	49.80135	52.39747
4143	1	56.8803	54.33902
4143	2	56.8803	54.33902
4143	3	49.80135	52.39618
4144	0	49.80135	52.39747
4144	1	56.8803	54.33902
4144	2	56.8803	54.33902
4144	3	49.80135	52.39618
4190	0	60.97079	60.97287
4190	1	60.97079	54.33902
4190	2	60.97079	54.33902
4190	3	60.97079	61.01018
4200	0	59.01199	53.86682
4200	1	58.02722	54.33902
4200	2	58.02722	54.33902
4200	3	59.01709	53.86605
4210	0	57.38381	54.02276
4210	1	58.02722	54.33902
4210	2	58.02722	54.33902
4210	3	57.3792	54.02227
4211	0	58.02722	53.43056
4211	1	58.02722	54.33902
4211	2	58.02722	54.33902
4211	3	58.02722	53.42958
4212	0	58.02722	61.46021
4212	1	58.02722	54.33902
4212	2	58.02722	54.33902
4212	3	58.02722	61.49618
4213	0	58.02722	61.36114
4213	1	58.02722	54.33902
4213	2	58.02722	54.33902
4213	3	58.02722	61.49618
4214	0	57.38381	54.02276
4214	1	58.02722	54.33902
4214	2	58.02722	54.33902
4214	3	57.3792	54.02227
4215	0	51.68966	46.25292
4215	1	58.02722	54.33902
4215	2	58.02722	54.33902
4215	3	51.68966	46.25292
4216	0	57.38381	54.02276
4216	1	58.02722	54.33902
4216	2	58.02722	54.33902
4216	3	57.3792	54.02227
4219	0	57.38381	54.02276
4219	1	58.02722	54.33902
4219	2	58.02722	54.33902
4219	3	57.3792	54.02227
4220	0	63.32316	53.50378
4220	1	58.02722	54.33902
4220	2	58.02722	54.33902
4220	3	63.32316	53.50227
4221	0	67.27985	69.09606
4221	1	58.02722	54.33902
4221	2	58.02722	54.33902
4221	3	67.27985	69.29548
4222	0	67.27985	56.74685
4222	1	58.02722	54.33902
4222	2	58.02722	54.33902
4222	3	67.27985	56.75412
4223	0	59.92041	52.26625
4223	1	58.02722	54.33902
4223	2	58.02722	54.33902
4223	3	59.92041	52.26396
4224	0	63.32316	53.50378
4224	1	58.02722	54.33902
4224	2	58.02722	54.33902
4224	3	63.32316	53.50227
5000	0	53.34974	45.37329
5000	1	53.4643	49.77098
5000	2	53.4643	49.77098
5000	3	53.34378	45.2398
5100	0	52.84687	45.92089
5100	1	56.18536	50.72536
5100	2	56.18536	50.72536
5100	3	52.74033	45.77709
5110	0	47.21504	49.40513
5110	1	56.18536	49.40513
5110	2	56.18536	49.40513
5110	3	47.21504	49.40513
5111	0	47.21504	49.40513
5111	1	56.18536	49.40513
5111	2	56.18536	49.40513
5111	3	47.21504	49.40513
5112	0	47.21504	49.40513
5112	1	56.18536	49.40513
5112	2	56.18536	49.40513
5112	3	47.21504	49.40513
5113	0	47.21504	49.40513
5113	1	56.18536	49.40513
5113	2	56.18536	49.40513
5113	3	47.21504	49.40513
5120	0	57.92702	48.94941
5120	1	57.41799	55.82798
5120	2	57.41799	55.82798
5120	3	57.96252	48.74975
5121	0	62.51519	62.03038
5121	1	57.93322	58.26578
5121	2	57.93322	58.26578
5121	3	62.96704	62.36805
5122	0	49.00304	42.61758
5122	1	57.93322	42.61758
5122	2	57.93322	42.61758
5122	3	48.85082	42.61758
5123	0	48.71073	44.66108
5123	1	48.71073	44.66108
5123	2	48.71073	44.66108
5123	3	48.71073	44.66108
5124	0	57.92702	48.94941
5124	1	57.41799	55.82798
5124	2	57.41799	55.82798
5124	3	57.96252	48.74975
5130	0	48.51498	40.90406
5130	1	46.11185	38.37455
5130	2	46.11185	38.37455
5130	3	48.57211	40.94885
5131	0	55.73059	41.49519
5131	1	55.73059	41.49519
5131	2	55.73059	41.49519
5131	3	55.73059	41.49519
5132	0	48.47767	41.1033
5132	1	46.11185	41.1033
5132	2	46.11185	41.1033
5132	3	48.47767	41.1033
5133	0	45.4706	39.70808
5133	1	45.4706	36.77009
5133	2	45.4706	36.77009
5133	3	45.4706	39.90805
5139	0	45.4706	39.87061
5139	1	46.11185	39.87061
5139	2	46.11185	39.87061
5139	3	45.4706	39.87061
5140	0	47.04307	47.90746
5140	1	46.04601	51.929
5140	2	46.04601	51.929
5140	3	47.15115	47.58965
5141	0	43.94383	51.46814
5141	1	43.94383	52.19441
5141	2	43.94383	52.19441
5141	3	43.94383	51.37719
5142	0	44.98981	41.18642
5142	1	46.04601	41.18642
5142	2	46.04601	41.18642
5142	3	44.98981	41.18642
5143	0	47.04307	47.90746
5143	1	46.04601	51.929
5143	2	46.04601	51.929
5143	3	47.15115	47.58965
5144	0	47.04307	47.90746
5144	1	46.04601	51.929
5144	2	46.04601	51.929
5144	3	47.15115	47.58965
5145	0	47.04307	47.90746
5145	1	46.04601	51.929
5145	2	46.04601	51.929
5145	3	47.15115	47.58965
5149	0	57.95834	49.74801
5149	1	57.95834	41.1033
5149	2	57.95834	41.1033
5149	3	57.95834	50.21529
5150	0	52.84687	45.92089
5150	1	56.18536	50.72536
5150	2	56.18536	50.72536
5150	3	52.74033	45.77709
5151	0	52.84687	45.92089
5151	1	56.18536	50.72536
5151	2	56.18536	50.72536
5151	3	52.74033	45.77709
5152	0	52.84687	45.92089
5152	1	56.18536	50.72536
5152	2	56.18536	50.72536
5152	3	52.74033	45.77709
5160	0	49.35446	50.21529
5160	1	48.86442	50.72536
5160	2	48.86442	50.72536
5160	3	49.3551	50.21529
5161	0	45.4495	50.21529
5161	1	45.4495	50.72536
5161	2	45.4495	50.72536
5161	3	45.4495	50.21529
5162	0	49.35446	50.21529
5162	1	48.86442	50.72536
5162	2	48.86442	50.72536
5162	3	49.3551	50.21529
5163	0	50.57622	50.21529
5163	1	48.86442	50.72536
5163	2	48.86442	50.72536
5163	3	50.57622	50.21529
5164	0	49.35446	50.21529
5164	1	48.86442	50.72536
5164	2	48.86442	50.72536
5164	3	49.3551	50.21529
5165	0	49.35446	50.21529
5165	1	48.86442	50.72536
5165	2	48.86442	50.72536
5165	3	49.3551	50.21529
5169	0	49.8889	50.21529
5169	1	49.8889	50.72536
5169	2	49.8889	50.72536
5169	3	49.8889	50.21529
5200	0	54.80202	44.91723
5200	1	51.10526	48.9957
5200	2	51.10526	48.9957
5200	3	55.22661	44.79198
5210	0	54.80202	44.91723
5210	1	51.10526	48.9957
5210	2	51.10526	48.9957
5210	3	55.22661	44.79198
5211	0	54.80202	44.91723
5211	1	51.10526	48.9957
5211	2	51.10526	48.9957
5211	3	55.22661	44.79198
5212	0	54.80202	44.91723
5212	1	51.10526	48.9957
5212	2	51.10526	48.9957
5212	3	55.22661	44.79198
5220	0	54.80202	44.91723
5220	1	51.10526	48.9957
5220	2	51.10526	48.9957
5220	3	55.22661	44.79198
5230	0	54.80202	44.91723
5230	1	51.10526	48.9957
5230	2	51.10526	48.9957
5230	3	55.22661	44.79198
6000	0	43.36299	37.84915
6000	1	43.70957	37.80545
6000	2	43.70957	37.80545
6000	3	43.05353	37.85937
6100	0	43.36299	37.84915
6100	1	43.70957	37.80545
6100	2	43.70957	37.80545
6100	3	43.05353	37.85937
6110	0	43.87704	37.68716
6110	1	44.66515	37.3391
6110	2	44.66515	37.3391
6110	3	43.22338	37.77308
6111	0	43.96328	37.65797
6111	1	44.71587	37.3391
6111	2	44.71587	37.3391
6111	3	43.33393	37.73796
6112	0	43.50881	39.86061
6112	1	43.50881	37.3391
6112	2	43.50881	37.3391
6112	3	43.50881	40.01715
6113	0	43.87704	37.68716
6113	1	44.66515	37.3391
6113	2	44.66515	37.3391
6113	3	43.22338	37.77308
6114	0	43.87704	37.68716
6114	1	44.66515	37.3391
6114	2	44.66515	37.3391
6114	3	43.22338	37.77308
6115	0	41.9665	37.62728
6115	1	43.55516	37.3391
6115	2	43.55516	37.3391
6115	3	40.7285	37.69169
6120	0	41.60253	37.3906
6120	1	42.04689	37.266
6120	2	42.04689	37.266
6120	3	41.30516	37.40985
6121	0	41.60548	37.20966
6121	1	42.04689	37.266
6121	2	42.04689	37.266
6121	3	41.30516	37.20088
6122	0	41.50138	38.42033
6122	1	42.04689	37.266
6122	2	42.04689	37.266
6122	3	41.30516	38.56025
6123	0	41.63827	39.4601
6123	1	42.04689	37.266
6123	2	42.04689	37.266
6123	3	41.30516	40.00863
6124	0	41.59777	34.92868
6124	1	42.04689	37.266
6124	2	42.04689	37.266
6124	3	41.30516	34.41739
6125	0	41.57586	38.5902
6125	2	42.04689	37.266
6125	3	41.30516	38.75409
6129	0	41.60253	37.3906
6129	1	42.04689	37.266
6129	2	42.04689	37.266
6129	3	41.30516	37.40985
6130	0	43.22197	38.0085
6130	1	43.1752	38.21392
6130	2	43.1752	38.21392
6130	3	43.27019	37.96042
6131	0	43.22197	38.0085
6131	1	43.1752	38.21392
6131	2	43.1752	38.21392
6131	3	43.27019	37.96042
6132	0	43.22197	38.0085
6132	1	43.1752	38.21392
6132	2	43.1752	38.21392
6132	3	43.27019	37.96042
6133	0	43.22197	38.0085
6133	1	43.1752	38.21392
6133	2	43.1752	38.21392
6133	3	43.27019	37.96042
6134	0	43.22197	38.0085
6134	1	43.1752	38.21392
6134	2	43.1752	38.21392
6134	3	43.27019	37.96042
6140	0	41.81271	42.76284
6140	1	41.81271	37.96042
6140	2	41.81271	37.96042
6140	3	41.81271	42.8046
6141	0	41.81271	42.76284
6141	1	41.81271	37.96042
6141	2	41.81271	37.96042
6141	3	41.81271	42.8046
6142	0	41.81271	42.76284
6142	1	41.81271	37.96042
6142	2	41.81271	37.96042
6142	3	41.81271	42.8046
6150	0	40.00393	40.38251
6150	1	40.00393	37.80545
6150	2	40.00393	37.80545
6150	3	40.00393	40.38251
6151	0	40.00393	42.8046
6151	1	40.00393	37.80545
6151	2	40.00393	37.80545
6151	3	40.00393	42.8046
6152	0	40.00393	37.96042
6152	1	40.00393	37.80545
6152	2	40.00393	37.80545
6152	3	40.00393	37.96042
6153	0	40.00393	40.38251
6153	1	40.00393	37.80545
6153	2	40.00393	37.80545
6153	3	40.00393	40.38251
6154	0	40.00393	40.38251
6154	1	40.00393	37.80545
6154	2	40.00393	37.80545
6154	3	40.00393	40.38251
6200	0	43.36299	37.84915
6200	1	43.70957	37.80545
6200	2	43.70957	37.80545
6200	3	43.05353	37.85937
6210	0	43.36299	37.84915
6210	1	43.70957	37.80545
6210	2	43.70957	37.80545
6210	3	43.05353	37.85937
6254	0	43.36299	37.84915
6254	1	43.70957	37.80545
6254	2	43.70957	37.80545
6254	3	43.05353	37.85937
7000	0	42.21964	41.37214
7000	1	39.63766	41.0109
7000	2	39.63766	41.0109
7000	3	42.3635	41.37735
7100	0	39.01072	40.76486
7100	1	36.99516	39.76343
7100	2	36.99516	39.76343
7100	3	39.26198	40.80621
7110	0	40.20214	42.28655
7110	1	35.53549	40.44266
7110	2	35.53549	40.44266
7110	3	40.28611	42.30191
7111	0	39.86631	41.39938
7111	1	35.53549	40.44266
7111	2	35.53549	40.44266
7111	3	39.86631	41.39938
7112	0	45.52699	44.56368
7112	1	35.53549	40.44266
7112	2	35.53549	40.44266
7112	3	45.85139	44.56368
7113	0	39.82784	41.13668
7113	1	35.53549	40.44266
7113	2	35.53549	40.44266
7113	3	41.0974	41.1656
7114	0	40.20214	42.28655
7114	1	35.53549	40.44266
7114	2	35.53549	40.44266
7114	3	40.28611	42.30191
7115	0	40.20214	42.28655
7115	1	35.53549	40.44266
7115	2	35.53549	40.44266
7115	3	40.28611	42.30191
7120	0	37.01579	41.58532
7120	1	35.77556	40.73642
7120	2	35.77556	40.73642
7120	3	37.23627	41.64265
7121	0	38.24486	40.98102
7121	1	35.53549	40.44266
7121	2	35.53549	40.44266
7121	3	38.68936	41.1656
7122	0	36.71078	41.1656
7122	1	35.53549	41.1656
7122	2	35.53549	41.1656
7122	3	36.98241	41.1656
7123	0	36.99473	39.13564
7123	1	39.71194	40.73642
7123	2	39.71194	40.73642
7123	3	36.80297	39.13564
7124	0	37.49391	39.38136
7124	1	35.95496	39.38136
7124	2	35.95496	39.38136
7124	3	37.70665	39.38136
7125	0	37.01579	41.58532
7125	1	35.77556	40.73642
7125	2	35.77556	40.73642
7125	3	37.23627	41.64265
7126	0	37.01579	41.58532
7126	1	35.77556	40.73642
7126	2	35.77556	40.73642
7126	3	37.23627	41.64265
7129	0	38.20082	45.18225
7129	1	35.53549	40.73642
7129	2	35.53549	40.73642
7129	3	38.28221	45.18225
7130	0	42.95814	44.61796
7130	1	45.55248	43.88197
7130	2	45.55248	43.88197
7130	3	42.87008	44.6237
7131	0	37.98685	42.79794
7131	1	46.33387	40.44266
7131	2	46.33387	40.44266
7131	3	36.80845	42.99422
7132	0	41.74417	42.99422
7132	1	46.33387	43.88197
7132	2	46.33387	43.88197
7132	3	41.17371	42.99422
7133	0	41.17371	42.10481
7133	1	45.55248	43.88197
7133	2	45.55248	43.88197
7133	3	41.17371	42.10481
7134	0	40.00123	42.10481
7134	1	46.33387	43.88197
7134	2	46.33387	43.88197
7134	3	39.93202	42.10481
7135	0	41.96964	42.10481
7135	1	46.33387	43.88197
7135	2	46.33387	43.88197
7135	3	41.30993	42.10481
7136	0	42.91845	45.60162
7136	1	45.0443	45.60162
7136	2	45.0443	45.60162
7136	3	42.86655	45.60162
7137	0	46.7628	45.60162
7137	1	45.0443	43.88197
7137	2	45.0443	43.88197
7137	3	46.79092	45.60162
7139	0	42.95814	44.61796
7139	1	45.55248	43.88197
7139	2	45.55248	43.88197
7139	3	42.87008	44.6237
7140	0	39.54024	38.3381
7140	1	39.05935	38.33295
7140	2	39.05935	38.33295
7140	3	39.62256	38.33831
7141	0	39.54112	38.33295
7141	1	39.05935	38.33295
7141	2	39.05935	38.33295
7141	3	39.62256	38.33295
7142	0	39.54024	38.3381
7142	1	39.05935	38.33295
7142	2	39.05935	38.33295
7142	3	39.62256	38.33831
7143	0	39.44555	39.89441
7143	1	39.05935	38.33295
7143	2	39.05935	38.33295
7143	3	39.62256	39.89441
7200	0	43.5395	43.47817
7200	1	42.31104	42.64228
7200	2	42.31104	42.64228
7200	3	43.5694	43.48368
7210	0	42.11388	42.5528
7210	1	42.4271	41.69835
7210	2	42.4271	41.69835
7210	3	42.10669	42.56023
7211	0	39.01301	39.9011
7211	1	36.98241	40.44266
7211	2	36.98241	40.44266
7211	3	39.05538	39.89441
7212	0	39.17006	40.5686
7212	1	38.31981	40.5686
7212	2	38.31981	40.5686
7212	3	39.18419	40.5686
7213	0	42.39461	43.62817
7213	1	43.68231	40.44266
7213	2	43.68231	40.44266
7213	3	42.01382	44.29881
7214	0	43.00289	43.3777
7214	1	42.54128	43.3777
7214	2	42.54128	43.3777
7214	3	43.00702	43.3777
7215	0	39.39401	39.19933
7215	1	42.4271	41.69835
7215	2	42.4271	41.69835
7215	3	39.39401	39.19933
7216	0	42.11388	42.5528
7216	1	42.4271	41.69835
7216	2	42.4271	41.69835
7216	3	42.10669	42.56023
7220	0	41.69784	41.46104
7220	1	35.63461	41.45823
7220	2	35.63461	41.45823
7220	3	41.83541	41.46105
7221	0	39.18781	39.21111
7221	1	34.77348	40.44266
7221	2	34.77348	40.44266
7221	3	40.20486	39.19933
7222	0	43.50051	42.33162
7222	1	34.77348	41.45823
7222	2	34.77348	41.45823
7222	3	43.52909	42.33162
7223	0	39.87682	39.8088
7223	1	37.67193	41.45823
7223	2	37.67193	41.45823
7223	3	39.88077	39.8088
7224	0	41.89131	41.79676
7224	1	37.67193	41.79676
7224	2	37.67193	41.79676
7224	3	41.92598	41.79676
7226	0	41.69784	41.46104
7226	1	35.63461	41.45823
7226	2	35.63461	41.45823
7226	3	41.83541	41.46105
7227	0	41.69784	41.46104
7227	1	35.63461	41.45823
7227	2	35.63461	41.45823
7227	3	41.83541	41.46105
7230	0	43.23036	45.56098
7230	1	43.3615	43.18648
7230	2	43.3615	43.18648
7230	3	43.22421	45.58994
7231	0	45.46301	45.69666
7231	1	48.05202	40.44266
7231	2	48.05202	40.44266
7231	3	45.33442	45.73781
7232	0	57.25295	45.73781
7232	1	43.3615	43.18648
7232	2	43.3615	43.18648
7232	3	57.25295	45.73781
7233	0	39.15924	45.24434
7233	1	34.23992	45.24434
7233	2	34.23992	45.24434
7233	3	39.37186	45.24434
7234	0	43.23036	45.56098
7234	1	43.3615	43.18648
7234	2	43.3615	43.18648
7234	3	43.22421	45.58994
7235	0	43.23036	45.56098
7235	1	43.3615	43.18648
7235	2	43.3615	43.18648
7235	3	43.22421	45.58994
7239	0	43.23036	45.56098
7239	1	43.3615	43.18648
7239	2	43.3615	43.18648
7239	3	43.22421	45.58994
7240	0	48.40123	46.72916
7240	1	49.22551	45.83707
7240	2	49.22551	45.83707
7240	3	48.39399	46.73384
7241	0	48.31337	44.82862
7241	1	49.36754	44.82862
7241	2	49.36754	44.82862
7241	3	48.29511	44.82862
7242	0	60.0479	50.27477
7242	1	49.36754	50.27477
7242	2	49.36754	50.27477
7242	3	60.51566	50.27477
7243	0	48.40123	46.72916
7243	1	49.22551	45.83707
7243	2	49.22551	45.83707
7243	3	48.39399	46.73384
7244	0	53.00223	50.27477
7244	1	49.13295	45.83707
7244	2	49.13295	45.83707
7244	3	53.01081	50.27477
7245	0	47.36985	47.38319
7245	1	49.13295	47.38319
7245	2	49.13295	47.38319
7245	3	47.3568	47.38319
7246	0	48.40123	46.72916
7246	1	49.22551	45.83707
7246	2	49.22551	45.83707
7246	3	48.39399	46.73384
7247	0	48.40123	46.72916
7247	1	49.22551	45.83707
7247	2	49.22551	45.83707
7247	3	48.39399	46.73384
7300	0	46.95817	44.51086
7300	1	51.00771	44.56546
7300	2	51.00771	44.56546
7300	3	46.53515	44.50936
7310	0	55.14711	50.76335
7310	1	61.66798	50.46642
7310	2	61.66798	50.46642
7310	3	54.64634	50.77364
7311	0	53.57285	51.36525
7311	1	61.66798	51.36525
7311	2	61.66798	51.36525
7311	3	53.0669	51.36525
7312	0	54.44307	51.36525
7312	1	61.66798	50.46642
7312	2	61.66798	50.46642
7312	3	53.0669	51.36525
7313	0	62.60596	49.43917
7313	1	61.66798	49.43917
7313	2	61.66798	49.43917
7313	3	62.72082	49.43917
7314	0	55.14711	50.76335
7314	1	61.66798	50.46642
7314	2	61.66798	50.46642
7314	3	54.64634	50.77364
7320	0	41.11909	42.50667
7320	1	47.79713	42.65354
7320	2	47.79713	42.65354
7320	3	40.61805	42.50301
7321	0	43.93176	42.33594
7321	1	47.79713	42.33594
7321	2	47.79713	42.33594
7321	3	43.25174	42.33594
7322	0	38.36977	40.72281
7322	1	47.79713	42.65354
7322	2	47.79713	42.65354
7322	3	38.29861	40.72281
7323	0	45.37739	40.70969
7323	1	47.79713	42.65354
7323	2	47.79713	42.65354
7323	3	45.37739	40.70969
7324	0	45.71767	44.05101
7324	1	47.79713	44.05101
7324	2	47.79713	44.05101
7324	3	45.37739	44.05101
7330	0	49.18978	40.4044
7330	1	47.51254	40.40415
7330	2	47.51254	40.40415
7330	3	49.95768	40.40442
7331	0	49.22428	40.40881
7331	1	47.79713	40.40881
7331	2	47.79713	40.40881
7331	3	49.95768	40.40881
7332	0	48.8764	40.39717
7332	1	36.98241	40.39717
7332	2	36.98241	40.39717
7332	3	49.95768	40.39717
7340	0	47.20593	45.04707
7340	1	51.00771	45.74553
7340	2	51.00771	45.74553
7340	3	47.20593	45.0387
7341	0	47.20593	41.02394
7341	1	51.00771	45.74553
7341	2	51.00771	45.74553
7341	3	47.20593	41.02394
7342	0	47.20593	45.04707
7342	1	51.00771	45.74553
7342	2	51.00771	45.74553
7342	3	47.20593	45.0387
7343	0	47.20593	45.04707
7343	1	51.00771	45.74553
7343	2	51.00771	45.74553
7343	3	47.20593	45.0387
7344	0	47.20593	45.04707
7344	1	51.00771	45.74553
7344	2	51.00771	45.74553
7344	3	47.20593	45.0387
7345	0	47.20593	45.74553
7345	1	51.00771	45.74553
7345	2	51.00771	45.74553
7345	3	47.20593	45.74553
7346	0	47.20593	45.74553
7346	1	51.00771	45.74553
7346	2	51.00771	45.74553
7346	3	47.20593	45.74553
7400	0	40.90249	40.58392
7400	1	40.68346	40.58051
7400	2	40.68346	40.58051
7400	3	40.92333	40.58397
7410	0	41.45252	41.30362
7410	1	41.70262	41.36058
7410	2	41.70262	41.36058
7410	3	41.44678	41.30317
7411	0	44.44782	40.93727
7411	1	44.44782	40.93727
7411	2	44.44782	40.93727
7411	3	44.44782	40.93727
7412	0	40.09637	41.3644
7412	1	40.09637	41.3644
7412	2	40.09637	41.3644
7412	3	40.09637	41.3644
7413	0	39.13346	42.09676
7413	1	41.70262	42.09676
7413	2	41.70262	42.09676
7413	3	39.13346	42.09676
7414	0	39.13346	39.6996
7414	1	39.13346	41.36058
7414	2	39.13346	41.36058
7414	3	39.13346	39.6996
7415	0	41.45252	41.30362
7415	1	41.70262	41.36058
7415	2	41.70262	41.36058
7415	3	41.44678	41.30317
7416	0	41.45252	41.30362
7416	1	41.70262	41.36058
7416	2	41.70262	41.36058
7416	3	41.44678	41.30317
7419	0	41.45252	41.30362
7419	1	41.70262	41.36058
7419	2	41.70262	41.36058
7419	3	41.44678	41.30317
7420	0	40.3713	40.78551
7420	1	40.08465	40.66059
7420	2	40.08465	40.66059
7420	3	40.40352	40.78875
7421	0	40.7415	41.97481
7421	1	40.08465	40.66059
7421	2	40.08465	40.66059
7421	3	40.78477	41.97481
7422	0	40.35036	40.7936
7422	1	40.08465	40.7936
7422	2	40.08465	40.7936
7422	3	40.37784	40.7936
7423	0	39.4805	39.83292
7423	1	40.08465	40.44266
7423	2	40.08465	40.44266
7423	3	39.37735	39.77391
7424	0	41.81444	39.83074
7424	1	40.08465	40.49205
7424	2	40.08465	40.49205
7424	3	43.44919	39.65229
7430	0	42.93118	40.5022
7430	1	44.0387	40.49205
7430	2	44.0387	40.49205
7430	3	42.82037	40.50234
7431	0	42.22203	39.16238
7431	1	44.0387	40.49205
7431	2	44.0387	40.49205
7431	3	42.15348	39.15982
7432	0	40.22854	40.68352
7432	1	44.0387	40.49205
7432	2	44.0387	40.49205
7432	3	40.08156	40.68507
7433	0	44.14621	40.44335
7433	1	44.0387	40.49205
7433	2	44.0387	40.49205
7433	3	44.15571	40.44266
7434	0	43.7725	40.69463
7434	1	44.0387	40.49205
7434	2	44.0387	40.49205
7434	3	43.68376	40.69842
7435	0	41.66975	40.95592
7435	1	44.0387	40.49205
7435	2	44.0387	40.49205
7435	3	41.44247	40.96778
7436	0	41.44247	41.59613
7436	1	44.0387	40.49205
7436	2	44.0387	40.49205
7436	3	41.44247	41.69389
7437	0	41.8271	41.3413
7437	1	44.0387	40.49205
7437	2	44.0387	40.49205
7437	3	41.44247	41.36112
7439	0	42.93118	40.5022
7439	1	44.0387	40.49205
7439	2	44.0387	40.49205
7439	3	42.82037	40.50234
7440	0	39.66376	40.03421
7440	1	38.65323	40.48875
7440	2	38.65323	40.48875
7440	3	39.78105	40.02985
7441	0	39.16043	41.21688
7441	1	38.65323	40.44266
7441	2	38.65323	40.44266
7441	3	39.18579	41.23965
7442	0	39.70002	40.00743
7442	1	38.65323	40.49205
7442	2	38.65323	40.49205
7442	3	39.82684	40.00301
7443	0	39.66376	40.03421
7443	1	38.65323	40.48875
7443	2	38.65323	40.48875
7443	3	39.78105	40.02985
7500	0	42.21964	41.37214
7500	1	39.63766	41.0109
7500	2	39.63766	41.0109
7500	3	42.3635	41.37735
7510	0	42.21964	41.37214
7510	1	39.63766	41.0109
7510	2	39.63766	41.0109
7510	3	42.3635	41.37735
7520	0	42.21964	41.37214
7520	1	39.63766	41.0109
7520	2	39.63766	41.0109
7520	3	42.3635	41.37735
7530	0	42.21964	41.37214
7530	1	39.63766	41.0109
7530	2	39.63766	41.0109
7530	3	42.3635	41.37735
8000	0	44.31096	41.26391
8000	1	47.11488	43.57917
8000	2	47.11488	43.57917
8000	3	44.21463	41.25746
8100	0	41.29259	43.05029
8100	1	37.50047	41.16026
8100	2	37.50047	41.16026
8100	3	41.31364	43.05284
