isco88	empst3	mcamsis	fcamsis
1230	3	82.18022	78.94677
1231	0	84.38506	78.54768
1231	1	85.62044	80.67577
1231	2	68.56784	61.66029
1231	3	84.35039	78.51924
1232	0	85.56593	82.75797
1232	1	85.62044	80.67577
1232	2	68.56784	61.66029
1232	3	85.56366	82.77449
1233	0	90.02566	83.07193
1233	1	85.62044	80.67577
1233	2	68.56784	61.66029
1233	3	90.24731	83.17229
1234	0	89.71344	82.77285
1234	1	85.62044	80.67577
1234	2	68.56784	61.66029
1234	3	90.24731	83.17229
1235	0	74.22672	71.92683
1235	1	85.62044	80.67577
1235	2	68.56784	61.66029
1235	3	73.91431	71.57301
1236	0	88.76997	92.7376
1236	1	85.62044	80.67577
1236	2	68.56784	61.66029
1236	3	89.1405	93.21062
1237	0	93.03027	90.59919
1237	1	85.62044	80.67577
1237	2	68.56784	61.66029
1237	3	94.41176	93.21062
1239	0	75.24628	80.53493
1239	1	85.62044	80.67577
1239	2	68.56784	61.66029
1239	3	75.24628	80.53493
1240	0	85.97482	80.68176
1240	1	87.32201	78.96001
1240	2	68.56784	61.66029
1240	3	85.84866	80.77354
1250	0	85.97482	80.68176
1250	1	87.32201	78.96001
1250	2	68.56784	61.66029
1250	3	85.84866	80.77354
1251	0	85.97482	80.68176
1251	1	87.32201	78.96001
1251	2	68.56784	61.66029
1251	3	85.84866	80.77354
1252	0	85.97482	80.68176
1252	1	87.32201	78.96001
1252	2	68.56784	61.66029
1252	3	85.84866	80.77354
1300	0	73.14622	63.32341
1300	1	72.80819	62.07856
1300	2	68.56784	61.66029
1300	3	75.31592	68.32629
1310	0	73.14622	63.32341
1310	1	72.80819	62.07856
1310	2	68.56784	61.66029
1310	3	75.31592	68.32629
1311	0	70.34595	72.34062
1311	1	70.86478	71.78311
1311	2	70.86478	71.78311
1311	3	68.67129	73.60236
1312	0	70.08027	68.31124
1312	1	68.18112	66.52824
1312	2	68.18112	66.52824
1312	3	79.13222	73.60236
1313	0	77.78587	75.88914
1313	1	77.58033	76.85767
1313	2	77.58033	76.85767
1313	3	78.67001	73.60236
1314	0	73.4894	59.33492
1314	1	73.84053	58.04945
1314	2	65.98793	55.08334
1314	3	73.13697	65.77147
1315	0	62.80052	61.06131
1315	1	62.46997	61.06131
1315	2	62.46997	61.06131
1315	3	64.1126	61.06131
1316	0	68.86313	60.71148
1316	1	67.56078	60.71148
1316	2	67.56078	60.71148
1316	3	76.01909	60.71148
1317	0	73.66869	76.0863
1317	1	71.77737	76.0863
1317	2	71.77737	76.0863
1317	3	80.23997	76.0863
1318	0	67.16067	68.4216
1318	1	67.16067	68.4216
1318	2	67.16067	68.4216
1318	3	67.16067	68.4216
1319	0	84.97335	82.44933
1319	1	84.50771	84.38379
1319	2	84.50771	84.38379
1319	3	86.30995	76.68281
2000	0	88.27313	84.00986
2000	1	91.68899	88.47282
2000	2	91.68899	88.47282
2000	3	88.17502	83.88062
2100	0	90.61258	85.73132
2100	1	92.89482	89.27346
2100	2	92.89482	89.27346
2100	3	90.57971	85.70024
2110	0	94.54241	90.40103
2110	1	93.87898	89.87361
2110	2	93.87898	89.87361
2110	3	94.5512	90.40318
2111	0	96.82092	93.19393
2111	1	93.87898	89.87361
2111	2	93.87898	89.87361
2111	3	96.82092	93.19393
2112	0	96.82092	89.87361
2112	1	93.87898	89.87361
2112	2	93.87898	89.87361
2112	3	96.82092	89.87361
2113	0	93.87898	89.87361
2113	1	93.87898	89.87361
2113	2	93.87898	89.87361
2113	3	93.87898	89.87361
2114	0	93.3619	90.97925
2114	1	93.87898	89.87361
2114	2	93.87898	89.87361
2114	3	93.3619	90.97925
2119	0	94.54241	90.40103
2119	1	93.87898	89.87361
2119	2	93.87898	89.87361
2119	3	94.5512	90.40318
2120	0	85.41387	85.47407
2120	1	83.79563	85.48367
2120	2	83.79563	85.48367
2120	3	85.62712	85.47325
2121	0	91.50583	85.45575
2121	1	91.50583	85.45575
2121	2	91.50583	85.45575
2121	3	91.50583	85.45575
2122	0	82.14345	85.48621
2122	1	82.14345	85.48621
2122	2	82.14345	85.48621
2122	3	82.14345	85.48621
2129	0	85.41387	85.47407
2129	1	83.79563	85.48367
2129	2	83.79563	85.48367
2129	3	85.62712	85.47325
2130	0	98.10513	90.8205
2130	1	98.05231	89.27346
2130	2	98.05231	89.27346
2130	3	98.10582	90.8205
2131	0	98.21629	90.52069
2131	1	98.21629	89.27346
2131	2	98.21629	89.27346
2131	3	98.21629	90.52069
2132	0	98.10513	90.8205
2132	1	98.05231	89.27346
2132	2	98.05231	89.27346
2132	3	98.10582	90.8205
2139	0	97.65878	93.43054
2139	1	97.65878	89.27346
2139	2	97.65878	89.27346
2139	3	97.65878	93.43054
2140	0	89.91882	84.52472
2140	1	93.2794	90.236
2140	2	93.2794	90.236
2140	3	89.87207	84.46858
2141	0	97.87311	94.7907
2141	1	92.20232	94.7907
2141	2	92.20232	94.7907
2141	3	99	94.7907
2142	0	90.02125	85.90727
2142	1	92.20232	85.90727
2142	2	92.20232	85.90727
2142	3	89.96597	85.90727
2143	0	91.60661	84.79343
2143	1	94.49638	90.236
2143	2	94.49638	90.236
2143	3	91.56773	84.79343
2144	0	92.89845	86.09613
2144	1	94.49638	74.8533
2144	2	94.49638	74.8533
2144	3	92.88233	86.1384
2145	0	89.18497	82.05157
2145	1	94.49638	82.05157
2145	2	94.49638	82.05157
2145	3	89.13843	82.05157
2146	0	89.20026	85.64375
2146	1	93.2794	90.236
2146	2	93.2794	90.236
2146	3	89.20026	85.64375
2147	0	82.79086	80.70193
2147	1	93.2794	90.236
2147	2	93.2794	90.236
2147	3	82.79086	80.70193
2148	0	88.61821	89.08688
2148	1	92.20232	89.08688
2148	2	92.20232	89.08688
2148	3	88.41572	89.08688
2149	0	96.47633	90.62418
2149	1	92.20232	90.236
2149	2	92.20232	90.236
2149	3	96.52532	90.62418
2151	0	87.65546	86.61378
2151	3	87.65546	86.61378
2152	0	90.29451	82.73807
2152	3	90.29451	82.73807
2161	0	83.26631	81.66645
2161	3	83.26631	81.66645
2162	0	87.08702	84.58305
2162	3	87.08702	84.58305
2200	0	93.6662	90.61103
2200	1	93.22993	91.34296
2200	2	93.22993	91.34296
2200	3	93.70383	90.53304
2210	0	87.99855	83.40244
2210	1	87.59532	83.31149
2210	2	87.59532	83.31149
2210	3	88.00812	83.40332
2211	0	93.50563	84.67459
2211	1	93.50563	84.67459
2211	2	93.50563	84.67459
2211	3	93.50563	84.67459
2212	0	99	89.0118
2212	1	87.59532	83.31149
2212	2	87.59532	83.31149
2212	3	99	89.0118
2213	0	86.75099	82.76624
2213	1	86.75099	82.76624
2213	2	86.75099	82.76624
2213	3	86.75099	82.76624
2220	0	96.96217	91.87845
2220	1	93.90778	91.46387
2220	2	93.90778	91.46387
2220	3	97.34778	91.9305
2221	0	98.25926	92.66433
2221	1	94.61243	91.01918
2221	2	94.61243	91.01918
2221	3	98.55713	92.85385
2222	0	98.16792	92.46541
2222	1	96.43138	91.67241
2222	2	96.43138	91.67241
2222	3	99	92.71137
2223	0	92.78493	85.55175
2223	1	88.08077	85.55175
2223	2	88.08077	85.55175
2223	3	93.47096	85.55175
2224	0	99	89.44955
2224	1	99	96.65376
2224	2	99	96.65376
2224	3	99	89.0118
2225	0	96.96217	91.87845
2225	1	93.90778	91.46387
2225	2	93.90778	91.46387
2225	3	97.34778	91.9305
2229	0	88.22305	91.76239
2229	1	89.13843	91.76239
2229	2	89.13843	91.76239
2229	3	88.1969	91.76239
2230	0	93.6662	90.61103
2230	1	93.22993	91.34296
2230	2	93.22993	91.34296
2230	3	93.70383	90.53304
2300	0	85.40662	80.20494
2300	1	84.30982	82.21886
2300	2	84.30982	82.21886
2300	3	85.40858	80.20293
2310	0	99	90.57764
2310	1	99	82.21886
2310	2	99	82.21886
2310	3	99	90.57764
2311	0	99	90.57764
2311	1	99	82.21886
2311	2	99	82.21886
2311	3	99	90.57764
2319	0	99	90.57764
2319	1	99	82.21886
2319	2	99	82.21886
2319	3	99	90.57764
2320	0	81.04588	79.06422
2320	1	81.04533	82.21886
2320	2	81.04533	82.21886
2320	3	81.04588	79.06056
2321	0	85.18193	84.67404
2321	1	85.18193	84.67404
2321	2	85.18193	84.67404
2321	3	85.18193	84.67404
2322	0	77.73606	74.8533
2322	1	77.73606	74.8533
2322	2	77.73606	74.8533
2322	3	77.73606	74.8533
2323	0	81.04588	79.06422
2323	1	81.04533	82.21886
2323	2	81.04533	82.21886
2323	3	81.04588	79.06056
2330	0	85.22104	74.32846
2330	1	84.30982	82.21886
2330	2	84.30982	82.21886
2330	3	85.22104	74.32846
2331	0	85.22104	73.78035
2331	1	84.30982	82.21886
2331	2	84.30982	82.21886
2331	3	85.22104	73.78035
2332	0	85.22104	77.66809
2332	1	84.30982	82.21886
2332	2	84.30982	82.21886
2332	3	85.22104	77.66809
2340	0	85.22104	84.57108
2340	1	84.30982	82.21886
2340	2	84.30982	82.21886
2340	3	85.22104	84.57108
2341	0	85.22104	84.57108
2341	1	84.30982	82.21886
2341	2	84.30982	82.21886
2341	3	85.22104	84.57108
2342	0	85.22104	84.57108
2342	1	84.30982	82.21886
2342	2	84.30982	82.21886
2342	3	85.22104	84.57108
2343	0	85.22104	84.57108
2343	1	84.30982	82.21886
2343	2	84.30982	82.21886
2343	3	85.22104	84.57108
2350	0	91.09923	92.18939
2350	1	84.30982	82.21886
2350	2	84.30982	82.21886
2350	3	91.09923	92.18939
2351	0	91.09923	92.18939
2351	1	84.30982	82.21886
2351	2	84.30982	82.21886
2351	3	91.09923	92.18939
2352	0	91.09923	92.18939
2352	1	84.30982	82.21886
2352	2	84.30982	82.21886
2352	3	91.09923	92.18939
2353	0	91.09923	92.18939
2353	1	84.30982	82.21886
2353	2	84.30982	82.21886
2353	3	91.09923	92.18939
2354	0	91.09923	92.18939
2354	1	84.30982	82.21886
2354	2	84.30982	82.21886
2354	3	91.09923	92.18939
2355	0	91.09923	92.18939
2355	1	84.30982	82.21886
2355	2	84.30982	82.21886
2355	3	91.09923	92.18939
2356	0	91.09923	92.18939
2356	1	84.30982	82.21886
2356	2	84.30982	82.21886
2356	3	91.09923	92.18939
2359	0	91.09923	92.18939
2359	1	84.30982	82.21886
2359	2	84.30982	82.21886
2359	3	91.09923	92.18939
2400	0	85.02067	84.07549
2400	1	90.40698	85.67767
2400	2	90.40698	85.67767
2400	3	84.77861	84.01083
2410	0	89.44576	85.28163
2410	1	89.47253	81.19429
2410	2	89.47253	81.19429
2410	3	89.44501	85.43154
2411	0	91.74593	85.63759
2411	1	91.74593	80.58952
2411	2	91.74593	80.58952
2411	3	91.74593	85.87977
2412	0	77.93779	80.8244
2412	1	77.93779	81.19429
2412	2	77.93779	81.19429
2412	3	77.93779	80.8244
2413	0	89.44576	85.28163
2413	1	89.47253	81.19429
2413	2	89.47253	81.19429
2413	3	89.44501	85.43154
2419	0	92.40192	87.99803
2419	1	92.40192	87.99803
2419	2	92.40192	87.99803
2419	3	92.40192	87.99803
2420	0	86.62012	84.96054
2420	1	93.10973	87.95357
2420	2	93.10973	87.95357
2420	3	85.55267	84.50638
2421	0	85.4027	83.83256
2421	1	94.25573	88.07261
2421	2	94.25573	88.07261
2421	3	83.61143	83.03571
2422	0	92.79638	89.80016
2422	1	93.10973	87.95357
2422	2	93.10973	87.95357
2422	3	92.79638	89.80016
2423	0	99	84.43195
2423	2	99	84.43195
2423	3	99	84.43195
2426	0	86.62012	84.96054
2426	1	93.10973	87.95357
2426	2	93.10973	87.95357
2426	3	85.55267	84.50638
2429	0	82.25796	87.34779
2429	1	82.25796	87.34779
2429	2	82.25796	87.34779
2429	3	82.25796	87.34779
2430	0	95.4915	86.52824
2430	1	90.40698	85.67767
2430	2	90.40698	85.67767
2430	3	95.4915	86.52824
2431	0	95.4915	89.09998
2431	1	90.40698	85.67767
2431	2	90.40698	85.67767
2431	3	95.4915	89.09998
2432	0	95.4915	85.80523
2432	1	90.40698	85.67767
2432	2	90.40698	85.67767
2432	3	95.4915	85.80523
2433	0	95.4915	86.52824
2433	1	90.40698	85.67767
2433	2	90.40698	85.67767
2433	3	95.4915	86.52824
2439	0	95.4915	86.52824
2439	1	90.40698	85.67767
2439	2	90.40698	85.67767
2439	3	95.4915	86.52824
2440	0	87.0901	84.07391
2440	1	90.68637	83.33572
2440	2	90.68637	83.33572
2440	3	87.02692	84.08244
2441	0	86.49053	84.31413
2441	1	90.24183	83.11139
2441	2	90.24183	83.11139
2441	3	86.42489	84.32564
2442	0	95.20718	82.80415
2442	1	90.68637	83.33572
2442	2	90.68637	83.33572
2442	3	95.20718	82.80415
2443	0	95.20718	82.80415
2443	1	90.68637	83.33572
2443	2	90.68637	83.33572
2443	3	95.20718	82.80415
2444	0	95.20718	83.86239
2444	1	95.20718	83.86239
2444	2	95.20718	83.86239
2444	3	95.20718	83.86239
2445	0	95.9276	84.69156
2445	1	90.68637	84.69156
2445	2	90.68637	84.69156
2445	3	95.9276	84.69156
2446	0	85.86942	77.40937
2446	1	90.68637	83.33572
2446	2	90.68637	83.33572
2446	3	85.86942	77.40937
2447	0	93.49651	77.40937
2447	1	93.49651	83.33572
2447	2	93.49651	83.33572
2447	3	93.49651	77.40937
2450	0	87.40144	79.93646
2450	1	83.34295	79.51391
2450	2	83.34295	79.51391
2450	3	87.82948	79.96167
2451	0	89.43861	81.92442
2451	1	89.43861	81.92442
2451	2	89.43861	81.92442
2451	3	89.43861	81.92442
2452	0	80.60197	79.98376
2452	1	80.60197	79.98376
2452	2	80.60197	79.98376
2452	3	80.60197	79.98376
2453	0	85.41422	74.16762
2453	1	85.41422	74.16762
2453	2	85.41422	74.16762
2453	3	85.41422	74.16762
2454	0	90.46988	74.16762
2454	1	83.34295	79.51391
2454	2	83.34295	79.51391
2454	3	90.46988	74.16762
2455	0	90.42423	80.70858
2455	1	89.13843	80.70858
2455	2	89.13843	80.70858
2455	3	90.46988	80.70858
2456	0	87.40144	79.93646
2456	1	83.34295	79.51391
2456	2	83.34295	79.51391
2456	3	87.82948	79.96167
2457	0	87.40144	79.93646
2457	1	83.34295	79.51391
2457	2	83.34295	79.51391
2457	3	87.82948	79.96167
2458	0	87.40144	79.93646
2458	1	83.34295	79.51391
2458	2	83.34295	79.51391
2458	3	87.82948	79.96167
2459	0	87.40144	79.93646
2459	1	83.34295	79.51391
2459	2	83.34295	79.51391
2459	3	87.82948	79.96167
2460	0	77.27541	77.40937
2460	1	90.40698	85.67767
2460	2	90.40698	85.67767
2460	3	77.27541	77.40937
2470	0	81.19633	82.51405
2470	1	90.40698	85.67767
2470	2	90.40698	85.67767
2470	3	81.19633	82.51405
2481	0	91.48103	95.1665
2481	3	91.48103	95.1665
2483	0	91.48103	95.1665
2483	3	91.48103	95.1665
2512	0	91.48103	91.32777
2512	2	90.57358	88.47282
2512	3	91.48103	91.32777
2513	0	91.48103	91.32777
2513	3	91.48103	91.32777
2514	0	91.48103	91.32777
2514	2	90.57358	88.47282
2514	3	91.48103	91.32777
2515	0	91.48103	91.32777
2515	3	91.48103	91.32777
2516	0	91.48103	91.32777
2516	3	91.48103	91.32777
2517	0	91.48103	91.32777
2517	3	91.48103	91.32777
2541	0	90.57358	83.01902
2541	3	90.57358	83.01902
2543	0	90.57358	83.01902
2543	2	90.57358	88.47282
2543	3	90.57358	83.01902
3000	0	62.09507	60.73248
3000	1	64.30427	66.3362
3000	2	64.30427	66.3362
3000	3	62.04538	60.67773
3100	0	59.43497	57.1721
3100	1	61.78041	60.13113
3100	2	61.78041	60.13113
3100	3	59.41537	57.16468
3110	0	58.22121	59.46756
3110	1	60.58911	61.33471
3110	2	60.58911	61.33471
3110	3	58.20467	59.46155
3111	0	55.39444	54.07236
3111	1	60.58911	54.07236
3111	2	60.58911	54.07236
3111	3	55.39444	54.07236
3112	0	62.14971	66.82538
3112	1	62.14971	61.33471
3112	2	62.14971	61.33471
3112	3	62.14971	66.82538
3113	0	58.6837	71.56615
3113	1	58.6837	63.819
3113	2	58.6837	63.819
3113	3	58.6837	71.59911
3114	0	63.15482	70.43332
3114	1	63.15482	70.43332
3114	2	63.15482	70.43332
3114	3	63.15482	70.43332
3115	0	56.53288	63.42096
3115	1	56.53288	63.819
3115	2	56.53288	63.819
3115	3	56.53288	63.41965
3116	0	53.78866	53.51965
3116	1	60.58911	61.33471
3116	2	60.58911	61.33471
3116	3	53.78866	53.51965
3117	0	56.01436	59.71851
3117	1	60.58911	61.33471
3117	2	60.58911	61.33471
3117	3	56.01436	59.71851
3118	0	63.14727	65.88337
3118	1	63.14727	65.88337
3118	2	63.14727	65.88337
3118	3	63.14727	65.88337
3119	0	64.22979	58.35165
3119	1	64.22979	58.35165
3119	2	64.22979	58.35165
3119	3	64.22979	58.35165
3120	0	72.24984	62.91799
3120	1	70.37466	63.21484
3120	2	70.37466	63.21484
3120	3	72.25669	62.91741
3121	0	77.60564	69.21225
3121	1	70.37466	69.21225
3121	2	70.37466	69.21225
3121	3	77.60564	69.21225
3122	0	70.37466	61.71548
3122	1	70.37466	61.71548
3122	2	70.37466	61.71548
3122	3	70.37466	61.71548
3123	0	72.24984	62.91799
3123	1	70.37466	63.21484
3123	2	70.37466	63.21484
3123	3	72.25669	62.91741
3129	0	72.24984	62.91799
3129	1	70.37466	63.21484
3129	2	70.37466	63.21484
3129	3	72.25669	62.91741
3130	0	67.66555	58.16419
3130	1	65.46642	56.65758
3130	2	65.46642	56.65758
3130	3	67.80678	58.20006
3131	0	64.59316	56.65758
3131	1	64.59316	56.65758
3131	2	64.59316	56.65758
3131	3	64.59316	56.65758
3132	0	68.07338	61.32631
3132	1	68.07338	56.65758
3132	2	68.07338	56.65758
3132	3	68.07338	61.32631
3133	0	88.1969	58.35165
3133	1	88.1969	56.65758
3133	2	88.1969	56.65758
3133	3	88.1969	58.35165
3134	0	67.66555	58.16419
3134	1	65.46642	56.65758
3134	2	65.46642	56.65758
3134	3	67.80678	58.20006
3139	0	67.66555	58.16419
3139	1	65.46642	56.65758
3139	2	65.46642	56.65758
3139	3	67.80678	58.20006
3140	0	71.63612	67.78463
3140	1	68.81484	60.13113
3140	2	68.81484	60.13113
3140	3	71.64515	67.78463
3141	0	68.81484	67.78463
3141	1	68.81484	60.13113
3141	2	68.81484	60.13113
3141	3	68.81484	67.78463
3142	0	66.63337	67.78463
3142	1	68.81484	60.13113
3142	2	68.81484	60.13113
3142	3	66.63337	67.78463
3143	0	84.28239	67.78463
3143	1	68.81484	60.13113
3143	2	68.81484	60.13113
3143	3	84.28239	67.78463
3144	0	73.38625	67.78463
3144	1	68.81484	60.13113
3144	2	68.81484	60.13113
3144	3	73.38625	67.78463
3145	0	73.38625	67.78463
3145	1	68.81484	60.13113
3145	2	68.81484	60.13113
3145	3	73.38625	67.78463
3146	0	71.63612	67.78463
3146	1	68.81484	60.13113
3146	2	68.81484	60.13113
3146	3	71.64515	67.78463
3150	0	54.6302	47.50027
3150	1	61.78041	47.50027
3150	2	61.78041	47.50027
3150	3	54.6302	47.50027
3151	0	54.6302	47.50027
3151	1	61.78041	47.50027
3151	2	61.78041	47.50027
3151	3	54.6302	47.50027
3152	0	54.6302	47.50027
3152	1	61.78041	47.50027
3152	2	61.78041	47.50027
3152	3	54.6302	47.50027
3160	0	49.59888	51.29193
3160	1	61.78041	60.13113
3160	2	61.78041	60.13113
3160	3	49.59888	51.29193
3161	0	46.71442	49.90871
3161	3	46.71442	49.90871
3162	0	55.76443	58.51023
3162	2	61.78041	60.13113
3162	3	55.76443	58.51023
3171	0	50.13057	59.91751
3171	2	50.13057	60.13113
3171	3	50.13057	59.91751
3172	0	50.16113	54.45443
3172	2	50.16113	60.13113
3172	3	50.16113	54.45443
3173	0	53.32713	54.45443
3173	3	53.32713	54.45443
3200	0	58.2938	61.66709
3200	1	72.62798	70.09193
3200	2	72.62798	70.09193
3200	3	57.87883	61.57648
3210	0	50.53925	49.92815
3210	1	64.59316	52.26181
3210	2	64.59316	52.26181
3210	3	50.48505	49.91719
3211	0	69.19791	56.04517
3211	1	64.59316	56.04517
3211	2	64.59316	56.04517
3211	3	69.19791	56.04517
3212	0	58.78791	56.04517
3212	1	64.59316	52.26181
3212	2	64.59316	52.26181
3212	3	58.78791	56.04517
3213	0	49.56763	48.47845
3213	1	64.59316	48.47845
3213	2	64.59316	48.47845
3213	3	49.50419	48.47845
3220	0	65.30856	62.30545
3220	1	73.19042	70.36837
3220	2	73.19042	70.36837
3220	3	64.88457	62.21407
3221	0	68.18983	61.90111
3221	1	68.18983	61.90111
3221	2	68.18983	61.90111
3221	3	68.18983	61.90111
3222	0	75.88017	66.03632
3222	1	73.19042	70.36837
3222	2	73.19042	70.36837
3222	3	75.88017	66.03632
3223	0	65.30856	62.30545
3223	1	73.19042	70.36837
3223	2	73.19042	70.36837
3223	3	64.88457	62.21407
3224	0	69.19791	71.70438
3224	1	73.19042	76.32485
3224	2	73.19042	76.32485
3224	3	69.19791	71.49436
3225	0	82.19341	72.76554
3225	1	88.42545	76.32485
3225	2	88.42545	76.32485
3225	3	80.21237	71.49436
3226	0	65.50156	63.18061
3226	1	65.50156	63.18061
3226	2	65.50156	63.18061
3226	3	65.50156	63.18061
3227	0	55.12876	48.98515
3227	1	55.12876	48.98515
3227	2	55.12876	48.98515
3227	3	55.12876	48.98515
3228	0	69.19791	68.60812
3228	1	73.19042	68.60812
3228	2	73.19042	68.60812
3228	3	69.19791	68.60812
3229	0	69.19791	56.67842
3229	1	69.19791	56.67842
3229	2	69.19791	56.67842
3229	3	69.19791	56.67842
3230	0	75.88017	55.42017
3230	1	72.62798	70.09193
3230	2	72.62798	70.09193
3230	3	75.88017	55.42017
3231	0	75.88017	56.17649
3231	1	72.62798	70.09193
3231	2	72.62798	70.09193
3231	3	75.88017	56.17649
3232	0	75.88017	50.86797
3232	1	72.62798	70.09193
3232	2	72.62798	70.09193
3232	3	75.88017	50.86797
3233	0	75.88017	55.42017
3233	1	72.62798	70.09193
3233	2	72.62798	70.09193
3233	3	75.88017	55.42017
3234	0	75.88017	55.42017
3234	1	72.62798	70.09193
3234	2	72.62798	70.09193
3234	3	75.88017	55.42017
3235	0	75.88017	55.42017
3235	1	72.62798	70.09193
3235	2	72.62798	70.09193
3235	3	75.88017	55.42017
3240	0	58.2938	61.66709
3240	1	72.62798	70.09193
3240	2	72.62798	70.09193
3240	3	57.87883	61.57648
3241	0	58.2938	61.66709
3241	1	72.62798	70.09193
3241	2	72.62798	70.09193
3241	3	57.87883	61.57648
3242	0	58.2938	61.66709
3242	1	72.62798	70.09193
3242	2	72.62798	70.09193
3242	3	57.87883	61.57648
3300	0	64.89506	61.98126
3300	1	65.19309	66.3362
3300	2	65.19309	66.3362
3300	3	64.88396	61.98126
3310	0	69.68745	63.819
3310	1	69.68745	66.3362
3310	2	69.68745	66.3362
3310	3	69.68745	63.819
3311	0	69.68745	63.819
3311	1	69.68745	66.3362
3311	2	69.68745	66.3362
3311	3	69.68745	63.819
3312	0	69.68745	63.819
3312	1	69.68745	66.3362
3312	2	69.68745	66.3362
3312	3	69.68745	63.819
3320	0	71.03242	60.19929
3320	1	71.03242	66.3362
3320	2	71.03242	66.3362
3320	3	71.03242	60.19929
3330	0	67.4437	57.48711
3330	1	67.4437	66.3362
3330	2	67.4437	66.3362
3330	3	67.4437	57.48711
3331	0	67.4437	57.48711
3331	1	67.4437	66.3362
3331	2	67.4437	66.3362
3331	3	67.4437	57.48711
3332	0	67.4437	57.48711
3332	1	67.4437	66.3362
3332	2	67.4437	66.3362
3332	3	67.4437	57.48711
3340	0	61.62754	60.13132
3340	1	64.93024	66.3362
3340	2	64.93024	66.3362
3340	3	61.43095	60.13132
3341	0	61.62754	60.13132
3341	1	64.93024	66.3362
3341	2	64.93024	66.3362
3341	3	61.43095	60.13132
3342	0	61.62754	60.13132
3342	1	64.93024	66.3362
3342	2	64.93024	66.3362
3342	3	61.43095	60.13132
3343	0	61.62754	60.13132
3343	1	64.93024	66.3362
3343	2	64.93024	66.3362
3343	3	61.43095	60.13132
3349	0	61.62754	60.13132
3349	1	64.93024	66.3362
3349	2	64.93024	66.3362
3349	3	61.43095	60.13132
3400	0	65.93296	61.40014
3400	1	62.57494	65.46165
3400	2	62.57494	65.46165
3400	3	66.04917	61.32882
3410	0	68.97017	60.81622
3410	1	68.92651	72.50525
3410	2	68.92651	72.50525
3410	3	68.97189	60.22817
3411	0	85.84108	60.87905
3411	1	68.92651	72.50525
3411	2	68.92651	72.50525
3411	3	85.84108	60.87905
3412	0	83.68361	62.23817
3412	1	68.92651	74.43704
3412	2	68.92651	74.43704
3412	3	85.84108	60.87905
3413	0	70.52956	61.53034
3413	1	68.92651	72.50525
3413	2	68.92651	72.50525
3413	3	70.58722	61.53034
3414	0	76.22175	71.771
3414	1	68.92651	62.60483
3414	2	68.92651	62.60483
3414	3	76.22175	72.34389
3415	0	74.72228	72.06159
3415	1	68.92651	62.60483
3415	2	68.92651	62.60483
3415	3	74.76428	72.34389
3416	0	59.62658	53.3637
3416	1	68.92651	62.60483
3416	2	68.92651	62.60483
3416	3	59.48866	53.21221
3417	0	68.97017	60.81622
3417	1	68.92651	72.50525
3417	2	68.92651	72.50525
3417	3	68.97189	60.22817
3419	0	76.06316	70.46435
3419	1	68.92651	72.50525
3419	2	68.92651	72.50525
3419	3	76.22175	70.46435
3420	0	67.04569	62.73827
3420	1	69.23289	62.65628
3420	2	69.23289	62.65628
3420	3	66.99811	62.73967
3421	0	66.75423	60.35662
3421	1	68.92651	62.60483
3421	2	68.92651	62.60483
3421	3	66.70427	60.29948
3422	0	76.88687	69.17762
3422	1	69.23289	62.65628
3422	2	69.23289	62.65628
3422	3	76.88687	69.17762
3423	0	65.3149	66.57233
3423	1	69.23289	66.57233
3423	2	69.23289	66.57233
3423	3	65.3149	66.57233
3429	0	72.26488	62.23034
3429	1	72.42796	62.23034
3429	2	72.42796	62.23034
3429	3	72.25323	62.23034
3430	0	65.37637	61.63194
3430	1	72.42796	64.58932
3430	2	72.42796	64.58932
3430	3	65.18528	61.58732
3431	0	68.04427	66.30721
3431	1	72.42796	64.58932
3431	2	72.42796	64.58932
3431	3	68.04427	66.30721
3432	0	61.56218	60.20116
3432	1	72.42796	60.20116
3432	2	72.42796	60.20116
3432	3	61.46249	60.20116
3433	0	65.62109	61.34369
3433	1	72.42796	64.58765
3433	2	72.42796	64.58765
3433	3	65.48126	61.3015
3434	0	65.14406	62.37025
3434	1	72.42796	64.6577
3434	2	72.42796	64.6577
3434	3	64.72012	62.26385
3435	0	65.37637	61.63194
3435	1	72.42796	64.58932
3435	2	72.42796	64.58932
3435	3	65.18528	61.58732
3436	0	65.37637	61.63194
3436	1	72.42796	64.58932
3436	2	72.42796	64.58932
3436	3	65.18528	61.58732
3439	0	65.37637	61.63194
3439	1	72.42796	64.58932
3439	2	72.42796	64.58932
3439	3	65.18528	61.58732
3440	0	69.97735	62.66058
3440	1	62.57494	61.49838
3440	2	62.57494	61.49838
3440	3	69.97735	62.66655
3441	0	72.33527	64.60911
3441	1	62.57494	61.49838
3441	2	62.57494	61.49838
3441	3	72.33527	64.60911
3442	0	65.6199	60.30138
3442	1	62.57494	60.30138
3442	2	62.57494	60.30138
3442	3	65.6199	60.30138
3443	0	67.54321	63.89238
3443	1	62.57494	63.89238
3443	2	62.57494	63.89238
3443	3	67.54321	63.89238
3444	0	67.54321	60.30138
3444	1	62.57494	60.30138
3444	2	62.57494	60.30138
3444	3	67.54321	60.30138
3449	0	73.75335	64.1597
3449	1	62.57494	61.49838
3449	2	62.57494	61.49838
3449	3	73.75335	64.1597
3450	0	62.90757	63.92371
3450	1	62.90757	65.46165
3450	2	62.90757	65.46165
3450	3	62.90757	63.92371
3451	0	62.90757	63.92371
3451	1	62.90757	65.46165
