OCC	LEMPST	HCS	WCS
631	5	28.7	55.9
631	6	28.7	29.6
631	7	28.7	29.6
631	8	28.7	29.6
631	9	28.7	55.9
640	0	40.4	40.22
640	1	40.4	55.05
640	2	40.4	50
640	3	40.4	60.1
640	4	40.4	40.2
640	5	40.4	60.1
640	6	40.4	40.2
640	7	40.4	40.2
640	8	40.4	40.2
640	9	40.4	40.2
641	0	42.5	44.21
641	1	42.5	43.2
641	2	42.5	43.2
641	3	42.5	43.2
641	4	42.5	43.2
641	5	42.5	43.2
641	6	42.5	44.21
641	7	42.5	47
641	8	42.5	31
641	9	42.5	43.2
642	0	46.6	42.2
642	1	46.6	42.2
642	2	46.6	42.2
642	3	46.6	42.2
642	4	46.6	42.2
642	5	46.6	42.2
642	6	46.6	42.2
642	7	46.6	42.2
642	8	46.6	42.2
642	9	46.6	42.2
643	0	44.8	51.29
643	1	44.8	50
643	2	44.8	50
643	3	44.8	51.3
643	4	44.8	51.3
643	5	44.8	51.3
643	6	44.8	51.3
643	7	44.8	51.3
643	8	44.8	51.3
643	9	44.8	51.3
644	0	43.5	37.15
644	1	43.5	37.2
644	2	43.5	37.2
644	3	43.5	37.2
644	4	43.5	37.2
644	5	43.5	37.2
644	6	43.5	37.15
644	7	43.5	37.2
644	8	43.5	31
644	9	43.5	37.2
650	0	46.27	56.67
650	1	49.5	58.83
650	2	49.5	50
650	3	55.8	60.1
650	4	55.8	60.1
650	5	55.8	56.6
650	6	46.06	56.6
650	7	45.8	56.6
650	8	50.1	56.6
650	9	52.7	56.6
651	0	43.5	64.46
651	1	49.5	56.34
651	2	49.5	50
651	3	55.8	60.1
651	4	55.8	60.1
651	5	55.8	65.1
651	6	43.5	66.3
651	7	43.5	66.3
651	8	50.1	65.1
651	9	52.7	65.1
652	0	43.5	57.2
652	1	49.5	57.2
652	2	49.5	57.2
652	3	55.8	57.2
652	4	55.8	57.2
652	5	55.8	57.2
652	6	43.5	57.2
652	7	43.5	57.2
652	8	50.1	57.2
652	9	52.7	57.2
659	0	46.3	49.66
659	1	63.1	50
659	2	63.1	50
659	3	55.8	49.7
659	4	55.8	49.7
659	5	55.8	49.7
659	6	43.5	49.6
659	7	43.5	49.6
659	8	43.5	49.8
659	9	52.7	49.7
660	0	52.6	43.3
660	1	52.6	43.3
660	2	52.6	43.3
660	3	52.6	43.3
660	4	52.6	43.3
660	5	52.6	43.3
660	6	52.6	43.3
660	7	52.6	43.3
660	8	52.6	43.3
660	9	52.6	43.3
661	0	52.6	61.7
661	1	52.6	66.7
661	2	52.6	66.7
661	3	52.6	66.7
661	4	52.6	66.7
661	5	52.6	61.7
661	6	52.6	59.29
661	7	52.6	59.2
661	8	52.6	61.7
661	9	52.6	66.7
670	0	32.8	38.96
670	1	52.27	39
670	2	63.1	39
670	3	40.1	39
670	4	40.1	39
670	5	40.1	39
670	6	32.8	38.96
670	7	32.8	39
670	8	32.8	38.7
670	9	40.1	39
671	0	32.8	42
671	1	52.27	29.6
671	2	63.1	29.6
671	3	40.1	29.6
671	4	40.1	29.6
671	5	40.1	29.6
671	6	32.8	42
671	7	39.7	29.6
671	8	32.8	42
671	9	40.1	29.6
672	0	39.45	26.5
672	1	39	26.5
672	2	39	26.5
672	3	39	26.5
672	4	39	26.5
672	5	39	26.5
672	6	39.45	26.5
672	7	39.7	26.5
672	8	32.8	26.5
672	9	39	26.5
673	0	43.37	27.4
673	1	63.1	58.06
673	2	63.1	62.6
673	3	63.1	26.3
673	4	63.1	26.3
673	5	46.9	26.3
673	6	38.43	26.63
673	7	39.3	26.3
673	8	32.8	26.3
673	9	32.8	62.6
690	0	56.4	41.35
690	1	56.4	62.6
690	2	56.4	62.6
690	3	56.4	41.7
690	4	56.4	41.7
690	5	56.4	41.7
690	6	56.4	38.7
690	7	56.4	40.2
690	8	56.4	38.7
690	9	56.4	38.7
691	0	51	36.2
691	1	51	36.2
691	2	51	36.2
691	3	51	36.2
691	4	51	36.2
691	5	51	36.2
691	6	51	36.2
691	7	51	36.2
691	8	51	36.2
691	9	51	36.2
699	0	43.94	42.21
699	1	63.1	62.6
699	2	63.1	62.6
699	3	63.1	62.6
699	4	63.1	62.6
699	5	43.3	42.3
699	6	43.28	40.07
699	7	39.9	40.2
699	8	54.2	38.7
699	9	54.2	42.3
700	0	57.75	74.6
700	1	57.1	74.6
700	2	57.1	74.6
700	3	57.1	74.6
700	4	57.1	74.6
700	5	57.1	74.6
700	6	57.75	74.6
700	7	57.1	74.6
700	8	57.1	74.6
700	9	60.9	74.6
701	0	53.6	58.3
701	1	53.6	58.3
701	2	53.6	58.3
701	3	53.6	58.3
701	4	53.6	58.3
701	5	53.6	58.3
701	6	53.6	58.3
701	7	53.6	58.3
701	8	53.6	58.3
701	9	53.6	58.3
702	0	61.09	65.31
702	1	61.72	60.26
702	2	60.9	54.8
702	3	63	69
702	4	63	69
702	5	60.9	62.9
702	6	60.9	68.3
702	7	60.9	62.9
702	8	60.9	62.9
702	9	60.9	68.3
703	0	56.06	62.9
703	1	56	62.9
703	2	56	62.9
703	3	56	62.9
703	4	56	62.9
703	5	56	62.9
703	6	56.07	62.9
703	7	54	62.9
703	8	56	62.9
703	9	60.9	62.9
710	0	56.66	59.83
710	1	56.71	63.69
710	2	55.5	62.5
710	3	63	69
710	4	63	69
710	5	56.7	59.3
710	6	56.65	58.95
710	7	55.5	61.2
710	8	56.7	59.3
710	9	60.9	50.7
719	0	56.69	58.92
719	1	57.98	58.6
719	2	57	54.8
719	3	63	69
719	4	63	69
719	5	56.5	59
719	6	56.37	58.96
719	7	56.5	58.7
719	8	56.5	59
719	9	54.9	68.3
720	0	51.53	42.79
720	1	51.5	42.8
720	2	51.5	42.8
720	3	51.5	42.8
720	4	51.5	42.8
720	5	51.5	42.8
720	6	51.53	42.79
720	7	51.4	42.8
720	8	52.4	42.6
720	9	51.5	42.8
721	0	34.4	40.57
721	1	34.4	40.6
721	2	34.4	40.6
721	3	34.4	40.6
721	4	34.4	40.6
721	5	34.4	40.6
721	6	34.4	40.57
721	7	34.4	40.5
721	8	34.4	42
721	9	34.4	40.6
722	0	36.65	38
722	1	37.3	38
722	2	37.3	38
722	3	37.3	38
722	4	37.3	38
722	5	37.3	38
722	6	36.65	38
722	7	37.3	38
722	8	31.5	38
722	9	37.3	38
730	0	37.3	51.39
730	1	37.3	54.8
730	2	37.3	54.8
730	3	51	49.8
730	4	51	49.8
730	5	51	49.8
730	6	37.3	49.8
730	7	37.3	49.8
730	8	31.5	49.8
730	9	40.4	49.8
731	0	39.38	41.21
731	1	38.55	46.17
731	2	36.5	41.1
731	3	51	69
731	4	51	69
731	5	38.8	44.6
731	6	39.77	38.34
731	7	40.4	38
731	8	31.5	38
731	9	41.6	44.6
732	0	46.92	43.63
732	1	47.08	44.45
732	2	45.8	41.1
732	3	51	56.6
732	4	51	56.6
732	5	47.5	41.1
732	6	45.8	41.1
732	7	45.8	41.1
732	8	47.5	41.1
732	9	47.5	41.1
733	0	44.28	44.6
733	1	44.73	44.6
733	2	41.6	41.1
733	3	51	44.6
733	4	51	44.6
733	5	51	44.6
733	6	41.6	49.52
733	7	40.4	49.8
733	8	31.5	44.6
733	9	41.6	44.6
790	0	42.21	54.13
790	1	57	54.8
790	2	57	54.8
790	3	41.6	54.1
790	4	41.6	54.1
790	5	41.6	54.1
790	6	41.6	54.1
790	7	41.6	54.1
790	8	41.6	54.1
790	9	41.6	54.1
791	0	50.53	54.98
791	1	60.27	65.06
791	2	57	71.2
791	3	63	56.6
791	4	63	56.6
791	5	45.2	54.7
791	6	41.6	50.6
791	7	41.6	50.6
791	8	45.2	54.7
791	9	41.6	50.6
792	0	53.3	48.59
792	1	53.3	54.8
792	2	53.3	54.8
792	3	53.3	48.5
792	4	53.3	48.5
792	5	53.3	48.5
792	6	53.3	48.5
792	7	53.3	48.5
792	8	53.3	48.5
792	9	53.3	48.5
800	0	31.73	27.45
800	1	57.8	27.2
800	2	30.7	27.2
800	3	57.8	27.2
800	4	57.8	27.2
800	5	30.7	27.2
800	6	31.35	27.45
800	7	30.7	27.2
800	8	41.8	33.3
800	9	30.7	27.2
801	0	31.58	35.5
801	1	31	27.2
801	2	31	27.2
801	3	31	27.2
801	4	31	27.2
801	5	31	27.2
801	6	31.58	35.5
801	7	29.6	35.5
801	8	41.8	33.3
801	9	31	27.2
802	0	30.82	35.5
802	1	29.6	35.5
802	2	29.6	35.5
802	3	29.6	35.5
802	4	29.6	35.5
802	5	29.6	35.5
802	6	30.82	35.5
802	7	29.6	35.5
802	8	41.8	35.5
802	9	29.6	35.5
809	0	31.66	26.82
809	1	51.37	45.3
809	2	41.1	45.3
809	3	57.8	45.3
809	4	57.8	45.3
809	5	31.2	26.6
809	6	30.96	26.49
809	7	28	25.7
809	8	41.8	33.3
809	9	31.2	26.6
810	0	24.32	19.12
810	1	22.9	21.7
810	2	22.9	21.7
810	3	22.9	21.7
810	4	22.9	21.7
810	5	22.9	21.7
810	6	24.32	19.12
810	7	24.5	17.2
810	8	23.6	24.9
810	9	22.9	21.7
811	0	24.37	19.12
811	1	22.9	21.7
811	2	22.9	21.7
811	3	22.9	21.7
811	4	22.9	21.7
811	5	22.9	21.7
811	6	24.37	19.12
811	7	24.5	17.2
811	8	23.6	24.9
811	9	22.9	21.7
812	0	24.4	17.2
812	1	24.5	17.2
812	2	24.5	17.2
812	3	24.5	17.2
812	4	24.5	17.2
812	5	24.5	17.2
812	6	24.4	17.2
812	7	24.5	17.2
812	8	23.6	17.2
812	9	24.5	17.2
813	0	26.87	17.2
813	1	41.1	21.7
813	2	41.1	21.7
813	3	22.9	21.7
813	4	22.9	21.7
813	5	22.9	21.7
813	6	24.5	17.2
813	7	24.5	17.2
813	8	23.6	21.7
813	9	22.9	21.7
814	0	22.48	25.12
814	1	49.45	45.3
814	2	41.1	45.3
814	3	57.8	24.9
814	4	57.8	24.9
814	5	22.1	24.9
814	6	21.94	24.9
814	7	20.7	24.9
814	8	23.6	24.9
814	9	22.1	24.9
820	0	38.17	35.17
820	1	47	35.3
820	2	47	35.3
820	3	38.1	35.3
820	4	38.1	35.3
820	5	38.1	35.3
820	6	38.15	35.17
820	7	36.3	35
820	8	47	35.6
820	9	38.1	35.3
821	0	32.96	25.69
821	1	41.1	25.3
821	2	41.1	25.3
821	3	31.7	25.3
821	4	31.7	25.3
821	5	31.7	25.3
821	6	32.79	25.69
821	7	31.7	25.3
821	8	39.3	35.6
821	9	31.7	25.3
822	0	35.41	25.3
822	1	35.3	30.1
822	2	35.3	30.1
822	3	35.3	30.1
822	4	35.3	30.1
822	5	35.3	30.1
822	6	35.41	25.3
822	7	35.3	25.3
822	8	39.3	35.6
822	9	35.3	30.1
823	0	13.8	26.3
823	1	12.1	30.1
823	2	12.1	30.1
823	3	12.1	30.1
823	4	12.1	30.1
823	5	12.1	30.1
823	6	13.8	26.3
823	7	12.1	26.3
823	8	39.3	35.6
823	9	12.1	30.1
824	0	27.4	28.22
824	1	25.1	45.3
824	2	25.1	45.3
824	3	25.1	30.1
824	4	25.1	30.1
824	5	25.1	30.1
824	6	27.4	27.7
824	7	25.1	26.3
824	8	39.3	35.6
824	9	25.1	30.1
825	0	30.5	29
825	1	49.45	28.4
825	2	41.1	28.4
825	3	57.8	28.4
825	4	57.8	28.4
825	5	29.8	28.4
825	6	29.81	29
825	7	28.5	28.4
825	8	35.8	35.6
825	9	29.8	28.4
826	0	36.72	30.04
826	1	33.3	30.1
826	2	33.3	30.1
826	3	33.3	30.1
826	4	33.3	30.1
826	5	33.3	30.1
826	6	36.72	30.04
826	7	36.3	29.1
826	8	39.3	35.6
826	9	33.3	30.1
829	0	31.91	28.29
829	1	41.1	26.3
829	2	41.1	26.3
829	3	34.3	26.3
829	4	34.3	26.3
829	5	34.3	26.3
829	6	31.67	28.29
829	7	30.4	26.3
829	8	39.3	35.6
829	9	34.3	26.3
830	0	28.35	32.35
830	1	26.8	53.79
830	2	26.8	45.3
830	3	26.8	67
830	4	26.8	67
830	5	26.8	67
830	6	28.35	32.35
830	7	26.8	29.7
830	8	43.9	39.8
830	9	26.8	36.2
831	0	31.86	30.64
831	1	30.3	53.79
831	2	30.3	45.3
831	3	30.3	67
831	4	30.3	67
831	5	30.3	67
831	6	31.86	30.64
831	7	26.8	25.6
831	8	43.9	50.8
831	9	30.3	36.2
832	0	28.51	32.35
832	1	30.3	53.79
832	2	30.3	45.3
832	3	30.3	67
832	4	30.3	67
832	5	30.3	67
832	6	28.51	32.35
832	7	26.8	29.7
832	8	43.9	39.8
832	9	30.3	36.2
833	0	31.07	50.8
833	1	30.3	53.79
833	2	30.3	45.3
833	3	30.3	67
833	4	30.3	67
833	5	30.3	67
833	6	31.07	50.8
833	7	26.8	29.7
833	8	43.9	50.8
833	9	30.3	36.2
834	0	24.92	25.6
834	1	41.1	53.79
834	2	41.1	45.3
834	3	23	67
834	4	23	67
834	5	23	67
834	6	24.52	25.6
834	7	23	25.6
834	8	43.9	39.8
834	9	23	36.2
839	0	31.23	31.9
839	1	41.1	53.79
839	2	41.1	45.3
839	3	34.9	67
839	4	34.9	67
839	5	34.9	67
839	6	31.14	31.9
839	7	28.2	25.6
839	8	43.9	50.8
839	9	34.9	36.2
840	0	37.25	26.07
840	1	52.2	45.3
840	2	55.4	45.3
840	3	42.6	25.6
840	4	42.6	25.6
840	5	37.1	25.6
840	6	36.74	25.91
840	7	36.5	25.6
840	8	38.6	50.8
840	9	37.1	25.6
841	0	31.81	22.8
841	1	29.7	22.8
841	2	29.7	22.8
841	3	29.7	22.8
841	4	29.7	22.8
841	5	29.7	22.8
841	6	31.81	22.8
841	7	29.7	22.8
841	8	43.9	22.8
841	9	29.7	22.8
842	0	32.41	22.8
842	1	51.12	24.7
842	2	41.1	24.7
842	3	57.8	24.7
842	4	57.8	24.7
842	5	35.2	24.7
842	6	30.42	22.8
842	7	29.7	22.8
842	8	43.9	24.7
842	9	35.6	24.7
843	0	23.7	22.8
843	1	23.7	24.7
843	2	23.7	24.7
843	3	23.7	24.7
843	4	23.7	24.7
843	5	23.7	24.7
843	6	23.7	22.8
843	7	23.7	22.8
843	8	23.7	24.7
843	9	23.7	24.7
844	0	21.64	22.8
844	1	20.3	24.7
844	2	20.3	24.7
844	3	20.3	24.7
844	4	20.3	24.7
844	5	20.3	24.7
844	6	21.64	22.8
844	7	20.3	22.8
844	8	43.9	24.7
844	9	20.3	24.7
850	0	37.65	32.41
850	1	49.45	45.3
850	2	41.1	45.3
850	3	57.8	33.1
850	4	57.8	33.1
850	5	39.1	33.1
850	6	37.21	32.34
850	7	36	32
850	8	44	47.3
850	9	39.1	33.1
851	0	37.91	29.35
851	1	41.1	45.3
851	2	41.1	45.3
851	3	36.3	28
851	4	36.3	28
851	5	36.3	28
851	6	37.89	29.16
851	7	36.3	28
851	8	44	47.3
851	9	36.3	28
859	0	20.78	29.03
859	1	41.1	45.3
859	2	41.1	45.3
859	3	19.6	28.8
859	4	19.6	28.8
859	5	19.6	28.8
859	6	19.93	28.88
859	7	19.6	28.8
859	8	44	47.3
859	9	19.6	28.8
860	0	42.19	33.4
860	1	41.1	33.3
860	2	41.1	33.3
860	3	42.2	33.3
860	4	42.2	33.3
860	5	42.2	33.3
860	6	42.19	33.4
860	7	41.6	33.3
860	8	50.9	36.9
860	9	42.2	33.3
861	0	34.59	29.92
861	1	33.5	29.9
861	2	33.5	29.9
861	3	33.5	29.9
861	4	33.5	29.9
861	5	33.5	29.9
861	6	34.59	29.92
861	7	33.5	29.9
861	8	46.6	36.9
861	9	33.5	29.9
862	0	30.82	28.32
862	1	48.26	45.3
862	2	29.2	45.3
862	3	57.8	28.1
862	4	57.8	28.1
862	5	29.2	28.1
862	6	30.67	28.27
862	7	29.2	28.1
862	8	46.6	36.9
862	9	29.2	28.1
863	0	30.24	26.84
863	1	29.4	26.7
863	2	29.4	26.7
863	3	29.4	26.7
863	4	29.4	26.7
863	5	29.4	26.7
863	6	30.24	26.84
863	7	29.4	26.7
863	8	46.6	36.9
863	9	29.4	26.7
864	0	44.77	51.93
864	1	44.4	52.4
864	2	44.4	52.4
864	3	44.4	52.4
864	4	44.4	52.4
864	5	44.4	52.4
864	6	44.77	51.93
864	7	44.4	52.4
864	8	46.6	36.9
864	9	44.4	52.4
869	0	37.38	36.97
869	1	41.1	45.3
869	2	41.1	45.3
869	3	40.2	36.9
869	4	40.2	36.9
869	5	40.2	36.9
869	6	37.35	36.8
869	7	36.3	36.8
869	8	46.6	36.9
869	9	35.6	36.9
870	0	35.1	46.5
870	1	44.85	46.5
870	2	43.4	46.5
870	3	55.4	46.5
870	4	55.4	46.5
870	5	55.4	46.5
870	6	35.1	46.5
870	7	33.6	46.5
870	8	35.1	46.5
870	9	35.5	46.5
871	0	35.1	46.5
871	1	35.1	46.5
871	2	35.1	46.5
871	3	35.1	46.5
871	4	35.1	46.5
871	5	35.1	46.5
871	6	35.1	46.5
871	7	35.1	46.5
871	8	35.1	46.5
871	9	35.1	46.5
872	0	34.27	46.05
872	1	46.33	50.21
872	2	43.9	50.5
872	3	56.72	50.05
872	4	57.1	50.5
872	5	34.3	45.6
872	6	33	45.6
872	7	33	45.6
872	8	32.8	45.6
872	9	35.6	45.6
873	0	34.93	46.68
873	1	50.5	50.5
873	2	43.9	50.5
873	3	57.1	50.5
873	4	57.1	50.5
873	5	34.5	46.5
873	6	34.5	45.6
873	7	34.5	45.6
873	8	34.5	46.5
873	9	34.5	46.5
874	0	41.97	50.5
874	1	43.71	50.5
874	2	43.1	50.5
874	3	52.3	50.5
874	4	52.3	50.5
874	5	41.9	50.5
874	6	38.6	50.5
874	7	38.6	50.5
874	8	41.9	50.5
874	9	41.9	50.5
875	0	32	30.1
875	1	32	46.5
875	2	32	46.5
875	3	32	46.5
875	4	32	46.5
875	5	32	46.5
875	6	32	30.1
875	7	32	30.1
875	8	32	46.5
875	9	32	46.5
880	0	39.8	35.16
880	1	39.8	37.7
880	2	39.8	45.3
880	3	39.8	30.1
880	4	39.8	30.1
880	5	39.8	30.1
880	6	39.8	30.1
880	7	39.8	30.1
880	8	39.8	30.1
880	9	39.8	30.1
881	0	40.23	40.45
881	1	40.3	30.1
881	2	40.3	30.1
881	3	40.3	30.1
881	4	40.3	30.1
881	5	40.3	30.1
881	6	40.23	40.45
881	7	37	30.1
881	8	42.6	50.8
881	9	40.3	30.1
882	0	36.5	30.1
882	1	36.5	30.1
882	2	36.5	30.1
882	3	36.5	30.1
882	4	36.5	30.1
882	5	36.5	30.1
882	6	36.5	30.1
882	7	36.5	30.1
882	8	36.5	30.1
882	9	36.5	30.1
883	0	31.67	30.1
883	1	30.7	30.1
883	2	30.7	30.1
883	3	30.7	30.1
883	4	30.7	30.1
883	5	30.7	30.1
883	6	31.67	30.1
883	7	30.7	30.1
883	8	42.6	30.1
883	9	30.7	30.1
884	0	30.3	30.1
884	1	30.3	30.1
884	2	30.3	30.1
884	3	30.3	30.1
884	4	30.3	30.1
884	5	30.3	30.1
884	6	30.3	30.1
884	7	30.3	30.1
884	8	30.3	30.1
884	9	30.3	30.1
885	0	29.21	30.1
885	1	31.56	30.1
885	2	28.9	30.1
885	3	57.8	30.1
885	4	57.8	30.1
885	5	28.4	30.1
885	6	28.65	30.1
885	7	28.3	30.1
885	8	38.9	30.1
885	9	28.4	30.1
886	0	24.3	30.1
886	1	24.3	30.1
886	2	24.3	30.1
886	3	24.3	30.1
886	4	24.3	30.1
886	5	24.3	30.1
886	6	24.3	30.1
886	7	24.3	30.1
886	8	24.3	30.1
886	9	24.3	30.1
887	0	29.11	31.36
887	1	41.1	45.3
887	2	41.1	45.3
887	3	28.9	30.1
887	4	28.9	30.1
887	5	28.9	30.1
887	6	29.05	30.1
887	7	28.9	30.1
887	8	38.9	30.1
887	9	28.9	30.1
889	0	30.5	32.77
889	1	57.8	30.1
889	2	30.7	30.1
889	3	57.8	30.1
889	4	57.8	30.1
889	5	30.7	30.1
889	6	30.25	32.77
889	7	27.9	30.1
889	8	38.9	50.8
889	9	30.7	30.1
890	0	28.71	28.1
890	1	45.41	37.5
890	2	43.9	45.3
890	3	50.6	31
890	4	50.6	31
890	5	50.6	31
890	6	28.71	28.1
890	7	27.9	28.1
890	8	35.6	50.8
890	9	38.1	31
891	0	45.23	41.88
891	1	49.5	41.85
891	2	49.5	45.3
891	3	49.5	38.4
891	4	49.5	38.4
891	5	45.1	38.4
891	6	45.14	41.89
891	7	44.1	38.4
891	8	49.5	47.3
891	9	45.1	38.4
892	0	42.03	43.23
892	1	42.2	37.5
892	2	42.2	45.3
892	3	42.2	31
892	4	42.2	31
892	5	42.2	31
892	6	42.03	43.23
892	7	41.6	28.1
892	8	43.3	50.8
892	9	42.2	31
893	0	33.14	28.1
893	1	32.1	37.5
893	2	32.1	45.3
893	3	32.1	31
893	4	32.1	31
893	5	32.1	31
893	6	33.14	28.1
893	7	32.1	28.1
893	8	43.3	50.8
893	9	32.1	31
894	0	23.7	28.1
894	1	23.7	37.5
894	2	23.7	45.3
894	3	23.7	31
894	4	23.7	31
894	5	23.7	31
894	6	23.7	28.1
894	7	23.7	28.1
894	8	23.7	50.8
894	9	23.7	31
895	0	31.82	28.1
895	1	41.97	37.5
895	2	41.1	45.3
895	3	57.8	31
895	4	57.8	31
895	5	29.4	31
895	6	30.18	28.1
895	7	29.4	28.1
895	8	35.6	50.8
895	9	29.4	31
896	0	40.68	37.7
896	1	44.88	38.15
896	2	45.5	45.3
896	3	42.6	31
896	4	42.6	31
896	5	42.6	31
896	6	39.35	37.55
896	7	35.7	28.1
896	8	41.6	50.8
896	9	35.6	31
897	0	33.11	17
897	1	41.1	17
897	2	41.1	17
897	3	32.7	17
897	4	32.7	17
897	5	32.7	17
897	6	32.92	17
897	7	32.7	17
897	8	35.6	17
897	9	32.7	17
898	0	36.27	50.8
898	1	44.44	37.5
898	2	41.1	45.3
898	3	57.8	31
898	4	57.8	31
898	5	35.9	31
898	6	35.89	50.8
898	7	32.1	28.2
898	8	43.7	50.8
898	9	35.9	31
899	0	35.58	28.43
899	1	47.52	38.35
899	2	41.1	45.3
899	3	57.8	31.4
899	4	57.8	31.4
899	5	37.2	31.4
899	6	34.95	28.27
899	7	34.9	28.1
899	8	35.6	50.8
899	9	35.6	31.4
900	0	32.67	35.3
900	1	48.9	35.3
900	2	48.9	35.3
900	3	48.9	35.3
900	4	31.7	35.3
900	5	48.9	35.3
900	6	31.54	35.3
900	7	30.8	35.3
900	8	39.3	35.3
900	9	31.7	35.3
901	0	34.89	37.9
901	1	42.9	37.9
901	2	42.9	37.9
901	3	34.6	37.9
901	4	34.6	37.9
901	5	34.6	37.9
901	6	34.67	37.9
901	7	34.4	37.9
901	8	39.3	37.9
901	9	34.6	37.9
902	0	35.64	40.28
902	1	46	38.97
902	2	48.9	40.5
902	3	34.4	35.3
902	4	34.4	40.5
902	5	34.4	35.3
902	6	34.85	40.5
902	7	34.4	40.5
902	8	39.3	40.5
902	9	34.4	40.5
903	0	33.04	37.9
903	1	33	37.9
903	2	33	37.9
903	3	33	37.9
903	4	33	37.9
903	5	33.1	37.9
903	6	33.1	37.9
903	7	33.1	37.9
903	8	33.1	37.9
903	9	33.1	37.9
904	0	45	40.5
904	1	48.9	37.9
904	2	48.9	37.9
904	3	48.9	37.9
904	4	45.9	37.9
904	5	48.9	37.9
904	6	41.9	40.5
904	7	41.9	40.5
904	8	41.9	37.9
904	9	45.9	37.9
910	0	17.46	25.3
910	1	17.3	25.3
910	2	17.3	25.3
910	3	17.3	25.3
910	4	17.3	25.3
910	5	17.3	25.3
910	6	17.46	25.3
910	7	17.3	25.3
910	8	25.1	25.3
910	9	17.3	25.3
911	0	16.05	20.8
911	1	15.9	25.3
911	2	15.9	25.3
911	3	15.9	25.3
911	4	15.9	25.3
911	5	15.9	25.3
911	6	16.05	20.8
911	7	15.9	20.8
911	8	25.1	25.3
911	9	15.9	25.3
912	0	24.32	20.8
912	1	24.3	20.8
912	2	24.3	20.8
912	3	24.3	20.8
912	4	24.3	20.8
912	5	24.3	20.8
912	6	24.32	20.8
912	7	24.3	20.8
912	8	25.1	20.8
912	9	24.3	20.8
913	0	31.4	28
913	1	31.4	25.3
913	2	31.4	25.3
913	3	31.4	25.3
913	4	31.4	25.3
913	5	31.4	25.3
913	6	31.4	28
913	7	31.4	28
913	8	31.4	25.3
913	9	31.4	25.3
919	0	23.82	28.17
919	1	23.9	28
919	2	23.9	28
919	3	23.9	28
919	4	23.9	28
919	5	23.9	28
919	6	23.82	28.17
919	7	23.8	28
919	8	25.1	50.6
919	9	23.9	28
920	0	31.42	33.83
920	1	32.4	59.2
920	2	32.4	59.2
920	3	31.4	57.8
920	4	31.4	57.8
920	5	31.4	57.8
920	6	30.8	30.66
920	7	30.8	29.5
920	8	31.4	38.8
920	9	31.4	30.3
921	0	28.36	33.83
921	1	32.84	59.2
921	2	33.1	59.2
921	3	28.4	57.8
921	4	28.4	57.8
921	5	28.4	57.8
921	6	27.17	30.66
921	7	26.7	29.5
921	8	33.1	38.8
921	9	28.4	30.3
922	0	24.9	39.3
922	1	23.2	59.2
922	2	23.2	59.2
922	3	23.2	57.8
922	4	23.2	57.8
922	5	23.2	57.8
922	6	24.9	39.3
922	7	23.2	28
922	8	33.1	50.6
922	9	23.2	30.3
923	0	26.92	33.83
923	1	34.22	59.2
923	2	33.2	59.2
923	3	47.5	57.8
923	4	47.5	57.8
923	5	23.5	57.8
923	6	26.19	30.66
923	7	23.5	29.5
923	8	33.1	38.8
923	9	23.5	30.3
924	0	30.54	33.83
924	1	34.39	59.2
924	2	33.2	59.2
924	3	47.5	57.8
924	4	47.5	57.8
924	5	29.1	57.8
924	6	29.1	30.66
924	7	29.1	29.5
924	8	29.1	38.8
924	9	29.1	30.3
929	0	28.93	32.45
929	1	34.04	59.2
929	2	33.2	59.2
929	3	47.5	57.8
929	4	47.5	57.8
929	5	29	57.8
929	6	27.37	28
929	7	27.2	28
929	8	33.1	38.8
929	9	29	30.3
930	0	32.38	38.1
930	1	49.95	58.77
930	2	52.4	59.2
930	3	47.5	57.8
930	4	47.5	57.8
930	5	33	57.8
930	6	32	38.1
930	7	30.6	29.5
930	8	38.3	38.1
930	9	33	30.3
931	0	34.02	38.1
931	1	50.19	58.77
931	2	52.4	59.2
931	3	47.5	57.8
931	4	47.5	57.8
931	5	32.5	57.8
931	6	32.96	38.1
931	7	32.5	38.1
931	8	38.3	38.1
931	9	58.3	30.3
932	0	32.5	30.47
932	1	29.3	58.77
932	2	29.3	59.2
932	3	29.3	57.8
932	4	29.3	57.8
932	5	29.3	57.8
932	6	32.5	30.47
932	7	32.5	29.5
932	8	34.7	38.8
932	9	29.3	30.3
933	0	20.3	38.1
933	1	20.3	58.77
933	2	20.3	59.2
933	3	20.3	57.8
933	4	20.3	57.8
933	5	20.3	57.8
933	6	20.3	38.1
933	7	18.3	38.1
933	8	29.9	38.8
933	9	20.3	30.3
934	0	32.5	38.1
934	1	29.3	58.77
934	2	29.3	59.2
934	3	29.3	57.8
934	4	29.3	57.8
934	5	29.3	57.8
934	6	32.5	38.1
934	7	32.5	38.1
934	8	34.7	38.8
934	9	29.3	30.3
940	0	38.78	38.36
940	1	38.8	38.1
940	2	38.8	38.1
940	3	38.8	38.1
940	4	38.8	38.1
940	5	38.8	38.1
940	6	38.78	38.36
940	7	38.9	38.1
940	8	36.3	50.6
940	9	38.8	38.1
941	0	42.81	39.25
941	1	52.4	64
941	2	52.4	64
941	3	43.8	36.5
941	4	43.8	36.5
941	5	43.8	36.5
941	6	41.92	36.5
941	7	42.2	36.5
941	8	36.3	36.5
941	9	43.8	36.5
950	0	38.66	50.68
950	1	38.2	41.78
950	2	38.2	46.1
950	3	38.2	29.4
950	4	38.2	29.4
