OCC	LEMPST	HCS	WCS
381	7	68.7	64.8
381	8	68.7	72.4
381	9	76.6	72.4
382	0	64.13	72.9
382	1	76.7	72.9
382	2	76.7	72.9
382	3	76.7	72.9
382	4	76.7	72.9
382	5	57.1	72.9
382	6	60.36	72.9
382	7	57.1	72.9
382	8	57.1	72.9
382	9	76.7	72.9
383	0	66.55	74.36
383	1	64.4	75.6
383	2	72.8	75.6
383	3	64.4	75.6
383	4	64.4	75.6
383	5	64.4	75.6
383	6	68.7	72.9
383	7	68.7	72.9
383	8	70.8	75.6
383	9	78.6	75.6
384	0	70.02	66.97
384	1	65.1	62.82
384	2	65.4	62.2
384	3	63.5	69.8
384	4	63.5	69.8
384	5	63.5	66.9
384	6	76.88	70.17
384	7	73.9	69.8
384	8	70.8	66.9
384	9	84.6	72.4
385	0	70.77	74.36
385	1	71.41	77.16
385	2	72.8	77.5
385	3	64.4	74.1
385	4	64.4	74.1
385	5	64.4	74.1
385	6	70.25	72.44
385	7	68	70.5
385	8	70.8	74.1
385	9	78.6	80.6
386	0	64.57	63.9
386	1	69.24	63.9
386	2	70.2	63.9
386	3	66.1	63.9
386	4	66.1	63.9
386	5	64.2	63.9
386	6	60.86	63.9
386	7	60.8	63.9
386	8	60.8	63.9
386	9	64.2	63.9
387	0	70.77	74.36
387	1	71.41	77.16
387	2	72.8	77.5
387	3	64.4	74.1
387	4	64.4	74.1
387	5	64.4	74.1
387	6	70.25	72.44
387	7	68	70.5
387	8	70.8	74.1
387	9	78.6	80.6
390	0	70.1	69.65
390	1	70.1	69.7
390	2	70.1	69.7
390	3	70.1	69.7
390	4	70.1	69.7
390	5	70.1	69.7
390	6	70.1	69.65
390	7	70.1	69.7
390	8	70.1	69.7
390	9	70.1	64.9
391	0	54.29	65.91
391	1	65.4	66.5
391	2	65.4	64.9
391	3	65.4	79.3
391	4	54.2	65.8
391	5	65.4	79.3
391	6	53.36	65.88
391	7	53	65.9
391	8	54.2	65.8
391	9	65.4	64.9
392	0	57.1	67.42
392	1	56.53	71.14
392	2	56.5	71.4
392	3	57	67.7
392	4	57	67.7
392	5	57	67.7
392	6	57.27	67.1
392	7	56.5	67.1
392	8	57	67.7
392	9	72.4	67.7
393	0	54.39	65.42
393	1	54.5	64.9
393	2	54.5	64.9
393	3	54.5	67.7
393	4	54.5	67.7
393	5	54.5	67.7
393	6	53.46	67
393	7	53	67
393	8	54.5	67.7
393	9	54.5	67.7
394	0	53.7	69.3
394	1	53.7	71.14
394	2	53.7	71.4
394	3	53.7	67.7
394	4	53.7	67.7
394	5	53.7	67.7
394	6	53.7	69.3
394	7	53.7	69.3
394	8	53.7	67.7
394	9	53.7	67.7
395	0	69.5	69.3
395	1	69.5	71.14
395	2	69.5	71.4
395	3	69.5	67.7
395	4	69.5	67.7
395	5	69.5	67.7
395	6	69.5	69.3
395	7	69.5	69.3
395	8	69.5	67.7
395	9	69.5	67.7
396	0	58.98	69.3
396	1	72.4	69.3
396	2	72.4	69.3
396	3	72.4	69.3
396	4	57.4	69.3
396	5	72.4	69.3
396	6	57.78	69.3
396	7	57.4	69.3
396	8	57.4	69.3
396	9	72.4	69.3
399	0	61.36	68.24
399	1	72.4	79.3
399	2	72.4	79.3
399	3	72.4	79.3
399	4	62.7	70.7
399	5	72.4	79.3
399	6	60.7	67
399	7	58.1	67
399	8	58.1	70.7
399	9	72.4	70.7
400	0	50.9	51
400	1	50.9	51
400	2	50.9	51
400	3	50.9	51
400	4	50.9	51
400	5	50.9	51
400	6	50.9	51
400	7	50.9	51
400	8	50.9	51
400	9	50.9	51
401	0	56.77	56.48
401	1	57.1	56.4
401	2	57.1	56.4
401	3	57.1	56.4
401	4	57.1	56.4
401	5	57.1	56.4
401	6	56.77	56.48
401	7	59.7	56.4
401	8	38	58.6
401	9	57.1	56.4
410	0	58.55	54.5
410	1	65.64	65.76
410	2	59.9	62
410	3	78.4	80.2
410	4	78.4	80.2
410	5	78.4	80.2
410	6	57.8	54.11
410	7	58	54
410	8	55.5	55.9
410	9	58.6	54.5
411	0	53.98	52.52
411	1	78.4	63
411	2	53.9	63
411	3	78.4	52.5
411	4	78.4	52.5
411	5	53.9	52.5
411	6	53.92	52.51
411	7	53.8	52.5
411	8	55.4	52.7
411	9	53.9	52.5
412	0	42.6	41.2
412	1	42.6	41.2
412	2	42.6	41.2
412	3	42.6	41.2
412	4	42.6	41.2
412	5	42.6	41.2
412	6	42.6	41.2
412	7	42.6	41.2
412	8	42.6	41.2
412	9	42.6	41.2
420	0	50.66	58.25
420	1	64.95	64.72
420	2	51.5	63
420	3	78.4	80.2
420	4	78.4	58.2
420	5	50.6	80.2
420	6	50.6	58.2
420	7	50.3	58.3
420	8	54.9	52.8
420	9	50.6	58.2
421	0	50.53	65
421	1	50.6	65
421	2	50.6	65
421	3	50.6	65
421	4	50.6	65
421	5	50.6	65
421	6	50.53	65
421	7	50.3	65
421	8	55.4	65
421	9	50.6	65
430	0	52.11	53.34
430	1	59.57	62.4
430	2	51.5	63
430	3	78.4	61.6
430	4	78.4	61.6
430	5	52	53.3
430	6	51.99	53.11
430	7	51.5	53.2
430	8	54.7	51.7
430	9	52	53.3
440	0	36.25	48.9
440	1	35.4	48.9
440	2	35.4	48.9
440	3	35.4	48.9
440	4	35.4	48.9
440	5	35.4	48.9
440	6	36.25	48.9
440	7	35.4	48.9
440	8	42.7	48.9
440	9	35.4	48.9
441	0	37.82	35.72
441	1	42.6	35.7
441	2	42.6	35.7
441	3	37.8	35.7
441	4	37.8	35.7
441	5	37.8	35.7
441	6	37.81	35.72
441	7	36.5	35.2
441	8	42.7	41.1
441	9	42.7	35.7
450	0	62.6	65.8
450	1	62.6	73.2
450	2	62.6	73.2
450	3	62.6	65.7
450	4	62.6	65.7
450	5	62.6	65.7
450	6	62.6	65.7
450	7	62.6	65.7
450	8	62.6	65.7
450	9	62.6	65.7
451	0	62.6	54.99
451	1	62.6	78.56
451	2	62.6	73.2
451	3	62.6	89.3
451	4	62.6	89.3
451	5	62.6	89.3
451	6	62.6	54.6
451	7	62.6	54.6
451	8	62.6	54.6
451	9	62.6	54.6
452	0	62.6	52.71
452	1	62.6	73.2
452	2	62.6	73.2
452	3	62.6	52.4
452	4	62.6	52.4
452	5	62.6	52.4
452	6	62.6	52.41
452	7	62.6	52.4
452	8	62.6	52.7
452	9	62.6	52.4
459	0	62.09	63
459	1	51.5	76.62
459	2	51.5	73.2
459	3	62.6	89.3
459	4	62.6	89.3
459	5	62.6	63
459	6	62.46	62.62
459	7	62.6	62.6
459	8	54.7	66.6
459	9	62.6	63
460	0	51.4	56.7
460	1	51.4	56.7
460	2	51.4	56.7
460	3	51.4	56.7
460	4	51.4	56.7
460	5	51.4	56.7
460	6	51.4	56.7
460	7	51.4	56.7
460	8	51.4	56.7
460	9	51.4	56.7
461	0	51.4	54.7
461	1	48.8	54.7
461	2	48.8	54.7
461	3	48.8	54.7
461	4	48.8	54.7
461	5	48.8	54.7
461	6	51.4	54.7
461	7	51.4	54.7
461	8	58	54.7
461	9	48.8	54.7
462	0	49.97	48.6
462	1	51.5	48.8
462	2	51.5	48.8
462	3	51.5	48.8
462	4	51.5	48.8
462	5	51.5	48.8
462	6	49.97	48.6
462	7	46.5	47.9
462	8	58	56
462	9	51.5	48.8
463	0	46.7	49.42
463	1	44.1	48.3
463	2	44.1	48.3
463	3	44.1	48.3
463	4	44.1	48.3
463	5	44.1	48.3
463	6	46.7	49.42
463	7	44.1	48.3
463	8	58	56
463	9	44.1	48.3
490	0	51.97	48.32
490	1	50.8	48.2
490	2	50.8	48.2
490	3	52	48.4
490	4	52	48.4
490	5	52	48.4
490	6	52	48.32
490	7	50.8	48.2
490	8	57.3	50.5
490	9	52	48.4
491	0	57.9	55.7
491	1	52	55.7
491	2	52	55.7
491	3	52	55.7
491	4	52	55.7
491	5	52	55.7
491	6	57.9	55.7
491	7	57.9	55.7
491	8	57.3	55.7
491	9	52	55.7
500	0	34.01	44.1
500	1	37.83	44.1
500	2	37.2	44.1
500	3	43	44.1
500	4	43	44.1
500	5	34.1	44.1
500	6	29.76	44.1
500	7	29.6	44.1
500	8	31.3	44.1
500	9	43	44.1
501	0	34.39	44.1
501	1	39.52	44.1
501	2	37.5	44.1
501	3	47.5	44.1
501	4	47.5	44.1
501	5	34.4	44.1
501	6	26.73	44.1
501	7	25.9	44.1
501	8	25.9	44.1
501	9	47.5	44.1
502	0	36.19	44.1
502	1	39.72	44.1
502	2	38.7	44.1
502	3	48.7	44.1
502	4	48.7	44.1
502	5	35.3	44.1
502	6	30.2	44.1
502	7	30.2	44.1
502	8	30.2	44.1
502	9	35.3	44.1
503	0	41.72	44.1
503	1	49.82	44.1
503	2	49.5	44.1
503	3	50.8	44.1
503	4	50.8	44.1
503	5	40.6	44.1
503	6	35.4	44.1
503	7	35.3	44.1
503	8	40.6	44.1
503	9	39.8	44.1
504	0	46.39	53.45
504	1	48.43	53.45
504	2	47.8	44.1
504	3	50.8	62.8
504	4	50.8	62.8
504	5	46.5	44.1
504	6	35.06	44.1
504	7	34.6	44.1
504	8	46.5	44.1
504	9	39.8	44.1
505	0	33.62	44.1
505	1	43.97	44.1
505	2	42.2	44.1
505	3	48.7	44.1
505	4	48.7	44.1
505	5	32.6	44.1
505	6	31.3	44.1
505	7	31.3	44.1
505	8	31.3	44.1
505	9	32.6	44.1
506	0	44.39	44.1
506	1	48.14	44.1
506	2	47.2	44.1
506	3	52.7	44.1
506	4	52.7	44.1
506	5	44.3	44.1
506	6	35.9	44.1
506	7	35.9	44.1
506	8	44.3	44.1
506	9	44.3	44.1
507	0	38.71	49.08
507	1	44.38	60.7
507	2	43.8	60.7
507	3	48.7	44.1
507	4	48.7	44.1
507	5	48.7	44.1
507	6	31.95	44.1
507	7	31.3	44.1
507	8	39.8	44.1
507	9	48.7	44.1
509	0	38.55	53.45
509	1	45.08	56.56
509	2	44.9	44.1
509	3	48.7	62.8
509	4	48.7	62.8
509	5	38.3	44.1
509	6	34.76	44.1
509	7	34.7	44.1
509	8	34.7	44.1
509	9	48.7	44.1
510	0	38.81	29.7
510	1	48.6	33.7
510	2	48.6	33.7
510	3	48.6	33.7
510	4	48.6	33.7
510	5	38.3	33.7
510	6	38.3	29.7
510	7	38.3	29.7
510	8	38.3	33.7
510	9	38.3	33.7
511	0	33.7	29.7
511	1	33.7	33.7
511	2	33.7	33.7
511	3	33.7	33.7
511	4	33.7	33.7
511	5	33.7	33.7
511	6	33.7	29.7
511	7	33.7	29.7
511	8	33.7	33.7
511	9	33.7	33.7
512	0	31.9	33.7
512	1	48.6	33.7
512	2	48.6	33.7
512	3	48.6	33.7
512	4	48.6	33.7
512	5	31.6	33.7
512	6	31.6	33.7
512	7	31.6	33.7
512	8	31.6	33.7
512	9	31.6	33.7
513	0	36.6	45.2
513	1	48.6	60.7
513	2	48.6	60.7
513	3	48.6	33.7
513	4	48.6	33.7
513	5	36.3	33.7
513	6	36.3	29.7
513	7	36.3	29.7
513	8	36.3	33.7
513	9	36.3	33.7
514	0	24.7	29.7
514	1	24.7	33.7
514	2	24.7	33.7
514	3	24.7	33.7
514	4	24.7	33.7
514	5	24.7	33.7
514	6	24.7	29.7
514	7	24.7	29.7
514	8	24.7	33.7
514	9	24.7	33.7
515	0	42.55	29.7
515	1	50.16	33.7
515	2	50.9	33.7
515	3	48.6	33.7
515	4	48.6	33.7
515	5	42	33.7
515	6	41.98	29.7
515	7	42.8	29.7
515	8	36.3	29.7
515	9	48.6	33.7
516	0	41.09	29.7
516	1	51.43	29.7
516	2	50.9	29.7
516	3	53.2	29.7
516	4	53.2	29.7
516	5	41.1	29.7
516	6	40.46	29.7
516	7	40.5	29.7
516	8	39.8	29.7
516	9	53.2	29.7
517	0	45.79	40.9
517	1	48.95	40.9
517	2	44.5	40.9
517	3	65.3	40.9
517	4	65.3	40.9
517	5	45.5	40.9
517	6	45.31	40.9
517	7	49.1	40.9
517	8	28.6	40.9
517	9	45.5	40.9
518	0	59.12	40.9
518	1	65.3	40.9
518	2	65.3	40.9
518	3	65.3	33.7
518	4	65.3	33.7
518	5	65.3	33.7
518	6	51.65	40.9
518	7	49.1	40.9
518	8	49.1	33.7
518	9	65.3	33.7
519	0	30.31	29.7
519	1	48.6	33.7
519	2	48.6	33.7
519	3	30.3	33.7
519	4	30.3	33.7
519	5	30.3	33.7
519	6	30.26	29.7
519	7	30	29.7
519	8	31.4	29.7
519	9	30.3	33.7
520	0	47.39	31.1
520	1	62.1	31.1
520	2	47.3	31.1
520	3	62.1	31.1
520	4	62.1	31.1
520	5	47.3	31.1
520	6	47.26	31.1
520	7	48	31.1
520	8	45.9	31.1
520	9	47.3	31.1
521	0	45.5	46.9
521	1	52	46.9
521	2	49.1	46.9
521	3	62.1	46.9
521	4	62.1	46.9
521	5	45.5	46.9
521	6	43.59	46.9
521	7	43.6	46.9
521	8	43.3	46.9
521	9	62.1	46.9
522	0	55.2	46.9
522	1	57.7	42.9
522	2	51.9	42.9
522	3	66	42.9
522	4	66	42.9
522	5	54.8	42.9
522	6	54.8	46.9
522	7	54.8	46.9
522	8	54.8	42.9
522	9	54.8	42.9
523	0	48.88	56.7
523	1	43.2	56.7
523	2	43.2	56.7
523	3	48.9	56.7
523	4	48.9	56.7
523	5	48.9	56.7
523	6	48.93	56.7
523	7	49	56.7
523	8	47.1	56.7
523	9	48.9	56.7
524	0	41.5	42.9
524	1	41.5	42.9
524	2	41.5	42.9
524	3	41.5	42.9
524	4	41.5	42.9
524	5	41.5	42.9
524	6	41.5	42.9
524	7	41.5	42.9
524	8	41.5	42.9
524	9	41.5	42.9
525	0	47.47	58.3
525	1	48.03	60.7
525	2	43.2	60.7
525	3	66	42.9
525	4	66	42.9
525	5	46.2	42.9
525	6	47.31	56.7
525	7	47	56.7
525	8	47.1	42.9
525	9	66	42.9
526	0	53.94	56.7
526	1	51.9	42.9
526	2	51.9	42.9
526	3	54.2	42.9
526	4	54.2	42.9
526	5	54.2	42.9
526	6	53.98	56.7
526	7	54.2	56.7
526	8	49.7	56.7
526	9	66	42.9
529	0	50.39	47.98
529	1	55.19	60.7
529	2	51.9	60.7
529	3	66	42.9
529	4	66	42.9
529	5	51.2	42.9
529	6	49.87	46.4
529	7	49.7	46.9
529	8	49.7	42.9
529	9	66	42.9
530	0	32.86	28.86
530	1	40.38	31
530	2	38.9	31
530	3	45.6	31
530	4	45.6	31
530	5	28.1	31
530	6	30.3	28.6
530	7	28.1	28.6
530	8	39.8	31
530	9	28.1	31
531	0	18.87	28.6
531	1	19	31
531	2	19	31
531	3	19	31
531	4	19	31
531	5	19	31
531	6	18.87	28.6
531	7	15.4	28.6
531	8	28.1	31
531	9	19	31
532	0	43.59	40.3
532	1	49.6	40.3
532	2	49.2	40.3
532	3	51.6	40.3
532	4	51.6	40.3
532	5	43.6	40.3
532	6	39.76	40.3
532	7	39.5	40.3
532	8	41.3	40.3
532	9	51.6	40.3
533	0	38.51	29.08
533	1	41.33	31
533	2	38.9	31
533	3	45.6	31
533	4	45.6	31
533	5	38.4	31
533	6	38.39	29.08
533	7	38.6	28.6
533	8	35.4	31
533	9	45.6	31
534	0	33.74	28.6
534	1	38.9	31
534	2	38.9	31
534	3	33.6	31
534	4	33.6	31
534	5	33.6	31
534	6	33.53	28.6
534	7	34.2	28.6
534	8	28.7	28.6
534	9	33.6	31
535	0	31.4	28.6
535	1	42.76	31
535	2	42.2	31
535	3	45.6	31
535	4	45.6	31
535	5	33	31
535	6	28.43	28.6
535	7	26.4	28.6
535	8	39.8	31
535	9	33	31
536	0	38.55	31
536	1	42.68	31
536	2	42.2	31
536	3	45.6	31
536	4	45.6	31
536	5	49.9	31
536	6	33.45	31
536	7	32.7	31
536	8	32.7	31
536	9	45.6	31
537	0	33.26	29.34
537	1	39.81	62.8
537	2	38.3	28.6
537	3	45.6	62.8
537	4	45.6	62.8
537	5	45.6	28.6
537	6	32.66	28.6
537	7	32.7	28.6
537	8	31.9	28.6
537	9	45.6	28.6
540	0	43.68	50.45
540	1	47.9	55.2
540	2	45.9	60.7
540	3	54.7	49.7
540	4	54.7	49.7
540	5	54.7	49.7
540	6	42.51	49.7
540	7	41.9	49.7
540	8	46.1	49.7
540	9	54.7	49.7
541	0	38.72	49.7
541	1	41.9	49.7
541	2	41.9	49.7
541	3	41.9	49.7
541	4	41.9	49.7
541	5	38.5	49.7
541	6	38.5	49.7
541	7	38.5	49.7
541	8	38.5	49.7
541	9	38.5	49.7
542	0	40.08	49.7
542	1	41.9	49.7
542	2	41.9	49.7
542	3	41.9	49.7
542	4	41.9	49.7
542	5	40.2	49.7
542	6	39.1	49.7
542	7	39.1	49.7
542	8	39.1	49.7
542	9	40.2	49.7
543	0	54.5	49.7
543	1	56.2	49.7
543	2	56.2	49.7
543	3	56.2	49.7
543	4	56.2	49.7
543	5	54.5	49.7
543	6	53.5	49.7
543	7	53.5	49.7
543	8	53.5	49.7
543	9	54.5	49.7
544	0	42.52	49.7
544	1	41.9	49.7
544	2	41.9	49.7
544	3	41.9	49.7
544	4	41.9	49.7
544	5	42.6	49.7
544	6	42.58	49.7
544	7	42.6	49.7
544	8	42.6	49.7
544	9	41.9	49.7
550	0	13.49	28.25
550	1	32.3	62.8
550	2	54.4	25.6
550	3	10.2	62.8
550	4	10.2	62.8
550	5	10.2	25.6
550	6	11.85	25.6
550	7	10.2	25.6
550	8	22.9	25.6
550	9	10.2	25.6
551	0	26.35	28.48
551	1	38.75	51.51
551	2	26.1	50.1
551	3	51.4	62.8
551	4	51.4	62.8
551	5	26.1	25.9
551	6	25.94	25.9
551	7	26.1	25.9
551	8	22.9	25.9
551	9	26.1	25.9
552	0	26.26	29.06
552	1	26.5	50.1
552	2	26.5	50.1
552	3	26.5	27.9
552	4	26.5	27.9
552	5	26.5	27.9
552	6	26.26	27.9
552	7	26.5	27.9
552	8	22.9	27.9
552	9	26.5	27.9
553	0	34.61	28.11
553	1	53.03	51.3
553	2	54.4	50.1
553	3	51.4	62.8
553	4	51.4	62.8
553	5	31.2	26.9
553	6	30.72	26.95
553	7	31.2	26.9
553	8	22.9	30.7
553	9	31.2	26.9
554	0	43.41	40.71
554	1	55.84	54
554	2	58	50.1
554	3	51.4	62.8
554	4	51.4	62.8
554	5	42.6	33.8
554	6	35.81	33.8
554	7	36.8	33.8
554	8	22.9	33.8
554	9	42.6	33.8
555	0	40.55	30.93
555	1	53.44	53.27
555	2	54.4	50.1
555	3	51.4	62.8
555	4	51.4	62.8
555	5	41.6	30.1
555	6	37.09	30.1
555	7	37.9	30.1
555	8	22.9	30.1
555	9	41.6	30.1
556	0	42.88	41.76
556	1	53.4	53.27
556	2	54.4	50.1
556	3	51.4	62.8
556	4	51.4	62.8
556	5	34.3	38.5
556	6	37.9	38.81
556	7	37.9	38.5
556	8	22.9	38.5
556	9	34.3	62.8
557	0	32.27	19.37
557	1	52.9	50.1
557	2	54.4	50.1
557	3	51.4	18.9
557	4	51.4	18.9
557	5	32	18.9
557	6	31.46	18.9
557	7	32	18.9
557	8	22.9	18.9
557	9	32	18.9
559	0	39.89	29.36
559	1	52.34	57.15
559	2	54.4	50.1
559	3	51.4	62.8
559	4	51.4	62.8
559	5	22.9	37.5
559	6	33.31	26.84
559	7	37.9	24
559	8	22.9	30.7
559	9	22.9	37.5
560	0	51.24	61.4
560	1	57.9	61.4
560	2	57.9	61.4
560	3	57.9	61.4
560	4	57.9	61.4
560	5	50.5	61.4
560	6	50.59	61.4
560	7	50.5	61.4
560	8	50.5	61.4
560	9	57.9	61.4
561	0	49.4	41.93
561	1	61.97	61.96
561	2	57.9	60.7
561	3	65.5	62.8
561	4	65.5	62.8
561	5	65.5	36.8
561	6	46.78	36.8
561	7	46.2	36.8
561	8	46.2	36.8
561	9	65.5	36.8
562	0	38.98	31.5
562	1	54.3	31.5
562	2	38	31.5
562	3	54.3	31.5
562	4	54.3	31.5
562	5	38	31.5
562	6	38.5	31.5
562	7	38	31.5
562	8	38	31.5
562	9	54.3	31.5
563	0	44.95	36.95
563	1	54.3	49.3
563	2	54.3	60.7
563	3	54.3	37.9
563	4	54.3	37.9
563	5	42.4	37.9
563	6	43.08	34.21
563	7	42.4	34
563	8	42.4	37.9
563	9	54.3	37.9
569	0	37.82	34.21
569	1	54.3	60.7
569	2	54.3	60.7
569	3	54.3	34
569	4	54.3	34
569	5	38.3	34
569	6	37.13	34
569	7	38.1	34
569	8	29.3	34
569	9	54.3	34
570	0	42.03	40.86
570	1	45.49	54.75
570	2	44.8	60.7
570	3	49.8	36.9
570	4	49.8	36.9
570	5	42.1	36.9
570	6	38.14	36.9
570	7	37.9	36.9
570	8	39.6	36.9
570	9	49.8	36.9
571	0	44.33	44.15
571	1	54.23	62.27
571	2	55.8	60.7
571	3	49.8	62.8
571	4	49.8	62.8
571	5	37	36.9
571	6	37.49	36.9
571	7	37	36.9
571	8	39.6	36.9
571	9	49.8	36.9
572	0	21.2	36.9
572	1	21.2	36.9
572	2	21.2	36.9
572	3	21.2	36.9
572	4	21.2	36.9
572	5	21.2	36.9
572	6	21.2	36.9
572	7	21.2	36.9
572	8	21.2	36.9
572	9	21.2	36.9
573	0	41.45	36.9
573	1	55.8	36.9
573	2	55.8	36.9
573	3	40.4	36.9
573	4	40.4	36.9
573	5	40.4	36.9
573	6	40.4	36.9
573	7	40.4	36.9
573	8	40.4	36.9
573	9	40.4	36.9
579	0	47.52	51.74
579	1	55.8	61.63
579	2	55.8	60.7
579	3	55.8	62.8
579	4	55.8	62.8
579	5	55.8	36.9
579	6	37	36.9
579	7	37	36.9
579	8	37	36.9
579	9	55.8	36.9
580	0	33.58	37.95
580	1	34.65	61.99
580	2	34.7	60.7
580	3	34.63	62.8
580	4	34.7	62.8
580	5	33.6	34.4
580	6	33.4	34.4
580	7	33.2	34.4
580	8	34	34.4
580	9	33.6	34.4
581	0	33.61	35
581	1	33.6	35
581	2	33.6	35
581	3	33.6	35
581	4	33.6	35
581	5	33.6	35
581	6	33.61	35
581	7	33.6	35
581	8	34	35
581	9	33.6	35
582	0	25.12	24.9
582	1	24.4	24.9
582	2	24.4	24.9
582	3	24.4	24.9
582	4	24.4	24.9
582	5	24.4	24.9
582	6	25.12	24.9
582	7	24.4	24.9
582	8	34	24.9
582	9	24.4	24.9
590	0	31.26	28.43
590	1	29.6	60.96
590	2	29.6	60.7
590	3	29.6	62.8
590	4	29.6	62.8
590	5	31.3	21
590	6	31.38	21
590	7	29.6	21
590	8	37.9	21
590	9	31.3	21
591	0	20.12	32.22
591	1	29.6	61.4
591	2	29.6	60.7
591	3	29.6	62.8
591	4	29.6	62.8
591	5	18.2	30.9
591	6	18.85	30.9
591	7	18.2	30.9
591	8	37.9	30.9
591	9	18.2	30.9
592	0	63.6	30.9
592	1	63.6	61.18
592	2	63.6	60.7
592	3	63.6	62.8
592	4	63.6	62.8
592	5	63.6	62.8
592	6	63.6	30.9
592	7	63.6	30.9
592	8	63.6	41.6
592	9	63.6	41.6
593	0	66	44.55
593	1	66	48.2
593	2	66	40.9
593	3	66	62.8
593	4	66	62.8
593	5	66	62.8
593	6	66	40.9
593	7	66	40.9
593	8	66	41.6
593	9	66	41.6
594	0	37.61	60.14
594	1	51.29	60.56
594	2	49.7	60
594	3	58.9	62.8
594	4	58.9	62.8
594	5	58.9	60
594	6	33.34	60
594	7	33	60
594	8	35.6	60
594	9	58.9	60
595	0	39.6	52.55
595	1	39.6	58.07
595	2	39.6	60
595	3	39.6	52.3
595	4	39.6	52.3
595	5	39.6	52.3
595	6	39.6	52.3
595	7	39.6	52.3
595	8	39.6	52.3
595	9	39.6	52.3
596	0	36.54	33.22
596	1	50.1	60.7
596	2	50	60.7
596	3	51.4	62.8
596	4	51.4	62.8
596	5	34.4	62.8
596	6	34.62	29.3
596	7	34.4	29.3
596	8	39.9	41.6
596	9	51.4	41.6
597	0	17.55	29.3
597	1	17.6	61.18
597	2	17.6	60.7
597	3	17.6	62.8
597	4	17.6	62.8
597	5	17.6	62.8
597	6	17.55	29.3
597	7	15.9	29.3
597	8	23.8	41.6
597	9	17.6	41.6
598	0	50.2	29.3
598	1	50.2	61.18
598	2	50.2	60.7
598	3	50.2	62.8
598	4	50.2	62.8
598	5	50.2	62.8
598	6	50.2	29.3
598	7	50.2	29.3
598	8	50.2	41.6
598	9	50.2	41.6
599	0	32.87	34.53
599	1	50.51	61.46
599	2	50	60.7
599	3	51.4	62.8
599	4	51.4	62.8
599	5	38	45.1
599	6	28.24	29.83
599	7	26.1	29.3
599	8	39.9	29.3
599	9	38	62.8
600	0	45.1	56.1
600	1	45.1	56.1
600	2	45.1	56.1
600	3	45.1	56.1
600	4	45.1	56.1
600	5	45.1	56.1
600	6	45.1	56.1
600	7	45.1	56.1
600	8	45.1	56.1
600	9	45.1	56.1
601	0	46.2	56.1
601	1	46.2	56.1
601	2	46.2	56.1
601	3	46.2	56.1
601	4	46.2	56.1
601	5	46.2	56.1
601	6	46.2	56.1
601	7	46.2	56.1
601	8	46.2	56.1
601	9	46.2	56.1
610	0	57.48	60.8
610	1	57.6	60.8
610	2	57.6	60.8
610	3	57.6	60.8
610	4	57.6	60.8
610	5	57.6	60.8
610	6	57.48	60.8
610	7	56.4	60.8
610	8	63	60.8
610	9	57.6	60.8
611	0	52.69	60.8
611	1	52.2	39.4
611	2	52.2	39.4
611	3	52.2	39.4
611	4	52.2	39.4
611	5	52.2	39.4
611	6	52.69	60.8
611	7	52.2	60.8
611	8	63	39.4
611	9	52.2	39.4
612	0	48.7	57.23
612	1	48.4	39.4
612	2	48.4	39.4
612	3	48.4	39.4
612	4	48.4	39.4
612	5	48.4	39.4
612	6	48.7	57.23
612	7	48.4	60.8
612	8	63	39.4
612	9	48.4	39.4
613	0	81.6	60.8
613	1	81.6	39.4
613	2	81.6	39.4
613	3	81.6	39.4
613	4	81.6	39.4
613	5	81.6	39.4
613	6	81.6	60.8
613	7	81.6	60.8
613	8	81.6	39.4
613	9	81.6	39.4
614	0	43.4	38.2
614	1	49.9	38.2
614	2	49.9	38.2
614	3	49.9	38.2
614	4	49.9	38.2
614	5	49.9	38.2
614	6	43.4	38.2
614	7	43.4	38.2
614	8	58.2	38.2
614	9	49.9	38.2
615	0	38.62	48.4
615	1	43.4	48.4
615	2	43.4	48.4
615	3	43.4	48.4
615	4	43.4	48.4
615	5	38.5	48.4
615	6	38.53	48.4
615	7	37.9	48.4
615	8	45.2	48.4
615	9	38.5	48.4
619	0	43.48	29.6
619	1	43.4	29.6
619	2	43.4	29.6
619	3	43.4	29.6
619	4	43.4	29.6
619	5	43.4	29.6
619	6	43.49	29.6
619	7	43.4	29.6
619	8	45.2	29.6
619	9	43.4	29.6
620	0	41.93	39.11
620	1	35.8	62.5
620	2	35.8	63.1
620	3	35.8	61.56
620	4	35.8	63.1
620	5	42.3	38.6
620	6	42.75	38.34
620	7	43.1	38.6
620	8	41.9	37.2
620	9	42.3	38.6
621	0	38.11	38.9
621	1	38.7	38.9
621	2	38.7	38.9
621	3	38.7	38.9
621	4	38.7	38.9
621	5	38.7	38.9
621	6	38.08	38.9
621	7	38.7	38.9
621	8	35.7	38.9
621	9	38.7	38.9
622	0	36	36.56
622	1	36.1	36.3
622	2	36.1	36.3
622	3	35.9	36.5
622	4	35.9	36.5
622	5	35.9	36.5
622	6	36	36.57
622	7	36.1	36.3
622	8	35.7	43
622	9	35.9	36.5
630	0	52.2	55.9
630	1	52.2	55.9
630	2	52.2	55.9
630	3	52.2	55.9
630	4	52.2	55.9
630	5	52.2	55.9
630	6	52.2	55.9
630	7	52.2	55.9
630	8	52.2	55.9
630	9	52.2	55.9
631	0	28.7	29.6
631	1	28.7	55.9
631	2	28.7	55.9
631	3	28.7	55.9
631	4	28.7	55.9
