OCCBST	OCC	EMPST	HITCS	WITCS	HISCS	WISCS
399	39	9	53.5	58.8	55	59.5
412	41	2	70	76.1	68.8	75.4
414	41	4	70	76.1	60.5	62.5
419	41	9	70	76.1	68.6	75.4
492	49	2	67.8	59.6	67.2	59.1
494	49	4	67.8	59.6	60.5	62.5
499	49	9	67.8	59.6	67.2	59.2
512	51	2	93.3	85.5	91.8	85
514	51	4	93.3	85.5	83.9	85
519	51	9	93.3	85.5	91.8	85
522	52	2	77.8	71.7	77.3	70.5
524	52	4	77.8	71.7	85.3	86.2
529	52	9	77.8	71.7	77.3	70.5
532	53	2	89.3	85.5	88.8	84.1
534	53	4	89.3	85.5	85.3	86.2
539	53	9	89.3	85.5	87.8	84.7
542	54	2	88.9	87.2	88.5	86.5
544	54	4	88.9	87.2	83.9	92.6
549	54	9	88.9	87.2	88.4	86.6
592	59	2	80.5	73.2	83.1	71
594	59	4	80.5	73.2	85.3	86.2
599	59	9	80.5	73.2	83.1	71
612	61	2	75.6	77.2	75	76.8
614	61	4	75.6	77.2	83.7	88.4
619	61	9	75.6	77.2	75.8	77.7
622	62	2	76.4	77.8	75.7	77.1
624	62	4	76.4	77.8	88.5	84.2
629	62	9	76.4	77.8	76	77.2
632	63	2	80.7	84.5	79.6	85.1
634	63	4	80.7	84.5	89.2	85.1
639	63	9	80.7	84.5	80.3	85.1
692	69	2	66.8	65.8	64.6	64
694	69	4	66.8	65.8	78	84.3
699	69	9	66.8	65.8	66.8	65.6
712	71	2	68.2	69.2	66.6	69.2
714	71	4	68.2	69.2	75.8	79.6
719	71	9	68.2	69.2	69	71
722	72	2	54.2	52.6	53.2	52.5
724	72	4	54.2	52.6	59.1	62.3
729	72	9	54.2	52.6	54.2	53.1
732	73	2	70.6	73.6	68.3	73.8
734	73	4	70.6	73.6	80.6	76.8
739	73	9	70.6	73.6	71.2	74.8
742	74	2	65	59.3	63.2	59.5
744	74	4	65	59.3	73.9	68.6
749	74	9	65	59.3	65.9	60.7
