hisco	hiscam	orig
1100	76.63	0
1110	76.63	0
1190	76.63	0
1200	76.63	0
1210	76.63	0
1300	76.63	0
1340	76.63	0
1400	76.63	0
1420	76.63	0
1430	76.63	0
2000	87.15	1
2100	87.15	0
2120	87.15	1
2130	87.15	0
2140	87.15	0
2200	87.15	0
2210	87.15	1
2220	87.15	0
2230	87.15	0
2240	87.15	0
2245	87.15	0
2255	87.15	0
2290	87.15	0
2300	87.15	0
2305	87.15	1
2310	87.15	0
2400	87.15	0
2410	87.15	0
2430	87.15	0
2450	87.15	0
2460	87.15	0
2510	87.15	0
2620	87.15	0
2700	87.15	0
2710	87.15	0
2740	87.15	0
2900	87.15	1
2930	87.15	0
2990	87.15	0
3000	87.15	0
3010	87.15	0
3020	87.15	1
3022	87.15	0
3030	87.15	0
3040	87.15	0
3090	87.15	0
3100	87.15	0
3110	87.15	0
3120	87.15	0
3130	87.15	0
3140	87.15	0
3150	87.15	0
3160	87.15	0
3170	87.15	0
3180	87.15	0
3200	87.15	1
3300	87.15	0
3310	87.15	0
3320	87.15	0
3330	87.15	0
3340	87.15	0
3390	87.15	0
3405	87.15	0
3490	87.15	0
3510	87.15	0
3520	87.15	0
3540	87.15	0
3550	87.15	0
3590	87.15	0
3620	87.15	0
3720	87.15	0
3930	87.15	0
4100	68.26	0
4120	68.26	0
4125	68.26	0
4130	68.26	0
4140	68.26	0
4200	68.26	1
4215	68.26	0
4217	68.26	1
4220	68.26	0
4230	68.26	1
4240	68.26	1
4250	68.26	0
4290	68.26	0
4320	68.26	0
5100	87.15	0
5110	87.15	0
5120	87.15	0
5190	87.15	0
5230	87.15	0
5260	87.15	0
5320	87.15	1
5330	87.15	0
5340	87.15	0
5360	87.15	0
5390	87.15	0
5400	87.15	0
5420	87.15	0
6100	87.15	1
6105	87.15	1
6110	87.15	1
6120	87.15	1
6130	87.15	1
6140	87.15	1
6190	87.15	1
6210	76.63	0
6300	76.63	0
6310	87.15	1
6320	87.15	0
6420	76.63	0
6500	76.63	0
6510	87.15	0
6520	87.15	0
6590	87.15	0
6700	87.15	1
6710	87.15	1
6810	76.63	0
6910	76.63	0
6990	76.63	0
7100	76.63	0
7110	76.63	0
7130	76.63	0
7200	76.63	0
7210	76.63	0
7300	76.63	0
7310	76.63	0
7410	76.63	0
7500	76.63	0
7520	87.15	0
7530	87.15	0
7600	76.63	0
7620	76.63	0
7640	76.63	0
7900	76.63	0
7920	76.63	0
7930	76.63	0
7990	76.63	0
8110	76.63	0
8130	76.63	0
8200	76.63	0
8220	76.63	0
8230	76.63	0
8250	76.63	0
8490	76.63	0
9010	76.63	0
9150	76.63	0
9999	76.63	0
11000	76.63	0
11010	76.63	0
11020	76.63	0
12000	83.77	0
12100	83.77	0
12110	83.84	1
12200	83.77	0
12210	83.68	1
12310	83.77	0
12400	83.77	0
12410	83.77	0
12900	83.84	1
12910	83.84	1
13000	78.12	1
13020	71.81	1
13030	71.81	1
13100	77.46	0
13130	77.46	0
13140	77.46	0
13170	77.46	0
13175	77.46	0
13190	77.46	0
13200	73.72	1
13215	73.72	0
13220	73.72	0
13230	73.72	0
13250	73.72	0
13260	73.72	0
13270	73.72	0
13275	73.72	0
13280	73.72	0
13290	73.72	0
13320	77.81	1
13390	77.81	1
13420	77.81	1
13490	77.81	1
13590	83.32	0
13900	83.32	0
13940	83.32	1
13950	83.32	0
13960	83.32	0
13990	83.32	0
14100	93.03	0
14120	93.03	0
14120	92.90	1
14130	87.15	1
14140	93.03	0
14190	93.03	0
14990	94.06	1
15120	91.31	0
15120	91.31	0
15900	91.31	0
15915	91.31	0
15920	91.31	0
15920	91.31	0
15930	91.31	0
15945	91.31	0
15950	91.31	0
15960	91.31	0
15990	91.31	0
16000	87.15	0
16100	87.15	0
16120	87.15	0
16120	87.15	0
16130	87.15	1
16150	87.15	0
16160	87.15	0
16190	87.15	0
16200	87.15	0
16220	87.15	0
16230	87.15	0
16240	87.15	0
16250	87.15	0
16300	87.15	0
16310	87.15	0
16350	87.15	0
16360	87.15	0
17000	87.15	0
17100	87.15	1
17120	87.15	1
17130	87.15	0
17135	87.15	0
17140	87.15	1
17145	87.15	0
17150	87.15	0
17190	87.15	0
17200	87.15	0
17220	87.15	0
17230	87.15	0
17300	87.15	0
17320	87.15	0
17340	87.15	0
17420	87.15	0
17490	87.15	0
17530	87.15	1
17540	87.15	1
17590	87.15	1
17900	87.15	0
17920	87.15	0
17940	87.15	0
17990	87.15	0
18000	87.15	0
18020	87.15	0
18050	87.15	0
18090	87.15	0
19100	87.15	0
19120	87.15	0
19130	87.15	0
19140	87.15	0
19190	87.15	0
19200	87.15	0
19250	87.15	0
19290	87.15	0
19300	87.15	0
19320	87.15	0
19390	87.15	0
19400	87.15	0
19420	87.15	0
19430	87.15	0
19490	87.15	0
19500	87.15	0
19520	87.15	0
19530	87.15	0
19540	87.15	0
19900	87.15	0
19950	87.15	0
19960	87.15	0
19990	87.15	1
20100	89.05	1
20110	89.05	1
20200	89.05	1
20210	89.05	1
21000	85.31	0
21100	84.93	1
21110	84.93	1
21200	89.05	1
21220	84.53	1
21230	89.05	1
21240	83.37	1
21300	89.05	0
21320	89.05	0
21340	89.05	1
21420	86.03	0
21430	86.03	0
21490	86.03	0
