hisco	hiscam	orig
1100	87.59	1
1110	87.59	1
1190	87.59	1
1200	82.95	0
1210	82.95	0
1300	82.95	0
1340	87.59	1
1400	65.43	1
1420	82.95	0
1430	82.95	0
2000	99.00	1
2100	83.65	1
2120	92.28	1
2130	81.76	0
2140	77.23	1
2200	81.57	1
2210	82.35	1
2220	77.23	1
2230	81.76	0
2240	83.38	1
2245	81.76	0
2255	68.56	1
2290	85.89	1
2300	81.76	0
2305	84.81	1
2310	77.23	1
2400	81.76	0
2410	77.23	1
2430	81.76	0
2450	81.76	0
2460	81.76	0
2510	77.79	1
2620	77.23	1
2700	81.76	0
2710	77.23	1
2740	81.76	0
2900	81.76	0
2930	81.76	0
2990	81.76	0
3000	81.76	0
3010	81.76	0
3020	94.70	1
3022	81.76	0
3030	81.76	0
3040	81.76	0
3090	81.76	0
3100	79.22	1
3110	79.22	1
3120	63.09	1
3130	77.23	1
3140	77.72	1
3150	81.76	0
3160	77.23	1
3170	81.76	0
3180	77.23	1
3200	71.52	1
3300	68.70	1
3310	68.70	1
3320	81.76	0
3330	81.76	0
3340	81.76	0
3390	77.23	1
3405	81.76	0
3490	68.27	1
3510	72.28	1
3520	81.76	0
3540	81.76	0
3550	81.76	0
3590	77.23	1
3620	77.23	1
3720	81.76	0
3930	81.76	0
4100	51.33	1
4120	51.33	1
4125	51.33	1
4130	51.33	1
4140	51.33	1
4200	51.33	1
4215	73.61	1
4217	51.33	1
4220	59.80	1
4230	65.18	1
4240	68.36	1
4250	53.93	0
4290	53.93	0
4320	53.93	0
5100	82.87	1
5110	82.87	1
5120	82.87	0
5190	82.87	0
5230	82.87	1
5260	82.87	0
5320	82.87	1
5330	82.87	1
5340	82.87	1
5360	82.87	1
5390	82.87	0
5400	82.87	1
5420	82.87	0
6100	99.00	1
6105	99.00	1
6110	99.00	1
6120	99.00	1
6130	99.00	1
6140	99.00	1
6190	99.00	1
6210	60.74	1
6300	82.87	1
6310	99.00	1
6320	96.33	0
6420	60.74	0
6500	82.87	1
6510	82.87	1
6520	99.00	1
6590	96.33	0
6700	98.31	1
6710	98.31	1
6810	60.74	0
6910	60.74	0
6990	60.74	0
7100	60.74	1
7110	60.74	1
7130	60.74	1
7200	68.71	0
7210	51.65	1
7300	68.71	0
7310	60.74	0
7410	51.65	0
7500	68.71	0
7520	96.33	0
7530	99.00	1
7600	68.71	0
7620	60.74	0
7640	60.74	0
7900	68.71	0
7920	60.66	0
7930	60.66	0
7990	60.66	0
8110	71.79	0
8130	71.79	0
8200	71.79	0
8220	71.79	0
8230	71.79	0
8250	71.79	0
8490	71.79	0
9010	71.79	0
9150	71.79	0
9999	71.79	0
11000	71.79	1
11010	71.79	1
11020	71.79	0
12000	99.00	1
12100	99.00	0
12110	99.00	1
12200	99.00	0
12210	99.00	1
12310	99.00	1
12400	99.00	1
12410	99.00	1
12900	99.00	0
12910	99.00	0
13000	88.85	1
13020	88.85	1
13030	88.85	1
13100	96.16	1
13130	96.16	0
13140	96.16	0
13170	96.16	0
13175	96.16	0
13190	96.16	0
13200	87.16	1
13215	87.16	0
13220	87.16	0
13230	87.16	0
13250	87.16	1
13260	87.16	0
13270	87.16	1
13275	87.16	0
13280	87.16	0
13290	87.16	0
13320	66.09	1
13390	70.85	1
13420	83.65	0
13490	83.65	0
13590	83.65	0
13900	83.65	1
13940	83.65	1
13950	83.65	1
13960	83.65	0
13990	83.65	0
14100	98.91	0
14120	98.91	0
14120	98.91	1
14130	98.91	0
14140	98.91	1
14190	98.91	0
14990	98.91	1
15120	86.37	0
15120	89.06	1
15900	79.37	1
15915	93.16	1
15920	86.37	0
15920	82.06	1
15930	86.37	0
15945	86.37	0
15950	86.37	0
15960	86.37	0
15990	86.37	0
16000	68.47	1
16100	68.47	1
16120	68.65	0
16120	62.86	1
16130	75.89	1
16150	68.65	0
16160	68.47	1
16190	68.65	0
16200	68.47	1
16220	68.65	0
16230	68.65	0
16240	68.65	0
16250	68.47	1
16300	68.47	1
16310	68.47	1
16350	68.65	0
16360	68.47	1
17000	59.09	0
17100	59.09	0
17120	59.09	0
17130	59.09	0
