hisco	hiscam	orig
1100	85.59	1
1110	85.59	1
1190	85.59	1
1200	85.59	1
1210	82.99	0
1300	82.99	0
1340	85.59	1
1400	69.77	1
1420	82.99	0
1430	82.99	0
2000	99.00	1
2100	82.59	0
2120	84.27	1
2130	88.14	1
2140	74.35	1
2200	82.59	0
2210	83.16	1
2220	82.59	0
2230	82.59	0
2240	84.27	1
2245	82.59	0
2255	71.28	1
2290	89.01	1
2300	82.59	0
2305	87.34	1
2310	74.35	1
2400	82.59	0
2410	82.59	0
2430	82.59	0
2450	82.59	0
2460	82.59	0
2510	84.27	1
2620	74.35	1
2700	82.59	0
2710	82.59	0
2740	82.59	0
2900	90.57	1
2930	82.59	0
2990	82.59	0
3000	80.53	1
3010	80.53	1
3020	78.43	1
3022	82.59	0
3030	82.59	0
3040	81.79	1
3090	84.27	1
3100	74.35	1
3110	74.35	1
3120	73.23	1
3130	74.35	1
3140	74.35	1
3150	82.59	0
3160	74.35	1
3170	82.59	0
3180	74.35	1
3200	76.18	1
3300	73.63	1
3310	73.63	1
3320	82.59	0
3330	84.27	1
3340	82.59	0
3390	79.31	1
3405	82.14	1
3490	82.59	0
3510	75.60	1
3520	82.59	0
3540	82.59	0
3550	82.59	0
3590	74.35	1
3620	82.59	0
3720	82.59	0
3930	82.59	0
4100	49.82	1
4120	49.82	1
4125	49.82	1
4130	49.82	1
4140	49.82	1
4200	49.82	1
4215	78.25	1
4217	49.82	1
4220	56.06	1
4230	66.71	1
4240	66.47	1
4250	51.95	0
4290	49.82	1
4320	51.95	0
5100	93.52	1
5110	93.52	1
5120	94.45	0
5190	94.45	0
5230	89.30	1
5260	94.45	0
5320	96.12	1
5330	94.61	1
5340	96.12	1
5360	96.12	1
5390	94.45	0
5400	91.58	1
5420	96.12	1
6100	92.87	1
6105	92.87	1
6110	92.87	1
6120	92.87	1
6130	92.87	1
6140	92.87	1
6190	92.87	1
6210	69.15	1
6300	87.03	1
6310	89.61	1
6320	88.06	0
6420	59.29	0
6500	69.47	1
6510	69.47	1
6520	88.06	0
6590	88.06	0
6700	86.46	1
6710	86.46	1
6810	59.29	0
6910	59.29	0
6990	59.29	0
7100	69.15	1
7110	69.15	1
7130	69.15	1
7200	66.01	0
7210	69.15	1
7300	66.01	0
7310	55.55	1
7410	49.65	1
7500	66.01	0
7520	88.06	0
7530	92.87	1
7600	66.01	0
7620	59.29	0
7640	59.29	0
7900	66.01	0
7920	56.45	0
7930	56.45	0
7990	56.45	0
8110	87.03	0
8130	87.03	0
8200	87.03	0
8220	87.03	1
8230	87.03	1
8250	87.03	0
8490	87.03	0
9010	87.03	0
9150	87.03	1
9999	77.89	0
11000	77.82	1
11010	77.82	1
11020	77.82	0
12000	99.00	1
12100	98.57	0
12110	99.00	1
12200	98.57	0
12210	99.00	1
12310	99.00	1
12400	96.03	1
12410	96.03	1
12900	96.23	1
12910	96.23	1
13000	82.45	1
13020	66.71	1
13030	78.09	1
13100	99.00	1
13130	99.00	0
13140	99.00	0
13170	99.00	0
13175	99.00	0
13190	99.00	0
13200	86.42	1
13215	85.23	0
13220	85.23	0
13230	85.23	0
13250	80.89	1
13260	85.23	0
13270	85.23	0
13275	86.42	1
13280	85.23	0
13290	85.23	0
13320	67.89	1
13390	70.17	1
13420	80.65	0
13490	80.65	0
13590	80.65	0
13900	80.65	0
13940	81.64	1
13950	81.64	1
13960	73.21	1
13990	74.54	1
14100	95.42	0
14120	95.42	0
14120	97.71	1
14130	67.77	1
14140	97.71	1
14190	97.71	1
14990	66.30	1
15120	81.63	0
15120	79.80	1
15900	83.43	1
15915	86.99	1
15920	81.63	0
15920	82.13	1
15930	81.63	0
15945	81.63	0
15950	81.63	0
15960	80.50	1
15990	81.63	0
16000	70.41	1
16100	78.33	1
16120	74.04	0
16120	67.33	1
16130	84.21	1
16150	69.43	1
16160	77.89	1
16190	74.04	0
16200	71.94	1
16220	74.04	0
16230	71.94	1
16240	74.04	0
16250	75.44	1
16300	74.04	0
16310	71.94	1
16350	74.04	0
16360	71.94	1
17000	64.37	0
17100	78.48	1
17120	78.48	1
17130	63.80	1
17135	64.37	0
