hisco	hiscam
72725	50.63
72730	50.63
72740	49.59
72790	50.63
72800	49.59
72820	50.63
72830	49.59
72890	48.11
72900	49.59
72930	49.59
72940	49.59
72980	50.63
72990	53.95
73100	48.75
73130	48.75
73200	49.56
73210	49.56
73240	49.56
73270	49.56
73290	49.56
73320	49.56
73350	48.75
73360	48.75
73390	48.75
73400	47.50
73430	47.50
73460	47.50
73490	47.50
74100	51.15
74120	53.65
74140	50.81
74200	50.52
74220	50.52
74240	50.52
74400	53.65
74470	57.16
74490	53.65
74500	51.08
74900	51.08
74910	51.08
74920	51.08
74925	51.08
74930	51.08
74990	51.08
75000	50.13
75100	52.63
75115	52.63
75120	52.63
75130	52.63
75135	52.63
75140	52.63
75145	52.63
75150	52.63
75155	52.63
75190	52.63
75220	49.95
75230	49.95
75240	49.95
75250	49.95
75290	49.95
75300	47.70
75320	47.70
75340	45.18
75350	47.70
75390	47.70
75400	45.18
75415	47.70
75420	47.70
75422	47.70
75430	47.70
75432	47.58
75435	45.18
75440	47.70
75445	45.18
75450	47.70
75452	47.70
75455	47.70
75457	47.70
75465	45.31
75470	45.18
75475	47.70
75490	50.29
75500	56.20
75520	45.18
75530	45.18
75535	47.70
75540	47.70
75590	47.70
75600	53.77
75615	53.77
75620	53.77
75622	53.77
75625	53.77
75635	53.77
75650	53.77
75655	53.77
75660	53.77
75670	53.77
75690	53.77
75700	47.70
75710	50.59
75720	47.70
75922	45.18
75925	47.70
75990	60.33
76100	57.29
76125	57.29
76130	57.29
76132	57.29
76145	57.29
76150	57.29
76155	57.29
76190	57.29
76200	47.70
76220	47.70
76230	47.70
76290	47.70
77100	56.24
77120	55.20
77140	57.29
77190	56.97
77200	56.24
77250	56.24
77260	56.24
77290	55.06
77300	56.24
77310	59.41
77320	52.63
77330	56.24
77340	56.24
77390	57.47
77410	57.29
77415	56.24
77440	57.29
77450	56.24
77460	57.29
77490	56.24
77500	50.11
77510	50.11
77530	50.11
77540	50.11
77590	50.11
77600	56.24
77610	57.29
77620	57.77
77630	68.33
77640	57.29
77650	56.24
77660	58.86
77690	61.09
77700	56.24
77750	56.24
77790	56.24
77800	60.61
77810	60.61
77820	60.61
77830	60.61
77835	60.61
77840	60.61
77850	60.61
77860	60.61
77870	60.61
77880	60.61
77890	60.61
77900	56.24
77920	50.38
77940	56.24
77990	56.24
78100	49.13
78120	57.29
78130	57.29
78155	50.29
78170	57.29
78190	56.24
78200	47.75
78290	56.24
78390	48.93
79100	50.81
79120	51.13
79130	51.13
79140	50.00
79190	51.13
79200	51.13
79220	50.00
79290	50.00
79300	51.13
79310	56.40
79320	50.00
79390	58.02
79400	55.86
79420	55.86
79430	55.86
79440	55.86
79450	55.86
79475	55.86
79490	55.86
79500	50.00
79510	51.13
79520	51.13
79550	51.13
79560	51.13
79565	50.00
79590	50.00
79600	51.13
79620	60.36
79630	51.13
79640	50.00
79690	54.50
79900	51.13
79920	56.66
79930	51.13
79990	54.86
80110	50.00
80120	50.00
80130	56.54
80190	51.13
80200	59.02
80220	51.13
80222	51.13
80225	51.13
80245	51.13
80250	51.13
80255	51.13
80290	50.45
80300	51.13
80310	51.13
80320	51.13
80330	51.13
80340	51.13
80360	51.13
80390	51.13
81000	54.11
81100	51.38
81120	52.24
81190	62.77
81200	51.38
81208	52.24
81210	51.38
81220	47.90
81225	47.90
81230	51.74
81250	51.38
81275	51.38
81280	52.24
81290	52.24
81900	47.15
81920	61.02
81925	53.11
81930	51.47
81935	52.24
81940	52.24
81945	60.77
81955	47.15
81960	47.15
81990	47.15
82000	51.56
82020	48.29
82050	51.20
82060	51.20
82070	51.20
82080	61.65
82090	51.20
82710	60.93
83000	51.59
83020	51.59
83100	51.59
83110	51.59
83120	51.59
83130	51.59
83140	51.59
83190	51.59
83200	51.75
83210	51.38
83220	49.84
83240	51.75
83250	51.75
83290	51.59
83300	51.75
83305	51.75
83310	51.59
83320	51.52
83330	51.75
83350	51.75
83360	51.75
83390	54.79
83400	61.81
83410	61.81
83420	50.00
83440	51.75
83450	51.75
83460	51.75
83465	51.75
83490	49.29
83500	51.75
83510	51.59
83520	50.50
83530	49.86
83540	51.75
83550	51.75
83560	51.75
83590	48.22
83900	51.75
83910	51.59
83915	50.04
83920	54.86
83930	53.61
83940	51.75
83960	51.75
83990	47.13
84100	56.93
84105	56.93
84110	58.68
84115	56.93
84125	58.68
84145	58.68
84165	56.93
84170	58.68
84175	56.93
84185	56.93
84190	52.90
84220	63.86
84222	63.86
84225	63.86
84230	63.09
84235	58.68
84240	58.68
84245	58.68
84250	56.93
84300	69.43
84320	58.68
84390	51.02
84400	56.93
84410	56.93
84420	56.93
84900	61.31
84910	58.68
84970	58.68
84975	49.83
84980	50.22
84985	58.68
84990	51.68
85100	56.90
85110	63.13
85120	56.90
85150	55.63
85190	55.63
85200	56.90
85210	56.90
85220	56.90
85320	55.63
85340	56.90
85345	55.63
85420	56.90
85500	56.90
85510	55.63
85560	56.90
85570	55.63
85600	55.63
85620	58.45
85630	56.90
85700	51.70
85730	55.63
85740	56.90
85790	55.63
85990	63.88
86190	56.90
86240	56.90
87105	55.83
87110	60.45
87120	51.79
87130	54.27
87190	54.27
87200	54.27
87210	52.15
87215	54.27
87245	54.27
87250	54.27
87260	55.86
87300	54.63
87310	54.63
87330	55.86
87340	50.06
87350	50.18
87370	54.27
87390	55.86
87400	60.09
87430	54.27
87450	55.86
87462	48.45
87490	55.86
88000	66.62
88010	76.77
88030	62.47
88040	66.62
88050	65.33
88070	66.62
88080	65.33
88090	69.73
89100	52.06
89120	42.43
89128	45.93
89136	45.93
89148	45.93
89156	45.27
89160	45.93
89164	45.70
89190	45.93
89200	45.27
89210	46.86
89215	45.27
89220	45.27
89225	45.27
89230	45.93
89235	45.93
89240	45.93
89242	44.90
89245	45.93
89247	45.93
89290	49.08
89300	45.93
89320	45.93
89330	45.93
89350	47.41
89360	47.61
89390	45.75
89400	45.93
89420	45.93
89430	45.27
89440	45.93
89500	48.72
89520	45.93
89530	50.13
89540	45.93
89550	45.93
89560	45.93
89570	45.93
89590	45.27
89900	45.93
89940	45.93
89990	45.27
90000	53.00
90100	54.36
90200	54.36
91000	59.54
91025	59.54
91030	59.54
91050	59.54
91070	59.54
91075	59.54
91090	59.54
92000	57.38
92100	57.38
92110	60.25
92120	54.20
92130	57.38
92135	57.38
92140	60.25
92155	57.38
92190	57.38
92200	57.38
92225	57.38
92230	60.25
92240	57.38
92250	55.20
92270	57.38
92290	55.65
92300	57.38
92320	60.25
92330	57.38
92400	63.38
92415	61.70
92420	60.25
92430	57.38
92490	57.38
92500	57.38
92520	57.38
92600	57.52
92625	55.93
92690	57.38
92700	57.38
92900	56.91
92930	57.38
92940	57.38
92950	57.38
92990	57.38
93100	54.00
93120	53.38
93190	60.00
93900	54.00
93920	56.13
93950	54.00
93960	54.00
93990	62.88
94100	63.86
94120	48.45
94140	51.97
94160	51.97
94170	51.97
94180	48.45
94190	60.18
94200	51.97
94220	48.45
94230	52.02
94240	45.72
94250	45.31
94290	52.95
94320	51.97
94900	60.93
94920	48.45
94940	48.45
94960	51.97
94980	76.40
94990	53.63
95000	51.70
95100	50.13
95120	47.31
95125	51.70
95130	51.70
95135	47.88
95140	50.77
95145	50.13
95150	50.13
95155	51.70
95160	46.36
95190	54.22
95210	47.38
95220	50.13
95230	50.13
95240	50.13
95250	50.13
95290	51.70
95300	47.41
95320	43.86
95340	50.13
95350	50.13
95360	41.66
95390	50.13
95400	51.70
95410	51.70
95415	51.70
95420	51.70
95440	53.88
95445	51.70
95450	51.70
95455	51.70
95475	50.13
95490	51.70
95500	50.13
95510	48.27
95520	50.13
95530	50.13
95590	54.31
95600	51.70
95700	50.13
95720	56.52
95750	51.70
95790	51.70
95910	63.47
95920	50.13
95925	57.61
95930	50.13
95940	51.70
95945	50.13
95950	50.13
95955	50.13
95960	50.13
95970	50.13
95990	56.74
96100	47.68
96190	46.15
96900	48.06
96910	50.47
96925	48.06
96930	47.68
96940	47.68
96950	48.06
96990	47.68
97100	50.54
97105	50.54
97120	50.54
97125	47.52
97130	49.93
97145	49.50
97150	47.84
97152	50.68
97155	46.47
97160	47.84
97190	50.75
97200	47.84
97205	47.84
97210	47.84
97230	46.47
97300	47.84
97315	51.45
97340	47.84
97345	46.50
97350	46.47
97355	52.97
97390	46.47
97400	46.47
97415	45.63
97435	47.84
97440	46.47
97450	47.84
97460	47.84
97470	46.47
97475	47.84
97900	47.84
97990	47.84
98000	50.34
98100	57.13
98120	49.36
98130	50.68
98135	50.68
98140	50.68
98190	47.18
98220	55.66
98230	49.41
98290	50.34
98300	49.40
98320	53.40
98330	48.22
98390	50.34
98400	50.34
98420	48.54
98430	52.79
98440	49.99
98500	52.36
98520	50.34
98530	61.09
98540	49.59
98550	51.93
98555	51.63
98590	49.77
98600	57.11
98620	48.13
98630	50.34
98690	47.00
98840	49.66
98930	53.47
98940	54.63
98950	50.68
98990	50.99
99020	47.93
99900	47.99
99910	46.84
99920	41.81
99930	49.04
