hisco	hiscam
73360	48.29
73390	50.06
73400	50.11
73430	47.04
73460	47.04
73490	50.11
74100	50.72
74120	59.97
74140	50.38
74200	50.13
74220	50.13
74240	50.13
74400	55.00
74470	59.97
74490	55.00
74500	50.63
74900	55.00
74910	55.00
74920	55.00
74925	55.00
74930	55.00
74990	55.00
75000	50.47
75100	52.68
75115	52.68
75120	52.68
75130	52.68
75135	52.68
75140	52.68
75145	52.68
75150	52.68
75155	52.20
75190	52.68
75220	48.66
75230	49.50
75240	48.66
75250	48.66
75290	48.66
75300	47.24
75320	47.24
75340	44.72
75350	47.24
75390	47.58
75400	45.16
75415	47.58
75420	47.24
75422	45.16
75430	45.16
75432	49.88
75435	45.16
75440	47.58
75445	45.16
75450	47.24
75452	56.58
75455	47.24
75457	47.58
75465	43.25
75470	44.72
75475	47.24
75490	49.90
75500	56.36
75520	44.72
75530	45.16
75535	47.58
75540	47.58
75590	45.16
75600	54.74
75615	54.74
75620	53.34
75622	54.74
75625	54.74
75635	54.74
75650	53.34
75655	54.74
75660	54.74
75670	54.74
75690	54.74
75700	47.58
75710	51.20
75720	45.16
75922	45.16
75925	47.24
75990	58.97
76100	57.58
76125	57.58
76130	57.58
76132	57.58
76145	57.58
76150	57.58
76155	56.86
76190	57.58
76200	47.58
76220	47.24
76230	47.24
76290	45.16
77100	56.15
77120	54.86
77140	56.86
77190	57.31
77200	58.41
77250	57.31
77260	57.31
77290	58.59
77300	57.31
77310	58.95
77320	53.47
77330	64.55
77340	55.81
77390	57.97
77410	56.86
77415	55.81
77440	58.41
77450	55.81
77460	58.41
77490	55.81
77500	49.68
77510	49.68
77530	49.68
77540	49.68
77590	49.68
77600	60.11
77610	58.41
77620	57.77
77630	70.48
77640	56.86
77650	57.31
77660	63.75
77690	57.31
77700	58.41
77750	58.41
77790	55.81
77800	62.75
77810	62.75
77820	62.75
77830	62.75
77835	60.20
77840	60.20
77850	62.75
77860	60.20
77870	62.75
77880	62.75
77890	62.75
77900	57.31
77920	51.15
77940	57.31
77990	57.31
78100	51.24
78120	58.41
78130	58.41
78155	52.65
78170	58.41
78190	58.41
78200	47.58
78290	52.99
78390	48.47
79100	50.40
79120	50.70
79130	50.70
79140	50.00
79190	50.00
79200	50.88
79220	50.88
79290	50.00
79300	50.70
79310	57.16
79320	50.00
79390	58.38
79400	50.00
79420	50.00
79430	55.43
79440	55.43
79450	50.00
79475	50.00
79490	50.00
79500	50.00
79510	50.00
79520	50.00
79550	50.70
79560	50.70
79565	50.00
79590	50.00
79600	56.08
79620	50.88
79630	50.88
79640	50.00
79690	58.84
79900	50.88
79920	58.70
79930	50.88
79990	55.34
80110	50.00
80120	50.00
80130	55.90
80190	50.88
80200	55.66
80220	50.70
80222	50.00
80225	50.70
80245	50.70
80250	50.88
80255	50.00
80290	50.00
80300	50.88
80310	50.88
80320	50.88
80330	50.88
80340	50.70
80360	50.70
80390	50.88
81000	51.40
81100	59.68
81120	52.47
81190	57.45
81200	52.47
81208	51.79
81210	50.93
81220	49.38
81225	49.38
81230	52.95
81250	50.93
81275	52.00
81280	52.36
81290	52.18
81900	46.79
81920	57.88
81925	52.36
81930	52.00
81935	51.40
81940	51.40
81945	59.22
81955	46.79
81960	46.79
81990	46.79
82000	49.65
82020	48.36
82050	50.75
82060	50.75
82070	50.75
82080	59.97
82090	49.65
82710	60.52
83000	51.50
83020	51.15
83100	51.50
83110	51.50
83120	51.50
83130	51.50
83140	51.50
83190	51.50
83200	51.50
83210	53.47
83220	51.50
83240	51.84
83250	51.31
83290	51.50
83300	51.31
83305	51.50
83310	51.15
83320	53.29
83330	51.50
83350	51.50
83360	51.31
83390	51.50
83400	61.38
83410	61.38
83420	50.36
83440	51.31
83450	51.84
83460	51.31
83465	51.31
83490	48.84
83500	53.22
83510	51.50
83520	51.50
83530	51.84
83540	51.84
83550	51.50
83560	51.50
83590	52.47
83900	52.79
83910	51.50
83915	51.29
83920	55.18
83930	53.25
83940	51.31
83960	51.84
83990	46.58
84100	56.75
84105	56.75
84110	60.11
84115	56.50
84125	60.11
84145	58.25
84165	60.11
84170	58.25
84175	60.11
84185	56.50
84190	60.11
84220	63.93
84222	63.93
84225	63.93
84230	64.47
84235	56.75
84240	58.25
84245	58.25
84250	56.50
84300	69.04
84320	58.25
84390	50.59
84400	56.50
84410	56.50
84420	56.50
84900	58.34
84910	60.11
84970	60.11
84975	49.38
84980	49.77
84985	60.11
84990	51.25
85100	56.47
85110	62.72
85120	56.47
85150	55.20
85190	55.20
85200	56.47
85210	56.47
85220	55.41
85320	55.20
85340	56.47
85345	55.41
85420	56.47
85500	55.41
85510	55.41
85560	55.41
85570	55.20
85600	55.41
85620	58.02
85630	56.47
85700	55.41
85730	55.20
85740	55.41
85790	55.20
85990	63.47
86190	56.47
86240	56.47
87105	57.45
87110	56.20
87120	52.20
87130	53.84
87190	53.84
87200	56.20
87210	56.20
87215	53.84
87245	57.79
87250	53.84
87260	55.43
87300	56.33
87310	56.33
87330	57.79
87340	51.84
87350	49.02
87370	56.20
87390	55.43
87400	59.45
87430	53.84
87450	57.79
87462	48.00
87490	57.79
88000	73.63
88010	70.84
88030	67.08
88040	66.22
88050	66.01
88070	66.01
88080	66.01
88090	67.08
89100	53.11
89120	44.33
89128	45.47
89136	45.47
89148	41.58
89156	47.59
89160	48.34
89164	47.59
89190	48.34
89200	48.34
89210	47.84
89215	44.81
89220	47.59
89225	48.34
89230	45.47
89235	48.34
89240	47.59
89242	45.04
89245	47.59
89247	47.59
89290	48.34
89300	48.34
89320	48.34
89330	45.47
89350	48.88
89360	47.68
89390	48.34
89400	48.34
89420	47.59
89430	48.34
89440	45.47
89500	47.59
89520	47.59
89530	50.61
89540	48.34
89550	47.59
89560	48.34
89570	47.59
89590	48.34
89900	45.47
89940	47.59
89990	44.81
90000	52.56
90100	54.61
90200	54.61
91000	55.41
91025	55.41
91030	59.13
91050	59.13
91070	59.13
91075	55.41
91090	55.41
92000	56.97
92100	56.97
92110	60.22
92120	57.00
92130	56.97
92135	56.97
92140	60.22
92155	56.97
92190	60.22
92200	58.72
92225	56.97
92230	60.22
92240	56.97
92250	58.72
92270	58.72
92290	55.22
92300	58.72
92320	59.83
92330	56.97
92400	62.50
92415	60.22
92420	60.22
92430	58.72
92490	56.97
92500	56.97
92520	56.97
92600	58.72
92625	57.15
92690	58.72
92700	56.97
92900	58.72
92930	60.22
92940	56.97
92950	58.72
92990	56.97
93100	58.33
93120	54.09
93190	54.09
93900	54.66
93920	60.40
93950	54.09
93960	54.09
93990	62.16
94100	64.43
94120	48.47
94140	51.54
94160	52.09
94170	52.09
94180	48.47
94190	59.77
94200	53.68
94220	48.47
94230	54.40
94240	47.38
94250	46.41
94290	51.54
94320	51.54
94900	57.72
94920	48.00
94940	48.00
94960	52.09
94980	76.04
94990	55.88
95000	51.50
95100	52.79
95120	47.50
95125	51.50
95130	51.50
95135	47.45
95140	51.88
95145	51.50
95150	50.06
95155	51.27
95160	44.18
95190	51.50
95210	50.06
95220	50.06
95230	50.06
95240	49.68
95250	49.68
95290	51.27
95300	47.02
95320	42.45
95340	50.06
95350	51.50
95360	41.56
95390	49.68
95400	51.50
95410	51.50
95415	51.50
95420	51.50
95440	56.27
95445	51.27
95450	51.50
95455	53.36
95475	50.06
95490	51.50
95500	49.83
95510	48.13
95520	50.06
95530	49.68
95590	50.06
95600	51.27
95700	50.06
95720	55.49
95750	51.50
95790	51.27
95910	61.27
95920	51.50
95925	56.95
95930	51.50
95940	51.27
95945	50.06
95950	51.50
95955	50.06
95960	49.68
95970	51.50
95990	50.06
96100	47.22
96190	50.86
96900	47.61
96910	52.75
96925	48.95
96930	48.95
96940	50.86
96950	50.22
96990	48.95
97100	50.09
97105	50.09
97120	47.75
97125	48.02
97130	48.88
97145	51.38
97150	47.38
97152	55.52
97155	48.88
97160	48.02
97190	51.41
97200	48.02
97205	48.02
97210	48.02
97230	48.02
97300	47.38
97315	48.02
97340	48.02
97345	48.88
97350	48.88
97355	52.75
97390	47.88
97400	47.75
97415	46.22
97435	48.02
97440	46.00
97450	47.38
97460	48.88
97470	46.00
97475	48.88
97900	47.38
97990	47.38
98000	49.88
98100	54.84
98120	50.81
98130	52.31
98135	52.31
98140	52.31
98190	48.68
98220	54.04
98230	48.95
98290	48.95
98300	48.95
98320	53.70
98330	49.65
98390	49.88
98400	48.95
98420	50.81
98430	53.09
98440	52.31
98500	51.04
98520	50.81
98530	57.38
98540	53.77
98550	52.31
98555	51.18
98590	53.18
98600	55.84
98620	48.95
98630	48.95
98690	46.31
98840	49.22
98930	55.31
98940	56.81
98950	50.25
98990	51.83
99020	47.47
99900	48.68
99910	46.90
99920	41.95
99930	47.95
