hisco	hiscam
1100	86.73
1110	86.73
1190	86.73
1200	86.73
1210	83.37
1300	83.37
1340	86.73
1400	65.09
1420	83.37
1430	83.37
2000	99.00
2100	85.58
2120	89.43
2130	89.16
2140	70.08
2200	85.58
2210	88.51
2220	85.58
2230	85.58
2240	89.43
2245	85.58
2255	72.80
2290	95.62
2300	85.58
2305	89.87
2310	70.08
2400	85.58
2410	85.58
2430	85.58
2450	85.58
2460	85.58
2510	89.43
2620	70.08
2700	85.58
2710	85.58
2740	85.58
2900	94.36
2930	85.58
2990	85.58
3000	84.45
3010	84.45
3020	87.76
3022	85.58
3030	85.58
3040	84.58
3090	89.43
3100	70.08
3110	70.08
3120	67.83
3130	70.08
3140	70.08
3150	85.58
3160	70.08
3170	85.58
3180	70.08
3200	73.51
3300	73.62
3310	73.62
3320	85.58
3330	89.43
3340	85.58
3390	76.52
3405	79.97
3490	85.58
3510	75.33
3520	85.58
3540	85.58
3550	85.58
3590	70.08
3620	85.58
3720	85.58
3930	85.58
4100	55.58
4120	55.58
4125	55.58
4130	55.58
4140	55.58
4200	55.58
4215	78.66
4217	67.79
4220	59.27
4230	67.70
4240	65.55
4250	57.13
4290	55.58
4320	57.13
5100	93.61
5110	93.61
5120	93.61
5190	93.61
5230	93.61
5260	93.61
5320	93.61
5330	93.61
5340	93.61
5360	93.61
5390	93.61
5400	93.61
5420	93.61
6100	99.00
6105	99.00
6110	99.00
6120	99.00
6130	99.00
6140	99.00
6190	99.00
6210	60.08
6300	93.61
6310	99.00
6320	99.00
6420	60.08
6500	76.77
6510	76.77
6520	99.00
6590	99.00
6700	99.00
6710	99.00
6810	60.08
6910	60.08
6990	60.08
7100	60.08
7110	60.08
7130	60.08
7200	74.44
7210	60.08
7300	74.44
7310	73.29
7410	54.41
7500	71.43
7520	99.00
7530	99.00
7600	71.43
7620	60.08
7640	60.08
7900	74.44
7920	60.08
7930	60.08
7990	65.58
8110	93.61
8130	93.61
8200	93.61
8220	93.61
8230	93.61
8250	93.61
8490	93.61
9010	93.61
9150	93.61
9999	75.16
11000	75.00
11010	75.00
11020	75.00
12000	99.00
12100	99.00
12110	99.00
12200	99.00
12210	99.00
12310	99.00
12400	99.00
12410	99.00
12900	99.00
12910	99.00
13000	84.18
13020	70.43
13030	84.18
13100	99.00
13130	99.00
13140	99.00
13170	99.00
13175	99.00
13190	99.00
13200	99.00
13215	91.37
13220	91.37
13230	91.37
13250	85.26
13260	91.37
13270	91.37
13275	91.37
13280	99.00
13290	91.37
13320	74.66
13390	72.29
13420	84.98
13490	84.98
13590	84.98
13900	84.98
13940	85.50
13950	85.50
13960	84.98
13990	77.87
14100	99.00
14120	99.00
14130	68.09
14140	99.00
14190	99.00
14990	67.38
15120	79.75
15900	80.41
15915	99.00
15920	80.12
15930	83.36
15945	83.36
15950	83.36
15960	79.75
15990	83.36
16000	68.98
16100	67.91
16120	68.93
16130	80.04
16150	68.98
16160	75.40
16190	70.98
16200	68.98
16220	70.98
16230	68.98
16240	70.98
16250	68.95
16300	70.98
16310	68.98
16350	70.98
16360	68.98
17000	61.75
17100	73.30
17120	73.30
17130	61.47
17135	61.75
17140	61.47
17145	61.47
17150	61.75
17190	61.47
17200	61.75
