soc2000	stdempst	usempst	mcamsis	fcamsis
783	-5	4	24.5	36.8
783	-4	3	24.5	45.4
783	-3	1	24.5	53.1
783	0	0	24.5	23.19
783	1	-1	24.5	49.25
783	2	-5	24.5	49.25
783	5	2	24.5	45.9
783	6	-2	24.5	20.3
784	-6	5	24.9	28.6
784	-5	4	24.9	28.6
784	-4	3	55.1	45.4
784	-3	1	55.1	54.9
784	0	0	26.01	30.49
784	1	-1	55.1	51.73
784	2	-5	55.1	52.66
784	5	2	24.9	45.4
784	6	-2	24.9	28.6
785	-6	5	15.4	20.3
785	-5	4	15.4	20.3
785	-4	3	55.1	20.3
785	-3	1	55.1	54.9
785	0	0	17.24	21.16
785	1	-1	55.1	54.9
785	2	-5	55.1	54.9
785	5	2	15.4	20.3
785	6	-2	15.4	20.3
790	-6	5	34.4	24.4
790	-5	4	34.4	24.4
790	-4	3	50.6	24.4
790	-3	1	50.6	24.4
790	0	0	34.61	24.4
790	1	-1	50.6	24.4
790	2	-5	50.6	24.4
790	5	2	35.2	24.4
790	6	-2	34.4	24.4
791	-6	5	33.5	23.4
791	-5	4	41.9	36.8
791	-4	3	57.4	51.5
791	-3	1	51.6	53.1
791	0	0	47.98	42.14
791	1	-1	54.83	50.16
791	2	-5	54.5	52.3
791	5	2	55.5	45.9
791	6	-2	37.7	30.1
792	-6	5	27.3	21.5
792	-5	4	27.3	21.5
792	-4	3	27.3	21.5
792	-3	1	50.6	21.5
792	0	0	27.44	21.9
792	1	-1	50.6	36
792	2	-5	50.6	21.5
792	5	2	27.3	36
792	6	-2	27.3	21.5
793	-6	5	30.5	17.8
793	-5	4	30.5	36.8
793	-4	3	30.5	51.5
793	-3	1	50.6	53.1
793	0	0	31	17.8
793	1	-1	50.6	50.16
793	2	-5	50.6	52.3
793	5	2	30.5	45.9
793	6	-2	30.5	17.8
794	-6	5	31.5	17.8
794	-5	4	31.5	17.8
794	-4	3	50.6	17.8
794	-3	1	31.5	17.8
794	0	0	31.67	17.8
794	1	-1	50.6	17.8
794	2	-5	50.6	17.8
794	5	2	31.5	17.8
794	6	-2	31.5	17.8
795	-6	5	25.7	13.8
795	-5	4	25.7	13.8
795	-4	3	50.6	36
795	-3	1	50.6	36
795	0	0	25.94	14.03
795	1	-1	50.6	36
795	2	-5	50.6	36
795	5	2	25.7	13.8
795	6	-2	25.7	13.8
796	-6	5	27	18.5
796	-5	4	27	36.8
796	-4	3	56.2	51.5
796	-3	1	47.5	53.1
796	0	0	27.95	19.59
796	1	-1	53.3	36
796	2	-5	53.3	52.3
796	5	2	27	36
796	6	-2	27	18.5
800	-6	5	28.5	18.5
800	-5	4	28.5	18.5
800	-4	3	56.2	36
800	-3	1	47.5	36
800	0	0	28.91	18.95
800	1	-1	49.82	36
800	2	-5	49.82	36
800	5	2	28.5	18.5
800	6	-2	28.5	18.5
801	-6	5	29	31.6
801	-5	4	29	31.6
801	-4	3	56.2	31.6
801	-3	1	47.5	31.6
801	0	0	29.22	31.6
801	1	-1	51.85	31.6
801	2	-5	51.85	31.6
801	5	2	29	31.6
801	6	-2	29	31.6
802	-6	5	33.5	23.4
802	-5	4	41.9	36.8
802	-4	3	57.4	51.5
802	-3	1	51.6	53.1
802	0	0	47.98	42.14
802	1	-1	54.83	50.16
802	2	-5	54.5	52.3
802	5	2	55.5	45.9
802	6	-2	37.7	30.1
803	-6	5	37	26.3
803	-5	4	44.2	26.3
803	-4	3	56.2	36
803	-3	1	47.5	36
803	0	0	37.85	26.5
803	1	-1	51.26	36
803	2	-5	51.25	36
803	5	2	55.5	36
803	6	-2	37.21	26.3
804	-6	5	30.9	6.7
804	-5	4	30.9	6.7
804	-4	3	56.2	6.7
804	-3	1	47.5	6.7
804	0	0	31.16	6.7
804	1	-1	49.24	6.7
804	2	-5	49.24	6.7
804	5	2	30.9	6.7
804	6	-2	30.9	6.7
805	-6	5	33.5	23.4
805	-5	4	41.9	36.8
805	-4	3	57.4	51.5
805	-3	1	51.6	53.1
805	0	0	47.98	42.14
805	1	-1	54.83	50.16
805	2	-5	54.5	52.3
805	5	2	55.5	45.9
805	6	-2	37.7	30.1
806	-6	5	45.4	48.8
806	-5	4	45.4	48.8
806	-4	3	63.2	36
806	-3	1	50.6	36
806	0	0	46.06	47.41
806	1	-1	56.9	36
806	2	-5	56.9	36
806	5	2	45.4	48.8
806	6	-2	45.4	48.8
810	-6	5	28.4	19.2
810	-5	4	28.4	19.2
810	-4	3	56.2	36
810	-3	1	47.5	36
810	0	0	28.9	19.75
810	1	-1	51.85	36
810	2	-5	51.85	36
810	5	2	28.4	36
810	6	-2	28.4	19.2
811	-6	5	33.5	23.4
811	-5	4	41.9	36.8
811	-4	3	57.4	51.5
811	-3	1	51.6	53.1
811	0	0	47.98	42.14
811	1	-1	54.83	50.16
811	2	-5	54.5	52.3
811	5	2	55.5	45.9
811	6	-2	37.7	30.1
812	-6	5	33.5	23.4
812	-5	4	41.9	36.8
812	-4	3	57.4	51.5
812	-3	1	51.6	53.1
812	0	0	47.98	42.14
812	1	-1	54.83	50.16
812	2	-5	54.5	52.3
812	5	2	55.5	45.9
812	6	-2	37.7	30.1
813	-6	5	38.5	31.4
813	-5	4	38.5	31.4
813	-4	3	63.2	31.4
813	-3	1	50.6	31.4
813	0	0	39.1	31.4
813	1	-1	57.95	31.4
813	2	-5	57.95	31.4
813	5	2	39.2	31.4
813	6	-2	38.5	31.4
814	-6	5	31	18.4
814	-5	4	37.4	18.4
814	-4	3	46.6	36
814	-3	1	45	36
814	0	0	32.33	18.71
814	1	-1	45.53	36
814	2	-5	45.43	36
814	5	2	55.5	36
814	6	-2	31.27	18.4
815	-6	5	34.5	20.2
815	-5	4	34.5	20.2
815	-4	3	46.6	51.5
815	-3	1	34.5	53.1
815	0	0	34.93	20.2
815	1	-1	49.56	50.16
815	2	-5	46.6	52.3
815	5	2	55.5	45.9
815	6	-2	34.5	20.2
816	-6	5	33.3	20.2
816	-5	4	33.3	36.8
816	-4	3	46.6	51.5
816	-3	1	45	53.1
816	0	0	33.51	20.2
816	1	-1	45.8	50.16
816	2	-5	45.8	52.3
816	5	2	33.3	45.9
816	6	-2	33.3	20.2
820	-6	5	29.7	14.2
820	-5	4	21.6	20.2
820	-4	3	46.4	14.2
820	-3	1	45.4	66.4
820	0	0	29.82	16.01
820	1	-1	45.9	66.4
820	2	-5	45.73	66.4
820	5	2	46.4	14.2
820	6	-2	29.48	14.39
821	-6	5	36.9	20.2
821	-5	4	21.6	20.2
821	-4	3	46.4	66.4
821	-3	1	45.4	66.4
821	0	0	37.3	35.23
821	1	-1	45.81	62.3
821	2	-5	45.81	66.4
821	5	2	36.9	45.9
821	6	-2	36.56	20.2
822	-6	5	27.4	20.2
822	-5	4	21.6	20.2
822	-4	3	46.4	20.2
822	-3	1	45.4	66.4
822	0	0	27.59	20.25
822	1	-1	45.83	66.4
822	2	-5	45.82	66.4
822	5	2	46.4	20.2
822	6	-2	27.34	20.2
823	-6	5	33.1	27.9
823	-5	4	33.1	27.9
823	-4	3	71.4	66.4
823	-3	1	59.9	66.4
823	0	0	35.2	29.67
823	1	-1	65.2	66.4
823	2	-5	65.2	66.4
823	5	2	33.1	27.9
823	6	-2	33.1	27.9
824	-6	5	38.5	32.6
824	-5	4	45.9	32.6
824	-4	3	68.2	66.4
824	-3	1	70.4	66.4
824	0	0	43.07	36.09
824	1	-1	69.43	64.62
824	2	-5	69.43	66.4
824	5	2	43.3	32.6
824	6	-2	39.42	32.6
825	-6	5	44.8	42.7
825	-5	4	56.2	42.7
825	-4	3	68.2	66.4
825	-3	1	70.4	66.4
825	0	0	46.27	44.56
825	1	-1	69.45	66.4
825	2	-5	69.45	66.4
825	5	2	45.5	66.4
825	6	-2	45.44	42.7
826	-6	5	37.4	33.3
826	-5	4	36.5	33.3
826	-4	3	71.4	33.3
826	-3	1	59.9	66.4
826	0	0	38.59	34.93
826	1	-1	64.59	66.4
826	2	-5	64.11	66.4
826	5	2	71.4	33.3
826	6	-2	37.37	33.3
830	-6	5	25.2	15.7
830	-5	4	27.3	11
830	-4	3	58.4	60.7
830	-3	1	47.8	50.2
830	0	0	35.92	18.6
830	1	-1	50.77	52.53
830	2	-5	50.69	53.48
830	5	2	58.4	34.3
830	6	-2	25.43	15.18
831	-6	5	15.4	10.5
831	-5	4	31.6	10.5
831	-4	3	46.7	44.6
831	-3	1	46.7	46.6
831	0	0	17.05	11.07
831	1	-1	46.7	41.92
831	2	-5	46.7	45.85
831	5	2	15.4	10.5
831	6	-2	15.94	10.5
832	-6	5	17.9	14.7
832	-5	4	31.6	24.2
832	-4	3	46.7	44.6
832	-3	1	46.7	46.6
832	0	0	20.34	16.73
832	1	-1	46.03	45.69
832	2	-5	46.7	46.34
832	5	2	20.8	34.3
832	6	-2	18.92	14.84
833	-6	5	18.8	11
833	-5	4	38.8	11
833	-4	3	50.5	11
833	-3	1	49.8	46.6
833	0	0	38.27	20.88
833	1	-1	49.91	46.6
833	2	-5	49.89	46.6
833	5	2	50.5	11
833	6	-2	18.8	11
834	-6	5	13.8	9.5
834	-5	4	13.8	9.5
834	-4	3	13.8	44.6
834	-3	1	48.9	9.5
834	0	0	16.22	10.13
834	1	-1	48.9	44.6
834	2	-5	48.9	44.6
834	5	2	13.8	9.5
834	6	-2	13.8	9.5
835	-6	5	22	29.9
835	-5	4	22	29.9
835	-4	3	46.2	40.6
835	-3	1	40.2	51.3
835	0	0	28.18	37.98
835	1	-1	42.48	49.64
835	2	-5	42.44	49.79
835	5	2	46.2	40.6
835	6	-2	22	29.9
836	-6	5	23	12
836	-5	4	23	12
836	-4	3	50.5	51.5
836	-3	1	48.9	53.1
836	0	0	26.05	14.46
836	1	-1	49.86	51.5
836	2	-5	49.86	51.5
836	5	2	23	45.9
836	6	-2	23	12
840	-6	5	16.8	12
840	-5	4	16.8	12
840	-4	3	50.5	12
840	-3	1	48.9	55.7
840	0	0	18.37	14.08
840	1	-1	49.96	55.7
840	2	-5	49.96	55.7
840	5	2	16.8	12
840	6	-2	16.8	12
841	-6	5	23.1	16.8
841	-5	4	23.1	16.8
841	-4	3	23.1	25.8
841	-3	1	48.9	55.7
841	0	0	24.44	21.26
841	1	-1	44.6	51.15
841	2	-5	48.9	53.56
841	5	2	23.1	34.3
841	6	-2	23.1	16.8
842	-6	5	33.4	18.1
842	-5	4	33.4	18.1
842	-4	3	33.4	18.1
842	-3	1	33.4	55.7
842	0	0	33.4	18.63
842	1	-1	33.4	55.7
842	2	-5	33.4	55.7
842	5	2	33.4	18.1
842	6	-2	33.4	18.1
843	-6	5	33.5	23.4
843	-5	4	41.9	36.8
843	-4	3	57.4	51.5
843	-3	1	51.6	53.1
843	0	0	47.98	42.14
843	1	-1	54.83	50.16
843	2	-5	54.5	52.3
843	5	2	55.5	45.9
843	6	-2	37.7	30.1
844	-6	5	33.5	23.4
844	-5	4	41.9	36.8
844	-4	3	57.4	51.5
844	-3	1	51.6	53.1
844	0	0	47.98	42.14
844	1	-1	54.83	50.16
844	2	-5	54.5	52.3
844	5	2	55.5	45.9
844	6	-2	37.7	30.1
845	-6	5	24.4	22.7
845	-5	4	24.4	27.5
845	-4	3	54	34.9
845	-3	1	42.8	34.9
845	0	0	31.71	28.02
845	1	-1	44.89	34.9
845	2	-5	44.73	34.9
845	5	2	54	27.5
845	6	-2	24.4	22.7
846	-6	5	21.8	34.4
846	-5	4	21.8	34.4
846	-4	3	50.5	55.7
846	-3	1	48.9	55.7
846	0	0	26.51	36.17
846	1	-1	49.41	54.68
846	2	-5	49.41	55.7
846	5	2	25.5	34.4
846	6	-2	21.8	34.4
850	-6	5	35.9	6.4
850	-5	4	41.9	6.4
850	-4	3	55	61
850	-3	1	56	61
850	0	0	43.63	28.99
850	1	-1	55.8	61
850	2	-5	55.8	61
850	5	2	55.5	61
850	6	-2	35.92	6.4
851	-6	5	31.5	14.8
851	-5	4	41.9	14.8
851	-4	3	55	61
851	-3	1	58.3	61
851	0	0	40.73	24.33
851	1	-1	57.61	61
851	2	-5	57.75	61
851	5	2	55.5	61
851	6	-2	31.71	14.8
852	-6	5	33.5	23.4
852	-5	4	41.9	36.8
852	-4	3	57.4	51.5
852	-3	1	51.6	53.1
852	0	0	47.98	42.14
852	1	-1	54.83	50.16
852	2	-5	54.5	52.3
852	5	2	55.5	45.9
852	6	-2	37.7	30.1
853	-6	5	23.6	14.2
853	-5	4	41.9	14.2
853	-4	3	44	61
853	-3	1	41.6	61
853	0	0	25.91	15.19
853	1	-1	42.12	61
853	2	-5	42.1	61
853	5	2	44	14.2
853	6	-2	23.74	14.2
854	-6	5	21.1	8.9
854	-5	4	41.9	8.9
854	-4	3	44	8.9
854	-3	1	41.6	61
854	0	0	22.68	12.04
854	1	-1	42.08	54.48
854	2	-5	41.97	53.55
854	5	2	44	61
854	6	-2	21.31	8.9
855	-6	5	33.2	17.8
855	-5	4	41.9	44.9
855	-4	3	44	61
855	-3	1	52.4	61
855	0	0	40.97	34.9
855	1	-1	51.58	61
855	2	-5	51.55	61
855	5	2	55.5	61
855	6	-2	33.58	17.8
860	-6	5	49.5	38.6
860	-5	4	45.4	38.6
860	-4	3	56.2	38.6
860	-3	1	56.2	38.6
860	0	0	48.79	38.6
860	1	-1	56.2	38.6
860	2	-5	56.2	38.6
860	5	2	48.8	38.6
860	6	-2	48.76	38.6
861	-6	5	42.1	36.1
861	-5	4	43.8	36.1
861	-4	3	56.2	36.1
861	-3	1	56.2	36.1
861	0	0	42.84	36.1
861	1	-1	56.16	36.1
861	2	-5	56.2	36.1
861	5	2	55.5	36.1
861	6	-2	42.63	36.1
862	-6	5	41.5	41.7
862	-5	4	40.5	41.7
862	-4	3	56.2	51.5
862	-3	1	40.8	53.1
862	0	0	40.79	41.7
862	1	-1	56.2	50.16
862	2	-5	56.2	52.3
862	5	2	40.8	45.9
862	6	-2	40.77	41.7
863	-6	5	43.7	41.7
863	-5	4	44	41.7
863	-4	3	56.2	41.7
863	-3	1	56.2	41.7
863	0	0	43.9	41.7
863	1	-1	56.2	41.7
863	2	-5	56.2	41.7
863	5	2	43.7	41.7
863	6	-2	43.73	41.7
864	-6	5	40.6	34.9
864	-5	4	40.6	34.9
864	-4	3	56.2	54.3
864	-3	1	56.2	54.3
864	0	0	41.08	36.19
864	1	-1	56.02	52.75
864	2	-5	56.2	54.3
864	5	2	55.5	51.2
864	6	-2	40.6	34.9
865	-6	5	28.9	26.9
865	-5	4	28.9	26.9
865	-4	3	41.9	26.9
865	-3	1	37.2	54.3
865	0	0	29.23	27.84
865	1	-1	38.56	54.3
865	2	-5	38.56	54.3
865	5	2	29.6	26.9
865	6	-2	28.9	26.9
871	-6	5	26	6.6
871	-5	4	26	6.6
871	-4	3	41.9	54.3
871	-3	1	37.2	54.3
871	0	0	26.54	8.41
871	1	-1	38.94	53.78
871	2	-5	38.82	54.3
871	5	2	41.9	51.2
871	6	-2	26	6.6
872	-6	5	30.1	18.3
872	-5	4	30.1	18.3
872	-4	3	30.1	18.3
872	-3	1	37.2	54.3
872	0	0	30.14	19.05
872	1	-1	37.2	54.3
872	2	-5	37.2	54.3
872	5	2	30.1	18.3
872	6	-2	30.1	18.3
873	-6	5	32	28.1
873	-5	4	32	28.1
873	-4	3	41.9	28.1
873	-3	1	32	54.3
873	0	0	32.11	30.87
873	1	-1	41.9	54.3
873	2	-5	41.9	54.3
873	5	2	32	28.1
873	6	-2	32	28.1
874	-6	5	39.4	27.3
874	-5	4	48.4	49.3
874	-4	3	57.8	59.9
874	-3	1	49.9	50.9
874	0	0	40.75	28.81
874	1	-1	53.1	54.45
874	2	-5	53	53.22
874	5	2	55.5	59.9
874	6	-2	40.45	28.59
875	-6	5	41.1	33.1
875	-5	4	41.1	33.1
875	-4	3	56.4	59.9
875	-3	1	59.8	70.2
875	0	0	48.01	43.59
875	1	-1	58.79	68.61
875	2	-5	58.83	68.75
875	5	2	55.5	59.9
875	6	-2	41.1	33.1
876	-6	5	46.4	44
876	-5	4	45	51.2
876	-4	3	66.4	55
876	-3	1	55.3	55
876	0	0	50.25	45.26
876	1	-1	59.75	55
876	2	-5	59.81	55
876	5	2	49.9	55
876	6	-2	46.28	44.4
880	-6	5	22.9	12.6
880	-5	4	22.9	12.6
880	-4	3	22.9	42.1
880	-3	1	45.5	58
880	0	0	23.07	12.89
880	1	-1	45.2	51.18
880	2	-5	45.5	51.18
880	5	2	43.4	12.6
880	6	-2	22.9	12.6
881	-6	5	26.9	18.6
881	-5	4	40.1	18.6
881	-4	3	43.4	52.9
881	-3	1	45.5	52.9
881	0	0	29.04	22.09
881	1	-1	44.96	52.9
881	2	-5	44.97	52.9
881	5	2	43.4	22
881	6	-2	27.42	18.6
882	-6	5	33.5	23.4
882	-5	4	41.9	36.8
882	-4	3	57.4	51.5
882	-3	1	51.6	53.1
882	0	0	47.98	42.14
882	1	-1	54.83	50.16
882	2	-5	54.5	52.3
882	5	2	55.5	45.9
882	6	-2	37.7	30.1
883	-6	5	48.9	40.4
883	-5	4	48.9	40.7
883	-4	3	75.1	70.2
883	-3	1	75.1	70.2
883	0	0	52	41.72
883	1	-1	74.57	67.35
883	2	-5	75.1	70.2
883	5	2	55.5	51.2
883	6	-2	48.9	40.41
884	-6	5	33.5	23.4
884	-5	4	41.9	36.8
884	-4	3	57.4	51.5
884	-3	1	51.6	53.1
884	0	0	47.98	42.14
884	1	-1	54.83	50.16
884	2	-5	54.5	52.3
884	5	2	55.5	45.9
884	6	-2	37.7	30.1
885	-6	5	22.5	14.7
885	-5	4	36.3	14.7
885	-4	3	46.6	42.1
885	-3	1	22.5	14.7
885	0	0	24.22	15.56
885	1	-1	46.6	46.65
885	2	-5	46.6	42.1
885	5	2	22.5	51.2
885	6	-2	23.04	14.7
886	-6	5	28.4	12.5
886	-5	4	28.4	12.5
886	-4	3	46.6	42.1
886	-3	1	49.3	58
886	0	0	29.36	16.26
886	1	-1	50.17	51.64
886	2	-5	48.4	51.64
886	5	2	55.5	12.5
886	6	-2	28.4	12.5
890	-6	5	33.5	23.4
890	-5	4	41.9	36.8
890	-4	3	57.4	51.5
890	-3	1	51.6	53.1
890	0	0	47.98	42.14
890	1	-1	54.83	50.16
890	2	-5	54.5	52.3
890	5	2	55.5	45.9
890	6	-2	37.7	30.1
891	-6	5	45.2	37
891	-5	4	45.2	37
891	-4	3	62.6	67.3
891	-3	1	62.6	67.3
891	0	0	49.96	41.7
891	1	-1	62.36	64.27
891	2	-5	62.6	67.3
891	5	2	55.5	37
891	6	-2	45.2	37
892	-6	5	33.5	24.2
892	-5	4	33.5	24.2
892	-4	3	62.6	67.3
892	-3	1	62.6	67.3
892	0	0	39.59	38.56
892	1	-1	62.24	67.3
892	2	-5	62.6	67.3
892	5	2	55.5	67.3
892	6	-2	33.5	24.2
893	-6	5	33.7	13.9
893	-5	4	36.3	13.9
893	-4	3	33.7	13.9
893	-3	1	33.7	58
893	0	0	33.73	14.37
893	1	-1	33.7	58
893	2	-5	33.7	58
893	5	2	33.7	13.9
893	6	-2	33.73	13.9
894	-6	5	31.5	21.6
894	-5	4	36.3	36.8
894	-4	3	31.5	51.5
894	-3	1	31.5	53.1
894	0	0	31.58	21.6
894	1	-1	31.5	50.16
894	2	-5	31.5	52.3
894	5	2	31.5	45.9
894	6	-2	31.58	21.6
895	-6	5	19.5	29.8
895	-5	4	36.3	29.8
895	-4	3	46.6	42.1
895	-3	1	49.3	58
895	0	0	21.29	33.02
895	1	-1	51.18	52.39
895	2	-5	47.95	53.23
895	5	2	55.5	51.2
895	6	-2	20.34	29.8
896	-6	5	29	21.6
896	-5	4	36.3	30.8
896	-4	3	46.6	42.1
896	-3	1	49.3	58
896	0	0	29.87	22.46
896	1	-1	48.98	53.53
896	2	-5	48.47	53.69
896	5	2	55.5	51.2
896	6	-2	29.38	21.83
900	-6	5	44.1	43.2
900	-5	4	45.8	40.9
900	-4	3	62.8	49.8
900	-3	1	51.6	49.8
900	0	0	45.52	43.12
900	1	-1	58.75	49.55
900	2	-5	58.98	49.8
900	5	2	37.7	42.9
900	6	-2	44.4	42.75
903	-6	5	68.2	62.8
903	-5	4	65.4	62.8
903	-4	3	74.4	62.8
903	-3	1	68.9	62.8
903	0	0	67.73	62.8
903	1	-1	71.69	62.8
903	2	-5	71.65	62.8
903	5	2	74.4	62.8
903	6	-2	67.55	62.8
904	-6	5	53.1	56.1
904	-5	4	52.9	56.1
904	-4	3	52.9	56.1
904	-3	1	68.9	56.1
904	0	0	53.01	56.1
904	1	-1	68.9	56.1
904	2	-5	68.9	56.1
904	5	2	52.9	56.1
904	6	-2	52.93	56.1
911	-6	5	34.5	24.2
911	-5	4	40.3	34.5
911	-4	3	48.9	51.8
911	-3	1	40	45.8
911	0	0	40.56	39.84
911	1	-1	42.66	46.83
911	2	-5	44.45	48.8
911	5	2	39.1	42.9
911	6	-2	37.4	29.35
912	-6	5	38.6	29.7
912	-5	4	40	34.2
912	-4	3	48.1	49.8
912	-3	1	41.8	49.8
912	0	0	39.47	32.74
912	1	-1	43.51	49.39
912	2	-5	43.79	49.8
912	5	2	37.7	42.9
912	6	-2	39.36	32.42
913	-6	5	35.2	34.9
913	-5	4	34.4	37.5
913	-4	3	46.8	51.8
913	-3	1	39.5	44.6
913	0	0	35.87	37.07
913	1	-1	41.32	46.29
913	2	-5	41.37	46.57
913	5	2	37.7	42.9
913	6	-2	35.14	35.19
914	-6	5	34.5	30.8
914	-5	4	40.8	37.5
914	-4	3	38.4	51.8
914	-3	1	35.5	37.1
914	0	0	35.74	34.18
914	1	-1	36.41	39.96
914	2	-5	36.4	39.73
914	5	2	37.7	42.9
914	6	-2	35.44	33.2
915	-6	5	39.4	33.7
915	-5	4	35.8	33.7
915	-4	3	48.1	33.7
915	-3	1	41.8	33.7
915	0	0	38.95	33.7
915	1	-1	44.16	33.7
915	2	-5	44.16	33.7
915	5	2	38.5	33.7
915	6	-2	38.44	33.7
920	-6	5	44.4	44
920	-5	4	42.2	44
920	-4	3	44	51.8
920	-3	1	44	45.8
920	0	0	43.99	44
920	1	-1	44	46.83
920	2	-5	44	48.8
920	5	2	44	42.9
920	6	-2	43.99	44
923	-6	5	42.5	24.2
923	-5	4	42.5	44
923	-4	3	42.5	51.8
923	-3	1	42.5	45.8
923	0	0	42.5	44
923	1	-1	42.5	46.83
923	2	-5	42.5	48.8
923	5	2	42.5	42.9
923	6	-2	42.5	44
924	-6	5	45.7	44
924	-5	4	45.4	44
924	-4	3	48.1	56.1
924	-3	1	45.6	44
924	0	0	45.63	44.55
924	1	-1	48.1	56.1
924	2	-5	48.1	56.1
924	5	2	45.6	44
924	6	-2	45.63	44
925	-6	5	34.5	24.2
925	-5	4	40.3	34.5
925	-4	3	48.9	51.8
925	-3	1	40	45.8
925	0	0	40.56	39.84
925	1	-1	42.66	46.83
925	2	-5	44.45	48.8
925	5	2	39.1	42.9
925	6	-2	37.4	29.35
926	-6	5	47.2	44
926	-5	4	43	44
926	-4	3	45.8	51.8
926	-3	1	45.8	45.8
926	0	0	45.75	44
926	1	-1	45.8	46.83
926	2	-5	45.8	48.8
926	5	2	45.8	42.9
926	6	-2	45.75	44
930	-6	5	39.6	44.8
930	-5	4	47.8	44.8
930	-4	3	70.4	56.1
930	-3	1	58.2	56.1
930	0	0	42.58	46.41
930	1	-1	62.26	56.1
930	2	-5	62.26	56.1
930	5	2	42.3	42.9
930	6	-2	42.27	44.8
931	-6	5	47.4	44.8
931	-5	4	53.3	44.8
931	-4	3	70.4	51.8
931	-3	1	58.2	56.1
931	0	0	50.26	49.64
931	1	-1	62.74	56.1
931	2	-5	62.59	56.1
931	5	2	70.4	56.1
931	6	-2	48.67	44.8
932	-6	5	34.5	24.2
932	-5	4	40.3	34.5
932	-4	3	48.9	51.8
932	-3	1	40	45.8
932	0	0	40.56	39.84
932	1	-1	42.66	46.83
932	2	-5	44.45	48.8
932	5	2	39.1	42.9
932	6	-2	37.4	29.35
933	-6	5	44.6	24.2
933	-5	4	41.3	44.8
933	-4	3	70.4	51.8
933	-3	1	58.2	45.8
933	0	0	44.03	44.8
933	1	-1	66.33	46.83
933	2	-5	66.33	48.8
933	5	2	43.3	42.9
933	6	-2	43.25	44.8
934	-6	5	34.5	24.2
934	-5	4	40.3	34.5
934	-4	3	48.9	51.8
934	-3	1	40	45.8
934	0	0	40.56	39.84
934	1	-1	42.66	46.83
934	2	-5	44.45	48.8
934	5	2	39.1	42.9
934	6	-2	37.4	29.35
935	-6	5	27.6	29.4
935	-5	4	27.6	29.4
935	-4	3	27.6	29.4
935	-3	1	34.1	29.4
935	0	0	27.77	29.4
935	1	-1	34.1	29.4
935	2	-5	34.1	29.4
935	5	2	27.6	29.4
935	6	-2	27.6	29.4
936	-6	5	27.5	24.5
936	-5	4	27.5	24.5
936	-4	3	34.1	56.1
936	-3	1	34.1	56.1
936	0	0	27.99	27.06
936	1	-1	34.1	56.1
936	2	-5	34.1	56.1
936	5	2	34.1	56.1
936	6	-2	27.5	24.5
941	-6	5	45.7	38.5
941	-5	4	49.4	38.5
941	-4	3	51.6	38.5
941	-3	1	51.6	56.1
941	0	0	47.2	39.04
941	1	-1	51.6	56.1
941	2	-5	51.6	56.1
941	5	2	47.1	56.1
941	6	-2	47.1	38.5
942	-6	5	43.4	44.8
942	-5	4	43.5	44.8
942	-4	3	51.6	44.8
942	-3	1	51.6	44.8
942	0	0	43.69	44.8
942	1	-1	51.6	44.8
942	2	-5	51.6	44.8
942	5	2	43.5	44.8
942	6	-2	43.44	44.8
950	-6	5	34.5	24.2
950	-5	4	40.3	34.5
950	-4	3	48.9	51.8
950	-3	1	40	45.8
950	0	0	40.56	39.84
950	1	-1	42.66	46.83
950	2	-5	44.45	48.8
950	5	2	39.1	42.9
950	6	-2	37.4	29.35
951	-6	5	37.3	35.8
951	-5	4	41.5	35.8
951	-4	3	55.2	56.1
951	-3	1	45.4	35.8
951	0	0	37.93	36.92
951	1	-1	52.7	56.1
951	2	-5	53.24	56.1
951	5	2	41.9	35.8
951	6	-2	37.52	35.8
952	-6	5	32.4	35.8
952	-5	4	43.5	34.5
952	-4	3	55.2	51.8
952	-3	1	45.4	56.1
952	0	0	37.38	45.23
952	1	-1	48.27	54.66
952	2	-5	48.27	53.95
952	5	2	37.9	56.1
952	6	-2	33.39	35.8
956	-6	5	33.6	35.8
956	-5	4	33.6	34.5
956	-4	3	55.2	51.8
956	-3	1	45.4	45.8
956	0	0	34.11	35.8
956	1	-1	48.66	46.83
956	2	-5	48.66	48.8
956	5	2	33.6	42.9
956	6	-2	33.6	35.8
960	-6	5	25.2	22.7
960	-5	4	25.5	22.7
960	-4	3	54.8	22.7
960	-3	1	41.4	56.1
960	0	0	25.44	22.8
960	1	-1	45.5	56.1
960	2	-5	45.66	56.1
960	5	2	41.9	22.7
960	6	-2	25.2	22.7
961	-6	5	22.1	16.6
961	-5	4	29.1	11.9
961	-4	3	54.8	40.3
961	-3	1	40.9	40.3
961	0	0	25.48	20.31
961	1	-1	43.76	40.91
961	2	-5	43.78	40.3
961	5	2	41.9	51.2
961	6	-2	22.46	16.19
962	-6	5	31.4	23.1
962	-5	4	36.2	33.5
962	-4	3	43.1	42.1
962	-3	1	36.8	42.8
962	0	0	32.02	24.08
962	1	-1	38.68	44.22
962	2	-5	38.37	42.62
962	5	2	41.9	51.2
962	6	-2	31.86	23.68
963	-6	5	26.9	15.2
963	-5	4	26.9	20.6
963	-4	3	65	52.2
963	-3	1	55.8	52.2
963	0	0	28.56	15.85
963	1	-1	57.21	52.2
963	2	-5	57.21	52.2
963	5	2	26.9	15.2
963	6	-2	26.9	15.46
964	-6	5	22.8	14.8
964	-5	4	32.9	20.6
964	-4	3	65	52.2
964	-3	1	55.8	52.2
