us_occ	uso_m	uso_f
835	35.5560836791992	41.3915748596191
836	22.7130527496338	19.9037952423096
840	18.6878318786621	22.4560413360596
841	17.895055770874	23.6504211425781
842	20.2611999511719	19.9956016540527
845	31.2864856719971	32.9152679443359
846	23.5414218902588	27.465446472168
850	42.583381652832	28.331937789917
851	40.9661598205566	26.5580539703369
853	22.3218021392822	24.1285762786865
854	22.5824184417725	22.9874515533447
855	42.3406944274902	33.597297668457
860	49.6476211547852	41.43310546875
861	44.6465263366699	37.3205223083496
862	44.5091819763184	39.810359954834
863	44.8378219604492	36.5495452880859
864	42.0912628173828	34.5070037841797
865	29.5938491821289	26.3026218414307
871	25.4862899780273	19.6015586853027
872	29.605037689209	22.4320735931396
873	33.2929420471191	28.6763820648193
874	42.6602096557617	30.2702827453613
875	45.7419586181641	43.9447059631348
876	52.0393905639648	46.9038581848145
880	21.8724594116211	20.1326122283936
881	29.5207939147949	27.0120620727539
883	53.0827102661133	40.3705139160156
885	22.8291530609131	20.7626495361328
886	24.6714935302734	22.5448055267334
891	44.8909187316895	45.6652717590332
892	38.7046318054199	42.5956115722656
893	36.138988494873	24.5576190948486
894	37.4303321838379	21.7253723144531
895	24.8243541717529	29.5552501678467
896	30.2289562225342	25.8238105773926
900	47.2033996582031	41.2954902648926
903	72.2467803955078	66.4521102905273
904	57.1928825378418	56.4938926696777
912	42.620491027832	35.8759994506836
913	35.9678535461426	36.115535736084
914	36.6924667358398	36.3781318664551
915	40.2376670837402	35.8351898193359
920	47.5419158935547	36.2695617675781
923	42.7441444396973	46.1984481811523
924	48.122859954834	46.1984481811523
926	42.7015914916992	46.1984481811523
930	38.3821907043457	43.2332611083984
931	48.9278564453125	35.0047912597656
933	47.1662101745605	28.076135635376
935	30.4626846313477	31.1796340942383
936	30.1818466186523	28.076135635376
941	49.0947799682617	38.0580749511719
942	45.7709846496582	44.8462600708008
951	36.3873100280762	34.4741020202637
952	35.6382331848145	34.4741020202637
956	30.9264755249023	34.4741020202637
960	26.9859218597412	26.4643516540527
961	26.5235385894775	25.3132648468018
962	32.5260314941406	28.280611038208
963	26.0419750213623	24.5757637023926
964	23.8820400238037	23.5708332061768
965	42.2597160339355	34.3052291870117
972	29.7731647491455	26.3386383056641
975	30.5044040679932	23.3248043060303
980	61.6969184875488	67.5804138183594
981	50.9511108398438	60.6025314331055
982	45.1556549072266	47.3973045349121
983	47.052604675293	51.8589057922363
