   62   -2    6 49.7 44.7    8  3.2
   62   -1    7 38.8 31.2    9  3.2
   63    2   -3 58.7 28.9          
   63    4   -2 64.4 28.9          
   63    6   -1 42.0 28.9          
   63    0    0 42.2 28.9          
   63   -6    1 64.4 28.9    1  3.2
   63   -5    2 64.4 28.9    2  3.2
   63    3    3 54.2 28.9   12  3.2
   63   -4    4 42.1 28.9    1  2.2
   63   -3    5 42.1 28.9    2  2.2
   63   -2    6 52.8 44.7    8  3.2
   63   -1    7 41.7 28.9    9  3.2
   64    2   -3 58.9 33.5          
   64    4   -2 64.4 33.5          
   64    6   -1 41.6 33.5          
   64    0    0 41.6 33.5          
   64   -6    1 64.4 33.5    1  3.2
   64   -5    2 64.4 33.5    2  3.2
   64    3    3 54.2 33.5   12  3.2
   64   -4    4 42.3 33.7    1  2.2
   64   -3    5 41.8 33.7    2  2.2
   64   -2    6 48.1 44.7    8  3.2
   64   -1    7 41.4 33.5    9  3.2
   65    2   -3 61.0 33.3          
   65    4   -2 64.4 33.3          
   65    6   -1 40.7 33.3          
   65    0    0 40.7 33.3          
   65   -6    1 64.4 33.3    1  4.2
   65   -5    2 64.4 33.3    2  4.2
   65    3    3 54.2 33.3   12  4.2
   65   -4    4 41.0 33.3    1  3.2
   65   -3    5 41.0 33.3    2  3.2
   65   -2    6 49.9 44.7    8  3.2
   65   -1    7 39.9 33.3   10  4.2
   66    2   -3 61.6 34.0          
   66    4   -2 64.4 34.0          
   66    6   -1 50.9 33.5          
   66    0    0 50.9 33.5          
   66   -6    1 64.4 34.0    1  3.2
   66   -5    2 64.4 34.0    2  3.2
   66    3    3 54.2 34.0   12  3.2
   66   -4    4 50.5 34.0    1  2.2
   66   -3    5 50.5 34.0    2  2.2
   66   -2    6 46.3 44.7    8  3.2
   66   -1    7 51.2 33.5    9  3.2
   67    2   -3 60.5 39.1          
   67    4   -2 67.1 44.2          
   67    6   -1 48.4 41.7          
   67    0    0 48.7 41.7          
   67   -6    1 67.1 39.1    1  3.2
   67   -5    2 67.1 44.2    2  3.2
   67    3    3 55.2 34.0   12  3.2
   67   -4    4 49.7 37.4    1  2.2
   67   -3    5 51.1         2  2.2
   67   -2    6 51.5 44.7    8  3.2
   67   -1    7 48.2 41.7    9  3.2
   68    2   -3 60.3 41.1          
   68    4   -2 64.4 39.4          
   68    6   -1 45.2 39.1          
   68    0    0 45.2 39.1          
   68   -6    1 64.4 34.0    1  3.2
   68   -5    2 64.4 44.7    2  3.2
   68    3    3 54.2 44.7   12  3.2
   68   -4    4 46.9 39.3    1  2.2
   68   -3    5 46.9 39.3    2  2.2
   68   -2    6 48.2 44.7    8  3.2
   68   -1    7 44.4 33.5    9  3.2
   69    2   -3 60.2 16.6          
   69    4   -2 64.4 16.6          
   69    6   -1 34.5 17.3          
   69    0    0 34.8 17.3          
   69   -6    1 64.4 16.6    1  3.2
   69   -5    2 64.4 16.6    2  3.2
   69    3    3 54.2 16.6   12  3.2
   69   -4    4 33.4 16.6    1  2.2
   69   -3    5 33.4 16.6    2  2.2
   69   -2    6 49.7 44.7    8  3.2
   69   -1    7 33.4 16.6    9  3.2
   70    2   -3 60.1 34.0          
   70    4   -2 65.8 34.0          
   70    6   -1 48.8 33.5          
   70    0    0 49.9 33.6          
   70   -6    1 65.8 34.0    1  3.2
   70   -5    2 65.8 34.0    2  3.2
   70    3    3 55.7 34.0   12  3.2
   70   -4    4 50.6 34.0    1  2.2
   70   -3    5 50.7 34.0    2  2.2
