ISCO	STDEMPST	SEEMPST	MCAMSIS	FCAMSIS	ISEI	TREI
1231	6	2	75.7	77	69	60
1232	0	0	76.07	77.15	69	60
1232	2	4	88.5	84.1	69	60
1232	6	2	75.7	77	69	60
1233	0	0	76.07	77.15	56	60
1233	2	4	88.5	84.1	56	60
1233	6	2	75.7	77	56	60
1234	0	0	76.07	77.15	69	60
1234	2	4	88.5	84.1	69	60
1234	6	2	75.7	77	69	60
1235	0	0	76.07	77.15	69	60
1235	2	4	88.5	84.1	69	60
1235	6	2	75.7	77	69	60
1236	0	0	76.07	77.15	69	60
1236	2	4	88.5	84.1	69	60
1236	6	2	75.7	77	69	60
1237	0	0	76.07	77.15	69	60
1237	2	4	88.5	84.1	69	60
1237	6	2	75.7	77	69	60
1239	0	0	76.07	77.15	69	60
1239	2	4	88.5	84.1	69	60
1239	6	2	75.7	77	69	60
1240	0	0	64.37	54.55	58	55
1240	2	4	58.88	56.61	58	55
1240	6	2	64.71	54.49	58	55
1250	0	0	64.37	54.55	64	65
1250	2	4	58.88	56.61	64	65
1250	6	2	64.71	54.49	64	65
1251	0	0	64.37	54.55	70	73
1251	2	4	58.88	56.61	70	73
1251	6	2	64.71	54.49	70	73
1252	0	0	64.37	54.55	60	63
1252	2	4	58.88	56.61	60	63
1252	6	2	64.71	54.49	60	63
1300	0	0	52.62	45.41	51	50
1300	2	4	49	42.86	51	50
1300	6	2	58.18	55.52	51	50
1310	0	0	52.62	45.41	51	50
1310	2	4	49	42.86	51	50
1310	6	2	58.18	55.52	51	50
1311	0	0	47.46	38.81	43	47
1311	2	4	47.2	38.3	43	47
1311	6	2	50.8	46.7	43	47
1312	0	0	52.62	45.41	56	52
1312	2	4	49	42.86	56	52
1312	6	2	58.18	55.52	56	52
1313	0	0	52.62	45.41	51	52
1313	2	4	49	42.86	51	52
1313	6	2	58.18	55.52	51	52
1314	0	0	61.58	52.41	49	46
1314	2	4	54.3	50.4	49	46
1314	6	2	67	57.4	49	46
1315	0	0	52.62	45.41	44	38
1315	2	4	49	42.86	44	38
1315	6	2	58.18	55.52	44	38
1316	0	0	52.62	45.41	51	52
1316	2	4	49	42.86	51	52
1316	6	2	58.18	55.52	51	52
1317	0	0	49.05	57.57	51	52
1317	2	4	60.4	77.2	51	52
1317	6	2	48.8	56.8	51	52
1318	0	0	52.62	45.41	51	52
1318	2	4	49	42.86	51	52
1318	6	2	58.18	55.52	51	52
1319	0	0	52.62	45.41	51	52
1319	2	4	49	42.86	51	52
1319	6	2	58.18	55.52	51	52
2000	0	0	65.09	67.18	70	62
2000	2	4	72.54	75.06	70	62
2000	6	2	64.83	66.96	70	62
2100	0	0	59.79	63.25	69	63
2100	2	4	65.61	75.93	69	63
2100	6	2	59.66	62.98	69	63
2110	0	0	79.09	74.36	74	69
2110	2	4	81.4	93	74	69
2110	6	2	79.05	74.15	74	69
2111	0	0	79.09	74.36	74	75
2111	2	4	81.4	93	74	75
2111	6	2	79.05	74.15	74	75
2112	0	0	76.44	55.57	74	72
2112	2	4	81.4	93	74	72
2112	6	2	76.4	54.4	74	72
2113	0	0	78.74	75.76	74	69
2113	2	4	81.4	93	74	69
2113	6	2	78.7	75.6	74	69
2114	0	0	86.91	71.4	74	67
2114	2	4	81.4	93	74	67
2114	6	2	87.1	71.4	74	67
2120	0	0	86.68	82.32	71	56
2120	2	4	74.1	74	71	56
2120	6	2	86.9	82.4	71	56
2121	0	0	86.68	82.32	71	69
2121	2	4	74.1	74	71	69
2121	6	2	86.9	82.4	71	69
2122	0	0	86.68	82.32	71	55
2122	2	4	74.1	74	71	55
2122	6	2	86.9	82.4	71	55
2130	0	0	70.56	68.39	71	51
2130	2	4	77.9	79.8	71	51
2130	6	2	70.4	68.2	71	51
2131	0	0	70.56	68.39	71	51
2131	2	4	77.9	79.8	71	51
2131	6	2	70.4	68.2	71	51
2132	0	0	70.56	68.39	71	51
2132	2	4	77.9	79.8	71	51
2132	6	2	70.4	68.2	71	51
2139	0	0	70.56	68.39	71	51
2139	2	4	77.9	79.8	71	51
2139	6	2	70.4	68.2	71	51
2140	0	0	57.18	57.89	73	63
2140	2	4	63.12	73.01	73	63
2140	6	2	57.05	57.5	73	63
2141	0	0	62.42	70.46	69	72
2141	2	4	68.4	77.2	69	72
2141	6	2	62.2	70.1	69	72
2142	0	0	50.49	50.61	69	70
2142	2	4	62.2	75.8	69	70
2142	6	2	50.3	50.3	69	70
2143	0	0	57.59	54.6	68	65
2143	2	4	62.8	62.5	68	65
2143	6	2	57.5	54.4	68	65
2144	0	0	61.42	57.06	68	65
2144	2	4	62.9	62.5	68	65
2144	6	2	61.4	57	68	65
2145	0	0	53.66	50.01	67	66
2145	2	4	56.9	75.8	67	66
2145	6	2	53.6	49.5	67	66
2146	0	0	57.18	57.89	71	66
2146	2	4	63.12	73.01	71	66
2146	6	2	57.05	57.5	71	66
2147	0	0	57.18	57.89	67	61
2147	2	4	63.12	73.01	67	61
2147	6	2	57.05	57.5	67	61
2148	0	0	57.58	57.27	56	58
2148	2	4	56.7	66.3	56	58
2148	6	2	57.6	57.1	56	58
2149	0	0	57.18	57.89	69	56
2149	2	4	63.12	73.01	69	56
2149	6	2	57.05	57.5	69	56
2200	0	0	94.06	74.11	80	70
2200	2	4	90.93	83.65	80	70
2200	6	2	94.26	73.86	80	70
2210	0	0	95.13	86.49	78	62
2210	2	4	81.4	93	78	62
2210	6	2	95.5	86.4	78	62
2211	0	0	95.13	86.49	77	69
2211	2	4	81.4	93	77	69
2211	6	2	95.5	86.4	77	69
2212	0	0	95.13	86.49	77	68
2212	2	4	81.4	93	77	68
2212	6	2	95.5	86.4	77	68
2213	0	0	95.13	86.49	79	56
2213	2	4	81.4	93	79	56
2213	6	2	95.5	86.4	79	56
2220	0	0	94.56	74.03	85	73
2220	2	4	91.51	83.72	85	73
2220	6	2	94.75	73.77	85	73
2221	0	0	98.8	85.29	88	78
2221	2	4	99	91.2	88	78
2221	6	2	98.8	85.2	88	78
2222	0	0	88.74	90.29	85	70
2222	2	4	90.3	98.1	85	70
2222	6	2	88.5	89.7	85	70
2223	0	0	78.53	77.35	83	61
2223	2	4	79.8	70.6	83	61
2223	6	2	78.4	78.7	83	61
2224	0	0	81.52	75.09	74	64
2224	2	4	90.3	73.8	74	64
2224	6	2	81.5	75.1	74	64
2229	0	0	60.44	59.86	85	73
2229	2	4	44.5	70.6	85	73
2229	6	2	62	59.6	85	73
2230	0	0	69.06	68.56	43	54
2230	2	4	60.8	74.3	43	54
2230	6	2	69.4	68.5	43	54
2300	0	0	62.75	68.61	69	61
2300	2	4	67.4	76.93	69	61
2300	6	2	62.62	68.5	69	61
2310	0	0	80.47	88.89	77	78
2310	2	4	91.8	99	77	78
2310	6	2	80.1	88.7	77	78
2320	0	0	63.33	66.99	69	60
2320	2	4	72.53	78.21	69	60
2320	6	2	63.19	66.85	69	60
2321	0	0	63.33	66.99	70	60
2321	2	4	72.53	78.21	70	60
2321	6	2	63.19	66.85	70	60
2322	0	0	63.33	66.99	66	57
2322	2	4	72.53	78.21	66	57
2322	6	2	63.19	66.85	66	57
2323	0	0	63.33	66.99	-999	-999
2323	2	4	72.53	78.21	-999	-999
2323	6	2	63.19	66.85	-999	-999
2330	0	0	59.26	72.18	66	57
2330	2	4	55.1	81.1	66	57
2330	6	2	59.3	72.1	66	57
2331	0	0	59.26	72.18	66	57
2331	2	4	55.1	81.1	66	57
2331	6	2	59.3	72.1	66	57
2332	0	0	59.26	72.18	43	49
2332	2	4	55.1	81.1	43	49
2332	6	2	59.3	72.1	43	49
2340	0	0	62.75	68.61	66	62
2340	2	4	67.4	76.93	66	62
2340	6	2	62.62	68.5	66	62
2350	0	0	52.25	64.12	66	62
2350	2	4	56.48	69.22	66	62
2350	6	2	51.99	63.99	66	62
2351	0	0	52.25	64.12	70	68
2351	2	4	56.48	69.22	70	68
2351	6	2	51.99	63.99	70	68
2352	0	0	61.67	70.28	70	68
2352	2	4	74.2	88.3	70	68
2352	6	2	60.8	69.6	70	68
2359	0	0	50.62	63.31	65	62
2359	2	4	52.81	65.53	65	62
2359	6	2	50.49	63.26	65	62
2400	0	0	70.86	64.58	68	60
2400	2	4	75.33	73.09	68	60
2400	6	2	70.59	64.18	68	60
2410	0	0	67.27	59.18	69	57
2410	2	4	66.43	62.57	69	57
2410	6	2	67.29	59.05	69	57
2411	0	0	67.21	56.32	69	62
2411	2	4	67.05	61.21	69	62
2411	6	2	67.22	56.1	69	62
2412	0	0	67.61	68.39	69	56
2412	2	4	82.6	70.7	69	56
2412	6	2	67.46	68.37	69	56
2419	0	0	67.23	66.31	69	57
2419	2	4	62.6	71.9	69	57
2419	6	2	67.31	66.12	69	57
2420	0	0	86.92	82.65	85	73
2420	2	4	85.16	86.93	85	73
2420	6	2	87.14	82.41	85	73
2421	0	0	91.73	85	85	73
2421	2	4	83.9	85	85	73
2421	6	2	91.8	85	85	73
2422	0	0	86.92	82.65	90	76
2422	2	4	85.16	86.93	90	76
2422	6	2	87.14	82.41	90	76
2429	0	0	85.79	81.78	82	71
2429	2	4	85.18	86.99	82	71
2429	6	2	85.88	81.38	82	71
2430	0	0	72.51	71.1	65	54
2430	2	4	81.62	76.71	65	54
2430	6	2	72.31	70.97	65	54
2431	0	0	68.36	68.21	65	54
2431	2	4	82.5	89.2	65	54
2431	6	2	67.9	67.5	65	54
2432	0	0	77.5	71.79	65	54
2432	2	4	77.9	71.5	65	54
2432	6	2	77.5	71.8	65	54
2440	0	0	75.53	69.92	65	58
2440	2	4	79	83.01	65	58
2440	6	2	75.34	69.42	65	58
2441	0	0	74.97	71.1	78	60
2441	2	4	74.1	74	78	60
2441	6	2	75.01	70.99	78	60
2442	0	0	75.53	69.92	71	67
2442	2	4	79	83.01	71	67
2442	6	2	75.34	69.42	71	67
2443	0	0	75.53	69.92	71	67
2443	2	4	79	83.01	71	67
2443	6	2	75.34	69.42	71	67
2444	0	0	75.53	69.92	65	62
2444	2	4	79	83.01	65	62
2444	6	2	75.34	69.42	65	62
2445	0	0	88.69	92.81	71	67
2445	2	4	92.8	98.1	71	67
2445	6	2	87.9	92.1	71	67
2446	0	0	72.67	65.24	51	52
2446	2	4	71.36	74.15	51	52
2446	6	2	72.7	65.04	51	52
2450	0	0	71.64	73.13	61	57
2450	2	4	77.31	81.86	61	57
2450	6	2	70.59	71.81	61	57
2451	0	0	75.02	74.95	65	58
2451	2	4	82.88	87.31	65	58
2451	6	2	74.1	73.8	65	58
2452	0	0	69	71.32	54	57
2452	2	4	75.8	79.6	54	57
2452	6	2	66.6	69.2	54	57
2453	0	0	66.29	65.91	64	45
2453	2	4	66.2	63.7	64	45
2453	6	2	66.3	66	64	45
2454	0	0	71.64	73.13	64	40
2454	2	4	77.31	81.86	64	40
2454	6	2	70.59	71.81	64	40
2455	0	0	72.09	74.94	64	57
2455	2	4	75.61	79.83	64	57
2455	6	2	69.92	72.79	64	57
2460	0	0	68.69	75.29	53	60
2460	2	4	60.5	62.5	53	60
2460	6	2	68.8	75.4	53	60
2470	0	0	70.86	64.58	-999	-999
2470	2	4	75.33	73.09	-999	-999
2470	6	2	70.59	64.18	-999	-999
3000	0	0	61.41	60.78	54	48
3000	2	4	67.45	71.77	54	48
3000	6	2	61.14	60.47	54	48
3100	0	0	58.25	53.23	50	48
3100	2	4	69.85	61.68	50	48
3100	6	2	57.8	53.03	50	48
3110	0	0	56.67	60.78	49	47
3110	2	4	71.19	69.67	49	47
3110	6	2	56.31	60.43	49	47
3111	0	0	78.84	75.6	45	46
3111	2	4	81.4	69.67	45	46
3111	6	2	78.7	75.6	45	46
3112	0	0	56.67	60.78	45	39
3112	2	4	71.19	69.67	45	39
3112	6	2	56.31	60.43	45	39
3113	0	0	56.67	60.78	46	46
3113	2	4	71.19	69.67	46	46
3113	6	2	56.31	60.43	46	46
3114	0	0	56.67	60.78	46	46
3114	2	4	71.19	69.67	46	46
3114	6	2	56.31	60.43	46	46
3115	0	0	56.67	60.78	54	46
3115	2	4	71.19	69.67	54	46
3115	6	2	56.31	60.43	54	46
3116	0	0	53.34	61.41	54	46
3116	2	4	60.2	62.5	54	46
3116	6	2	53.3	61.4	54	46
3117	0	0	49.76	52.2	54	53
3117	2	4	77.6	69.67	54	53
3117	6	2	49.6	52.2	54	53
3118	0	0	56.67	60.78	51	55
3118	2	4	71.19	69.67	51	55
3118	6	2	56.31	60.43	51	55
3119	0	0	64.28	60.98	53	46
3119	2	4	72.7	70.9	53	46
3119	6	2	63.8	60.2	53	46
3120	0	0	54.94	46.3	52	53
3120	2	4	53.6	57.3	52	53
3120	6	2	54.95	46.12	52	53
3121	0	0	58.93	53.09	52	53
3121	2	4	53.6	57.3	52	53
3121	6	2	59	53	52	53
3122	0	0	51.31	45.39	52	53
3122	2	4	53.6	57.3	52	53
3122	6	2	51.3	45.2	52	53
3123	0	0	54.94	46.3	52	53
3123	2	4	53.6	57.3	52	53
3123	6	2	54.95	46.12	52	53
3130	0	0	63.5	52.76	52	46
3130	2	4	72.5	59.03	52	46
3130	6	2	61.63	52.59	52	46
3131	0	0	65.14	61.91	48	46
3131	2	4	72.84	68.22	48	46
3131	6	2	63.08	60.25	48	46
3132	0	0	53.77	48.9	57	49
3132	2	4	46.8	52.05	57	49
3132	6	2	53.88	48.84	57	49
3133	0	0	63.57	63.19	57	58
3133	2	4	60.8	63	57	58
3133	6	2	63.6	63.2	57	58
3139	0	0	63.5	52.76	52	44
3139	2	4	72.5	59.03	52	44
3139	6	2	61.63	52.59	52	44
3140	0	0	60.89	66.21	57	57
3140	2	4	54.63	68.05	57	57
3140	6	2	61.05	66.2	57	57
3141	0	0	51.2	31	52	60
3141	2	4	51.9	68.05	52	60
3141	6	2	51.2	31	52	60
3142	0	0	56.32	31	52	55
3142	2	4	51.9	68.05	52	55
3142	6	2	56.57	31	52	55
3143	0	0	73.5	75.3	69	60
3143	2	4	73.5	75.3	69	60
3143	6	2	73.5	75.3	69	60
3144	0	0	63.62	66.24	69	50
3144	2	4	63.55	66.6	69	50
3144	6	2	63.62	66.24	69	50
3145	0	0	60.89	66.21	50	46
3145	2	4	54.63	68.05	50	46
3145	6	2	61.05	66.2	50	46
3150	0	0	64.55	58.61	50	54
3150	2	4	66.2	73.84	50	54
3150	6	2	64.53	58.34	50	54
3151	0	0	61.83	50.6	50	54
3151	2	4	66.2	75.8	50	54
3151	6	2	61.8	49.9	50	54
3152	0	0	68.39	63.89	50	54
3152	2	4	66.2	70.67	50	54
3152	6	2	68.42	63.82	50	54
3200	0	0	60.91	62.44	48	51
3200	2	4	67.2	74.33	48	51
3200	6	2	60.46	62.14	48	51
3210	0	0	57.8	59.94	50	52
3210	2	4	65.45	71.19	50	52
3210	6	2	57.32	59.67	50	52
3211	0	0	51.68	59.98	50	52
3211	2	4	64.77	72.94	50	52
3211	6	2	50.63	59.71	50	52
3212	0	0	57.8	59.94	50	47
3212	2	4	65.45	71.19	50	47
3212	6	2	57.32	59.67	50	47
3213	0	0	65.52	59.27	50	55
3213	2	4	66.98	62.6	50	55
3213	6	2	65.46	59.05	50	55
3220	0	0	62.13	60	55	51
3220	2	4	69.11	75.46	55	51
3220	6	2	60.68	59.26	55	51
3221	0	0	62.13	60	51	53
3221	2	4	69.11	75.46	51	53
3221	6	2	60.68	59.26	51	53
3222	0	0	62.13	60	51	48
3222	2	4	69.11	75.46	51	48
3222	6	2	60.68	59.26	51	48
3223	0	0	65.65	75.93	51	52
3223	2	4	66.2	87.6	51	52
3223	6	2	65.5	75.6	51	52
3224	0	0	57.52	58.2	60	60
3224	2	4	68.6	69.8	60	60
3224	6	2	55.7	57.5	60	60
3225	0	0	68.68	55.76	51	44
3225	2	4	73.3	60.5	51	44
3225	6	2	67.94	55.62	51	44
3226	0	0	68.76	74.74	60	51
3226	2	4	69.5	85.9	60	51
3226	6	2	68.55	73.25	60	51
3227	0	0	39	43.22	51	48
3227	2	4	69.11	51.4	51	48
3227	6	2	39	42.9	51	48
3228	0	0	42.54	54.84	51	44
3228	2	4	56.3	70.7	51	44
3228	6	2	42.3	54.7	51	44
3229	0	0	62.13	60	51	45
3229	2	4	69.11	75.46	51	45
3229	6	2	60.68	59.26	51	45
3230	0	0	65.99	64.31	38	44
3230	2	4	60.8	73.92	38	44
3230	6	2	66.01	64.17	38	44
3231	0	0	65.97	63.93	38	44
3231	2	4	60.8	73.9	38	44
3231	6	2	66	63.8	38	44
3232	0	0	69.4	69.66	38	44
3232	2	4	60.8	74.3	38	44
3232	6	2	69.4	69.6	38	44
3240	0	0	60.91	62.44	49	29
3240	2	4	67.2	74.33	49	29
3240	6	2	60.46	62.14	49	29
3241	0	0	60.91	62.44	51	29
3241	2	4	67.2	74.33	51	29
3241	6	2	60.46	62.14	51	29
3242	0	0	60.91	62.44	38	22
3242	2	4	67.2	74.33	38	22
3242	6	2	60.46	62.14	38	22
3300	0	0	61.41	60.78	38	50
3300	2	4	67.45	71.77	38	50
3300	6	2	61.14	60.47	38	50
3310	0	0	61.41	60.78	38	50
3310	2	4	67.45	71.77	38	50
3310	6	2	61.14	60.47	38	50
3320	0	0	61.41	60.78	38	50
3320	2	4	67.45	71.77	38	50
3320	6	2	61.14	60.47	38	50
3330	0	0	61.41	60.78	38	50
3330	2	4	67.45	71.77	38	50
3330	6	2	61.14	60.47	38	50
3340	0	0	61.41	60.78	38	50
3340	2	4	67.45	71.77	38	50
3340	6	2	61.14	60.47	38	50
3400	0	0	63.74	62.1	55	48
3400	2	4	66.02	72.38	55	48
3400	6	2	63.64	61.73	55	48
3410	0	0	60.81	58.51	55	47
3410	2	4	60.9	66.68	55	47
3410	6	2	60.81	58.35	55	47
3411	0	0	60.81	58.51	61	50
3411	2	4	60.9	66.68	61	50
3411	6	2	60.81	58.35	61	50
3412	0	0	63.5	57.26	54	44
3412	2	4	67.2	60.24	54	44
3412	6	2	63.48	57.24	54	44
3413	0	0	66.94	70.97	59	49
3413	2	4	63.7	71.5	59	49
3413	6	2	67.7	70.9	59	49
3414	0	0	60.81	58.51	56	43
3414	2	4	60.9	66.68	56	43
3414	6	2	60.81	58.35	56	43
3415	0	0	60.81	58.51	56	46
3415	2	4	60.9	66.68	56	46
3415	6	2	60.81	58.35	56	46
3416	0	0	57.74	58.57	50	49
3416	2	4	51.6	62.9	50	49
3416	6	2	57.8	58.5	50	49
3417	0	0	60.81	58.51	56	46
3417	2	4	60.9	66.68	56	46
3417	6	2	60.81	58.35	56	46
3419	0	0	59.26	59.48	55	46
3419	2	4	58.08	67.57	55	46
3419	6	2	59.34	59.14	55	46
3420	0	0	56.95	58.18	55	42
3420	2	4	55.49	65.34	55	42
3420	6	2	56.96	58.13	55	42
3421	0	0	56.95	58.18	55	55
3421	2	4	55.49	65.34	55	55
3421	6	2	56.96	58.13	55	55
3422	0	0	55.37	49.28	55	50
3422	2	4	53.2	61.9	55	50
3422	6	2	55.4	49.2	55	50
3423	0	0	61.56	68.61	55	49
3423	2	4	82.6	70.7	55	49
3423	6	2	61.5	68.6	55	49
3429	0	0	56.95	58.18	55	42
3429	2	4	55.49	65.34	55	42
3429	6	2	56.96	58.13	55	42
3430	0	0	59.65	67.06	54	49
3430	2	4	66.7	71.9	54	49
3430	6	2	59.6	67	54	49
3431	0	0	59.65	67.06	54	53
3431	2	4	66.7	71.9	54	53
3431	6	2	59.6	67	54	53
3432	0	0	59.65	67.06	59	49
3432	2	4	66.7	71.9	59	49
3432	6	2	59.6	67	59	49
3433	0	0	59.65	67.06	51	49
3433	2	4	66.7	71.9	51	49
3433	6	2	59.6	67	51	49
3434	0	0	59.65	67.06	61	51
3434	2	4	66.7	71.9	61	51
3434	6	2	59.6	67	61	51
3439	0	0	59.65	67.06	54	53
3439	2	4	66.7	71.9	54	53
3439	6	2	59.6	67	54	53
3440	0	0	70.16	68.03	56	52
3440	2	4	75.42	74.96	56	52
3440	6	2	70.13	68	56	52
3441	0	0	53.83	48.62	56	44
3441	2	4	61.7	51.7	56	44
3441	6	2	53.8	48.6	56	44
3442	0	0	70.16	68.03	57	52
3442	2	4	75.42	74.96	57	52
3442	6	2	70.13	68	57	52
3443	0	0	75.81	73.41	56	55
3443	2	4	77.1	78	56	55
3443	6	2	75.8	73.4	56	55
3444	0	0	73.12	68.34	46	54
3444	2	4	77.1	78	46	54
3444	6	2	73.1	68.3	46	54
3449	0	0	70.16	68.03	56	55
3449	2	4	75.42	74.96	56	55
3449	6	2	70.13	68	56	55
3450	0	0	63.74	62.1	56	45
3450	2	4	66.02	72.38	56	45
3450	6	2	63.64	61.73	56	45
3451	0	0	63.74	62.1	55	60
3451	2	4	66.02	72.38	55	60
3451	6	2	63.64	61.73	55	60
3452	0	0	63.74	62.1	56	44
3452	2	4	66.02	72.38	56	44
3452	6	2	63.64	61.73	56	44
3460	0	0	56.35	67.39	43	49
3460	2	4	63.1	87.6	43	49
3460	6	2	56	65.8	43	49
3470	0	0	70.46	69.2	52	45
3470	2	4	69.72	75.06	52	45
3470	6	2	70.54	68.34	52	45
3471	0	0	71	69.79	53	49
3471	2	4	73.42	77.16	53	49
3471	6	2	70.78	68.67	53	49
3472	0	0	70.46	69.2	64	50
3472	2	4	69.72	75.06	64	50
3472	6	2	70.54	68.34	64	50
3473	0	0	70.46	69.2	50	32
3473	2	4	69.72	75.06	50	32
3473	6	2	70.54	68.34	50	32
3474	0	0	76.77	81.42	50	33
3474	2	4	80.5	84	50	33
3474	6	2	76.5	81.3	50	33
3475	0	0	59.05	51.63	54	49
3475	2	4	57.1	56.4	54	49
3475	6	2	60.1	50.7	54	49
3480	0	0	67.18	59.16	38	50
3480	2	4	60.5	62.5	38	50
3480	6	2	67.2	59.1	38	50
4000	0	0	53.4	53.77	45	37
4000	2	4	56.76	64.38	45	37
4000	6	2	53.34	53.44	45	37
4100	0	0	52.95	53.6	45	37
4100	2	4	54.3	64.6	45	37
4100	6	2	52.94	53.26	45	37
4110	0	0	69.95	62.74	51	45
4110	2	4	60.9	74.04	51	45
4110	6	2	70.16	62.47	51	45
4111	0	0	50.53	47.63	51	42
4111	2	4	60.9	62.9	51	42
4111	6	2	49.9	46.9	51	42
4112	0	0	69.95	62.74	50	42
4112	2	4	60.9	74.04	50	42
4112	6	2	70.16	62.47	50	42
4113	0	0	69.95	62.74	50	45
4113	2	4	60.9	74.04	50	45
4113	6	2	70.16	62.47	50	45
4114	0	0	69.95	62.74	51	45
4114	2	4	60.9	74.04	51	45
4114	6	2	70.16	62.47	51	45
4115	0	0	73.89	63.56	53	53
4115	2	4	60.9	75.3	53	53
4115	6	2	74.1	63.3	53	53
4120	0	0	64.36	59.3	51	44
4120	2	4	53.6	57.33	51	44
4120	6	2	64.4	59.32	51	44
4121	0	0	70.79	64.7	51	45
4121	2	4	69.5	66.2	51	45
4121	6	2	70.8	64.7	51	45
4122	0	0	62.84	58.87	51	36
4122	2	4	48.9	57	51	36
4122	6	2	62.9	58.9	51	36
4130	0	0	46.91	44.25	36	32
4130	2	4	53.7	43.3	36	32
4130	6	2	46.81	44.3	36	32
4131	0	0	46.91	44.25	32	30
4131	2	4	53.7	43.3	32	30
4131	6	2	46.81	44.3	32	30
4132	0	0	46.91	44.25	43	44
4132	2	4	53.7	43.3	43	44
4132	6	2	46.81	44.3	43	44
4133	0	0	46.91	44.25	45	37
4133	2	4	53.7	43.3	45	37
4133	6	2	46.81	44.3	45	37
4140	0	0	47.88	44.48	39	37
4140	2	4	44.07	50.62	39	37
4140	6	2	47.92	44.41	39	37
4141	0	0	47.88	44.48	39	36
4141	2	4	44.07	50.62	39	36
4141	6	2	47.92	44.41	39	36
4142	0	0	47.88	44.48	39	33
4142	2	4	44.07	50.62	39	33
4142	6	2	47.92	44.41	39	33
4143	0	0	47.88	44.48	39	41
4143	2	4	44.07	50.62	39	41
4143	6	2	47.92	44.41	39	41
4144	0	0	47.88	44.48	39	37
4144	2	4	44.07	50.62	39	37
4144	6	2	47.92	44.41	39	37
4190	0	0	49.82	49.81	39	37
4190	2	4	62.22	63.17	39	37
4190	6	2	49.63	49.25	39	37
4200	0	0	61.99	59.94	49	39
4200	2	4	61.38	59.22	49	39
4200	6	2	62.07	59.98	49	39
4210	0	0	61.99	59.94	48	37
4210	2	4	61.38	59.22	48	37
4210	6	2	62.07	59.98	48	37
4211	0	0	61.99	59.94	53	34
4211	2	4	61.38	59.22	53	34
4211	6	2	62.07	59.98	53	34
4212	0	0	61.99	59.94	46	42
4212	2	4	61.38	59.22	46	42
4212	6	2	62.07	59.98	46	42
4213	0	0	61.99	59.94	40	34
4213	2	4	61.38	59.22	40	34
4213	6	2	62.07	59.98	40	34
4214	0	0	61.99	59.94	40	15
4214	2	4	61.38	59.22	40	15
4214	6	2	62.07	59.98	40	15
4215	0	0	61.99	59.94	40	27
4215	2	4	61.38	59.22	40	27
4215	6	2	62.07	59.98	40	27
4220	0	0	61.99	59.94	52	38
4220	2	4	61.38	59.22	52	38
4220	6	2	62.07	59.98	52	38
4221	0	0	64.73	62.93	52	38
4221	2	4	62	58.9	52	38
4221	6	2	65	63.1	52	38
4222	0	0	57.43	56.11	52	38
4222	2	4	60.8	59.5	52	38
4222	6	2	56.8	55.9	52	38
4223	0	0	61.99	59.94	52	38
4223	2	4	61.38	59.22	52	38
4223	6	2	62.07	59.98	52	38
5000	0	0	54	41.04	40	32
5000	2	4	48.33	47.62	40	32
5000	6	2	54.17	40.83	40	32
5100	0	0	49.79	40.41	38	32
5100	2	4	45.61	47.96	38	32
5100	6	2	50.02	40.13	38	32
5110	0	0	42.84	60.71	34	32
5110	2	4	44.76	50.96	34	32
5110	6	2	42.83	60.79	34	32
5111	0	0	51	74.7	34	50
5111	2	4	53	53.15	34	50
5111	6	2	50.99	74.95	34	50
5112	0	0	41.89	44.3	34	32
5112	2	4	42.7	43.3	34	32
5112	6	2	41.89	44.3	34	32
5113	0	0	42.84	60.71	34	29
5113	2	4	44.76	50.96	34	29
5113	6	2	42.83	60.79	34	29
5120	0	0	44.05	37.66	32	26
5120	2	4	40.94	42.36	32	26
5120	6	2	44.45	37.49	32	26
5121	0	0	45.1	37.04	30	37
5121	2	4	49.6	38.22	30	37
5121	6	2	44.2	36.73	30	37
5122	0	0	40.28	38.07	30	31
5122	2	4	38.3	40.8	30	31
5122	6	2	40.5	38	30	31
5123	0	0	46.6	37.54	34	21
5123	2	4	42.29	42.78	34	21
5123	6	2	47.22	37.35	34	21
5130	0	0	50.74	40.29	25	27
5130	2	4	58.32	48.79	25	27
5130	6	2	50.66	40.19	25	27
5131	0	0	53.23	43.9	25	23
5131	2	4	63.1	54.1	25	23
5131	6	2	53.1	43.8	25	23
5132	0	0	50.29	41.53	25	42
5132	2	4	56.3	51.54	25	42
5132	6	2	50.23	41.43	25	42
5133	0	0	51.05	33.8	25	17
5133	2	4	63.1	41	25	17
5133	6	2	50.9	33.7	25	17
5139	0	0	50.74	40.29	25	29
5139	2	4	58.32	48.79	25	29
5139	6	2	50.66	40.19	25	29
5140	0	0	48.39	47.86	30	29
5140	2	4	47.07	49.11	30	29
5140	6	2	49.59	46.18	30	29
5141	0	0	47.52	48.04	29	32
5141	2	4	46.4	49.07	29	32
5141	6	2	51.4	46.21	29	32
5142	0	0	48.39	47.86	19	17
5142	2	4	47.07	49.11	19	17
5142	6	2	49.59	46.18	19	17
5143	0	0	53.1	53.25	54	34
5143	2	4	57.7	54.8	54	34
5143	6	2	51.9	52.8	54	34
5149	0	0	47.13	45.45	19	29
5149	2	4	40.76	51.28	19	29
5149	6	2	47.51	45.33	19	29
5150	0	0	49.79	40.41	43	37
5150	2	4	45.61	47.96	43	37
5150	6	2	50.02	40.13	43	37
5151	0	0	49.79	40.41	43	37
5151	2	4	45.61	47.96	43	37
5151	6	2	50.02	40.13	43	37
