ISCO	STDEMPST	SEEMPST	MCAMSIS	FCAMSIS	ISEI	TREI
5152	0	0	49.79	40.41	43	37
5152	2	4	45.61	47.96	43	37
5152	6	2	50.02	40.13	43	37
5160	0	0	53.06	47.28	47	37
5160	2	4	50.98	53.01	47	37
5160	6	2	53.08	47.25	47	37
5161	0	0	52.95	54.3	42	35
5161	2	4	55.6	53.01	42	35
5161	6	2	52.9	54.3	42	35
5162	0	0	58.3	60.9	50	40
5162	2	4	61.7	60.9	50	40
5162	6	2	58.3	60.9	50	40
5163	0	0	48.55	42.21	40	39
5163	2	4	41	51.7	40	39
5163	6	2	48.6	42.2	40	39
5164	0	0	53.06	47.28	40	39
5164	2	4	50.98	53.01	40	39
5164	6	2	53.08	47.25	40	39
5169	0	0	40.26	42.17	40	30
5169	2	4	42.71	51.7	40	30
5169	6	2	40.21	42.05	40	30
5200	0	0	56.84	43.46	43	31
5200	2	4	56.2	40.9	43	31
5200	6	2	56.85	43.48	43	31
5210	0	0	56.84	43.46	43	28
5210	2	4	56.2	40.9	43	28
5210	6	2	56.85	43.48	43	28
5220	0	0	56.84	43.46	43	32
5220	2	4	56.2	40.9	43	32
5220	6	2	56.85	43.48	43	32
5230	0	0	56.84	43.46	37	24
5230	2	4	56.2	40.9	37	24
5230	6	2	56.85	43.48	37	24
6000	0	0	37.85	33.78	23	37
6000	2	4	40.92	46.86	23	37
6000	6	2	37.22	31.37	23	37
6100	0	0	37.85	33.78	23	38
6100	2	4	40.92	46.86	23	38
6100	6	2	37.22	31.37	23	38
6110	0	0	37.23	36.77	23	40
6110	2	4	48.04	49.56	23	40
6110	6	2	35.56	33.87	23	40
6111	0	0	37.23	36.77	23	40
6111	2	4	48.04	49.56	23	40
6111	6	2	35.56	33.87	23	40
6112	0	0	37.23	36.77	23	40
6112	2	4	48.04	49.56	23	40
6112	6	2	35.56	33.87	23	40
6113	0	0	37.23	36.77	23	40
6113	2	4	48.04	49.56	23	40
6113	6	2	35.56	33.87	23	40
6114	0	0	37.23	36.77	23	40
6114	2	4	48.04	49.56	23	40
6114	6	2	35.56	33.87	23	40
6120	0	0	37.02	29.1	23	40
6120	2	4	47.01	42.36	23	40
6120	6	2	35.47	27.37	23	40
6121	0	0	35.6	28.71	23	40
6121	2	4	44.27	43.35	23	40
6121	6	2	34.82	27.14	23	40
6122	0	0	37.02	29.1	23	40
6122	2	4	47.01	42.36	23	40
6122	6	2	35.47	27.37	23	40
6123	0	0	37.02	29.1	23	40
6123	2	4	47.01	42.36	23	40
6123	6	2	35.47	27.37	23	40
6124	0	0	37.02	29.1	23	40
6124	2	4	47.01	42.36	23	40
6124	6	2	35.47	27.37	23	40
6129	0	0	44.98	37.25	23	40
6129	2	4	50	38.3	23	40
6129	6	2	41.26	36.2	23	40
6130	0	0	53.81	52.14	23	38
6130	2	4	49.71	39.1	23	38
6130	6	2	54.05	54.54	23	38
6131	0	0	53.81	52.14	23	40
6131	2	4	49.71	39.1	23	40
6131	6	2	54.05	54.54	23	40
6132	0	0	53.81	52.14	27	41
6132	2	4	49.71	39.1	27	41
6132	6	2	54.05	54.54	27	41
6133	0	0	53.81	52.14	28	40
6133	2	4	49.71	39.1	28	40
6133	6	2	54.05	54.54	28	40
6134	0	0	53.81	52.14	28	30
6134	2	4	49.71	39.1	28	30
6134	6	2	54.05	54.54	28	30
6140	0	0	32.2	22.88	22	24
6140	2	4	36.2	41.4	22	24
6140	6	2	31.41	22.28	22	24
6141	0	0	32.2	22.88	22	24
6141	2	4	36.2	41.4	22	24
6141	6	2	31.41	22.28	22	24
6142	0	0	32.2	22.88	22	16
6142	2	4	36.2	41.4	22	16
6142	6	2	31.41	22.28	22	16
6150	0	0	38.32	34.01	28	28
6150	2	4	36.76	39.29	28	28
6150	6	2	42.68	27.27	28	28
6151	0	0	41.7	30.28	28	23
6151	2	4	36.7	42.8	28	23
6151	6	2	42.6	25.7	28	23
6152	0	0	37.06	37.27	28	23
6152	2	4	36.71	38.33	28	23
6152	6	2	39.27	32	28	23
6153	0	0	38.32	34.01	28	28
6153	2	4	36.76	39.29	28	28
6153	6	2	42.68	27.27	28	28
6154	0	0	49.2	32	28	6
6154	2	4	49.2	39.29	28	6
6154	6	2	49.2	32	28	6
6200	0	0	37.85	33.78	16	38
6200	2	4	40.92	46.86	16	38
6200	6	2	37.22	31.37	16	38
6210	0	0	37.85	33.78	16	38
6210	2	4	40.92	46.86	16	38
6210	6	2	37.22	31.37	16	38
7000	0	0	37.22	30.55	34	38
7000	2	4	43.42	54.08	34	38
7000	6	2	36.65	29.42	34	38
7100	0	0	37.53	24.64	31	34
7100	2	4	42.64	43	31	34
7100	6	2	36.92	22.29	31	34
7110	0	0	30.05	28.16	30	34
7110	2	4	37.32	52.03	30	34
7110	6	2	29.66	27.11	30	34
7111	0	0	29.34	29.23	30	34
7111	2	4	31.83	44.66	30	34
7111	6	2	29.24	28.81	30	34
7112	0	0	30.05	28.16	30	36
7112	2	4	37.32	52.03	30	36
7112	6	2	29.66	27.11	30	36
7113	0	0	35.66	24.12	27	34
7113	2	4	50.3	59.4	27	34
7113	6	2	33.4	20.2	27	34
7120	0	0	37.27	33.42	30	34
7120	2	4	43.4	49.8	30	34
7120	6	2	36.63	28.95	30	34
7121	0	0	37.27	33.42	29	36
7121	2	4	43.4	49.8	29	36
7121	6	2	36.63	28.95	29	36
7122	0	0	37.69	36.2	29	34
7122	2	4	42.4	52.2	29	34
7122	6	2	37.1	33.3	29	34
7123	0	0	33.42	34.41	26	34
7123	2	4	40.6	52.2	26	34
7123	6	2	33.3	33.3	26	34
7124	0	0	40.22	37.71	29	37
7124	2	4	44.9	52.2	29	37
7124	6	2	39.6	33.3	29	37
7129	0	0	35.35	31.57	30	28
7129	2	4	41.54	48.77	30	28
7129	6	2	34.61	26.29	30	28
7130	0	0	39.83	41.24	34	37
7130	2	4	43.6	44.67	34	37
7130	6	2	39.34	40.37	34	37
7131	0	0	39.83	41.24	19	31
7131	2	4	43.6	44.67	19	31
7131	6	2	39.34	40.37	19	31
7132	0	0	40.89	33.95	30	31
7132	2	4	43.6	32.4	30	31
7132	6	2	40.3	34.7	30	31
7133	0	0	39.83	41.24	31	31
7133	2	4	43.6	44.67	31	31
7133	6	2	39.34	40.37	31	31
7134	0	0	34.71	35.76	34	28
7134	2	4	35.8	52.2	34	28
7134	6	2	34.6	33.3	34	28
7135	0	0	40.91	44.88	26	26
7135	2	4	43.7	52.2	26	26
7135	6	2	40.4	42.6	26	26
7136	0	0	39.86	41.9	33	34
7136	2	4	44.2	41.9	33	34
7136	6	2	39.4	41.9	33	34
7137	0	0	39.83	41.24	37	44
7137	2	4	43.6	44.67	37	44
7137	6	2	39.34	40.37	37	44
7139	0	0	41.55	34.15	-999	-999
7139	2	4	43.6	32.4	-999	-999
7139	6	2	40.3	34.7	-999	-999
7140	0	0	37.51	15.91	29	31
7140	2	4	40.21	32.4	29	31
7140	6	2	36.99	14.83	29	31
7141	0	0	37.51	15.91	29	31
7141	2	4	40.21	32.4	29	31
7141	6	2	36.99	14.83	29	31
7142	0	0	37.51	15.91	32	29
7142	2	4	40.21	32.4	32	29
7142	6	2	36.99	14.83	32	29
7143	0	0	37.51	15.91	29	20
7143	2	4	40.21	32.4	29	20
7143	6	2	36.99	14.83	29	20
7200	0	0	36.78	30.36	34	40
7200	2	4	43.06	55.5	34	40
7200	6	2	36.37	29.88	34	40
7210	0	0	32.28	26.29	31	38
7210	2	4	41.61	51.93	31	38
7210	6	2	31.66	25.5	31	38
7211	0	0	20.74	10.43	29	38
7211	2	4	35.7	52.1	29	38
7211	6	2	20.5	9.5	29	38
7212	0	0	29.29	25.33	30	39
7212	2	4	37.5	52.1	30	39
7212	6	2	29	25.1	30	39
7213	0	0	37.42	26.87	33	34
7213	2	4	42.2	52.1	33	34
7213	6	2	36.9	25.7	33	34
7214	0	0	33.26	27.81	30	44
7214	2	4	43.09	52.1	30	44
7214	6	2	32.54	26.92	30	44
7215	0	0	17.7	19.4	30	32
7215	2	4	35.7	19.4	30	32
7215	6	2	17.5	19.4	30	32
7216	0	0	32.28	26.29	30	26
7216	2	4	41.61	51.93	30	26
7216	6	2	31.66	25.5	30	26
7220	0	0	33.95	21.72	35	37
7220	2	4	44.19	58.49	35	37
7220	6	2	32.8	19.66	35	37
7221	0	0	35.64	13.2	33	35
7221	2	4	44.3	52.1	33	35
7221	6	2	34.2	7.5	33	35
7222	0	0	31.61	22.19	40	40
7222	2	4	43.7	59.43	40	40
7222	6	2	31.08	20.28	40	40
7223	0	0	33.95	21.72	34	38
7223	2	4	44.19	58.49	34	38
7223	6	2	32.8	19.66	34	38
7224	0	0	33.95	21.72	24	27
7224	2	4	44.19	58.49	24	27
7224	6	2	32.8	19.66	24	27
7230	0	0	35.26	31.79	34	43
7230	2	4	40.35	52.1	34	43
7230	6	2	34.88	31.57	34	43
7231	0	0	35.81	34.3	34	43
7231	2	4	40	52.1	34	43
7231	6	2	35.4	33.1	34	43
7232	0	0	35.26	31.79	42	50
7232	2	4	40.35	52.1	42	50
7232	6	2	34.88	31.57	42	50
7233	0	0	33.78	31.48	33	42
7233	2	4	46.4	52.1	33	42
7233	6	2	33.6	31.4	33	42
7234	0	0	35.26	31.79	23	20
7234	2	4	40.35	52.1	23	20
7234	6	2	34.88	31.57	23	20
7240	0	0	43.2	34.32	40	38
7240	2	4	49.27	64.24	40	38
7240	6	2	42.89	34.01	40	38
7241	0	0	42.9	32.27	40	38
7241	2	4	49.59	63.87	40	38
7241	6	2	42.44	30.36	40	38
7242	0	0	43.2	34.32	39	48
7242	2	4	49.27	64.24	39	48
7242	6	2	42.89	34.01	39	48
7243	0	0	43.2	34.32	41	42
7243	2	4	49.27	64.24	41	42
7243	6	2	42.89	34.01	41	42
7244	0	0	43.86	32.25	40	35
7244	2	4	48.2	64.5	40	35
7244	6	2	43.6	32	40	35
7245	0	0	43.4	45.5	38	36
7245	2	4	48.2	64.24	38	36
7245	6	2	43.4	45.5	38	36
7300	0	0	43.72	36.58	34	39
7300	2	4	55.5	66.69	34	39
7300	6	2	42.43	35.08	34	39
7310	0	0	49.09	41.65	38	45
7310	2	4	57.48	68.32	38	45
7310	6	2	47.8	39.25	38	45
7311	0	0	47.08	37.61	38	47
7311	2	4	53.57	62.95	38	47
7311	6	2	46.51	36.75	38	47
7312	0	0	60.92	58.21	38	33
7312	2	4	62.6	70.8	38	33
7312	6	2	59.7	52.4	38	33
7313	0	0	56.16	57.46	38	43
7313	2	4	60.7	70.8	38	43
7313	6	2	54	52.4	38	43
7320	0	0	29.6	27.2	28	28
7320	2	4	60.25	55.56	28	28
7320	6	2	27.8	24.57	28	28
7321	0	0	27.68	26.16	27	25
7321	2	4	55.5	46.9	27	25
7321	6	2	24	21.9	27	25
7322	0	0	27.01	20.1	29	37
7322	2	4	55.5	20.1	29	37
7322	6	2	26.8	20.1	29	37
7323	0	0	42.77	36.91	29	31
7323	2	4	63.75	59.8	29	31
7323	6	2	37.46	32.52	29	31
7324	0	0	29.6	27.2	29	31
7324	2	4	60.25	55.56	29	31
7324	6	2	27.8	24.57	29	31
7330	0	0	38.75	27.16	29	31
7330	2	4	52.28	66.74	29	31
7330	6	2	36.73	24.42	29	31
7331	0	0	40.98	28.65	29	31
7331	2	4	52.96	74.2	29	31
7331	6	2	39.02	24.2	29	31
7332	0	0	24.3	26.25	29	31
7332	2	4	41.9	58.6	29	31
7332	6	2	23.18	24.55	29	31
7340	0	0	46.95	40.29	40	42
7340	2	4	55.03	72.06	40	42
7340	6	2	46.67	39.53	40	42
7341	0	0	48.58	47.47	40	42
7341	2	4	58.4	75.2	40	42
7341	6	2	48.2	46.9	40	42
7342	0	0	46.95	40.29	40	41
7342	2	4	55.03	72.06	40	41
7342	6	2	46.67	39.53	40	41
7343	0	0	50.84	45.14	42	41
7343	2	4	55.2	75.2	42	41
7343	6	2	50.7	44.4	42	41
7344	0	0	46.95	40.29	40	42
7344	2	4	55.03	72.06	40	42
7344	6	2	46.67	39.53	40	42
7345	0	0	37.95	29.91	37	32
7345	2	4	51.7	67.8	37	32
7345	6	2	37.5	28.9	37	32
7346	0	0	46.95	40.29	38	52
7346	2	4	55.03	72.06	38	52
7346	6	2	46.67	39.53	38	52
7400	0	0	34.4	28.82	33	33
7400	2	4	42.3	52.03	33	33
7400	6	2	33.23	26.85	33	33
7410	0	0	36.2	29.54	30	28
7410	2	4	40.99	46.11	30	28
7410	6	2	35.48	28.06	30	28
7411	0	0	33.71	25.36	30	24
7411	2	4	38.3	48	30	24
7411	6	2	33.6	25.1	30	24
7412	0	0	39.05	32.33	31	33
7412	2	4	41.3	46	31	33
7412	6	2	38.3	30.3	31	33
7413	0	0	36.2	29.54	30	34
7413	2	4	40.99	46.11	30	34
7413	6	2	35.48	28.06	30	34
7414	0	0	36.2	29.54	30	35
7414	2	4	40.99	46.11	30	35
7414	6	2	35.48	28.06	30	35
7415	0	0	36.2	29.54	30	34
7415	2	4	40.99	46.11	30	34
7415	6	2	35.48	28.06	30	34
7416	0	0	36.2	29.54	30	34
7416	2	4	40.99	46.11	30	34
7416	6	2	35.48	28.06	30	34
7420	0	0	31.05	21	33	29
7420	2	4	42.8	39.8	33	29
7420	6	2	30.2	20.4	33	29
7421	0	0	31.05	21	33	29
7421	2	4	42.8	39.8	33	29
7421	6	2	30.2	20.4	33	29
7422	0	0	31.05	21	33	40
7422	2	4	42.8	39.8	33	40
7422	6	2	30.2	20.4	33	40
7423	0	0	31.05	21	33	36
7423	2	4	42.8	39.8	33	36
7423	6	2	30.2	20.4	33	36
7424	0	0	31.05	21	33	21
7424	2	4	42.8	39.8	33	21
7424	6	2	30.2	20.4	33	21
7430	0	0	38.38	29.71	36	34
7430	2	4	46.5	55.17	36	34
7430	6	2	36.17	27.44	36	34
7431	0	0	38.38	29.71	29	29
7431	2	4	46.5	55.17	29	29
7431	6	2	36.17	27.44	29	29
7432	0	0	30.51	27.59	29	32
7432	2	4	41.9	58.6	29	32
7432	6	2	29.7	25.4	29	32
7433	0	0	43.35	29.09	45	40
7433	2	4	44.39	53.45	45	40
7433	6	2	42.83	26.97	45	40
7434	0	0	50.16	60.88	36	35
7434	2	4	49.3	62.8	36	35
7434	6	2	50.7	58.8	36	35
7435	0	0	33.99	38.12	36	40
7435	2	4	44.24	70.34	36	40
7435	6	2	33.33	35.69	36	40
7436	0	0	42.09	27.93	33	26
7436	2	4	56.5	57.7	33	26
7436	6	2	39.2	25.5	33	26
7437	0	0	39.06	33.1	28	31
7437	2	4	46.3	56.2	28	31
7437	6	2	36.2	29.8	28	31
7440	0	0	32.14	26.21	31	27
7440	2	4	36.94	44.2	31	27
7440	6	2	28.35	23.82	31	27
7441	0	0	32.14	26.21	31	22
7441	2	4	36.94	44.2	31	22
7441	6	2	28.35	23.82	31	22
7442	0	0	32.14	26.21	31	27
7442	2	4	36.94	44.2	31	27
7442	6	2	28.35	23.82	31	27
7500	0	0	37.22	30.55	42	48
7500	2	4	43.42	54.08	42	48
7500	6	2	36.65	29.42	42	48
7510	0	0	37.22	30.55	42	46
7510	2	4	43.42	54.08	42	46
7510	6	2	36.65	29.42	42	46
7520	0	0	37.22	30.55	39	46
7520	2	4	43.42	54.08	39	46
7520	6	2	36.65	29.42	39	46
7530	0	0	37.22	30.55	26	37
7530	2	4	43.42	54.08	26	37
7530	6	2	36.65	29.42	26	37
8000	0	0	34.29	27.61	31	34
8000	2	4	40.74	44.72	31	34
8000	6	2	33.58	26.62	31	34
8100	0	0	32.42	24.03	30	36
8100	2	4	45.94	41.6	30	36
8100	6	2	32.05	23.61	30	36
8110	0	0	38.09	27.8	35	31
8110	2	4	48.3	27.8	35	31
8110	6	2	36.7	27.8	35	31
8111	0	0	38.09	27.8	35	34
8111	2	4	48.3	27.8	35	34
8111	6	2	36.7	27.8	35	34
8112	0	0	38.09	27.8	35	32
8112	2	4	48.3	27.8	35	32
8112	6	2	36.7	27.8	35	32
8113	0	0	38.09	27.8	35	31
8113	2	4	48.3	27.8	35	31
8113	6	2	36.7	27.8	35	31
8120	0	0	26.31	22.3	30	40
8120	2	4	35.7	52.1	30	40
8120	6	2	26.27	22.18	30	40
8121	0	0	27.66	25.66	31	45
8121	2	4	35.7	52.1	31	45
8121	6	2	27.64	25.56	31	45
8122	0	0	25.88	21	30	36
8122	2	4	35.7	52.1	30	36
8122	6	2	25.82	20.87	30	36
8123	0	0	26.31	22.3	28	38
8123	2	4	35.7	52.1	28	38
8123	6	2	26.27	22.18	28	38
8124	0	0	26.31	22.3	30	28
8124	2	4	35.7	52.1	30	28
8124	6	2	26.27	22.18	30	28
8130	0	0	27.87	20.68	22	31
8130	2	4	55.5	46.9	22	31
8130	6	2	26.87	19.8	22	31
8131	0	0	24.7	19.8	22	31
8131	2	4	55.5	46.9	22	31
8131	6	2	24.7	19.8	22	31
8139	0	0	28.59	20.69	22	31
8139	2	4	55.5	46.9	22	31
8139	6	2	27.4	19.8	22	31
8140	0	0	29.89	21.27	27	28
8140	2	4	45.72	40.25	27	28
8140	6	2	29.14	20.55	27	28
8141	0	0	29.82	20.45	27	29
8141	2	4	45.98	39.8	27	29
8141	6	2	28.45	19.19	27	29
8142	0	0	31.1	16.07	27	28
8142	2	4	40.6	40.25	27	28
8142	6	2	31.08	16.07	27	28
8143	0	0	29.56	23.12	27	28
8143	2	4	40.6	48.4	27	28
8143	6	2	29.5	23	27	28
8150	0	0	33.31	30.02	35	42
8150	2	4	57.4	48.4	35	42
8150	6	2	33	29.9	35	42
8151	0	0	28.91	20.22	35	43
8151	2	4	57.4	48.4	35	43
8151	6	2	28.4	19.8	35	43
8152	0	0	33.31	30.02	35	43
8152	2	4	57.4	48.4	35	43
8152	6	2	33	29.9	35	43
8153	0	0	33.31	30.02	35	43
8153	2	4	57.4	48.4	35	43
8153	6	2	33	29.9	35	43
8154	0	0	33.31	30.02	35	43
8154	2	4	57.4	48.4	35	43
8154	6	2	33	29.9	35	43
8155	0	0	39.5	30.02	35	37
8155	2	4	57.4	48.4	35	37
8155	6	2	39.5	29.9	35	37
8159	0	0	34.26	30.47	35	43
8159	2	4	57.4	48.4	35	43
8159	6	2	33.98	30.36	35	43
8160	0	0	43.95	48.35	32	38
8160	2	4	37.8	37.3	32	38
8160	6	2	44	48.7	32	38
8161	0	0	43.95	48.35	33	42
8161	2	4	37.8	37.3	33	42
8161	6	2	44	48.7	33	42
8162	0	0	43.95	48.35	27	35
8162	2	4	37.8	37.3	27	35
8162	6	2	44	48.7	27	35
8163	0	0	43.95	48.35	33	34
8163	2	4	37.8	37.3	33	34
8163	6	2	44	48.7	33	34
8170	0	0	32.42	24.03	26	30
8170	2	4	45.94	41.6	26	30
8170	6	2	32.05	23.61	26	30
8171	0	0	32.42	24.03	26	30
8171	2	4	45.94	41.6	26	30
8171	6	2	32.05	23.61	26	30
8172	0	0	32.42	24.03	26	30
8172	2	4	45.94	41.6	26	30
8172	6	2	32.05	23.61	26	30
8200	0	0	34.72	26.53	32	34
8200	2	4	46.08	57.03	32	34
8200	6	2	34.34	25.93	32	34
8210	0	0	31.4	26.09	36	37
8210	2	4	37.1	52.1	36	37
8210	6	2	31.3	25.7	36	37
8211	0	0	31.4	26.09	36	38
8211	2	4	37.1	52.1	36	38
8211	6	2	31.3	25.7	36	38
8212	0	0	31.4	26.09	30	30
8212	2	4	37.1	52.1	30	30
8212	6	2	31.3	25.7	30	30
8220	0	0	35.95	38.95	30	43
8220	2	4	46.57	70.25	30	43
8220	6	2	35.47	37.86	30	43
8221	0	0	35.95	38.95	30	43
8221	2	4	46.57	70.25	30	43
8221	6	2	35.47	37.86	30	43
8222	0	0	35.95	38.95	30	43
8222	2	4	46.57	70.25	30	43
8222	6	2	35.47	37.86	30	43
8223	0	0	28.88	26.89	30	28
8223	2	4	37.2	52.1	30	28
8223	6	2	28.6	26.2	30	28
8224	0	0	54.2	43.4	30	43
8224	2	4	58.4	75.2	30	43
8224	6	2	53.9	42.2	30	43
8229	0	0	35.95	38.95	30	43
8229	2	4	46.57	70.25	30	43
8229	6	2	35.47	37.86	30	43
8230	0	0	30.88	21.16	30	30
8230	2	4	48.69	48.4	30	30
8230	6	2	29.93	20.8	30	30
8231	0	0	32.21	20.71	30	30
8231	2	4	46.3	48.4	30	30
8231	6	2	31.5	20.5	30	30
8232	0	0	30.17	21.31	30	30
8232	2	4	49.9	48.4	30	30
8232	6	2	29.1	20.9	30	30
8240	0	0	23.7	20.16	29	31
8240	2	4	42.6	39.8	29	31
8240	6	2	23.4	20	29	31
8250	0	0	42.45	35.3	38	41
8250	2	4	51.34	69.08	38	41
8250	6	2	42.11	34.22	38	41
8251	0	0	44.87	42.31	38	41
8251	2	4	51.64	69.93	38	41
8251	6	2	44.56	41.03	38	41
8252	0	0	42.45	35.3	38	32
8252	2	4	51.34	69.08	38	32
8252	6	2	42.11	34.22	38	32
8253	0	0	29.17	20.9	38	28
8253	2	4	40.6	48.4	38	28
8253	6	2	29.1	20.8	38	28
8260	0	0	30.18	25.95	30	28
8260	2	4	45.36	48.03	30	28
8260	6	2	29.15	25.11	30	28
8261	0	0	23.1	18.7	29	29
8261	2	4	45.36	48.03	29	29
8261	6	2	23.1	18.7	29	29
8262	0	0	28.25	20.84	29	29
8262	2	4	41.9	58.6	29	29
8262	6	2	28.1	20.1	29	29
8263	0	0	30.18	25.95	32	25
8263	2	4	45.36	48.03	32	25
8263	6	2	29.15	25.11	32	25
8264	0	0	30.18	25.95	24	25
8264	2	4	45.36	48.03	24	25
8264	6	2	29.15	25.11	24	25
8265	0	0	26.86	36.04	32	26
8265	2	4	35	59.4	32	26
8265	6	2	26.5	35.6	32	26
8266	0	0	30.18	25.95	32	28
8266	2	4	45.36	48.03	32	28
8266	6	2	29.15	25.11	32	28
8269	0	0	30.18	25.95	32	26
8269	2	4	45.36	48.03	32	26
8269	6	2	29.15	25.11	32	26
8270	0	0	32.27	25.66	29	33
8270	2	4	42.35	47.46	29	33
8270	6	2	31.92	25.12	29	33
8271	0	0	32.27	25.66	29	31
8271	2	4	42.35	47.46	29	31
8271	6	2	31.92	25.12	29	31
8272	0	0	32.54	26.71	29	34
8272	2	4	36.1	48	29	34
8272	6	2	32.5	26.4	29	34
8273	0	0	33.12	32.47	29	33
8273	2	4	44	46	29	33
8273	6	2	31.6	24.9	29	33
8274	0	0	24.82	27.01	29	33
8274	2	4	50.1	48	29	33
8274	6	2	23.9	26.8	29	33
8275	0	0	32.27	25.66	29	35
8275	2	4	42.35	47.46	29	35
8275	6	2	31.92	25.12	29	35
8276	0	0	32.27	25.66	29	45
8276	2	4	42.35	47.46	29	45
8276	6	2	31.92	25.12	29	45
8277	0	0	32.27	25.66	29	34
8277	2	4	42.35	47.46	29	34
8277	6	2	31.92	25.12	29	34
8278	0	0	33.95	24.99	29	34
8278	2	4	38.43	48	29	34
8278	6	2	33.84	24.4	29	34
8279	0	0	31.3	22.24	29	39
8279	2	4	42.35	48	29	39
8279	6	2	31.3	21.9	29	39
8280	0	0	40.38	23.35	31	33
8280	2	4	48.81	54.5	31	33
8280	6	2	39.87	23.02	31	33
8281	0	0	40.38	23.35	30	30
8281	2	4	48.81	54.5	30	30
8281	6	2	39.87	23.02	30	30
8282	0	0	40.38	23.35	34	48
8282	2	4	48.81	54.5	34	48
8282	6	2	39.87	23.02	34	48
8283	0	0	40.38	23.35	34	48
8283	2	4	48.81	54.5	34	48
8283	6	2	39.87	23.02	34	48
8284	0	0	40.38	23.35	30	30
8284	2	4	48.81	54.5	30	30
8284	6	2	39.87	23.02	30	30
8285	0	0	40.38	23.35	30	31
8285	2	4	48.81	54.5	30	31
8285	6	2	39.87	23.02	30	31
8286	0	0	40.38	23.35	30	28
8286	2	4	48.81	54.5	30	28
8286	6	2	39.87	23.02	30	28
8290	0	0	34.72	26.53	26	33
8290	2	4	46.08	57.03	26	33
8290	6	2	34.34	25.93	26	33
8300	0	0	34.74	34.04	32	33
8300	2	4	39.79	41.54	32	33
8300	6	2	33.74	32.35	32	33
8310	0	0	47.71	44.64	36	36
8310	2	4	44.55	41.54	36	36
8310	6	2	47.72	44.64	36	36
8311	0	0	47.68	44.6	41	43
8311	2	4	41.5	41.54	41	43
8311	6	2	47.7	44.6	41	43
8312	0	0	47.81	44.7	32	29
8312	2	4	53.7	41.54	32	29
8312	6	2	47.8	44.7	32	29
8320	0	0	36.16	38.94	34	32
8320	2	4	40.28	41.7	34	32
8320	6	2	35.19	38.02	34	32
8321	0	0	36.16	38.94	30	31
8321	2	4	40.28	41.7	30	31
8321	6	2	35.19	38.02	30	31
8322	0	0	40.74	38.63	30	31
8322	2	4	41.5	41.1	30	31
8322	6	2	40.54	37.83	30	31
8323	0	0	36.16	38.94	30	32
8323	2	4	40.28	41.7	30	32
8323	6	2	35.19	38.02	30	32
8324	0	0	34.29	39.86	34	33
8324	2	4	39.7	43.3	34	33
8324	6	2	33.1	38.6	34	33
8330	0	0	29.85	20.49	26	32
8330	2	4	38.25	36.77	26	32
8330	6	2	28.52	20.12	26	32
8331	0	0	29.85	20.49	26	31
8331	2	4	38.25	36.77	26	31
8331	6	2	28.52	20.12	26	31
8332	0	0	34.71	26.84	26	32
8332	2	4	38.1	37.3	26	32
8332	6	2	33.3	16.7	26	32
8333	0	0	33.18	17.3	28	33
8333	2	4	42.5	17.3	28	33
8333	6	2	32.9	17.3	28	33
8334	0	0	24.84	21.55	28	28
8334	2	4	39.06	37.3	28	28
8334	6	2	24.6	21.48	28	28
8340	0	0	36.19	31	32	29
8340	2	4	35.5	41.54	32	29
8340	6	2	36.21	31	32	29
8400	0	0	34.29	27.61	24	33
8400	2	4	40.74	44.72	24	33
8400	6	2	33.58	26.62	24	33
9000	0	0	39.02	29.68	20	21
9000	2	4	47.58	47.25	20	21
9000	6	2	38.72	29.17	20	21
9100	0	0	42.34	30.62	25	23
9100	2	4	48.98	47.88	25	23
9100	6	2	42	30.06	25	23
9110	0	0	42.34	30.62	29	25
9110	2	4	48.98	47.88	29	25
9110	6	2	42	30.06	29	25
9111	0	0	42.34	30.62	29	24
9111	2	4	48.98	47.88	29	24
9111	6	2	42	30.06	29	24
9112	0	0	42.34	30.62	28	24
9112	2	4	48.98	47.88	28	24
9112	6	2	42	30.06	28	24
9113	0	0	42.34	30.62	29	26
9113	2	4	48.98	47.88	29	26
9113	6	2	42	30.06	29	26
9120	0	0	42.34	30.62	28	12
9120	2	4	48.98	47.88	28	12
9120	6	2	42	30.06	28	12
9130	0	0	41.77	28.74	16	21
9130	2	4	50.05	47.55	16	21
9130	6	2	40.53	28.11	16	21
9131	0	0	38.79	27.44	16	22
9131	2	4	45.7	39	16	22
9131	6	2	37.9	27.2	16	22
9132	0	0	53.08	60.49	16	21
9132	2	4	62.8	63.5	16	21
9132	6	2	51.4	59.4	16	21
9133	0	0	38.14	27.52	16	22
9133	2	4	47	46.8	16	22
9133	6	2	36.07	26.49	16	22
9140	0	0	43.45	36.41	23	23
9140	2	4	49.1	40	23	23
9140	6	2	43.33	36.23	23	23
9141	0	0	43.45	36.41	23	25
9141	2	4	49.1	40	23	25
9141	6	2	43.33	36.23	23	25
9142	0	0	43.45	36.41	23	19
9142	2	4	49.1	40	23	19
9142	6	2	43.33	36.23	23	19
9150	0	0	39.72	51.85	27	20
9150	2	4	41.11	62.35	27	20
9150	6	2	39.68	51.64	27	20
9151	0	0	39.72	51.85	25	22
9151	2	4	41.11	62.35	25	22
9151	6	2	39.68	51.64	25	22
9152	0	0	39.72	51.85	27	20
9152	2	4	41.11	62.35	27	20
9152	6	2	39.68	51.64	27	20
9153	0	0	39.72	51.85	27	21
9153	2	4	41.11	62.35	27	21
9153	6	2	39.68	51.64	27	21
9160	0	0	37.84	41.8	23	13
