   69.00     6.00   87.9   79.2     75     74
   73.00      .00   67.9   69.6     69     74
   73.00     1.00   67.9   69.6     69     74
   73.00     2.00   71.2   81.9     69     74
   73.00     5.00   67.9   69.4     69     74
   73.00     6.00   67.8   69.5     69     74
   74.00      .00   73.2   72.6   -999   -999
   74.00     1.00   73.2   72.7   -999   -999
   74.00     2.00   73.7   81.9   -999   -999
   74.00     5.00   76.2   76.5   -999   -999
   74.00     6.00   73.2   72.5   -999   -999
   75.00      .00   77.7   79.4     67     74
   75.00     1.00   77.7   79.4     67     74
   75.00     2.00   74.2   81.9     67     74
   75.00     5.00   77.5   78.0     67     74
   75.00     6.00   78.4   79.3     67     74
   76.00      .00   73.2   72.6   -999   -999
   76.00     1.00   73.2   72.7   -999   -999
   76.00     2.00   73.7   81.9   -999   -999
   76.00     5.00   76.2   76.5   -999   -999
   76.00     6.00   73.2   72.5   -999   -999
   77.00      .00   67.0   73.0     56     79
   77.00     1.00   67.0   73.0     56     79
   77.00     2.00   71.4   82.9     56     79
   77.00     5.00   76.8   50.6     56     79
   77.00     6.00   66.4   71.9     56     79
   78.00      .00   79.2   74.5     69     77
   78.00     1.00   79.1   74.6     69     77
   78.00     2.00   74.2   87.0     69     77
   78.00     5.00   79.3   74.2     69     77
   78.00     6.00   79.3   74.2     69     77
   79.00      .00   67.0   73.0     56     79
   79.00     1.00   67.0   73.0     56     79
   79.00     2.00   71.4   82.9     56     79
   79.00     5.00   76.8   50.6     56     79
   79.00     6.00   66.4   71.9     56     79
   83.00      .00   85.0   83.2     78     88
   83.00     1.00   85.0   83.2     78     88
   83.00     2.00   81.2   85.7     78     88
   83.00     5.00   79.4   79.5     78     88
   83.00     6.00   88.2   82.5     78     88
   84.00      .00   85.0   83.2     78     88
   84.00     1.00   85.0   83.2     78     88
   84.00     2.00   81.2   85.7     78     88
   84.00     5.00   79.4   79.5     78     88
   84.00     6.00   88.2   82.5     78     88
   85.00      .00   78.5   74.9     70     85
   85.00     1.00   78.5   75.0     70     85
   85.00     2.00   78.5   80.7     70     85
   85.00     5.00   78.4   72.9     70     85
   85.00     6.00   78.6   69.2     70     85
   86.00      .00   73.2   80.1     61     83
   86.00     1.00   73.3   80.1     61     83
   86.00     2.00   75.5   86.7     61     83
   86.00     5.00   72.7   75.8     61     83
   86.00     6.00   68.8   75.8     61     83
   87.00      .00   75.0   83.9     60     60
   87.00     1.00   75.0   83.9     60     60
   87.00     2.00   73.6   87.7     60     60
   87.00     5.00   75.3   79.5     60     60
   87.00     6.00   79.1   81.7     60     60
   88.00      .00   73.0   67.7     45     51
   88.00     1.00   73.0   67.8     45     51
   88.00     2.00   72.4   83.4     45     51
   88.00     5.00   78.2   92.1     45     51
   88.00     6.00   74.4   65.8     45     51
   89.00      .00   73.0   67.7     45     51
   89.00     1.00   73.0   67.8     45     51
   89.00     2.00   72.4   83.4     45     51
   89.00     5.00   78.2   92.1     45     51
   89.00     6.00   74.4   65.8     45     51
   95.00      .00   56.6   63.5   -999   -999
   95.00     1.00   56.6   63.5   -999   -999
   95.00     2.00   72.3   67.0   -999   -999
   95.00     5.00   56.6   89.2   -999   -999
   95.00     6.00   55.8   63.4   -999   -999
   96.00      .00   69.2   71.5     64     74
   96.00     1.00   69.2   71.6     64     74
   96.00     2.00   69.6   78.5     64     74
   96.00     5.00   69.9   89.2     64     74
   96.00     6.00   69.1   71.2     64     74
   97.00      .00   50.0   64.0     52     51
   97.00     1.00   50.0   64.0     52     51
   97.00     2.00   72.3   85.9     52     51
   97.00     5.00   64.0   89.2     52     51
   97.00     6.00   49.4   62.2     52     51
   98.00      .00   85.9   81.4     51     60
   98.00     1.00   85.9   81.4     51     60
   98.00     2.00   75.2   75.8     51     60
   98.00     5.00   73.4   75.8     51     60
   98.00     6.00   88.8   82.0     51     60
   99.00      .00   85.9   81.4     51     60
   99.00     1.00   85.9   81.4     51     60
   99.00     2.00   75.2   75.8     51     60
   99.00     5.00   73.4   75.8     51     60
   99.00     6.00   88.8   82.0     51     60
  103.00      .00   85.9   81.4     51     60
  103.00     1.00   85.9   81.4     51     60
  103.00     2.00   75.2   75.8     51     60
  103.00     5.00   73.4   75.8     51     60
  103.00     6.00   88.8   82.0     51     60
  104.00      .00   73.0   67.7     45     51
  104.00     1.00   73.0   67.8     45     51
  104.00     2.00   72.4   83.4     45     51
  104.00     5.00   78.2   92.1     45     51
  104.00     6.00   74.4   65.8     45     51
  105.00      .00   73.0   67.7     45     51
  105.00     1.00   73.0   67.8     45     51
  105.00     2.00   72.4   83.4     45     51
  105.00     5.00   78.2   92.1     45     51
  105.00     6.00   74.4   65.8     45     51
  106.00      .00   78.5   74.9     70     85
  106.00     1.00   78.5   75.0     70     85
  106.00     2.00   78.5   80.7     70     85
  106.00     5.00   78.4   72.9     70     85
  106.00     6.00   78.6   69.2     70     85
  113.00      .00   82.6   77.6   -999   -999
  113.00     1.00   82.6   77.6   -999   -999
  113.00     2.00   77.1   76.0   -999   -999
  113.00     5.00   83.3   78.0   -999   -999
  113.00     6.00   82.6   77.6   -999   -999
  114.00      .00   82.6   77.6   -999   -999
  114.00     1.00   82.6   77.6   -999   -999
  114.00     2.00   77.1   76.0   -999   -999
  114.00     5.00   83.3   78.0   -999   -999
  114.00     6.00   82.6   77.6   -999   -999
  115.00      .00   82.6   77.6   -999   -999
  115.00     1.00   82.6   77.6   -999   -999
  115.00     2.00   77.1   76.0   -999   -999
  115.00     5.00   83.3   78.0   -999   -999
  115.00     6.00   82.6   77.6   -999   -999
  116.00      .00   82.6   77.6   -999   -999
  116.00     1.00   82.6   77.6   -999   -999
  116.00     2.00   77.1   76.0   -999   -999
  116.00     5.00   83.3   78.0   -999   -999
  116.00     6.00   82.6   77.6   -999   -999
  117.00      .00   82.6   77.6   -999   -999
  117.00     1.00   82.6   77.6   -999   -999
  117.00     2.00   77.1   76.0   -999   -999
  117.00     5.00   83.3   78.0   -999   -999
  117.00     6.00   82.6   77.6   -999   -999
  118.00      .00   82.6   77.6   -999   -999
  118.00     1.00   82.6   77.6   -999   -999
  118.00     2.00   77.1   76.0   -999   -999
  118.00     5.00   83.3   78.0   -999   -999
  118.00     6.00   82.6   77.6   -999   -999
  119.00      .00   82.6   77.6   -999   -999
  119.00     1.00   82.6   77.6   -999   -999
  119.00     2.00   77.1   76.0   -999   -999
  119.00     5.00   83.3   78.0   -999   -999
  119.00     6.00   82.6   77.6   -999   -999
  123.00      .00   82.6   77.6   -999   -999
  123.00     1.00   82.6   77.6   -999   -999
  123.00     2.00   77.1   76.0   -999   -999
  123.00     5.00   83.3   78.0   -999   -999
  123.00     6.00   82.6   77.6   -999   -999
  124.00      .00   82.6   77.6   -999   -999
  124.00     1.00   82.6   77.6   -999   -999
  124.00     2.00   77.1   76.0   -999   -999
  124.00     5.00   83.3   78.0   -999   -999
  124.00     6.00   82.6   77.6   -999   -999
  125.00      .00   82.6   77.6   -999   -999
  125.00     1.00   82.6   77.6   -999   -999
  125.00     2.00   77.1   76.0   -999   -999
  125.00     5.00   83.3   78.0   -999   -999
  125.00     6.00   82.6   77.6   -999   -999
  126.00      .00   82.6   77.6   -999   -999
  126.00     1.00   82.6   77.6   -999   -999
  126.00     2.00   77.1   76.0   -999   -999
  126.00     5.00   83.3   78.0   -999   -999
  126.00     6.00   82.6   77.6   -999   -999
  127.00      .00   82.6   77.6   -999   -999
  127.00     1.00   82.6   77.6   -999   -999
  127.00     2.00   77.1   76.0   -999   -999
  127.00     5.00   83.3   78.0   -999   -999
  127.00     6.00   82.6   77.6   -999   -999
  128.00      .00   82.6   77.6   -999   -999
  128.00     1.00   82.6   77.6   -999   -999
  128.00     2.00   77.1   76.0   -999   -999
  128.00     5.00   83.3   78.0   -999   -999
  128.00     6.00   82.6   77.6   -999   -999
  129.00      .00   82.6   77.6   -999   -999
  129.00     1.00   82.6   77.6   -999   -999
  129.00     2.00   77.1   76.0   -999   -999
  129.00     5.00   83.3   78.0   -999   -999
  129.00     6.00   82.6   77.6   -999   -999
  133.00      .00   82.6   77.6   -999   -999
  133.00     1.00   82.6   77.6   -999   -999
  133.00     2.00   77.1   76.0   -999   -999
  133.00     5.00   83.3   78.0   -999   -999
  133.00     6.00   82.6   77.6   -999   -999
  134.00      .00   82.6   77.6   -999   -999
  134.00     1.00   82.6   77.6   -999   -999
  134.00     2.00   77.1   76.0   -999   -999
  134.00     5.00   83.3   78.0   -999   -999
  134.00     6.00   82.6   77.6   -999   -999
  135.00      .00   82.6   77.6   -999   -999
  135.00     1.00   82.6   77.6   -999   -999
  135.00     2.00   77.1   76.0   -999   -999
  135.00     5.00   83.3   78.0   -999   -999
  135.00     6.00   82.6   77.6   -999   -999
  136.00      .00   82.6   77.6   -999   -999
  136.00     1.00   82.6   77.6   -999   -999
  136.00     2.00   77.1   76.0   -999   -999
  136.00     5.00   83.3   78.0   -999   -999
  136.00     6.00   82.6   77.6   -999   -999
  137.00      .00   82.6   77.6   -999   -999
  137.00     1.00   82.6   77.6   -999   -999
  137.00     2.00   77.1   76.0   -999   -999
  137.00     5.00   83.3   78.0   -999   -999
  137.00     6.00   82.6   77.6   -999   -999
  138.00      .00   82.6   77.6   -999   -999
  138.00     1.00   82.6   77.6   -999   -999
  138.00     2.00   77.1   76.0   -999   -999
  138.00     5.00   83.3   78.0   -999   -999
  138.00     6.00   82.6   77.6   -999   -999
  139.00      .00   82.6   77.6   -999   -999
  139.00     1.00   82.6   77.6   -999   -999
  139.00     2.00   77.1   76.0   -999   -999
  139.00     5.00   83.3   78.0   -999   -999
  139.00     6.00   82.6   77.6   -999   -999
  143.00      .00   82.6   77.6   -999   -999
  143.00     1.00   82.6   77.6   -999   -999
  143.00     2.00   77.1   76.0   -999   -999
  143.00     5.00   83.3   78.0   -999   -999
  143.00     6.00   82.6   77.6   -999   -999
  144.00      .00   82.6   77.6   -999   -999
  144.00     1.00   82.6   77.6   -999   -999
  144.00     2.00   77.1   76.0   -999   -999
  144.00     5.00   83.3   78.0   -999   -999
  144.00     6.00   82.6   77.6   -999   -999
  145.00      .00   82.6   77.6   -999   -999
  145.00     1.00   82.6   77.6   -999   -999
  145.00     2.00   77.1   76.0   -999   -999
  145.00     5.00   83.3   78.0   -999   -999
  145.00     6.00   82.6   77.6   -999   -999
  146.00      .00   82.6   77.6   -999   -999
  146.00     1.00   82.6   77.6   -999   -999
  146.00     2.00   77.1   76.0   -999   -999
  146.00     5.00   83.3   78.0   -999   -999
  146.00     6.00   82.6   77.6   -999   -999
  147.00      .00   62.6   69.6     60     70
  147.00     1.00   62.6   69.6     60     70
  147.00     2.00   77.1   76.0     60     70
  147.00     5.00   83.3   78.0     60     70
  147.00     6.00   62.6   69.6     60     70
  148.00      .00   62.6   69.6     60     70
  148.00     1.00   62.6   69.6     60     70
  148.00     2.00   77.1   76.0     60     70
  148.00     5.00   83.3   78.0     60     70
  148.00     6.00   62.6   69.6     60     70
  149.00      .00   62.6   69.6     60     70
  149.00     1.00   62.6   69.6     60     70
  149.00     2.00   77.1   76.0     60     70
  149.00     5.00   83.3   78.0     60     70
  149.00     6.00   62.6   69.6     60     70
  153.00      .00   82.6   77.6   -999   -999
  153.00     1.00   82.6   77.6   -999   -999
  153.00     2.00   77.1   76.0   -999   -999
  153.00     5.00   83.3   78.0   -999   -999
  153.00     6.00   82.6   77.6   -999   -999
  154.00      .00   82.6   77.6   -999   -999
  154.00     1.00   82.6   77.6   -999   -999
  154.00     2.00   77.1   76.0   -999   -999
  154.00     5.00   83.3   78.0   -999   -999
  154.00     6.00   82.6   77.6   -999   -999
  155.00      .00   61.9   59.8     49     43
  155.00     1.00   61.9   59.8     49     43
  155.00     2.00   72.7   63.7     49     43
  155.00     5.00   65.8   63.7     49     43
  155.00     6.00   61.5   59.6     49     43
  156.00      .00   62.0   66.1     57     66
  156.00     1.00   62.0   66.1     57     66
  156.00     2.00   68.8   67.4     57     66
  156.00     5.00   62.0   66.1     57     66
  156.00     6.00   62.0   66.1     57     66
  157.00      .00   62.6   69.6     60     70
  157.00     1.00   62.6   69.6     60     70
  157.00     2.00   77.1   76.0     60     70
  157.00     5.00   83.3   78.0     60     70
  157.00     6.00   62.6   69.6     60     70
  158.00      .00   56.3   63.3   -999   -999
  158.00     1.00   56.3   63.3   -999   -999
  158.00     2.00   68.8   63.7   -999   -999
  158.00     5.00   51.5   63.7   -999   -999
  158.00     6.00   56.3   63.3   -999   -999
  159.00      .00   56.5   71.2     62     65
  159.00     1.00   56.5   71.2     62     65
  159.00     2.00   65.9   75.4     62     65
  159.00     5.00   72.7   60.2     62     65
  159.00     6.00   55.3   69.6     62     65
  163.00      .00   55.0   60.7     56     69
  163.00     1.00   55.0   60.7     56     69
  163.00     2.00   74.2   75.7     56     69
  163.00     5.00   64.5   60.2     56     69
  163.00     6.00   53.8   60.2     56     69
  164.00      .00   67.5   58.6     54     65
  164.00     1.00   67.5   58.5     54     65
  164.00     2.00   88.2   89.1     54     65
  164.00     5.00   53.2   48.6     54     65
  164.00     6.00   67.3   58.4     54     65
  165.00      .00   67.5   58.6     54     65
  165.00     1.00   67.5   58.5     54     65
  165.00     2.00   88.2   89.1     54     65
  165.00     5.00   53.2   48.6     54     65
  165.00     6.00   67.3   58.4     54     65
  166.00      .00   80.3   80.2     60     78
  166.00     1.00   80.3   80.2     60     78
  166.00     2.00   88.8   89.1     60     78
  166.00     5.00   80.6   80.6     60     78
  166.00     6.00   79.1   79.4     60     78
  167.00      .00   85.9   85.0     67     71
  167.00     1.00   85.9   85.0     67     71
  167.00     2.00   92.1   94.4     67     71
  167.00     5.00   88.1   94.4     67     71
  167.00     6.00   82.8   80.5     67     71
  168.00      .00   79.9   77.3     67     71
  168.00     1.00   79.9   77.3     67     71
  168.00     2.00   88.2   89.1     67     71
  168.00     5.00   81.0   76.5     67     71
  168.00     6.00   79.4   75.4     67     71
  169.00      .00   79.9   77.3     67     71
  169.00     1.00   79.9   77.3     67     71
  169.00     2.00   88.2   89.1     67     71
  169.00     5.00   81.0   76.5     67     71
  169.00     6.00   79.4   75.4     67     71
  173.00      .00   78.5   80.2     72     69
  173.00     1.00   78.5   80.2     72     69
  173.00     2.00   79.3   89.5     72     69
  173.00     5.00   64.4   81.5     72     69
  173.00     6.00   78.1   77.4     72     69
  174.00      .00   61.2   63.4     52     51
  174.00     1.00   61.2   63.4     52     51
  174.00     2.00   75.6   92.9     52     51
  174.00     5.00   75.6   76.5     52     51
  174.00     6.00   60.8   62.4     52     51
  175.00      .00   61.2   63.4     52     51
  175.00     1.00   61.2   63.4     52     51
  175.00     2.00   75.6   92.9     52     51
  175.00     5.00   75.6   76.5     52     51
  175.00     6.00   60.8   62.4     52     51
  176.00      .00   62.0   71.2   -999   -999
  176.00     1.00   61.9   71.2   -999   -999
  176.00     2.00   75.6   82.1   -999   -999
  176.00     5.00   61.9   71.2   -999   -999
  176.00     6.00   61.9   71.2   -999   -999
  177.00      .00   70.9   70.1   -999   -999
